steps: 714
ax: -0.336288 | ay: 0.23613 | az: -0.000167847
ax: -0.0553589 | ay: 0.17955 | az: -0.178665
ax: -0.477921 | ay: -0.0404358 | az: 0.0246582
ax: -1.0081 | ay: -0.337585 | az: 0.0879211
ax: -1.02106 | ay: -1.10681 | az: 0.0395203
ax: -1.0423 | ay: -1.76447 | az: 0.0226135
ax: -1.00038 | ay: -2.04286 | az: -0.246902
ax: -1.07652 | ay: -2.30807 | az: 0.161942
ax: -0.555222 | ay: -2.10684 | az: 0.653961
ax: -0.311569 | ay: -0.500244 | az: -0.355621
ax: -0.391495 | ay: 1.78427 | az: 0.671173
ax: -0.666672 | ay: -0.852051 | az: 0.575851
ax: -0.379333 | ay: 0.120636 | az: -0.207138
ax: -0.0610199 | ay: -0.497498 | az: -0.36853
ax: -0.296722 | ay: -0.52446 | az: -0.434891
ax: -0.0195465 | ay: -0.254562 | az: 0.259796
ax: -0.123352 | ay: -0.208466 | az: -0.0798798
ax: 0.0109558 | ay: 0.272507 | az: -0.0171661
ax: 0.00588989 | ay: 0.195145 | az: 0.129013
ax: 0.013382 | ay: 0.364059 | az: -0.089798
ax: 0.0435181 | ay: 0.199509 | az: -0.146759
ax: 0.0451965 | ay: 0.0964508 | az: -0.28862
ax: 0.0518951 | ay: 0.222794 | az: -0.0832672
ax: -0.0401764 | ay: 0.239288 | az: 0.0387115
ax: -0.0168762 | ay: 0.228348 | az: 0.0761108
ax: -0.0170593 | ay: 0.0761108 | az: -0.0405579
ax: 0.0059967 | ay: 0.0812531 | az: -0.140121
ax: -0.0144501 | ay: 0.165314 | az: -0.0611877
ax: -0.0148468 | ay: 0.147903 | az: -0.0316315
ax: -0.0401001 | ay: 0.156921 | az: -0.0264893
ax: -0.0852966 | ay: 0.170761 | az: -0.022934
ax: -0.109192 | ay: 0.168777 | az: -0.0802002
ax: -0.129456 | ay: 0.170944 | az: -0.107758
ax: -0.179489 | ay: 0.244522 | az: -0.0713654
ax: -0.295258 | ay: 0.277313 | az: -0.0802307
ax: -0.37738 | ay: 0.360306 | az: -0.00698853
ax: -0.491196 | ay: 0.40506 | az: 0.0908661
ax: -0.538315 | ay: 0.457779 | az: -0.112564
ax: -0.880127 | ay: 0.456131 | az: -0.332245
ax: -1.1394 | ay: 0.70607 | az: -0.566528
ax: -1.16527 | ay: 1.6779 | az: -0.907532
ax: -1.19354 | ay: 1.10164 | az: -0.149231
ax: -0.966385 | ay: 1.59315 | az: -0.612152
ax: -0.772629 | ay: 0.91478 | az: -0.755707
ax: 0.38269 | ay: 1.04689 | az: -0.538788
ax: 0.163879 | ay: 0.0114594 | az: -0.351227
ax: 0.233551 | ay: -0.565109 | az: 0.0195007
ax: 0.501892 | ay: 0.446106 | az: 0.0791931
ax: 0.88678 | ay: 1.02866 | az: -0.328461
ax: 0.683395 | ay: 1.17616 | az: -0.142365
time: 1
[20210805064733.387]
> sum ax: -14.2603 | sum ay: 4.07114 | sum az: -5.03284
>> avg ax: -0.285206 | avg ay: 0.0814227 | avg az: -0.100657
>>> vx: -1.39751 | vy: 0.398971 | vz: -0.493218
>>> sx: -0.913997 | sy: -0.51942 | sz: -0.0675356
>>> a: 0.313215
>>> v: 1.53475
>>> s: 1.05345

steps: 715
ax: 0.67778 | ay: 0.986603 | az: -0.088501
ax: 0.649017 | ay: 0.610443 | az: -0.108688
ax: 0.605133 | ay: 0.397018 | az: -0.0561371
ax: 0.563629 | ay: 0.354507 | az: -0.076004
ax: 0.492157 | ay: 0.350388 | az: -0.025116
ax: 0.32666 | ay: 0.192627 | az: -0.088501
ax: 0.131607 | ay: 0.237808 | az: 0.0765533
ax: -0.142685 | ay: 0.0594788 | az: 0.0455017
ax: -0.646576 | ay: -0.226089 | az: 0.170746
ax: -1.04401 | ay: -0.929474 | az: 0.0871582
ax: -1.07864 | ay: -1.554 | az: 0.0977936
ax: -1.11215 | ay: -1.83028 | az: 0.141312
ax: -1.0482 | ay: -2.18317 | az: -0.0133057
ax: -1.14558 | ay: -2.42041 | az: 0.782471
ax: -0.603088 | ay: -1.94847 | az: 0.431229
ax: 0.0223999 | ay: 1.66402 | az: -0.346161
ax: -0.272583 | ay: 0.546799 | az: 0.836166
ax: -0.88591 | ay: -0.947189 | az: 0.0686646
ax: -0.172714 | ay: -0.451538 | az: -0.565094
ax: -0.262131 | ay: -0.745651 | az: -0.17984
ax: -0.130753 | ay: -0.359573 | az: 0.130569
ax: -0.0400238 | ay: -0.371979 | az: 0.104294
ax: -0.141556 | ay: -0.179001 | az: -0.00624084
ax: -0.0177002 | ay: 0.0979004 | az: 0.0285645
ax: -0.00856018 | ay: 0.104294 | az: -0.0591736
ax: 0.00927734 | ay: 0.144775 | az: -0.143555
ax: 0.0293427 | ay: 0.13739 | az: -0.0136414
ax: -0.00588989 | ay: 0.059021 | az: -0.104767
