steps: 0
ax: -0.00871277 | ay: -0.0628662 | az: 0.0649109
ax: 0.237076 | ay: 0.0555573 | az: 0.0267181
ax: 0.506241 | ay: 0.585953 | az: 0.0351868
ax: 0.565826 | ay: 0.687805 | az: 0.0445251
ax: 0.631577 | ay: 0.533951 | az: -0.0193481
ax: 0.637268 | ay: 0.439636 | az: 0.0518646
ax: 0.646072 | ay: 0.308075 | az: 0.0635223
ax: 0.570755 | ay: 0.201508 | az: 0.0386963
ax: 0.536575 | ay: 0.177597 | az: 0.0409698
ax: 0.401291 | ay: 0.138763 | az: -0.0110931
ax: 0.192291 | ay: 0.11734 | az: -0.00088501
ax: 0.00411987 | ay: -0.0197449 | az: -0.00491333
ax: -0.130997 | ay: -0.227249 | az: -0.00790405
ax: -0.291702 | ay: -0.387299 | az: -0.0361786
ax: -0.531265 | ay: -0.715637 | az: -0.166534
ax: -0.735138 | ay: -0.878036 | az: -0.119781
ax: -0.886307 | ay: -0.981949 | az: -0.0746155
ax: -0.949722 | ay: -1.03516 | az: -0.0528564
ax: -0.818527 | ay: -1.19943 | az: -0.0907135
ax: -0.555847 | ay: -1.63322 | az: 0.0700073
ax: -0.396912 | ay: -1.79033 | az: 0.457245
ax: -0.379822 | ay: -1.69125 | az: 0.343674
ax: -0.400116 | ay: -1.25516 | az: -0.428894
ax: 0.197357 | ay: -0.921661 | az: -0.500931
ax: -0.343277 | ay: 1.21831 | az: 0.778595
ax: -0.401993 | ay: 0.547852 | az: 0.468201
ax: -0.653534 | ay: -0.430725 | az: 0.213287
ax: -0.119598 | ay: -0.17009 | az: -0.23732
ax: -0.32193 | ay: -0.714722 | az: -0.45993
ax: -0.146988 | ay: -0.542435 | az: -0.0662384
ax: 0.0900574 | ay: 0.0870361 | az: -0.0147705
ax: -0.0219879 | ay: -0.0424652 | az: -0.0928192
ax: -0.0803375 | ay: 0.0740356 | az: 0.0857697
ax: -0.0571289 | ay: 0.0568237 | az: 0.00410461
ax: 0.0482178 | ay: 0.19014 | az: -0.0269775
ax: 0.0143127 | ay: 0.00831604 | az: -0.18396
ax: 0.0477142 | ay: 0.107971 | az: -0.0131073
ax: 0.000396729 | ay: 0.0874176 | az: 0.113403
ax: 0.017868 | ay: 0.170639 | az: 0.0697174
ax: 0.0212402 | ay: 0.0309906 | az: -0.0344086
ax: 0.0631256 | ay: 0.047821 | az: -0.119614
ax: 0.0308228 | ay: 0.0886078 | az: -0.0385284
ax: -0.0623016 | ay: 0.0562744 | az: 0.0600586
ax: -0.124741 | ay: 0.0976562 | az: 0.12851
ax: -0.0736237 | ay: 0.0770569 | az: 0.0362396
ax: -0.0162354 | ay: 0.0823669 | az: 0.0140381
ax: -0.0063324 | ay: 0.0815277 | az: -0.0196381
ax: -0.0333405 | ay: 0.0727234 | az: -0.00900269
ax: -0.0668945 | ay: 0.0844727 | az: 0.0325928
ax: -0.101929 | ay: 0.0422211 | az: 0.0297852
time: 1
[20210812051404.648]
> sum ax: -3.25703 | sum ay: -8.14299 | sum az: 0.440659
>> avg ax: -0.0651407 | avg ay: -0.16286 | avg az: 0.00881317
>>> vx: -0.319189 | vy: -0.798013 | vz: 0.0431845
>>> sx: -0.0442186 | sy: -0.461877 | sz: 0.0292308
>>> a: 0.175625
>>> v: 0.860565
>>> s: 0.464909

ax: -0.0528717 | ay: 0.0738068 | az: 0.0737457
ax: -0.111328 | ay: 0.113708 | az: -0.00390625
ax: -0.155502 | ay: 0.136276 | az: -0.0888672
ax: -0.201797 | ay: 0.0370331 | az: -0.0618439
ax: -0.259583 | ay: 0.0523376 | az: -0.073288
ax: -0.344223 | ay: 0.0995331 | az: 0.0310974
ax: -0.414215 | ay: 0.205444 | az: -0.0355835
ax: -0.49939 | ay: 0.26178 | az: -0.143387
ax: -0.823517 | ay: 0.414886 | az: -0.309372
ax: -1.02306 | ay: 0.797531 | az: -0.367676
ax: -0.910172 | ay: 1.30971 | az: -0.130417
ax: -0.891235 | ay: 0.498215 | az: 0.109802
ax: -0.687927 | ay: 0.831024 | az: -0.361603
ax: -0.387131 | ay: 0.454651 | az: -0.430603
ax: 0.218338 | ay: 0.29393 | az: -0.267303
ax: -0.0934753 | ay: 0.0567169 | az: -0.0725555
ax: 0.203552 | ay: 0.268631 | az: 0.0426331
ax: 0.44339 | ay: 0.802567 | az: 0.0977783
ax: 0.539047 | ay: 0.818146 | az: 0.0548248
ax: 0.584213 | ay: 0.596527 | az: -0.0851593
ax: 0.585876 | ay: 0.438873 | az: -0.0787354
ax: 0.583542 | ay: 0.298553 | az: -0.0390625
ax: 0.563034 | ay: 0.236176 | az: -0.0503693
ax: 0.527847 | ay: 0.190933 | az: -0.115784
ax: 0.429993 | ay: 0.22049 | az: -0.126038
ax: 0.289673 | ay: 0.139832 | az: -0.144562
ax: 0.0301056 | ay: 0.0683441 | az: -0.1138
ax: -0.176544 | ay: -0.10553 | az: -0.097641
ax: -0.51532 | ay: -0.368698 | az: -0.195435
ax: -0.821945 | ay: -0.791306 | az: -0.25296
ax: -0.979889 | ay: -1.08488 | az: -0.163742
ax: -0.967224 | ay: -1.27751 | az: -0.0996399
ax: -0.939606 | ay: -1.25981 | az: 0.00506592
ax: -0.793686 | ay: -1.39799 | az: 0.0739594
ax: -0.621109 | ay: -1.726 | az: 0.349152
ax: -0.763062 | ay: -1.89772 | az: 0.40271
ax: -0.397461 | ay: -1.37326 | az: 0.372116
ax: -0.302841 | ay: -1.03964 | az: 0.177185
ax: -0.207733 | ay: 1.07722 | az: 0.655212
ax: -0.424057 | ay: 0.0312347 | az: 0.201889
ax: -0.421326 | ay: -0.65123 | az: 0.0752258
ax: -0.206879 | ay: -0.18576 | az: -0.335892
ax: -0.179398 | ay: -0.48053 | az: -0.269058
ax: -0.172455 | ay: -0.590286 | az: -0.00469971
ax: -0.167053 | ay: -0.26535 | az: 0.190292
ax: 0.0137787 | ay: 0.0832977 | az: 0.0662079
ax: 0.0603333 | ay: 0.120163 | az: 0.104584
ax: -0.075882 | ay: -0.0375519 | az: -0.0142975
ax: -0.0032959 | ay: 0.0633087 | az: -0.0535889
ax: 0.033432 | ay: 0.0322723 | az: -0.171814
time: 2
[20210812051405.645]
> sum ax: -10.886 | sum ay: -3.40991 | sum az: -1.6752
>> avg ax: -0.217721 | avg ay: -0.0681982 | avg az: -0.033504
>>> vx: -1.06683 | vy: -0.334171 | vz: -0.16417
>>> sx: -0.556387 | sy: 0.275299 | sz: -0.171346
>>> a: 0.230599
>>> v: 1.12993
>>> s: 0.643984

ax: 0.0101166 | ay: 0.0384369 | az: -0.125916
ax: -0.00637817 | ay: 0.0987091 | az: 0.0504913
ax: 0.00758362 | ay: 0.0769348 | az: 0.123444
ax: 0.0368042 | ay: 0.0779114 | az: -0.0350342
ax: 0.0504303 | ay: 0.0413666 | az: -0.111618
ax: -0.0269165 | ay: -0.164917 | az: -0.0314789
ax: -0.0537109 | ay: 0.0218048 | az: 0.13327
ax: -0.00862122 | ay: 0.089447 | az: 0.0667877
ax: -0.0478668 | ay: 0.130798 | az: 0.0301361
ax: -0.026474 | ay: -0.0162659 | az: -0.0173492
ax: -0.0153198 | ay: -0.0204773 | az: -0.0279083
ax: -0.0140686 | ay: 0.0391998 | az: 0.0285492
ax: 0.0149384 | ay: 0.082016 | az: 0.0420074
ax: -0.0746613 | ay: -0.024704 | az: 0.0688171
ax: -0.102295 | ay: 0.0173187 | az: 0.0681458
ax: -0.110123 | ay: 0.0271759 | az: 0.0235901
ax: -0.100739 | ay: 0.0885162 | az: 0.00314331
ax: -0.136948 | ay: 0.169022 | az: 0.0224457
ax: -0.145508 | ay: 0.0953522 | az: 0.0289764
ax: -0.188705 | ay: 0.0701141 | az: 0.0458832
ax: -0.332367 | ay: 0.0475769 | az: -0.0943451
ax: -0.391495 | ay: 0.0581207 | az: -0.0390472
ax: -0.542679 | ay: 0.183243 | az: -0.073822
ax: -0.83992 | ay: 0.358307 | az: -0.323959
ax: -1.03665 | ay: 0.72757 | az: -0.336578
ax: -0.729919 | ay: 1.13301 | az: -0.224411
ax: -0.847488 | ay: 0.698669 | az: 0.219055
ax: -0.472778 | ay: 0.30336 | az: -0.258377
ax: -0.444595 | ay: 0.249802 | az: -0.502777
ax: 0.226974 | ay: 0.317856 | az: -0.420654
ax: 0.402634 | ay: 0.0981903 | az: -0.218353
ax: 0.543289 | ay: -0.118622 | az: -0.214096
ax: 0.432892 | ay: 0.456696 | az: 0.10495
ax: 0.519669 | ay: 0.594772 | az: -0.001297
ax: 0.551987 | ay: 0.628342 | az: -0.0252533
ax: 0.570129 | ay: 0.513855 | az: -0.072998
ax: 0.590576 | ay: 0.405258 | az: 0.00653076
ax: 0.561325 | ay: 0.313004 | az: 0.059845
ax: 0.520142 | ay: 0.256897 | az: 0.0439453
ax: 0.45401 | ay: 0.256729 | az: 0.0231628
ax: 0.300491 | ay: 0.21312 | az: 0.0170898
ax: 0.0840607 | ay: 0.173401 | az: 0.0467682
ax: -0.165192 | ay: -0.0824585 | az: 0.042511
ax: -0.386246 | ay: -0.291245 | az: 0.0383911
ax: -0.722687 | ay: -0.635071 | az: -0.0659943
ax: -0.950455 | ay: -1.052 | az: -0.164871
ax: -0.969299 | ay: -1.32375 | az: -0.147873
ax: -0.856613 | ay: -1.50578 | az: -0.292969
ax: -0.724792 | ay: -1.61606 | az: -0.251511
ax: -0.547073 | ay: -1.7229 | az: -0.0220795
time: 3
[20210812051406.645]
> sum ax: -6.14053 | sum ay: 0.577652 | sum az: -2.76263
>> avg ax: -0.122811 | avg ay: 0.011553 | avg az: -0.0552527
>>> vx: -0.601772 | vy: 0.0566099 | vz: -0.270738
>>> sx: -0.217587 | sy: 0.325772 | sz: -0.0869001
>>> a: 0.135162
>>> v: 0.662294
>>> s: 0.401277

ax: -0.417908 | ay: -1.53946 | az: 0.341461
ax: -0.346588 | ay: -1.50365 | az: 0.25975
ax: -0.367111 | ay: -1.45045 | az: 0.0454712
ax: -0.0659332 | ay: -0.606827 | az: -0.0783997
ax: -0.241821 | ay: 1.15996 | az: 0.511871
ax: -0.326126 | ay: 0.369827 | az: 0.286362
ax: -0.40979 | ay: -0.497452 | az: 0.065506
ax: -0.129349 | ay: -0.151611 | az: -0.102829
ax: -0.181839 | ay: -0.489594 | az: -0.149933
ax: -0.228394 | ay: -0.795227 | az: -0.187439
ax: -0.0641022 | ay: -0.207184 | az: 0.050415
ax: -0.0293732 | ay: -0.167938 | az: 0.0336151
ax: -0.086441 | ay: -0.133026 | az: 0.107483
ax: -0.113342 | ay: -0.030014 | az: 0.0516052
ax: -0.0430908 | ay: -0.00170898 | az: -0.00984192
ax: 0.0116272 | ay: -0.121124 | az: -0.168274
ax: 0.00169373 | ay: -0.0285034 | az: -0.086319
ax: 0.00691223 | ay: 0.035202 | az: 0.068222
ax: -0.0042572 | ay: 0.0421906 | az: 0.0747681
ax: 0.0120087 | ay: 0.0323334 | az: -0.00132751
ax: 0.0080719 | ay: -0.0309753 | az: -0.0540466
ax: 0.030365 | ay: -0.0608673 | az: -0.00550842
ax: -0.00914001 | ay: -0.0493927 | az: 0.0309906
ax: -0.0219116 | ay: -0.0590668 | az: 0.0496063
ax: -0.0290222 | ay: -0.0337067 | az: 0.046875
ax: -0.0281219 | ay: -0.0606842 | az: 0.00431824
ax: -0.016983 | ay: -0.00622559 | az: 0.0374756
ax: -0.0407867 | ay: 0.00288391 | az: 0.0183258
ax: -0.0450592 | ay: -0.00959778 | az: 0.00328064
ax: -0.0895081 | ay: 0.0267792 | az: 0.0278931
ax: -0.0845337 | ay: -0.0166779 | az: 0.0542297
ax: -0.0658875 | ay: 0.00466919 | az: 0.0404358
ax: -0.165527 | ay: 0.0567932 | az: 0.0268402
ax: -0.165588 | ay: 0.0331116 | az: -0.0143433
ax: -0.205643 | ay: 0.0836487 | az: -0.0513153
ax: -0.316254 | ay: 0.0316162 | az: 0.00721741
ax: -0.326767 | ay: 0.0545807 | az: 0.0542297
ax: -0.428864 | ay: 0.0898743 | az: -0.0117188
ax: -0.611771 | ay: 0.354233 | az: -0.267792
ax: -0.91571 | ay: 0.562607 | az: -0.386871
ax: -0.88591 | ay: 0.972794 | az: -0.287186
ax: -0.870895 | ay: 0.952621 | az: -0.0147552
ax: -0.65892 | ay: 0.492691 | az: 0.0622864
ax: -0.404236 | ay: 0.342865 | az: -0.378555
ax: -0.0817413 | ay: 0.301132 | az: -0.477371
ax: 0.685013 | ay: 0.192001 | az: -0.206284
ax: 0.264511 | ay: -0.182281 | az: -0.0501556
ax: 0.360199 | ay: 0.263199 | az: -0.106171
ax: 0.605011 | ay: 0.730148 | az: -0.112
ax: 0.618546 | ay: 0.660034 | az: -0.0287323
time: 4
[20210812051407.635]
> sum ax: -6.92029 | sum ay: -0.385452 | sum az: -0.876633
>> avg ax: -0.138406 | avg ay: -0.00770905 | avg az: -0.0175327
>>> vx: -0.678188 | vy: -0.0377744 | vz: -0.08591
>>> sx: -0.400689 | sy: -0.481785 | sz: 0.0830642
>>> a: 0.139725
>>> v: 0.684651
>>> s: 0.632114

ax: 0.639191 | ay: 0.455704 | az: -0.0364685
ax: 0.58374 | ay: 0.270798 | az: -0.0488281
ax: 0.554916 | ay: 0.157227 | az: -0.0211182
ax: 0.505386 | ay: 0.1819 | az: -0.00584412
ax: 0.443695 | ay: 0.218018 | az: -0.0264893
ax: 0.262039 | ay: 0.181488 | az: -0.00764465
ax: 0.0261383 | ay: 0.146271 | az: 0.024231
ax: -0.179626 | ay: -0.0738678 | az: 0.0158234
ax: -0.539352 | ay: -0.316116 | az: -0.0349121
ax: -0.865356 | ay: -0.790558 | az: -0.154678
ax: -0.947128 | ay: -1.16646 | az: -0.19931
ax: -0.891769 | ay: -1.52982 | az: -0.124268
ax: -0.799515 | ay: -1.66127 | az: -0.130371
ax: -0.706116 | ay: -1.57867 | az: -0.0420074
ax: -0.694504 | ay: -1.27074 | az: 0.12175
ax: -0.416077 | ay: -1.67366 | az: 0.299149
ax: -0.443542 | ay: -1.70425 | az: 0.333435
ax: -0.537231 | ay: -1.42993 | az: 0.175247
ax: -0.541809 | ay: 1.14851 | az: -0.00447083
ax: -0.459839 | ay: -0.465454 | az: 0.2836
ax: -0.193802 | ay: -0.542618 | az: -0.0195007
ax: -0.240204 | ay: -0.543625 | az: 0.135376
ax: -0.0141602 | ay: -0.237335 | az: -0.0856781
ax: -0.0257263 | ay: -0.357559 | az: -0.111816
ax: 0.0275879 | ay: -0.121536 | az: -0.021698
ax: 0.0085144 | ay: -0.0270386 | az: -0.0357971
ax: -0.043457 | ay: -0.0884247 | az: -0.0509491
ax: -0.122223 | ay: -0.0406189 | az: 0.0444183
ax: -0.0485992 | ay: 0.0319366 | az: 0.0190125
ax: -0.0158081 | ay: 0.009552 | az: -0.123718
ax: -0.0183258 | ay: -0.0637665 | az: -0.0752411
ax: -0.0397186 | ay: -0.104584 | az: -0.00419617
ax: -0.0469971 | ay: -0.0765228 | az: 0.030426
ax: -0.0090332 | ay: -0.0270386 | az: 0.0486755
ax: -0.000869751 | ay: -0.0634918 | az: 0.0444183
ax: 0.0225372 | ay: -0.0955963 | az: -0.0258789
ax: 6.10352e-05 | ay: -0.0183716 | az: -0.0261078
ax: 0.00215149 | ay: 0.0227356 | az: 0.0199585
ax: -0.0111237 | ay: -0.048111 | az: 0.0197449
ax: 0.00163269 | ay: -0.050705 | az: 0.0193481
ax: -0.00154114 | ay: 0.00646973 | az: 0.00730896
ax: -0.0128479 | ay: 0.043457 | az: 0.00914001
ax: -0.053894 | ay: -0.090683 | az: 0.0296783
ax: -0.0984802 | ay: 0.00712585 | az: 0.0139618
ax: -0.0778809 | ay: 0.0587463 | az: 0.00195312
ax: -0.124222 | ay: 0.0493011 | az: -0.00918579
ax: -0.167938 | ay: 0.0160522 | az: -0.0205841
ax: -0.227478 | ay: 0.105804 | az: 0.0750732
ax: -0.174286 | ay: 0.108017 | az: 0.00469971
ax: -0.291046 | ay: 0.068222 | az: 0.00810242
time: 5
[20210812051408.638]
> sum ax: -7.00394 | sum ay: -12.9711 | sum az: 0.337769
>> avg ax: -0.140079 | avg ay: -0.259422 | avg az: 0.00675537
>>> vx: -0.686386 | vy: -1.27117 | vz: 0.0331013
>>> sx: -0.351045 | sy: -0.880062 | sz: 0.00651182
>>> a: 0.294902
>>> v: 1.44502
>>> s: 0.947514

ax: -0.365662 | ay: 0.057251 | az: -0.0558167
ax: -0.584198 | ay: 0.139328 | az: 0.0104065
ax: -0.787125 | ay: 0.383835 | az: -0.230209
ax: -1.01521 | ay: 0.590027 | az: -0.279373
ax: -0.84462 | ay: 1.09703 | az: -0.335831
ax: -0.838348 | ay: 0.698547 | az: 0.196228
ax: -0.488129 | ay: 0.373672 | az: -0.327682
ax: -0.472321 | ay: 0.307297 | az: -0.406372
ax: 0.250748 | ay: 0.23027 | az: -0.395218
ax: 0.168671 | ay: 0.1129 | az: -0.0930176
ax: 0.427338 | ay: 0.176346 | az: -0.177765
ax: 0.540192 | ay: 0.854065 | az: 0.0383606
ax: 0.630203 | ay: 0.782379 | az: 0.0883179
ax: 0.673431 | ay: 0.538544 | az: 0.0668182
ax: 0.635071 | ay: 0.392715 | az: 0.0452118
ax: 0.597366 | ay: 0.240082 | az: 0.00785828
ax: 0.542236 | ay: 0.197556 | az: 0.000747681
ax: 0.486893 | ay: 0.153366 | az: -0.0125122
ax: 0.335785 | ay: 0.195724 | az: -0.00862122
ax: 0.129822 | ay: 0.132416 | az: -0.0274811
ax: -0.134903 | ay: -0.0188293 | az: -0.00592041
ax: -0.395203 | ay: -0.305313 | az: -0.0688934
ax: -0.702805 | ay: -0.571579 | az: -0.193436
ax: -0.945557 | ay: -0.933578 | az: -0.291122
ax: -1.05789 | ay: -1.42419 | az: -0.337921
ax: -0.907974 | ay: -1.66281 | az: -0.339615
ax: -0.78569 | ay: -1.74103 | az: -0.254761
ax: -0.594284 | ay: -1.72223 | az: -0.0474396
ax: -0.483765 | ay: -1.7673 | az: 0.291992
ax: -0.490128 | ay: -1.6385 | az: 0.142258
ax: -0.32692 | ay: -1.66765 | az: 0.0916443
ax: -0.39621 | ay: -0.641357 | az: 0.0157166
ax: -0.351425 | ay: 1.5127 | az: 0.509125
ax: -0.633057 | ay: -0.552734 | az: 0.383926
ax: -0.361023 | ay: -0.583084 | az: -0.249908
ax: -0.270447 | ay: -0.416321 | az: -0.00164795
ax: -0.181778 | ay: -0.535614 | az: -0.273758
ax: -0.00437927 | ay: -0.423294 | az: -0.04776
ax: -0.00964355 | ay: -0.0861053 | az: 0.0658417
ax: 0.0455017 | ay: 0.0144348 | az: 0.00930786
ax: -0.042984 | ay: -0.0576172 | az: 0.0460358
ax: -0.0755157 | ay: -0.0678253 | az: 0.0705566
ax: -0.0616455 | ay: -0.0516663 | az: -0.00944519
ax: -0.0018158 | ay: -0.0470886 | az: -0.127228
ax: -0.0200043 | ay: -0.0610504 | az: -0.121185
ax: -0.0295258 | ay: -0.0728607 | az: 0.0830841
ax: -0.050415 | ay: -0.0528717 | az: 0.131073
