steps: 533
ax: -0.341675 | ay: 0.221725 | az: 0.0848236
ax: -0.943985 | ay: 0.990631 | az: -0.741333
ax: -0.262207 | ay: 0.972229 | az: -0.673965
ax: 0.595123 | ay: -0.285461 | az: -0.282074
ax: 0.200287 | ay: -0.377563 | az: -0.513611
ax: 0.331711 | ay: 0.75882 | az: 0.0167084
ax: 0.691223 | ay: 1.01366 | az: -0.060318
ax: 0.697052 | ay: 0.9245 | az: -0.0340118
ax: 0.720154 | ay: 0.797897 | az: -0.0218811
ax: 0.699219 | ay: 0.5616 | az: -0.0294952
ax: 0.586304 | ay: 0.391464 | az: -0.0536499
ax: 0.552307 | ay: 0.330444 | az: -0.0290833
ax: 0.490173 | ay: 0.275269 | az: -0.0298767
ax: 0.363113 | ay: 0.226974 | az: 0.0145569
ax: 0.121017 | ay: 0.130615 | az: 0.0195923
time: 1
[20210805055158.179]
> sum ax: -6.3727 | sum ay: 8.27864 | sum az: -3.603
>> avg ax: -0.127454 | avg ay: 0.165573 | avg az: -0.0720599
>>> vx: -0.624524 | vy: 0.811307 | vz: -0.353094
>>> sx: -0.570304 | sy: -0.092434 | sz: -0.0786388
>>> a: 0.221024
>>> v: 1.08302
>>> s: 0.583074

ax: -0.328659 | ay: -0.332413 | az: 0.0240936
ax: -0.693665 | ay: -0.464462 | az: 0.223526
ax: -1.08929 | ay: -0.826614 | az: 0.161148
ax: -1.1412 | ay: -1.73419 | az: -0.107849
ax: -1.18608 | ay: -2.43298 | az: -0.166397
ax: -1.21748 | ay: -2.53877 | az: 0.0981598
ax: -0.946472 | ay: -2.54779 | az: 0.838898
ax: -0.64212 | ay: -2.20374 | az: 0.279831
ax: 0.0164032 | ay: 0.603424 | az: -0.877075
ax: -0.238159 | ay: 1.56067 | az: 0.911118
ax: -1.14958 | ay: -1.0255 | az: 0.0947571
ax: -0.709488 | ay: -0.293213 | az: 0.354752
ax: -0.0295258 | ay: -0.638474 | az: 0.10556
ax: -0.555008 | ay: -1.14946 | az: -0.177887
ax: -0.0657959 | ay: -0.248276 | az: 0.0767517
ax: -0.0949249 | ay: -0.355362 | az: -0.117981
ax: 0.0736542 | ay: 0.145508 | az: 0.0591888
ax: -0.079895 | ay: 0.0576324 | az: 0.114227
ax: -0.0332336 | ay: -0.0510864 | az: 0.00694275
ax: 0.00810242 | ay: -0.0541687 | az: -0.0759277
ax: 0.0203857 | ay: 0.0504608 | az: -0.048645
ax: 0.0255585 | ay: 0.0956116 | az: 0.0551605
ax: -0.0206451 | ay: 0.0548859 | az: 0.0703735
ax: 0.0170288 | ay: -0.0155182 | az: 0.0205231
ax: 0.0162811 | ay: 0.00117493 | az: -0.0447235
ax: 0.0136108 | ay: -0.0105591 | az: 0.0141449
ax: -0.0358124 | ay: -0.0370636 | az: 0.077713
ax: -0.082962 | ay: -0.0388794 | az: 0.0901794
ax: -0.105499 | ay: 0.0412445 | az: 0.126404
ax: -0.148956 | ay: 0.0768433 | az: 0.0835724
ax: -0.124832 | ay: 0.0561066 | az: 0.0245819
ax: -0.164581 | ay: 0.179993 | az: 0.0259705
ax: -0.322021 | ay: 0.130096 | az: -0.0685272
ax: -0.388123 | ay: 0.184769 | az: -0.0155487
ax: -0.464798 | ay: 0.257477 | az: 0.226105
ax: -0.481491 | ay: 0.376083 | az: 0.130066
ax: -0.663666 | ay: 0.34053 | az: -0.176559
ax: -1.0885 | ay: 0.335007 | az: -0.283264
ax: -1.10454 | ay: 1.55687 | az: -1.12027
ax: -1.11931 | ay: 1.95544 | az: -0.0858459
ax: -1.02808 | ay: 0.836792 | az: -0.364975
ax: -0.966644 | ay: 1.05086 | az: -0.729385
ax: -0.14505 | ay: 1.01694 | az: -0.56456
ax: 0.380676 | ay: -0.357666 | az: -0.252716
ax: 0.284012 | ay: -0.560455 | az: -0.603607
ax: 0.312088 | ay: 0.565933 | az: -0.0160828
ax: 0.830673 | ay: 0.954758 | az: -0.0874329
ax: 0.777908 | ay: 0.929993 | az: -0.0363617
ax: 0.769958 | ay: 0.819443 | az: -0.0550537
ax: 0.747772 | ay: 0.598663 | az: -0.0461426
time: 2
[20210805055159.167]
> sum ax: -14.362 | sum ay: -3.08344 | sum az: -1.82907
>> avg ax: -0.28724 | avg ay: -0.0616687 | avg az: -0.0365814
>>> vx: -1.40747 | vy: -0.302176 | vz: -0.179249
>>> sx: -1.05868 | sy: -1.04775 | sz: 0.102737
>>> a: 0.296054
>>> v: 1.45066
>>> s: 1.49303

ax: 0.637283 | ay: 0.402237 | az: -0.0906525
ax: 0.583206 | ay: 0.291 | az: -0.0907745
ax: 0.487778 | ay: 0.197372 | az: -0.111572
ax: 0.400452 | ay: 0.143753 | az: -0.0969849
ax: 0.116776 | ay: 0.0593109 | az: -0.143051
ax: -0.33136 | ay: -0.262253 | az: -0.168381
ax: -0.838287 | ay: -0.62532 | az: -0.0855103
ax: -1.09891 | ay: -0.981812 | az: -0.0359955
ax: -1.15253 | ay: -1.90054 | az: -0.220184
ax: -1.19807 | ay: -2.5218 | az: -0.28125
ax: -1.14345 | ay: -2.54504 | az: 0.150192
ax: -0.878418 | ay: -2.52983 | az: 1.05043
ax: -0.824341 | ay: -1.76842 | az: 0.642838
ax: -0.0787048 | ay: 1.10744 | az: -0.381607
ax: -0.34819 | ay: 1.52402 | az: 1.26088
ax: -1.15318 | ay: -1.26311 | az: 0.0213318
ax: -0.299606 | ay: -0.40181 | az: 0.193161
ax: 0.0390778 | ay: -0.761246 | az: -0.60994
ax: -0.662964 | ay: -1.20914 | az: 0.0874481
ax: -0.24028 | ay: -0.444473 | az: 0.0458679
ax: -0.0335693 | ay: -0.226959 | az: 0.0325623
ax: -0.0355072 | ay: -0.013916 | az: 0.281448
ax: -0.10936 | ay: 0.180618 | az: 0.135513
ax: 0.00964355 | ay: -0.0538788 | az: -0.0415344
ax: 0.045578 | ay: -0.164581 | az: -0.227631
ax: 0.0484467 | ay: -0.00714111 | az: -0.0324554
ax: -0.0127869 | ay: 0.116501 | az: 0.103271
ax: -0.0350342 | ay: 0.0874634 | az: 0.173065
ax: -0.0118408 | ay: -0.0184174 | az: 0.032196
ax: -0.0192261 | ay: -0.048645 | az: -0.024704
ax: -0.0422363 | ay: 0.035553 | az: 0.050827
ax: -0.0580139 | ay: -0.00547791 | az: 0.107239
ax: -0.0839081 | ay: -0.00410461 | az: 0.113815
ax: -0.0964661 | ay: 0.0300446 | az: 0.16452
ax: -0.103928 | ay: 0.0192719 | az: -0.0223083
ax: -0.174683 | ay: 0.0478516 | az: -0.0199127
ax: -0.211777 | ay: 0.114136 | az: 0.00692749
ax: -0.367111 | ay: 0.179398 | az: -0.0493469
ax: -0.3694 | ay: 0.190506 | az: 0.0756226
ax: -0.478348 | ay: 0.278915 | az: 0.224976
ax: -0.531906 | ay: 0.326294 | az: 0.199326
ax: -0.767151 | ay: 0.319733 | az: -0.0948944
ax: -1.09601 | ay: 0.641968 | az: -0.517349
ax: -1.11066 | ay: 2.04646 | az: -0.763824
ax: -1.12569 | ay: 1.4084 | az: 0.263107
ax: -1.15034 | ay: 0.977158 | az: -0.64299
ax: -0.637634 | ay: 1.14688 | az: -1.03673
ax: 0.688797 | ay: 0.333694 | az: -0.26062
ax: -0.306686 | ay: -0.206177 | az: -0.0665588
ax: 0.204742 | ay: 0.178589 | az: 0.0071106
time: 3
[20210805055200.173]
> sum ax: -15.9558 | sum ay: -5.57953 | sum az: -0.693085
>> avg ax: -0.319116 | avg ay: -0.111591 | avg az: -0.0138617
>>> vx: -1.56367 | vy: -0.546794 | vz: -0.0679223
>>> sx: -0.718173 | sy: -0.916786 | sz: 0.0817605
>>> a: 0.338348
>>> v: 1.65791
>>> s: 1.16746

ax: 0.718018 | ay: 0.926163 | az: -0.103134
ax: 0.778793 | ay: 1.01111 | az: -0.0286713
ax: 0.792709 | ay: 0.879227 | az: 0.0282135
ax: 0.796478 | ay: 0.692078 | az: 0.052002
ax: 0.662399 | ay: 0.406723 | az: 0.05513
ax: 0.588547 | ay: 0.359451 | az: 0.0233307
ax: 0.535248 | ay: 0.28772 | az: -0.0276031
ax: 0.468536 | ay: 0.261246 | az: -0.00395203
ax: 0.232697 | ay: 0.254547 | az: 0.108536
ax: -0.320007 | ay: -0.21991 | az: -0.100098
ax: -0.55368 | ay: -0.56279 | az: 0.0890808
ax: -1.08443 | ay: -0.795074 | az: 0.26796
ax: -1.14137 | ay: -1.47554 | az: 0.283997
ax: -1.18944 | ay: -2.35754 | az: -0.0640106
ax: -1.20163 | ay: -2.56697 | az: -0.433777
ax: -0.908295 | ay: -2.57149 | az: 0.934235
ax: -0.733719 | ay: -2.07388 | az: 0.318802
ax: 0.159164 | ay: 1.3259 | az: -1.17912
ax: -0.109268 | ay: 0.89769 | az: 0.947723
ax: -1.00871 | ay: -1.14981 | az: 0.0516968
ax: -0.545227 | ay: -0.221375 | az: 0.0770111
ax: -0.0138245 | ay: -0.850906 | az: -0.263214
ax: -0.517609 | ay: -0.859528 | az: -0.0210571
ax: -0.151459 | ay: -0.258408 | az: 0.119736
ax: -0.122849 | ay: -0.418976 | az: -0.117264
ax: 0.0487213 | ay: 0.0424805 | az: 0.000137329
ax: -0.0657196 | ay: -0.0667114 | az: 0.0707092
ax: -0.0664825 | ay: -0.00790405 | az: 0.0754395
ax: -0.00904846 | ay: -0.0181122 | az: -0.00279236
ax: 7.62939e-05 | ay: -0.0477295 | az: -0.14473
ax: 0.038269 | ay: 0.0342865 | az: -0.0331421
ax: -0.0146637 | ay: 0.0364838 | az: 0.0550079
ax: -0.00892639 | ay: 0.0410156 | az: 0.10611
ax: -0.0175934 | ay: -0.0137482 | az: 0.0327911
ax: -0.0088501 | ay: -0.0381012 | az: -0.0144958
ax: -0.0371704 | ay: -0.0423431 | az: 0.0349426
ax: -0.0348511 | ay: 0.00834656 | az: 0.0693359
ax: -0.0740509 | ay: -0.00427246 | az: 0.102798
ax: -0.131058 | ay: 0.0384521 | az: 0.0545807
ax: -0.0878448 | ay: 0.0213928 | az: -0.0348969
ax: -0.267487 | ay: 0.157593 | az: 0.0973053
ax: -0.345886 | ay: 0.114182 | az: 0.0131989
ax: -0.427902 | ay: 0.182037 | az: 0.0896912
ax: -0.483963 | ay: 0.29155 | az: 0.192535
ax: -0.5159 | ay: 0.385757 | az: -0.0149231
ax: -0.78331 | ay: 0.36055 | az: -0.229294
ax: -1.08665 | ay: 0.531464 | az: -0.391617
ax: -1.10103 | ay: 2.10805 | az: -0.60199
ax: -1.11603 | ay: 1.23799 | az: 0.151443
ax: -0.996826 | ay: 0.97731 | az: -0.618942
time: 4
[20210805055201.172]
> sum ax: -11.4631 | sum ay: -2.75034 | sum az: 0.0747528
>> avg ax: -0.229262 | avg ay: -0.0550067 | avg az: 0.00149506
>>> vx: -1.12338 | vy: -0.269533 | vz: 0.00732578
>>> sx: -0.21609 | sy: -0.458112 | sz: 0.0819849
>>> a: 0.235773
>>> v: 1.15529
>>> s: 0.513111

ax: -0.555618 | ay: 1.32465 | az: -1.1846
ax: 0.845581 | ay: 0.843399 | az: -0.572464
ax: -0.0257874 | ay: -0.285889 | az: -0.345932
ax: 0.189194 | ay: -0.385681 | az: -0.00050354
ax: 0.595276 | ay: 0.682129 | az: 0.0697937
ax: 0.84996 | ay: 0.939072 | az: -0.141266
ax: 0.827545 | ay: 0.980042 | az: -0.112015
ax: 0.801422 | ay: 0.898102 | az: -0.0753021
ax: 0.666382 | ay: 0.542892 | az: -0.0555267
ax: 0.586273 | ay: 0.284103 | az: -0.107513
ax: 0.511215 | ay: 0.129593 | az: -0.202087
ax: 0.45578 | ay: 0.0358734 | az: -0.20192
ax: 0.28511 | ay: 0.0512085 | az: -0.137589
ax: -0.133377 | ay: -0.075058 | az: -0.153809
ax: -0.648087 | ay: -0.441589 | az: -0.17804
ax: -1.09166 | ay: -0.905563 | az: -0.167114
ax: -1.14807 | ay: -1.56732 | az: -0.0488129
ax: -1.19958 | ay: -2.28619 | az: -0.169159
ax: -1.23972 | ay: -2.56743 | az: -0.280411
ax: -1.04765 | ay: -2.56264 | az: 1.12558
ax: -0.775345 | ay: -2.06529 | az: 0.53418
ax: 0.141495 | ay: 0.551544 | az: -0.484985
ax: -0.357788 | ay: 1.5451 | az: 1.30527
ax: -1.16566 | ay: -1.13222 | az: 0.275711
ax: -0.54924 | ay: -0.414139 | az: 0.180969
ax: -0.252609 | ay: -0.851212 | az: -0.298401
ax: -0.575104 | ay: -1.13162 | az: -0.169006
ax: -0.0328979 | ay: -0.341415 | az: -0.00773621
ax: -0.0943298 | ay: -0.351593 | az: -0.063797
ax: 0.0329742 | ay: 0.102707 | az: 0.212112
ax: -0.130219 | ay: -0.0224152 | az: 0.139999
ax: -0.0601501 | ay: -0.00144958 | az: 0.151093
ax: 0.00764465 | ay: -0.153091 | az: -0.179077
ax: 0.0532227 | ay: -0.0335999 | az: -0.107254
ax: -0.00701904 | ay: 0.0208893 | az: 0.0464478
ax: -0.0297394 | ay: 0.0640411 | az: 0.128983
ax: -0.0182648 | ay: 0.085022 | az: 0.033493
ax: -0.0157776 | ay: 0.0341797 | az: -0.0542145
ax: -0.0223083 | ay: -0.0479279 | az: 0.0248718
ax: 0.00175476 | ay: -0.0398712 | az: 0.0799866
ax: -0.0528564 | ay: -0.0233154 | az: 0.109207
ax: -0.0952606 | ay: 0.0167236 | az: 0.0499115
ax: -0.100922 | ay: 0.0345154 | az: -0.0363007
ax: -0.182709 | ay: 0.0535889 | az: 0.0938568
ax: -0.305893 | ay: 0.101654 | az: 0.0875854
ax: -0.364304 | ay: 0.180359 | az: -0.0357208
ax: -0.384125 | ay: 0.216446 | az: 0.0745544
ax: -0.484344 | ay: 0.285263 | az: 0.212173
ax: -0.545868 | ay: 0.337433 | az: 0.0221405
ax: -0.870041 | ay: 0.355606 | az: -0.101471
time: 5
[20210805055202.175]
> sum ax: -7.7115 | sum ay: -6.99039 | sum az: -0.714111
>> avg ax: -0.15423 | avg ay: -0.139808 | avg az: -0.0142822
>>> vx: -0.755727 | vy: -0.685058 | vz: -0.0699829
>>> sx: -0.14031 | sy: -0.332418 | sz: -0.182338
>>> a: 0.208655
>>> v: 1.02241
>>> s: 0.404272

ax: -1.08949 | ay: 0.861923 | az: -0.540176
ax: -1.05138 | ay: 2.19867 | az: -0.758545
ax: -1.11652 | ay: 1.04051 | az: -0.0193481
ax: -0.978546 | ay: 0.862686 | az: -0.694717
ax: -0.549652 | ay: 1.25775 | az: -1.08401
ax: 0.849411 | ay: 0.588699 | az: -0.255173
ax: -0.192245 | ay: -0.298462 | az: -0.18689
ax: 0.140076 | ay: 0.0735321 | az: 0.127136
ax: 0.802673 | ay: 0.744675 | az: -0.00799561
ax: 0.767136 | ay: 0.932037 | az: -0.0161896
ax: 0.779099 | ay: 0.892456 | az: 0.014679
ax: 0.817612 | ay: 0.700516 | az: -0.00823975
ax: 0.6772 | ay: 0.420639 | az: 0.00584412
ax: 0.611084 | ay: 0.281754 | az: 0.00190735
ax: 0.557281 | ay: 0.193466 | az: -0.0221863
ax: 0.476501 | ay: 0.159958 | az: 0.00469971
ax: 0.259933 | ay: 0.177338 | az: 0.0306549
ax: -0.205902 | ay: -0.117279 | az: -0.108322
ax: -0.710388 | ay: -0.521729 | az: -0.029892
ax: -1.10043 | ay: -0.854675 | az: 0.0146942
ax: -1.15929 | ay: -1.69609 | az: 0.037796
ax: -1.20869 | ay: -2.55321 | az: 0.00117493
ax: -1.0779 | ay: -2.58861 | az: -0.309372
ax: -0.957718 | ay: -2.58438 | az: 0.459045
ax: -0.833084 | ay: -1.57397 | az: 0.378387
ax: 0.049408 | ay: 1.36549 | az: -0.196777
ax: -0.137619 | ay: 1.07724 | az: 0.983612
ax: -1.06464 | ay: -1.17848 | az: 0.200333
ax: -0.335846 | ay: -0.478378 | az: -0.258362
ax: -0.104141 | ay: -0.738953 | az: -0.402969
ax: -0.333771 | ay: -0.974243 | az: 0.0331726
ax: -0.156647 | ay: -0.534012 | az: 0.0368042
ax: -0.131073 | ay: -0.343124 | az: -0.0612335
ax: 0.0306244 | ay: 0.050354 | az: 0.265747
ax: -0.118423 | ay: 0.133667 | az: 0.152405
ax: -0.0166168 | ay: -0.0974884 | az: -0.0890808
ax: 0.0352325 | ay: -0.240234 | az: -0.295654
ax: 0.0211334 | ay: 0.0433197 | az: -0.0664368
ax: -0.071579 | ay: 0.083786 | az: 0.222656
ax: -0.0447235 | ay: -0.0397034 | az: 0.156128
ax: -0.00901794 | ay: -0.154831 | az: -0.0244141
ax: 0.00138855 | ay: -0.0687866 | az: -0.0246735
ax: -0.0419769 | ay: -0.0892639 | az: 0.0302887
ax: -0.0461731 | ay: -0.0653381 | az: 0.0727539
ax: -0.0981903 | ay: -0.0871735 | az: 0.114685
ax: -0.117554 | ay: -0.0378265 | az: 0.0698395
ax: -0.108093 | ay: 0.101578 | az: 0.129257
ax: -0.141129 | ay: 0.0714874 | az: 0.0321045
ax: -0.248657 | ay: 0.162613 | az: 0.0287476
ax: -0.346146 | ay: 0.160446 | az: 0.00146484
time: 6
[20210805055203.174]
> sum ax: -9.02745 | sum ay: -3.27965 | sum az: -1.85464
>> avg ax: -0.180549 | avg ay: -0.065593 | avg az: -0.0370929
>>> vx: -0.88469 | vy: -0.321405 | vz: -0.181755
>>> sx: -0.466611 | sy: 0.20665 | sz: -0.264251
>>> a: 0.195643
>>> v: 0.958652
>>> s: 0.574681

ax: -0.3741 | ay: 0.28891 | az: 0.180634
ax: -0.415436 | ay: 0.316345 | az: 0.09375
ax: -0.591034 | ay: 0.320984 | az: -0.207703
ax: -1.02559 | ay: 0.393326 | az: -0.313049
ax: -1.08194 | ay: 1.00685 | az: -0.677521
ax: -1.09665 | ay: 1.94135 | az: -0.269211
ax: -1.06602 | ay: 1.00488 | az: -0.371643
ax: -0.985092 | ay: 1.0452 | az: -0.710022
ax: -0.0949707 | ay: 0.962631 | az: -0.537796
ax: 0.593475 | ay: -0.686005 | az: -0.386078
ax: 0.391663 | ay: -0.730026 | az: -0.308701
ax: 0.369507 | ay: 0.499313 | az: 0.23967
ax: 0.993835 | ay: 0.971237 | az: -0.0910645
ax: 0.814621 | ay: 0.985931 | az: 0.0146332
ax: 0.833511 | ay: 0.938477 | az: 0.0552979
ax: 0.729843 | ay: 0.594696 | az: 0.00909424
ax: 0.616913 | ay: 0.358185 | az: -0.00746155
ax: 0.547058 | ay: 0.198547 | az: -0.0195465
ax: 0.444489 | ay: 0.12233 | az: 0.00764465
ax: 0.350952 | ay: 0.187073 | az: 0.111542
ax: -0.0306396 | ay: 0.0816956 | az: 0.0232086
ax: -0.412659 | ay: -0.365753 | az: 0.0906372
ax: -0.873688 | ay: -0.664291 | az: 0.221161
ax: -1.12906 | ay: -1.20157 | az: 0.0135498
ax: -1.18359 | ay: -2.05325 | az: -0.0909729
ax: -1.2272 | ay: -2.5085 | az: -0.690857
ax: -1.13329 | ay: -2.59712 | az: -0.00830078
ax: -0.767624 | ay: -2.57573 | az: 0.834259
ax: -0.790527 | ay: -1.40569 | az: 0.368362
ax: -0.108795 | ay: 0.842209 | az: -0.36525
ax: -0.238739 | ay: 1.44698 | az: 1.04756
ax: -0.928009 | ay: -0.939651 | az: 0.199661
ax: -0.520111 | ay: -0.688202 | az: -0.0956726
ax: -0.0508423 | ay: -0.374512 | az: -0.33783
ax: -0.551865 | ay: -1.09372 | az: -0.248596
ax: -0.131271 | ay: -0.317001 | az: 0.13121
ax: -0.154755 | ay: -0.431015 | az: 0.118484
ax: -0.0132751 | ay: -0.0449677 | az: 0.184311
ax: -0.0870361 | ay: -0.0150909 | az: 0.0625916
ax: -0.0888367 | ay: -0.0530701 | az: 0.0164185
ax: 0.0177765 | ay: -0.140228 | az: -0.129761
ax: 0.0228882 | ay: -0.180893 | az: -0.167725
ax: 0.0152283 | ay: 0.0375519 | az: 0.0211792
ax: -0.0419312 | ay: 0.0357056 | az: 0.183273
ax: -0.0126343 | ay: -0.0209961 | az: 0.101868
ax: 0.00817871 | ay: -0.0821838 | az: -0.0551453
ax: 0.00608826 | ay: -0.0521698 | az: -0.0273285
ax: -0.0293732 | ay: -0.0646362 | az: 0.0794067
ax: -0.0661011 | ay: -0.051178 | az: 0.0858917
ax: -0.0780182 | ay: -0.0592346 | az: 0.0901794
time: 7
[20210805055204.166]
> sum ax: -10.6247 | sum ay: -4.81628 | sum az: -1.53175
>> avg ax: -0.212494 | avg ay: -0.0963257 | avg az: -0.0306351
>>> vx: -1.04122 | vy: -0.471996 | vz: -0.150112
>>> sx: -0.60312 | sy: 0.185585 | sz: -0.21785
>>> a: 0.23531
>>> v: 1.15302
>>> s: 0.667573

steps: 540
ax: -0.121323 | ay: -0.0134583 | az: 0.0284424
ax: -0.0952454 | ay: 0.0401001 | az: -0.0226593
ax: -0.154739 | ay: 0.137772 | az: 0.0216522
ax: -0.296066 | ay: 0.11676 | az: 0.0285339
ax: -0.404236 | ay: 0.144745 | az: 0.126572
ax: -0.458984 | ay: 0.162811 | az: 0.128418
ax: -0.558838 | ay: 0.255493 | az: -0.00778198
ax: -0.856293 | ay: 0.359329 | az: -0.165787
ax: -1.07463 | ay: 0.474579 | az: -0.315491
ax: -1.08913 | ay: 1.7438 | az: -0.782928
ax: -1.10245 | ay: 1.49229 | az: 0.0874176
ax: -0.835541 | ay: 1.0825 | az: -0.649414
ax: -0.602921 | ay: 0.84317 | az: -0.870392
ax: 0.653458 | ay: 0.610031 | az: -0.339813
ax: 0.0160522 | ay: -0.361557 | az: -0.239151
ax: 0.215332 | ay: -0.180771 | az: -0.0299835
ax: 0.73587 | ay: 0.785553 | az: 0.00709534
ax: 0.809113 | ay: 1.05186 | az: -0.0284271
ax: 0.837997 | ay: 0.939835 | az: 0.0164032
ax: 0.835846 | ay: 0.863953 | az: 0.0852051
ax: 0.703827 | ay: 0.510925 | az: 0.0798187
ax: 0.634705 | ay: 0.334442 | az: 0.0691528
ax: 0.588928 | ay: 0.263077 | az: 0.0629425
ax: 0.535751 | ay: 0.211197 | az: 0.0479584
ax: 0.363937 | ay: 0.244675 | az: 0.0964508
ax: -0.0210114 | ay: 0.1203 | az: 0.125778
ax: -0.47789 | ay: -0.577103 | az: 0.202515
ax: -0.793793 | ay: -0.54776 | az: 0.187149
ax: -1.13699 | ay: -1.16768 | az: -0.0537872
ax: -1.19258 | ay: -2.5099 | az: -0.158752
ax: -1.23433 | ay: -2.59238 | az: -0.720428
ax: -1.06277 | ay: -2.60484 | az: 0.539139
ax: -1.23566 | ay: -2.37007 | az: 0.345215
ax: 0.175552 | ay: 0.243759 | az: -0.548599
ax: -0.205948 | ay: 1.50058 | az: 0.456497
ax: -0.680557 | ay: -0.0371246 | az: 0.686172
ax: -1.02759 | ay: -0.811996 | az: -0.242676
ax: -0.288712 | ay: -0.424774 | az: 0.255493
ax: -0.207489 | ay: -0.977432 | az: -0.337997
ax: -0.156082 | ay: -0.637314 | az: 0.135468
ax: -0.185593 | ay: -0.357864 | az: 0.0129089
ax: 0.0289154 | ay: -0.172516 | az: -0.0167236
ax: -0.0300598 | ay: -0.0786591 | az: 0.070755
ax: -0.0900726 | ay: -0.0749207 | az: 0.0266571
ax: -0.0341797 | ay: -0.140213 | az: 0.025238
ax: -0.0145874 | ay: -0.0744171 | az: -0.0581207
ax: -0.000732422 | ay: -0.0930023 | az: -0.072403
ax: -0.00468445 | ay: 0.021347 | az: 0.0461731
ax: -0.0353851 | ay: 0.0038147 | az: 0.0905304
ax: -0.0287628 | ay: -0.0166626 | az: 0.0635529
time: 8
[20210805055205.165]
> sum ax: -10.6606 | sum ay: -2.2637 | sum az: -1.50601
>> avg ax: -0.213211 | avg ay: -0.045274 | avg az: -0.0301202
>>> vx: -1.04474 | vy: -0.221843 | vz: -0.147589
>>> sx: -0.56565 | sy: 0.360097 | sz: -0.17067
>>> a: 0.220036
>>> v: 1.07818
>>> s: 0.691923

steps: 541
ax: -0.0265961 | ay: -0.0846252 | az: -0.0130463
ax: -0.00953674 | ay: -0.129593 | az: 0.0183411
ax: -0.0319214 | ay: -0.05513 | az: 0.0293121
ax: -0.0653687 | ay: -0.050354 | az: 0.081665
ax: -0.102646 | ay: -0.0138092 | az: 0.109543
ax: -0.0778046 | ay: -0.0283203 | az: 0.0548859
ax: -0.0678864 | ay: 0.0203705 | az: 0.0378113
ax: -0.204727 | ay: 0.0891113 | az: 0.0531769
ax: -0.28653 | ay: 0.119736 | az: 0.0163116
ax: -0.31041 | ay: 0.114944 | az: 0.032074
ax: -0.455994 | ay: 0.165558 | az: 0.0792999
ax: -0.53688 | ay: 0.229126 | az: 0.00822449
ax: -0.889023 | ay: 0.273682 | az: -0.0698547
ax: -1.0742 | ay: 0.727081 | az: -0.545654
ax: -1.08641 | ay: 2.20605 | az: -0.446564
ax: -1.10141 | ay: 1.21783 | az: 0.0683441
ax: -0.844223 | ay: 0.841415 | az: -0.491257
ax: -0.54248 | ay: 1.16882 | az: -1.1404
ax: 0.6884 | ay: 0.755569 | az: -0.527267
ax: -0.00524902 | ay: -0.325119 | az: -0.339752
ax: 0.405289 | ay: -0.359116 | az: -0.303802
ax: 0.574768 | ay: 0.66893 | az: 0.00856018
ax: 0.838577 | ay: 0.949997 | az: -0.0531769
ax: 0.827698 | ay: 0.890778 | az: -0.0347748
ax: 0.83017 | ay: 0.7267 | az: -0.02211
ax: 0.732208 | ay: 0.462296 | az: 0.0271454
ax: 0.638 | ay: 0.290192 | az: 0.0154266
ax: 0.608902 | ay: 0.210403 | az: -0.0862732
ax: 0.514236 | ay: 0.180786 | az: -0.0969391
