ax: 0.076767 | ay: 0.0992126 | az: 0.056778
ax: 0.914062 | ay: 0.817566 | az: 0.549408
ax: 0.723618 | ay: 1.25885 | az: 0.644592
ax: 0.731598 | ay: 1.37656 | az: 0.0882111
ax: -0.0325012 | ay: 0.456146 | az: 0.355942
ax: 0.280975 | ay: 0.690048 | az: 0.231018
ax: 0.0874634 | ay: 0.461853 | az: -0.0120087
ax: 0.127899 | ay: 0.329681 | az: 0.017746
ax: 0.18721 | ay: 0.194748 | az: 0.187256
ax: 0.108948 | ay: 0 | az: 0.110535
ax: 0.0459747 | ay: 0.0290527 | az: -0.0557251
ax: 0.0276947 | ay: 0.0163574 | az: -0.120468
ax: 0.0220032 | ay: 0.160934 | az: -0.0508423
ax: 0.0936432 | ay: 0.252884 | az: 0.217056
ax: 0.12561 | ay: 0.149689 | az: 0.298386
ax: 0.131348 | ay: 0.06633 | az: 0.328964
ax: 0.109329 | ay: 0.123199 | az: 0.276138
ax: 0.0587616 | ay: 0.178085 | az: 0.206833
ax: 0.0378723 | ay: 0.222168 | az: 0.161301
ax: 0.0871429 | ay: 0.14389 | az: 0.182846
ax: 0.151581 | ay: 0.149155 | az: 0.187439
ax: 0.158463 | ay: 0.186279 | az: 0.12291
ax: 0.156845 | ay: 0.0259857 | az: -7.62939e-05
ax: 0.36998 | ay: -0.059845 | az: 0.026535
ax: 0.496384 | ay: -0.200378 | az: 0.243927
ax: 0.623398 | ay: -0.423691 | az: 0.287735
ax: 0.913956 | ay: -0.327408 | az: -0.157715
ax: 1.04184 | ay: -0.147369 | az: -0.536591
ax: 1.05214 | ay: -1.16794 | az: -1.84196
ax: 1.06433 | ay: -1.31224 | az: -0.424545
ax: 1.08406 | ay: -1.08434 | az: -0.862152
ax: 0.384796 | ay: -0.599106 | az: -1.09164
ax: -0.500534 | ay: 0.102478 | az: 0.0322113
ax: -0.934769 | ay: 1.02306 | az: -0.0482788
ax: -0.191818 | ay: -0.608627 | az: -0.0795746
ax: -0.824219 | ay: -0.834595 | az: -0.27066
ax: -0.763443 | ay: -0.709274 | az: -0.13736
ax: -0.800232 | ay: -0.5905 | az: -0.122681
ax: -0.764435 | ay: -0.401077 | az: -0.0612335
ax: -0.726379 | ay: -0.253113 | az: 0.0500183
ax: -0.663208 | ay: -0.272308 | az: 0.0999908
ax: -0.588837 | ay: -0.189377 | az: 0.118942
ax: -0.462723 | ay: -0.107956 | az: 0.149841
ax: -0.261322 | ay: -0.0287476 | az: 0.222549
ax: 0.0708466 | ay: -0.00164795 | az: 0.290955
ax: 0.648804 | ay: 0.360336 | az: 0.255768
ax: 1.16766 | ay: 0.903915 | az: 0.441956
ax: 1.24347 | ay: 1.66101 | az: 0.63324
ax: 1.31305 | ay: 2.10901 | az: 0.645142
ax: 1.35895 | ay: 2.61469 | az: 0.740829
1: [20200927204950.991]
> sum ax: 9.76405 | sum ay: 6.84363 | sum az: 2.58948
>> avg ax: 0.195281 | avg ay: 0.136873 | avg az: 0.0517896
>>> vx: 1.91375 | vy: 1.34135 | vz: 0.507538
>>> sx: 1.05404 | sy: 0.747149 | sz: 0.301368
>>> a: 0.244031
>>> v: 2.3915
>>> s: 1.32667

ax: 0.645081 | ay: 2.61086 | az: 1.6824
ax: 1.2659 | ay: 2.29375 | az: 0.2173
ax: 0.0601044 | ay: -1.47853 | az: -1.08075
ax: 0.376846 | ay: 0.735779 | az: 0.890488
ax: 1.23013 | ay: 1.1228 | az: 0.967117
ax: 0.551758 | ay: 0.603119 | az: 0.429459
ax: 0.566193 | ay: 1.56465 | az: -0.0223389
ax: 0.154984 | ay: 0.296829 | az: 0.0236664
ax: -0.0229645 | ay: 0.571808 | az: 0.184967
ax: 0.195892 | ay: 0.514969 | az: 0.0674438
ax: 0.0768433 | ay: 0.303131 | az: -0.0970306
ax: 0.106415 | ay: 0.230453 | az: -0.00305176
ax: 0.112732 | ay: 0.0822906 | az: -0.0201263
ax: 0.0649567 | ay: -0.0285492 | az: 0.0436859
ax: 0.0313568 | ay: -0.0944214 | az: 0.0543518
ax: 0.029007 | ay: 0.161362 | az: 0.0300293
ax: 0.0175934 | ay: 0.133255 | az: 0.0198975
ax: 0.0307312 | ay: 0.181686 | az: 0.125946
ax: 0.0847321 | ay: 0.162643 | az: 0.246918
ax: 0.0424194 | ay: 0.138397 | az: 0.228653
ax: 0.0232239 | ay: 0.119492 | az: 0.104614
ax: 0.0533905 | ay: 0.107574 | az: 0.0596771
ax: 0.0570374 | ay: 0.17572 | az: 0.101273
ax: 0.106018 | ay: 0.153442 | az: 0.0291901
ax: 0.180588 | ay: 0.053421 | az: -0.0223083
ax: 0.331345 | ay: -0.126221 | az: 0.0534973
ax: 0.49469 | ay: -0.236694 | az: 0.0813446
ax: 0.645798 | ay: -0.378738 | az: 0.213791
ax: 0.676849 | ay: -0.430023 | az: 0.0502777
ax: 1.03387 | ay: -0.359116 | az: -0.48851
ax: 1.04579 | ay: -0.140701 | az: -0.827972
ax: 1.06157 | ay: -1.75542 | az: -1.73755
ax: 1.07893 | ay: -1.21382 | az: -0.672287
ax: 1.01268 | ay: -0.87236 | az: -1.23425
ax: -0.0472565 | ay: -0.35759 | az: -0.77948
ax: -0.0760651 | ay: 0.709641 | az: -0.203003
ax: -0.349411 | ay: 0.623001 | az: 0.21196
ax: -0.423218 | ay: -0.762985 | az: 0.117188
ax: -0.979523 | ay: -0.61908 | az: -0.474167
ax: -0.785736 | ay: -0.820389 | az: -0.495667
ax: -0.837952 | ay: -0.719177 | az: -0.283081
ax: -0.797043 | ay: -0.397385 | az: -0.222305
ax: -0.794983 | ay: -0.221909 | az: -0.142105
ax: -0.69603 | ay: -0.105148 | az: -0.105591
ax: -0.617325 | ay: -0.0450287 | az: -0.0131836
ax: -0.476822 | ay: -0.0501251 | az: 0.0913696
ax: -0.25473 | ay: -0.00161743 | az: 0.134995
ax: 0.138214 | ay: 0.0201263 | az: 0.145844
ax: 0.70163 | ay: 0.581741 | az: 0.21257
ax: 1.16814 | ay: 1.28462 | az: 0.458237
2: [20200927204951.990]
> sum ax: 8.29439 | sum ay: 4.32153 | sum az: -1.64661
>> avg ax: 0.165888 | avg ay: 0.0864307 | avg az: -0.0329321
>>> vx: 1.6257 | vy: 0.84702 | vz: -0.322735
>>> sx: 1.38679 | sy: 1.3456 | sz: 0.299807
>>> a: 0.18993
>>> v: 1.86132
>>> s: 1.95543

ax: 1.24193 | ay: 2.03893 | az: 0.340607
ax: 1.30397 | ay: 2.54153 | az: 0.939743
ax: 0.971497 | ay: 2.55875 | az: 1.09303
ax: 0.787109 | ay: 2.53046 | az: 1.62782
ax: 1.0347 | ay: 2.25723 | az: 0.724747
ax: 0.2108 | ay: -1.57224 | az: -1.49277
ax: 0.797607 | ay: 0.73793 | az: 1.06516
ax: 1.20128 | ay: 1.36406 | az: 1.09482
ax: 0.419785 | ay: 0.520767 | az: 0.349442
ax: 0.414551 | ay: 1.4366 | az: -0.255112
ax: 0.131409 | ay: 0.584106 | az: 0.0822754
ax: 0.201157 | ay: 0.68602 | az: 0.223907
ax: 0.0880432 | ay: 0.497986 | az: 0.012207
ax: 0.0786438 | ay: 0.262222 | az: 0.0481873
ax: 0.127472 | ay: 0.116638 | az: 0.111649
ax: 0.0958405 | ay: -0.152527 | az: 0.00930786
ax: -0.0761108 | ay: -0.194092 | az: -0.0324249
ax: -0.0358429 | ay: 0.121002 | az: -0.235916
ax: -0.0569916 | ay: 0.0660706 | az: -0.229553
ax: 0.00344849 | ay: 0.316589 | az: 0.0863647
ax: 0.0954437 | ay: 0.00917053 | az: 0.264267
ax: 0.137177 | ay: 0.0604248 | az: 0.364319
ax: 0.0602722 | ay: 0.0906067 | az: 0.201874
ax: 0.0348511 | ay: 0.0823059 | az: 0.0309296
ax: 0.0714569 | ay: 0.174469 | az: 0.0131531
ax: 0.0778656 | ay: 0.136581 | az: -0.059433
ax: 0.251221 | ay: -0.00984192 | az: 0.0896301
ax: 0.400681 | ay: -0.158691 | az: 0.0411682
ax: 0.490601 | ay: -0.317307 | az: -0.0487671
ax: 0.599823 | ay: -0.348175 | az: 0.127487
ax: 0.623199 | ay: -0.350021 | az: -0.129089
ax: 1.00253 | ay: -0.330505 | az: -0.524399
ax: 1.06612 | ay: -0.507172 | az: -0.983826
ax: 1.08246 | ay: -1.87453 | az: -1.39749
ax: 1.10503 | ay: -0.85231 | az: -0.829926
ax: 0.969406 | ay: -1.24216 | az: -1.31503
ax: -0.302811 | ay: -0.545624 | az: -0.873077
ax: 0.840652 | ay: 0.675903 | az: 0.122757
ax: -0.531265 | ay: -0.136703 | az: 0.107132
ax: -0.550629 | ay: -0.979202 | az: -0.230988
ax: -0.891281 | ay: -0.834229 | az: -0.345718
ax: -0.819763 | ay: -0.833832 | az: -0.161499
ax: -0.737335 | ay: -0.534012 | az: -0.183273
ax: -0.662827 | ay: -0.440643 | az: -0.0840302
ax: -0.588181 | ay: -0.34552 | az: 0.0287323
ax: -0.468567 | ay: -0.280563 | az: 0.110809
ax: -0.305603 | ay: -0.198837 | az: 0.173599
ax: -0.11322 | ay: -0.132339 | az: 0.195221
ax: 0.280716 | ay: -0.182617 | az: 0.296661
ax: 1.09651 | ay: 0.411026 | az: 0.160187
3: [20200927204952.992]
> sum ax: 13.2548 | sum ay: 6.92369 | sum az: 0.724869
>> avg ax: 0.265096 | avg ay: 0.138474 | avg az: 0.0144974
>>> vx: 2.59795 | vy: 1.35704 | vz: 0.142074
>>> sx: 2.05712 | sy: 2.47377 | sz: 0.732534
>>> a: 0.299435
>>> v: 2.93446
>>> s: 3.29968

ax: 1.15967 | ay: 0.903717 | az: 0.50705
ax: 1.23398 | ay: 1.73495 | az: 0.49585
ax: 1.29832 | ay: 2.55263 | az: 0.570343
ax: 0.72258 | ay: 2.58308 | az: 1.1225
ax: 0.330414 | ay: 2.56259 | az: 1.40935
ax: 1.01476 | ay: 2.16989 | az: 0.427597
ax: 1.15369 | ay: 1.37375 | az: -0.540909
ax: -0.172348 | ay: -1.60638 | az: -0.539017
ax: 1.09279 | ay: -0.358383 | az: 1.63795
ax: 1.09764 | ay: 1.58414 | az: 0.120956
ax: 0.650604 | ay: 1.50116 | az: 0.439499
ax: 0.368439 | ay: 0.569626 | az: 0.527832
ax: -0.123047 | ay: 0.673767 | az: 0.229111
ax: 0.0249023 | ay: 0.644135 | az: -0.0967255
ax: 0.11496 | ay: 0.158325 | az: 0.233582
ax: 0.0999451 | ay: 0.0952911 | az: 0.119781
ax: 0.036438 | ay: 0.050705 | az: -0.00564575
ax: -0.0239868 | ay: 0.113144 | az: -0.0139923
ax: -0.0208893 | ay: 0.207169 | az: -0.0934753
ax: -0.0231171 | ay: 0.201248 | az: -0.0787659
