ax: -0.518143 | ay: -0.420959 | az: -0.247559
ax: -1.12854 | ay: -1.68497 | az: -0.938797
ax: -0.838501 | ay: -1.59337 | az: -1.03278
ax: -0.284653 | ay: -1.9921 | az: -0.842239
ax: -0.448914 | ay: -2.21939 | az: -0.66391
ax: -0.286453 | ay: -1.17686 | az: -0.468597
ax: -0.632172 | ay: 1.15448 | az: 0.934555
ax: -0.319733 | ay: -0.610291 | az: -0.119843
ax: -0.368896 | ay: -0.681015 | az: -0.183075
ax: -0.308014 | ay: -0.233459 | az: -0.224533
ax: 0.00552368 | ay: -0.193253 | az: -0.206604
ax: 0.022171 | ay: -0.0716553 | az: -0.193375
ax: 0.0226288 | ay: -0.320786 | az: -0.0845032
ax: 0.0270844 | ay: -0.102554 | az: -0.019989
ax: 0.067627 | ay: 0.075119 | az: -0.0460205
ax: -0.0140533 | ay: 0.102219 | az: -0.00762939
time: 5
[20210722065006.756]
> sum ax: -8.77754 | sum ay: -4.99249 | sum az: -4.12674
>> avg ax: -0.175551 | avg ay: -0.0998498 | avg az: -0.0825348
>>> vx: -0.860199 | vy: -0.489264 | vz: -0.40442
>>> sx: -0.419187 | sy: 0.142782 | sz: -0.0459765
>>> a: 0.218174
>>> v: 1.06905
>>> s: 0.445217

ax: -0.055542 | ay: -0.00286865 | az: 0.0377655
ax: -0.0435486 | ay: -0.0568085 | az: -0.0362854
ax: -0.0340118 | ay: -0.0365295 | az: -0.110138
ax: -0.0799408 | ay: -0.117554 | az: -0.0658417
ax: -0.0608368 | ay: -0.0750275 | az: 0.0496674
ax: -0.0756378 | ay: -0.0835419 | az: 0.0490417
ax: -0.0105591 | ay: -0.0942078 | az: -0.0311279
ax: 0.0229187 | ay: -0.0536194 | az: -0.0865631
ax: 0.0309601 | ay: -0.0297699 | az: -0.0578156
ax: 0.0208893 | ay: -0.0500031 | az: -0.0105286
ax: 0.0169983 | ay: -0.0598297 | az: 0.00595093
ax: 0.0165253 | ay: -0.026886 | az: -0.0141449
ax: 0.0182953 | ay: 0.00997925 | az: 0.0168915
ax: 0.0264893 | ay: 0.0601654 | az: 0.0150757
ax: 0.00933838 | ay: 0.037262 | az: 0.000411987
ax: -0.0105743 | ay: -0.0320587 | az: -0.0181427
ax: -0.0507507 | ay: -0.0136871 | az: 0.0375824
ax: -0.0559692 | ay: 0.00811768 | az: 0.0528717
ax: -0.110565 | ay: 0.0161438 | az: 0.0517273
ax: -0.139404 | ay: 0.0249634 | az: 0.0114441
ax: -0.230484 | ay: 0.0718231 | az: 0.071228
ax: -0.209717 | ay: 0.0466766 | az: 0.0144653
ax: -0.341019 | ay: 0.12468 | az: 0.0107117
ax: -0.503738 | ay: 0.184418 | az: -0.00959778
ax: -0.690628 | ay: 0.144257 | az: 0.0815277
ax: -0.963516 | ay: 0.120605 | az: 0.169739
ax: -1.03157 | ay: 0.99649 | az: 0.286194
ax: -0.824234 | ay: 0.74501 | az: 0.379105
ax: -0.717422 | ay: 0.60527 | az: 0.132065
ax: -0.471939 | ay: 0.672836 | az: -0.254288
ax: -0.252319 | ay: 0.387161 | az: -0.236069
ax: 0.727631 | ay: 0.2229 | az: -0.0836487
ax: 0.189957 | ay: -0.219498 | az: -0.183945
ax: 0.27095 | ay: 0.32132 | az: 0.224869
ax: 0.545135 | ay: 0.598297 | az: 0.309143
ax: 0.647339 | ay: 0.594742 | az: 0.294189
ax: 0.631378 | ay: 0.505753 | az: 0.307129
ax: 0.583374 | ay: 0.439255 | az: 0.203201
ax: 0.531799 | ay: 0.315689 | az: 0.164276
ax: 0.494537 | ay: 0.238083 | az: 0.0985413
ax: 0.43689 | ay: 0.185074 | az: 0.0701447
ax: 0.314209 | ay: 0.0634155 | az: 0.0226746
ax: 0.177704 | ay: -0.00224304 | az: -0.0835571
ax: -0.0595703 | ay: -0.212021 | az: -0.0809631
ax: -0.400085 | ay: -0.380875 | az: -0.193192
ax: -0.808487 | ay: -0.730362 | az: -0.557571
ax: -1.06349 | ay: -1.12059 | az: -0.823441
ax: -1.09744 | ay: -1.35509 | az: -0.978638
ax: -0.82608 | ay: -1.17937 | az: -1.13959
ax: -0.618286 | ay: -1.30669 | az: -1.16252
time: 6
[20210722065007.761]
> sum ax: -6.12405 | sum ay: 0.501266 | sum az: -3.04997
>> avg ax: -0.122481 | avg ay: 0.0100253 | avg az: -0.0609994
>>> vx: -0.600157 | vy: 0.0491241 | vz: -0.298897
>>> sx: -0.224357 | sy: 0.185221 | sz: 0.0299684
>>> a: 0.137197
>>> v: 0.672266
>>> s: 0.292474

ax: -0.472443 | ay: -2.05702 | az: -0.718689
ax: -0.180573 | ay: -1.81818 | az: -0.741821
ax: -0.331451 | ay: -0.692856 | az: -0.565964
ax: -0.0962982 | ay: -0.282425 | az: -0.154587
ax: -0.295502 | ay: 0.512451 | az: 0.909027
ax: -0.339478 | ay: -0.103821 | az: 0.37262
ax: -0.398499 | ay: -0.481216 | az: -0.093399
ax: -0.269516 | ay: -0.374496 | az: -0.261414
ax: -0.0446625 | ay: 0.00219727 | az: -0.437012
ax: -0.103241 | ay: -0.258759 | az: -0.293854
ax: -0.0410309 | ay: -0.446671 | az: -0.158798
ax: -0.0718231 | ay: -0.220749 | az: -0.0428314
ax: -0.00509644 | ay: -0.0321808 | az: -0.034317
ax: -0.0211182 | ay: -0.0527039 | az: -0.0128326
ax: -0.10968 | ay: -0.146988 | az: 0.00950623
ax: -0.0680847 | ay: -0.0972595 | az: -0.0509186
ax: 0.00717163 | ay: 0.0375671 | az: -0.158997
ax: 0.0196991 | ay: 0.0131378 | az: -0.130798
ax: -0.0318909 | ay: -0.0345001 | az: -0.00624084
ax: -0.0313568 | ay: -0.0791931 | az: 0.0460968
ax: -0.00527954 | ay: -0.123917 | az: -0.0407562
ax: 0.0372314 | ay: -0.0612335 | az: -0.0939026
ax: 0.0481262 | ay: -0.035141 | az: -0.0635986
ax: 0.000579834 | ay: -0.0442047 | az: 0.00559998
ax: -0.000518799 | ay: -0.0791779 | az: 0.0244598
ax: 0.0017395 | ay: -0.0519104 | az: 0.00828552
ax: 0.00125122 | ay: 0.00566101 | az: -0.0185394
ax: -0.0102844 | ay: -0.050766 | az: -0.0273438
ax: -0.0118713 | ay: -0.0878143 | az: -0.0450745
ax: -0.00738525 | ay: -0.0435028 | az: -0.0101166
ax: -0.00721741 | ay: 0.0385895 | az: -0.00254822
ax: -0.0172882 | ay: 0.0268555 | az: -0.0218048
ax: -0.0468445 | ay: -0.0166779 | az: -0.014389
ax: -0.0811462 | ay: -0.0155487 | az: 0.00540161
ax: -0.102646 | ay: 0.00184631 | az: 0.0289154
ax: -0.14743 | ay: 0.0502014 | az: 0.029068
ax: -0.171097 | ay: 0.0217438 | az: -0.0309601
ax: -0.319763 | ay: 0.113388 | az: -0.0337524
ax: -0.449661 | ay: 0.0727997 | az: -0.0280762
ax: -0.621338 | ay: 0.0791321 | az: 0.105423
ax: -0.903793 | ay: 0.0921021 | az: 0.143097
ax: -1.0721 | ay: 0.525055 | az: 0.0957947
ax: -0.736923 | ay: 0.83075 | az: 0.267502
ax: -0.740997 | ay: 0.53009 | az: 0.303223
ax: -0.426514 | ay: 0.925598 | az: -0.148361
ax: -0.368576 | ay: 0.503159 | az: -0.274323
ax: 0.254715 | ay: 0.399216 | az: -0.0711823
ax: 0.162415 | ay: -0.00894165 | az: -0.162704
ax: 0.173889 | ay: -0.0931702 | az: 0.0389557
ax: 0.443192 | ay: 0.375122 | az: 0.197281
time: 7
[20210722065008.761]
> sum ax: -8.01041 | sum ay: -2.73436 | sum az: -2.35965
>> avg ax: -0.160208 | avg ay: -0.0546872 | avg az: -0.047193
>>> vx: -0.78502 | vy: -0.267967 | vz: -0.231246
>>> sx: -0.363324 | sy: -0.571553 | sz: -0.228568
>>> a: 0.17574
>>> v: 0.861125
>>> s: 0.714787

ax: 0.551819 | ay: 0.680878 | az: 0.24437
ax: 0.620743 | ay: 0.577667 | az: 0.195572
ax: 0.596771 | ay: 0.494156 | az: 0.19075
ax: 0.551559 | ay: 0.372971 | az: 0.155289
ax: 0.500351 | ay: 0.232101 | az: 0.0678558
ax: 0.496643 | ay: 0.209106 | az: 0.0208893
ax: 0.410019 | ay: 0.21785 | az: -0.0243683
ax: 0.226181 | ay: 0.0763397 | az: -0.0426025
ax: 0.0346069 | ay: -0.0816803 | az: -0.0852051
ax: -0.282608 | ay: -0.429901 | az: -0.156906
ax: -0.617844 | ay: -0.650681 | az: -0.257202
ax: -0.896378 | ay: -0.78981 | az: -0.521866
ax: -1.0368 | ay: -0.969147 | az: -0.601608
ax: -0.923477 | ay: -1.00554 | az: -0.608871
ax: -0.845306 | ay: -0.971161 | az: -0.761108
ax: -0.788162 | ay: -1.74625 | az: -0.429565
ax: -0.506317 | ay: -2.19328 | az: -0.138718
ax: -0.196609 | ay: -1.13811 | az: -0.601334
ax: -0.10704 | ay: -1.55188 | az: -0.873001
ax: -0.143097 | ay: 0.752823 | az: 0.296265
ax: -0.340485 | ay: 0.245499 | az: 0.676971
ax: -0.459412 | ay: -0.609268 | az: 0.0553741
ax: -0.329636 | ay: -0.299484 | az: -0.105713
ax: -0.164993 | ay: -0.152649 | az: -0.385254
ax: -0.026474 | ay: -0.254288 | az: -0.182465
ax: -0.0446777 | ay: -0.410782 | az: -0.0819702
ax: -0.0663452 | ay: -0.15062 | az: -0.0426788
ax: 0.053894 | ay: 0.118607 | az: -0.0380859
ax: -0.0239563 | ay: 0.0285187 | az: -0.0157166
ax: -0.0385895 | ay: -0.010498 | az: 0.0371704
ax: -0.0200195 | ay: 0.0389099 | az: -0.0104218
ax: 0.0292053 | ay: 0.157303 | az: -0.0594177
ax: 0.0427704 | ay: 0.0872192 | az: -0.0417633
ax: -0.0189972 | ay: -0.0308228 | az: 0.0472412
ax: -0.0298767 | ay: -0.102844 | az: 0.0552063
ax: -0.00991821 | ay: -0.06987 | az: -0.0102692
ax: 0.0245056 | ay: 0.0265961 | az: -0.0314178
ax: 0.0103149 | ay: 0.00241089 | az: -0.0281677
ax: 0.00137329 | ay: -0.00663757 | az: 0.043335
ax: 0.00831604 | ay: 0.00546265 | az: 0.0516968
ax: -0.0110931 | ay: 0.0465851 | az: 0.0356293
ax: -0.024704 | ay: 0.0188751 | az: 0.00973511
ax: -0.017746 | ay: -0.0158691 | az: -0.00395203
ax: 0.0113373 | ay: -0.018631 | az: 0.0030365
ax: -0.0172577 | ay: 0.0040741 | az: 0.0295715
ax: -0.049057 | ay: 0.056839 | az: 0.0281372
ax: -0.0558319 | ay: 0.0847626 | az: 0.0426941
ax: -0.081665 | ay: 0.0790253 | az: 0.0508118
ax: -0.130188 | ay: 0.0301056 | az: 0.0301666
ax: -0.151917 | ay: -0.0117645 | az: 0.0510406
time: 8
[20210722065009.761]
> sum ax: -4.28607 | sum ay: -9.02678 | sum az: -3.72084
>> avg ax: -0.0857214 | avg ay: -0.180536 | avg az: -0.0744168
>>> vx: -0.420035 | vy: -0.884624 | vz: -0.364642
>>> sx: -0.174498 | sy: -0.561059 | sz: -0.257091
>>> a: 0.213258
>>> v: 1.04497
>>> s: 0.641353

ax: -0.179871 | ay: 0.00743103 | az: 0.0182495
ax: -0.208496 | ay: 0.124802 | az: -0.00288391
ax: -0.342407 | ay: 0.108124 | az: 0.0155029
ax: -0.469955 | ay: 0.124252 | az: 0.046936
ax: -0.692276 | ay: 0.0397797 | az: 0.133972
ax: -0.936584 | ay: 0.311951 | az: 0.255356
ax: -0.909882 | ay: 1.15286 | az: 0.304779
ax: -0.680389 | ay: 0.660248 | az: 0.279984
ax: -0.61795 | ay: 0.468689 | az: 0.0672607
ax: -0.555557 | ay: 0.670486 | az: -0.23465
ax: -0.271744 | ay: 0.369949 | az: -0.203186
ax: 0.565536 | ay: 0.395203 | az: 0.0254517
ax: 0.116547 | ay: 0.0301056 | az: -0.13826
ax: 0.1577 | ay: 0.292206 | az: 0.213303
ax: 0.444229 | ay: 0.468155 | az: 0.261871
ax: 0.539001 | ay: 0.60202 | az: 0.245636
ax: 0.580292 | ay: 0.531769 | az: 0.189972
ax: 0.565079 | ay: 0.476044 | az: 0.155014
ax: 0.518463 | ay: 0.333008 | az: 0.114838
ax: 0.475723 | ay: 0.273895 | az: 0.084137
ax: 0.445618 | ay: 0.25795 | az: 0.0110016
ax: 0.335129 | ay: 0.248428 | az: 0.00865173
ax: 0.143784 | ay: 0.149277 | az: -0.0758667
ax: -0.126144 | ay: -0.109253 | az: -0.130081
ax: -0.422791 | ay: -0.319504 | az: -0.258392
ax: -0.766571 | ay: -0.513962 | az: -0.516235
