steps: 0
ax: -0.0454102 | ay: -0.0322723 | az: 0.0502625
ax: -0.150574 | ay: -0.610992 | az: 0.110443
ax: -0.15802 | ay: -0.419205 | az: 0.216156
ax: -0.148727 | ay: -0.260757 | az: 0.0085907
ax: -0.0501404 | ay: -0.112518 | az: 0.0371857
ax: -0.0735931 | ay: -0.156601 | az: 0.0253601
ax: -0.0451355 | ay: -0.123367 | az: -0.0205841
ax: -0.0325317 | ay: -0.0654297 | az: -0.00706482
ax: -0.00608826 | ay: -0.142273 | az: -0.0277863
ax: 0.00959778 | ay: -0.110397 | az: 0.0463257
ax: -0.00120544 | ay: -0.0945587 | az: 0.125549
ax: -0.00828552 | ay: -0.078186 | az: 0.0819855
ax: -0.0115967 | ay: -0.100235 | az: 0.0607605
ax: -0.0138245 | ay: -0.0679932 | az: 0.025238
ax: -0.0196228 | ay: -0.0675354 | az: 0.0434418
ax: -0.0444183 | ay: -0.0166931 | az: 0.0789032
ax: -0.040802 | ay: -0.0331879 | az: 0.0773621
ax: -0.0631866 | ay: -0.0600586 | az: 0.0397186
ax: -0.0690918 | ay: -0.0710907 | az: 0.0380554
ax: -0.0767365 | ay: -0.0437164 | az: -0.0244293
ax: -0.132141 | ay: -0.0595093 | az: 0.0226593
ax: -0.204498 | ay: 0.0371094 | az: 0.08255
ax: -0.304581 | ay: 0.152161 | az: 0.203796
ax: -0.27478 | ay: 0.00598145 | az: 0.0976257
ax: -0.345764 | ay: 0.0685425 | az: -0.128983
ax: -0.534424 | ay: 0.0822144 | az: -0.229233
ax: -1.01802 | ay: 0.0643158 | az: -0.163162
ax: -1.08136 | ay: 0.499924 | az: -0.213379
ax: -1.01865 | ay: 1.42569 | az: -0.417053
ax: -0.907486 | ay: 0.997833 | az: -0.134552
ax: -0.553726 | ay: 0.948318 | az: -0.500122
ax: -0.506027 | ay: 0.306458 | az: -0.583054
ax: 0.277237 | ay: 0.536423 | az: -0.571701
ax: 0.504333 | ay: -0.330948 | az: -0.357925
ax: 0.461655 | ay: -0.308105 | az: -0.185989
ax: 0.62941 | ay: 0.675018 | az: -0.0589752
ax: 0.696365 | ay: 0.958755 | az: -0.0726776
ax: 0.710693 | ay: 0.817978 | az: -0.126785
ax: 0.652725 | ay: 0.639191 | az: -0.0915833
ax: 0.632706 | ay: 0.522339 | az: -0.0045929
ax: 0.531662 | ay: 0.398163 | az: -0.0277557
ax: 0.454544 | ay: 0.335464 | az: -0.0827942
ax: 0.357773 | ay: 0.302795 | az: -0.0222473
ax: 0.146439 | ay: 0.202194 | az: -0.00234985
ax: -0.0921631 | ay: -0.0401764 | az: 0.00950623
ax: -0.291199 | ay: -0.194931 | az: 0.116211
ax: -0.547699 | ay: -0.41188 | az: 0.040863
ax: -0.951218 | ay: -0.830048 | az: -0.112915
ax: -1.08554 | ay: -1.36552 | az: -0.285141
ax: -1.10899 | ay: -1.70563 | az: -0.262115
time: 1
[20210811063403.189]
> sum ax: -5.95212 | sum ay: 2.06305 | sum az: -3.0764
>> avg ax: -0.119042 | avg ay: 0.041261 | avg az: -0.061528
>>> vx: -0.583308 | vy: 0.202179 | vz: -0.301487
>>> sx: -0.26902 | sy: 0.0541716 | sz: -0.0469287
>>> a: 0.140211
>>> v: 0.687036
>>> s: 0.278404

ax: -0.85289 | ay: -1.83081 | az: -0.209198
ax: -0.846619 | ay: -2.04018 | az: 0.424637
ax: -0.785904 | ay: -1.56648 | az: 1.32903
ax: -0.53363 | ay: -1.77565 | az: 0.896515
ax: -0.160248 | ay: -1.23407 | az: 0.00343323
ax: -0.378799 | ay: 1.64517 | az: 0.226822
ax: -0.752899 | ay: -1.22055 | az: 0.85672
ax: -0.536026 | ay: -0.740005 | az: -0.184021
ax: -0.351807 | ay: -0.473236 | az: 0.20253
ax: -0.082077 | ay: -0.519165 | az: 0.0200653
ax: -0.113083 | ay: -0.384796 | az: 0.058075
ax: 0.0242004 | ay: -0.192032 | az: 0.0248413
ax: -0.0566711 | ay: -0.0391235 | az: 0.10321
ax: -0.0822754 | ay: -0.022995 | az: 0.198425
ax: -0.0266571 | ay: -0.0176544 | az: 0.0168304
ax: -0.0158081 | ay: -0.0714417 | az: -0.138489
ax: 0.00909424 | ay: 0.0462646 | az: -0.056778
ax: -0.0254669 | ay: -0.0323639 | az: 0.0696869
ax: -0.0413666 | ay: 0.00602722 | az: 0.163712
ax: -0.0257111 | ay: -0.0535431 | az: 0.0801086
ax: 0 | ay: -0.0315094 | az: -0.00349426
ax: -0.0168762 | ay: -0.0345612 | az: 0.0291595
ax: -0.0437012 | ay: -0.0437622 | az: 0.0589752
ax: -0.0411224 | ay: -0.00476074 | az: 0.106995
ax: -0.057251 | ay: 0.0204926 | az: 0.0941772
ax: -0.0382843 | ay: -0.00270081 | az: 0.0552216
ax: -0.0658722 | ay: -0.055542 | az: 0.0442963
ax: -0.0596924 | ay: -0.0546112 | az: 0.0332184
ax: -0.170746 | ay: 0.111572 | az: 0.0750122
ax: -0.168518 | ay: 0.0949097 | az: 0.0752869
ax: -0.19397 | ay: 0.13356 | az: 0.0690002
ax: -0.227432 | ay: 0.157761 | az: 0.136292
ax: -0.284027 | ay: 0.145813 | az: 0.0623016
ax: -0.402496 | ay: 0.092041 | az: -0.0964508
ax: -0.52417 | ay: 0.0735474 | az: -0.198868
ax: -0.883652 | ay: 0.24144 | az: -0.270416
ax: -1.09953 | ay: 0.685104 | az: -0.519058
ax: -0.990158 | ay: 1.22353 | az: -0.443192
ax: -1.02475 | ay: 1.05556 | az: 0.0186615
ax: -0.835114 | ay: 0.805725 | az: -0.324738
ax: -0.640152 | ay: 0.52594 | az: -0.413589
ax: 0.205551 | ay: 0.590195 | az: -0.582642
ax: 0.360886 | ay: -0.378418 | az: -0.42894
ax: 0.422897 | ay: -0.272614 | az: -0.285782
ax: 0.578979 | ay: 0.851852 | az: -0.101883
ax: 0.589798 | ay: 1.00525 | az: -0.0844574
ax: 0.611435 | ay: 0.790817 | az: -0.106308
ax: 0.608765 | ay: 0.587494 | az: -0.0701752
ax: 0.634323 | ay: 0.441635 | az: -0.0506439
ax: 0.622482 | ay: 0.351288 | az: -0.0619965
time: 2
[20210811063404.178]
> sum ax: -8.76704 | sum ay: -1.40959 | sum az: 0.902115
>> avg ax: -0.175341 | avg ay: -0.0281918 | avg az: 0.0180423
>>> vx: -0.85917 | vy: -0.13814 | vz: 0.0884072
>>> sx: -0.689512 | sy: -0.796258 | sz: 0.316579
>>> a: 0.178507
>>> v: 0.874684
>>> s: 1.09985

ax: 0.546936 | ay: 0.378967 | az: -0.0578156
ax: 0.444855 | ay: 0.378265 | az: -0.026123
ax: 0.262802 | ay: 0.401733 | az: 0.0409546
ax: -0.0433044 | ay: 0.19191 | az: 0.13472
ax: -0.318848 | ay: -0.0390015 | az: 0.212646
ax: -0.762939 | ay: -0.457565 | az: 0.298508
ax: -1.06607 | ay: -1.1046 | az: 0.244904
