steps: 1446
ax: -0.725571 | ay: -1.91978 | az: 0.999023
ax: -0.0644836 | ay: -0.222336 | az: 0.11084
ax: -0.0602875 | ay: -0.219604 | az: 0.158493
ax: -0.0789948 | ay: -0.286377 | az: 0.12706
ax: -0.0514679 | ay: -0.238434 | az: 0.0805511
ax: -0.0612946 | ay: -0.233871 | az: 0.10939
ax: -0.0443878 | ay: -0.233292 | az: 0.12767
ax: -0.047821 | ay: -0.240936 | az: 0.139908
ax: -0.0600128 | ay: -0.219116 | az: 0.139252
ax: -0.110519 | ay: -0.239929 | az: 0.182526
ax: -0.105942 | ay: -0.206253 | az: 0.138718
ax: -0.0860291 | ay: -0.181091 | az: 0.119308
ax: -0.12619 | ay: -0.128571 | az: 0.0672455
ax: -0.268311 | ay: -0.0501404 | az: 0.0882568
ax: -0.311401 | ay: -0.078949 | az: 0.0995331
ax: -0.371185 | ay: -0.00967407 | az: 0.256058
ax: -0.409698 | ay: 0.0217743 | az: 0.118927
ax: -0.591064 | ay: -0.0149536 | az: 0.0523376
ax: -1.0537 | ay: 0.16478 | az: -0.127365
ax: -1.05894 | ay: 1.19528 | az: -0.63414
ax: -1.0683 | ay: 1.37198 | az: -0.0752106
ax: -1.07846 | ay: 0.821487 | az: -0.0685883
ax: -0.804901 | ay: 0.653625 | az: -0.259476
ax: -0.294113 | ay: 0.873627 | az: -0.919403
ax: 0.878525 | ay: 0.516602 | az: -0.327469
ax: 0.197937 | ay: -0.379807 | az: -0.194229
ax: 0.412415 | ay: -0.59819 | az: 0.0305023
ax: 0.785629 | ay: 0.356903 | az: 0.175415
ax: 0.914062 | ay: 0.75882 | az: 0.0308685
ax: 0.830475 | ay: 0.85878 | az: 0.0658722
ax: 0.803421 | ay: 0.700806 | az: -0.00790405
ax: 0.767242 | ay: 0.487198 | az: 0.0783844
ax: 0.67131 | ay: 0.269119 | az: 0.09758
ax: 0.576965 | ay: 0.0677948 | az: 0.0345154
ax: 0.497452 | ay: 0.0320282 | az: 0.0256195
ax: 0.374649 | ay: 0.00466919 | az: 0.0220795
ax: 0.0575714 | ay: -0.0538483 | az: 0.0722351
ax: -0.316299 | ay: -0.297424 | az: 0.106216
ax: -0.831802 | ay: -0.56546 | az: 0.189911
ax: -1.16948 | ay: -1.02251 | az: 0.130417
ax: -1.23338 | ay: -1.98972 | az: 0.117004
ax: -1.28474 | ay: -2.26003 | az: -0.212921
ax: -1.08568 | ay: -2.64185 | az: -0.242203
ax: -1.14061 | ay: -2.62988 | az: 0.830093
ax: -0.765167 | ay: -1.44539 | az: 0.486206
ax: -0.240753 | ay: 1.43736 | az: -0.143311
ax: -0.423355 | ay: 0.257126 | az: 0.801559
ax: -1.14261 | ay: -1.01399 | az: 0.125839
ax: -0.388565 | ay: -0.670456 | az: -0.286072
ax: -0.509094 | ay: -1.16681 | az: -0.158844
time: 1
[20210805070700.489]
> sum ax: -11.697 | sum ay: -10.6089 | sum az: 2.87828
>> avg ax: -0.233939 | avg ay: -0.212178 | avg az: 0.0575656
>>> vx: -1.1463 | vy: -1.03967 | vz: 0.282071
>>> sx: -0.435176 | sy: -0.22325 | sz: 0.174412
>>> a: 0.321031
>>> v: 1.57305
>>> s: 0.519267

ax: -0.176941 | ay: -0.605225 | az: 0.175934
ax: -0.0132599 | ay: -0.535721 | az: 0.0349121
ax: -0.14093 | ay: -0.275833 | az: 0.13324
ax: -0.0978241 | ay: -0.207611 | az: 0.0986481
ax: -0.132889 | ay: -0.21167 | az: 0.0937805
ax: -0.0900116 | ay: -0.130981 | az: 0.0937347
ax: -0.0822296 | ay: -0.123047 | az: 0.0140839
ax: -0.0284576 | ay: -0.135345 | az: -0.120483
ax: -0.00994873 | ay: -0.0266724 | az: 0.0180511
ax: -0.0345917 | ay: -0.0812225 | az: 0.204086
ax: -0.067688 | ay: -0.165466 | az: 0.22226
ax: -0.0507812 | ay: -0.218445 | az: 0.132858
ax: -0.0453491 | ay: -0.19252 | az: 0.0592194
ax: -0.0293427 | ay: -0.146332 | az: 0.092514
ax: -0.0461273 | ay: -0.146835 | az: 0.149109
ax: -0.0475616 | ay: -0.118439 | az: 0.159729
ax: -0.0813599 | ay: -0.140381 | az: 0.147369
ax: -0.0907745 | ay: -0.124161 | az: 0.14653
ax: -0.0545197 | ay: -0.144806 | az: 0.115616
ax: -0.125687 | ay: -0.13002 | az: 0.106094
ax: -0.221069 | ay: -0.0436859 | az: 0.0304565
ax: -0.3255 | ay: 0.0426788 | az: 0.165268
ax: -0.373276 | ay: 0.0431976 | az: 0.184769
ax: -0.406219 | ay: 0.0595093 | az: 0.0698547
ax: -0.659622 | ay: 0.0712433 | az: -0.145157
ax: -1.05565 | ay: 0.243561 | az: -0.346359
ax: -1.0631 | ay: 1.17184 | az: -0.733292
ax: -1.07462 | ay: 1.29599 | az: -0.12822
ax: -1.08638 | ay: 0.652603 | az: -0.0115356
ax: -0.631531 | ay: 1.09618 | az: -0.283264
ax: -0.28299 | ay: 0.661911 | az: -0.54126
ax: 0.897873 | ay: 0.679596 | az: -0.0774994
ax: 0.196152 | ay: -0.349457 | az: -0.123871
ax: 0.10733 | ay: -0.192261 | az: 0.318573
ax: 0.731201 | ay: 0.635727 | az: 0.183243
ax: 0.737518 | ay: 0.965363 | az: 0.0833893
ax: 0.688553 | ay: 0.938721 | az: 0.0614319
