ax: 0.00556946 | ay: 0.0826721 | az: -0.00746155
ax: 0.0180359 | ay: -0.030777 | az: -0.0187683
ax: 0.0529175 | ay: -0.0068512 | az: -0.0246124
ax: 0.116257 | ay: -0.0528564 | az: 0.0284576
ax: 0.14505 | ay: -0.110306 | az: 0.0315399
ax: 0.216293 | ay: -0.218872 | az: 0.0640717
ax: 0.362106 | ay: -0.271973 | az: 0.00881958
ax: 0.457535 | ay: -0.291931 | az: 0.228256
ax: 0.529694 | ay: -0.430756 | az: 0.133575
ax: 0.811523 | ay: -0.478531 | az: -0.166626
ax: 1.05649 | ay: -0.540985 | az: -0.316238
ax: 1.07315 | ay: -1.64532 | az: -0.527176
ax: 1.09161 | ay: -1.99721 | az: -0.139725
ax: 0.865707 | ay: -1.70172 | az: -0.915558
ax: 0.583679 | ay: -0.66835 | az: -1.10599
ax: -0.0782166 | ay: -0.31337 | az: -1.12373
ax: 0.549011 | ay: 0.441605 | az: 0.247711
ax: -0.194183 | ay: 0.598419 | az: 0.47821
ax: -0.726532 | ay: -0.515488 | az: 0.168839
ax: -0.825516 | ay: -0.737793 | az: -0.0575867
ax: -0.742096 | ay: -1.0118 | az: -0.227158
ax: -0.864365 | ay: -0.772675 | az: -0.0158997
ax: -0.778809 | ay: -0.502884 | az: -0.0483704
ax: -0.674942 | ay: -0.284866 | az: 0.00769043
ax: -0.569061 | ay: -0.111801 | az: 0.0155792
ax: -0.436096 | ay: 0.0242004 | az: 0.0792542
ax: -0.287415 | ay: -0.000549316 | az: 0.103531
ax: 0.0202179 | ay: 0.000732422 | az: 0.102982
ax: 0.58812 | ay: 0.34111 | az: 0.173462
ax: 1.09825 | ay: 0.808777 | az: 0.0644379
ax: 1.15923 | ay: 1.59775 | az: 0.00395203
ax: 1.21577 | ay: 2.38565 | az: 0.325516
ax: 1.21745 | ay: 2.60844 | az: -0.323395
ax: 0.615936 | ay: 2.617 | az: 0.595795
ax: 1.24051 | ay: 1.48997 | az: 0.260498
ax: -0.453934 | ay: -1.465 | az: -0.844833
ax: 0.503998 | ay: 0.632767 | az: 0.75499
ax: 0.912018 | ay: 0.410431 | az: 0.481049
ax: 0.229416 | ay: 0.232224 | az: -0.178421
ax: 0.881454 | ay: 1.98009 | az: -0.0275726
ax: 0.179108 | ay: 0.388702 | az: 0.15361
ax: 0.176987 | ay: 0.372192 | az: 0.0388184
ax: 0.0690613 | ay: 0.25444 | az: -0.0681458
time: 3
[20201117135300.486]
> sum ax: 11.4531 | sum ay: 2.63217 | sum az: -1.74156
>> avg ax: 0.229063 | avg ay: 0.0526434 | avg az: -0.0348312
>>> vx: 2.24482 | vy: 0.515905 | vz: -0.341346
>>> sx: 0.867368 | sy: -0.858776 | sz: -0.340379
>>> a: 0.237601
>>> v: 2.32849
>>> s: 1.26715

ax: 0.053894 | ay: 0.105545 | az: -0.0420227
ax: 0.0979767 | ay: -0.0111389 | az: -0.0102081
ax: 0.0346527 | ay: -0.0993805 | az: -0.0372467
ax: -0.00790405 | ay: -0.123352 | az: -0.0992279
ax: -0.0218506 | ay: 0.0188904 | az: -0.182571
ax: -0.0647736 | ay: -0.0737 | az: -0.120865
ax: -0.0365143 | ay: -0.110947 | az: -0.0335846
ax: -0.00259399 | ay: -0.115402 | az: 0.0629425
ax: 0.0483398 | ay: 0.0240021 | az: 0.0879517
ax: 0.0157776 | ay: 0.0170441 | az: 0.0389862
ax: 0.0224304 | ay: 0.0149689 | az: 0.0190277
ax: -0.00883484 | ay: 0.023407 | az: -0.0181885
ax: 0.0211487 | ay: -0.00622559 | az: -0.00437927
ax: 0.0673523 | ay: -0.0245361 | az: -0.00906372
ax: 0.0767059 | ay: -0.0519714 | az: -0.0422516
ax: 0.160004 | ay: -0.128601 | az: 0.000488281
ax: 0.306 | ay: -0.184418 | az: -0.0766602
ax: 0.436783 | ay: -0.267456 | az: 0.15773
ax: 0.470306 | ay: -0.340652 | az: 0.18132
ax: 0.548416 | ay: -0.344543 | az: 0.0117493
ax: 0.805206 | ay: -0.415939 | az: -0.210175
ax: 1.06056 | ay: -0.713379 | az: -0.402496
ax: 1.0757 | ay: -1.77974 | az: -0.295547
ax: 1.09508 | ay: -1.42856 | az: 0.256027
ax: 0.903244 | ay: -1.16599 | az: -0.818893
ax: 0.792587 | ay: -1.08186 | az: -0.783463
ax: -0.233383 | ay: -0.474197 | az: -0.419281
ax: 0.956314 | ay: 0.265656 | az: -0.0957031
ax: -0.271454 | ay: 0.537125 | az: 0.281616
ax: -0.488144 | ay: -0.385605 | az: 0.159073
ax: -0.876953 | ay: -0.739487 | az: -0.0193176
ax: -0.694153 | ay: -1.12476 | az: -0.290283
ax: -0.85582 | ay: -0.800003 | az: -0.037384
ax: -0.792236 | ay: -0.571823 | az: -0.12471
ax: -0.669403 | ay: -0.335205 | az: -0.060318
ax: -0.565308 | ay: -0.134399 | az: -0.0311279
ax: -0.450745 | ay: 0.00611877 | az: -0.0192719
ax: -0.283112 | ay: -0.00442505 | az: 0.0197296
ax: 0.00431824 | ay: 0.0433502 | az: -0.00396729
ax: 0.513611 | ay: 0.357544 | az: -0.0417175
ax: 1.06187 | ay: 0.886536 | az: -0.171814
ax: 1.13907 | ay: 1.42639 | az: -0.240845
ax: 1.19698 | ay: 2.29718 | az: 0.175369
ax: 1.2402 | ay: 2.60698 | az: -0.432983
ax: 0.823868 | ay: 2.62035 | az: 0.26268
ax: 0.708054 | ay: 1.69025 | az: 0.279495
ax: -0.0814362 | ay: -1.45973 | az: -0.804688
ax: 0.0164948 | ay: -0.0986023 | az: 0.916443
ax: 0.722565 | ay: 1.24188 | az: 0.483368
ax: 0.346085 | ay: 0.0812683 | az: -0.295609
time: 4
[20201117135301.491]
> sum ax: 10.417 | sum ay: -0.331543 | sum az: -2.88187
>> avg ax: 0.20834 | avg ay: -0.00663086 | avg az: -0.0576373
>>> vx: 2.04173 | vy: -0.0649825 | vz: -0.564846
>>> sx: 0.780158 | sy: -0.877428 | sz: -0.335115
>>> a: 0.216267
>>> v: 2.11942
>>> s: 1.221

ax: 0.679367 | ay: 1.76724 | az: -0.145248
ax: 0.0687561 | ay: 0.486847 | az: 0.158554
ax: 0.283279 | ay: 0.528503 | az: 0.0852051
ax: 0.15097 | ay: 0.333969 | az: -0.0171051
ax: 0.042038 | ay: 0.0828552 | az: -0.0126343
ax: 0.0926056 | ay: -0.0785217 | az: 0.00567627
ax: 0.015152 | ay: -0.107788 | az: -0.0771179
ax: -0.00941467 | ay: 0.0101776 | az: -0.167038
ax: -0.0340729 | ay: 0.093338 | az: -0.173004
ax: -0.00523376 | ay: 0.102753 | az: 0.00866699
ax: 0.00912476 | ay: -0.0385742 | az: 0.0437927
ax: 0.0299072 | ay: -0.0437622 | az: 0.0235138
ax: 0.0156555 | ay: -0.0183258 | az: -0.0452271
ax: -0.00421143 | ay: 0.129211 | az: 0.0111694
ax: -0.0057373 | ay: 0.00758362 | az: 0.0212708
ax: 0.0616913 | ay: -0.0376282 | az: 0.0545654
ax: 0.12413 | ay: 0.0133514 | az: 0.0706329
ax: 0.118698 | ay: 0.00213623 | az: 0.0482178
ax: 0.0869904 | ay: -0.102539 | az: -0.000717163
ax: 0.183868 | ay: -0.154465 | az: -0.0711212
ax: 0.34848 | ay: -0.175812 | az: -0.0920715
ax: 0.415054 | ay: -0.247971 | az: 0.053894
ax: 0.487747 | ay: -0.342102 | az: 0.130615
ax: 0.612289 | ay: -0.363358 | az: 0.0825195
ax: 1.0238 | ay: -0.651779 | az: -0.0502777
ax: 1.06779 | ay: -1.50185 | az: -0.206802
ax: 1.08478 | ay: -1.7253 | az: 0.11882
ax: 0.949875 | ay: -1.05376 | az: -0.0158386
ax: 0.917084 | ay: -0.815994 | az: -0.623718
ax: 0.338882 | ay: -0.848984 | az: -0.820587
ax: 0.177414 | ay: -0.311707 | az: -0.414688
ax: -0.586426 | ay: 0.821365 | az: 0.0924072
ax: -0.401779 | ay: -0.271179 | az: 0.111069
ax: -0.860306 | ay: -0.707397 | az: 0.127441
ax: -0.711624 | ay: -0.895859 | az: -0.119431
ax: -0.796082 | ay: -0.654327 | az: 0.0270996
ax: -0.717453 | ay: -0.452454 | az: 0.0210876
ax: -0.644135 | ay: -0.209763 | az: 0.00999451
ax: -0.567261 | ay: -0.0418701 | az: -0.0390778
ax: -0.440338 | ay: -0.0191956 | az: -0.0340424
ax: -0.246368 | ay: 0.042511 | az: 0.0062561
ax: 0.042038 | ay: 0.161713 | az: -0.042572
ax: 0.526794 | ay: 0.406967 | az: -0.0663757
ax: 1.11919 | ay: 0.902466 | az: -0.138718
ax: 1.18689 | ay: 1.54036 | az: -0.0352478
ax: 1.25102 | ay: 2.56677 | az: 0.425018
ax: 1.29582 | ay: 2.673 | az: -0.378693
ax: 0.643188 | ay: 2.68961 | az: -0.139084
ax: 0.466019 | ay: 2.66838 | az: 0.361801
ax: 1.14844 | ay: 2.01984 | az: 0.0154877
time: 5
[20201117135302.494]
> sum ax: 11.0344 | sum ay: 8.1787 | sum az: -1.81166
>> avg ax: 0.220688 | avg ay: 0.163574 | avg az: -0.0362332
>>> vx: 2.16274 | vy: 1.60302 | vz: -0.355085
>>> sx: 0.83945 | sy: -0.0782017 | sz: -0.171973
>>> a: 0.277078
>>> v: 2.71537
>>> s: 0.860445

ax: -0.493073 | ay: -1.42781 | az: -1.01263
ax: 0.734055 | ay: 0.101242 | az: 0.502014
ax: 1.12181 | ay: 0.438446 | az: 0.586914
ax: 0.410233 | ay: 0.305191 | az: 0.450958
ax: 0.640686 | ay: 1.53101 | az: -0.284424
ax: 0.583847 | ay: 0.731522 | az: 0.0727234
ax: 0.310333 | ay: 0.456619 | az: 0.069458
ax: 0.0282593 | ay: 0.364136 | az: -0.0945892
ax: 0.0549927 | ay: 0.13765 | az: -0.243195
ax: 0.052063 | ay: 0.0165558 | az: -0.0786285
ax: 0.000305176 | ay: -0.145477 | az: -0.0561981
ax: -0.0445557 | ay: -0.0509949 | az: -0.0279083
ax: -0.053772 | ay: -0.0240784 | az: -0.115097
ax: -0.0803986 | ay: 0.0198975 | az: -0.108414
ax: -0.0187378 | ay: 0.0518494 | az: -0.053772
ax: 0.0294495 | ay: 0.0428619 | az: 0.000656128
ax: 0.0647583 | ay: 0.0625 | az: 0.0393066
ax: 0.0374451 | ay: 0.00914001 | az: 0.0274811
ax: 0.0606689 | ay: 0.0241394 | az: 0.030014
ax: 0.0606079 | ay: 0.0220642 | az: 0.0343933
ax: 0.0673523 | ay: 0.0045929 | az: 0.000961304
ax: 0.108612 | ay: -0.0317841 | az: 0.00149536
ax: 0.217499 | ay: -0.141525 | az: -0.00219727
ax: 0.274277 | ay: -0.17244 | az: -0.0364075
ax: 0.366745 | ay: -0.156372 | az: 0.0882568
ax: 0.43576 | ay: -0.21608 | az: 0.101181
ax: 0.544952 | ay: -0.280594 | az: 0.000213623
ax: 0.921494 | ay: -0.348587 | az: -0.10878
ax: 1.06068 | ay: -1.27148 | az: -0.305099
ax: 1.07433 | ay: -1.70677 | az: 0.262939
ax: 1.0927 | ay: -1.54454 | az: 0.249832
ax: 0.970505 | ay: -1.18289 | az: -0.933701
ax: 0.713242 | ay: -1.42453 | az: -1.03261
ax: -0.0509796 | ay: -0.585266 | az: -0.830658
ax: -0.29306 | ay: 0.98494 | az: -0.59726
ax: -0.0545044 | ay: 0.0862122 | az: 0.231873
ax: -0.706009 | ay: -0.645065 | az: 0.106293
ax: -0.708664 | ay: -0.828903 | az: -0.0238342
ax: -0.77092 | ay: -0.941864 | az: -0.0847168
ax: -0.748779 | ay: -0.740433 | az: -0.172455
ax: -0.747513 | ay: -0.458603 | az: -0.151825
ax: -0.58493 | ay: -0.124054 | az: -0.145447
ax: -0.458511 | ay: 0.0646057 | az: -0.103104
ax: -0.302673 | ay: -0.0186005 | az: -0.0930328
ax: -0.0598145 | ay: -0.0432892 | az: -0.0865173
ax: 0.526581 | ay: 0.203903 | az: -0.148758
ax: 1.0649 | ay: 0.701782 | az: 0.0586395
ax: 1.13609 | ay: 1.31522 | az: -0.00788879
ax: 1.19539 | ay: 2.33963 | az: 0.375168
ax: 1.23958 | ay: 2.60663 | az: -0.286697
time: 6
[20201117135303.487]
> sum ax: 11.0233 | sum ay: -1.88971 | sum az: -3.93507
>> avg ax: 0.220466 | avg ay: -0.0377942 | avg az: -0.0787015
>>> vx: 2.16057 | vy: -0.370383 | vz: -0.771275
>>> sx: 1.11664 | sy: -0.334517 | sz: -0.267668
>>> a: 0.237124
>>> v: 2.32381
>>> s: 1.196

ax: -0.295471 | ay: 2.6272 | az: 0.0163727
ax: 0.808121 | ay: 2.38222 | az: 0.741928
ax: 0.565781 | ay: -1.44337 | az: -0.126297
ax: 0.0952454 | ay: 0.850372 | az: 0.331116
ax: 0.602478 | ay: 1.22339 | az: 0.604019
ax: 0.682373 | ay: 0.588577 | az: -0.343796
ax: 0.456757 | ay: 0.824402 | az: -0.0407715
ax: -0.258514 | ay: 0.344757 | az: -3.05176e-05
ax: 0.0481873 | ay: 0.539902 | az: 0.0741577
ax: 0.197937 | ay: 0.261856 | az: 0.054718
ax: 0.0921631 | ay: 0.133514 | az: 0.0475616
ax: 0.0879669 | ay: -0.0816193 | az: 0.0708313
ax: -0.00675964 | ay: -0.105652 | az: -0.0522614
ax: 0.00772095 | ay: -0.00968933 | az: -0.0656128
ax: 0.0280762 | ay: 0.0313568 | az: -0.090332
ax: -0.0161896 | ay: -0.0566101 | az: -0.0603027
ax: -0.00299072 | ay: -0.126709 | az: 0.017868
ax: 0.00527954 | ay: -0.175766 | az: 0.039978
ax: 0.0202789 | ay: -0.0842133 | az: 0.026886
ax: -0.00473022 | ay: -0.0315094 | az: -0.0223694
ax: 0.00949097 | ay: -0.0240326 | az: -0.0297699
ax: 0.0458984 | ay: 0.016861 | az: 0.0260468
ax: 0.0869446 | ay: 0.0607147 | az: 0.0535278
ax: 0.061676 | ay: -0.00852966 | az: 0.000320435
ax: 0.0720978 | ay: -0.0943146 | az: -0.0065155
ax: 0.282715 | ay: -0.176285 | az: 0.0149689
ax: 0.33226 | ay: -0.211639 | az: 0.0475616
ax: 0.457214 | ay: -0.265366 | az: 0.149857
ax: 0.490601 | ay: -0.339066 | az: 0.110718
ax: 0.596008 | ay: -0.366409 | az: -0.0132141
ax: 1.04279 | ay: -0.400345 | az: -0.162598
ax: 1.07219 | ay: -1.30167 | az: -0.430466
ax: 1.08858 | ay: -1.62892 | az: 0.238632
ax: 0.915329 | ay: -1.31482 | az: -0.280991
ax: 0.880875 | ay: -0.97551 | az: -0.868484
ax: 0.169067 | ay: -1.21646 | az: -0.419785
ax: -0.110596 | ay: -0.644699 | az: -0.483383
ax: -0.743835 | ay: 0.711517 | az: -0.328964
ax: -0.0441437 | ay: 0.10054 | az: 0.239746
ax: -0.83815 | ay: -0.62883 | az: 0.1427
ax: -0.625824 | ay: -0.928604 | az: -0.198853
ax: -0.827011 | ay: -0.972702 | az: 0.0105591
ax: -0.695221 | ay: -0.607269 | az: -0.00190735
ax: -0.619522 | ay: -0.310165 | az: -0.0377808
ax: -0.547501 | ay: -0.161621 | az: -0.0221252
ax: -0.447937 | ay: -0.048172 | az: 0.055542
ax: -0.335144 | ay: -0.0108337 | az: 0.0533752
ax: -0.111938 | ay: -0.0174408 | az: 0.0730896
ax: 0.335236 | ay: 0.0848389 | az: 0.0068512
ax: 0.99472 | ay: 0.675735 | az: 0.0605927
time: 7
[20201117135304.487]
> sum ax: 6.10057 | sum ay: -3.3111 | sum az: -0.777084
>> avg ax: 0.122011 | avg ay: -0.0662219 | avg az: -0.0155417
>>> vx: 1.19571 | vy: -0.648975 | vz: -0.152309
>>> sx: 0.946802 | sy: 0.736787 | sz: 0.108311
>>> a: 0.139691
>>> v: 1.36898
>>> s: 1.20458

ax: 1.13194 | ay: 1.25008 | az: -0.0863037
ax: 1.19058 | ay: 2.12347 | az: 0.0736084
ax: 1.23523 | ay: 2.51021 | az: -0.0197449
ax: 0.905487 | ay: 2.61824 | az: -0.176361
ax: 0.442078 | ay: 2.60284 | az: 0.365402
ax: 0.839676 | ay: 0.563446 | az: 0.39035
ax: 0.137497 | ay: -1.48982 | az: 0.864059
ax: 0.628006 | ay: 0.963699 | az: 0.406052
ax: 1.05516 | ay: 0.506592 | az: 0.37558
ax: 0.371536 | ay: 0.667755 | az: -0.163071
ax: 0.518295 | ay: 0.798355 | az: -0.0207672
ax: -0.0355377 | ay: 0.379761 | az: 0.108002
ax: 0.177917 | ay: 0.427902 | az: 0.0859833
ax: 0.0509186 | ay: 0.0465546 | az: -0.0990295
ax: 0.0144043 | ay: -0.053421 | az: -0.0778503
ax: 0.0411072 | ay: -0.117676 | az: -0.0584717
ax: 0.0115967 | ay: -0.152039 | az: -0.0483246
ax: -0.014801 | ay: -0.114365 | az: -0.143936
ax: -0.0556641 | ay: -0.129105 | az: -0.107758
ax: -0.00933838 | ay: -0.138031 | az: -0.0389099
ax: -0.012207 | ay: -0.124161 | az: 0.0192261
ax: 0.0418091 | ay: -0.0493774 | az: 0.022644
ax: 0.0341187 | ay: -0.00775146 | az: 0.00706482
ax: 0.0199585 | ay: 0.00959778 | az: -0.00830078
ax: 0.0355225 | ay: -0.013855 | az: 0.0151062
ax: 0.0658417 | ay: -0.0401611 | az: 0.0450745
ax: 0.0745392 | ay: -0.0862732 | az: 0.0424805
ax: 0.0788727 | ay: -0.121185 | az: 0.0296326
ax: 0.126617 | ay: -0.188126 | az: -0.0017395
ax: 0.184631 | ay: -0.236679 | az: -0.0220337
ax: 0.303726 | ay: -0.296539 | az: 0.00427246
ax: 0.438812 | ay: -0.292267 | az: 0.147675
ax: 0.439346 | ay: -0.403076 | az: 0.104614
ax: 0.615067 | ay: -0.407654 | az: -0.00292969
ax: 1.06175 | ay: -0.623474 | az: -0.147263
ax: 1.07623 | ay: -1.7645 | az: -0.420349
ax: 1.09389 | ay: -1.53139 | az: 0.0109253
ax: 1.11983 | ay: -1.1859 | az: -0.382523
ax: 0.800797 | ay: -0.832275 | az: -0.591431
ax: 0.182556 | ay: -0.996002 | az: -0.665741
ax: -0.212143 | ay: -0.308228 | az: -0.43132
ax: -0.559769 | ay: 0.867142 | az: -0.100235
ax: -0.160309 | ay: -0.367737 | az: 0.143005
ax: -0.80484 | ay: -0.844025 | az: 0.165451
ax: -0.634888 | ay: -0.95488 | az: -0.0250397
ax: -0.800262 | ay: -0.826172 | az: -0.053421
ax: -0.661636 | ay: -0.505814 | az: -0.0463715
ax: -0.582809 | ay: -0.244308 | az: -0.0685577
ax: -0.482452 | ay: -0.0572815 | az: -0.014801
ax: -0.338577 | ay: -0.023056 | az: 0.0166931
time: 8
[20201117135305.487]
> sum ax: 11.1801 | sum ay: 0.809052 | sum az: -0.579681
>> avg ax: 0.223602 | avg ay: 0.016181 | avg az: -0.0115936
>>> vx: 2.1913 | vy: 0.158574 | vz: -0.113617
>>> sx: 1.9219 | sy: 1.81818 | sz: 0.208152
>>> a: 0.224487
>>> v: 2.19997
>>> s: 2.65383

ax: -0.20166 | ay: 0.0243073 | az: 0.0217896
ax: 0.116257 | ay: 0.0409851 | az: -0.0414124
ax: 0.703537 | ay: 0.36795 | az: -0.0906219
ax: 1.10503 | ay: 1.03719 | az: -0.146378
ax: 1.16544 | ay: 1.68529 | az: -0.130783
ax: 1.22014 | ay: 2.38297 | az: 0.305939
ax: 1.11197 | ay: 2.63287 | az: -0.34642
ax: 0.525223 | ay: 2.64236 | az: 0.0217285
ax: 0.835876 | ay: 2.18665 | az: 0.0572052
ax: 0.554871 | ay: -1.44113 | az: -0.0812225
ax: -0.219315 | ay: 0.103287 | az: -0.00733948
ax: 0.741089 | ay: 1.00168 | az: 0.545639
ax: 0.353729 | ay: 0.0138702 | az: 0.0331879
ax: 0.369644 | ay: 1.28979 | az: -0.229584
ax: 0.377075 | ay: 0.391953 | az: -0.218826
ax: 0.0694885 | ay: 0.340912 | az: 0.190445
ax: 0.239609 | ay: 0.369431 | az: 0.0836639
ax: 0.0289612 | ay: 0.0456238 | az: -0.0350952
ax: 0.0798492 | ay: 0.0410461 | az: -0.0577393
ax: 0.066452 | ay: -0.0749207 | az: -0.0123138
ax: 0.0207062 | ay: -0.0596924 | az: -0.0143585
ax: -0.0329742 | ay: -0.0862732 | az: -0.019516
ax: -0.0295868 | ay: -0.0561066 | az: -0.0862732
ax: -0.0753632 | ay: -0.150208 | az: -0.0630341
ax: -0.0344849 | ay: -0.11438 | az: -0.00996399
ax: 0.045639 | ay: -0.0209351 | az: 0.085968
ax: 0.0391846 | ay: -0.00212097 | az: 0.0849457
ax: 0.0275879 | ay: -0.0126801 | az: 0.0345612
ax: 0.0452881 | ay: -0.0437012 | az: 0.0123901
ax: 0.0277405 | ay: -0.0758514 | az: -0.0178986
