steps: 20
ax: -0.0151367 | ay: -0.0364838 | az: 0.0581818
ax: -0.976883 | ay: -2.13823 | az: -0.168762
ax: -0.846222 | ay: -2.34808 | az: 0.517273
ax: -0.542847 | ay: -2.17632 | az: 0.503479
ax: -0.226089 | ay: -1.26262 | az: -0.526352
ax: -0.53537 | ay: 1.79059 | az: 0.454117
ax: -0.811844 | ay: -0.453629 | az: 0.879349
ax: -0.60817 | ay: -0.633972 | az: -0.0809021
ax: -0.0868835 | ay: 0.0465698 | az: 0.235748
ax: -0.220001 | ay: -0.579865 | az: -0.402908
ax: 0.0916443 | ay: -0.0992737 | az: 0.126846
ax: -0.0163422 | ay: -0.133759 | az: -0.111069
ax: 0.022995 | ay: 0.293808 | az: 0.019165
ax: -0.0930939 | ay: 0.152649 | az: 0.0339813
ax: 0.00160217 | ay: 0.250641 | az: -0.055481
ax: -0.00228882 | ay: 0.159958 | az: -0.0795288
ax: 0.00511169 | ay: 0.172226 | az: -0.116684
ax: 0.0180969 | ay: 0.216446 | az: -0.0336609
ax: -0.0345154 | ay: 0.18338 | az: 0.0670471
ax: -0.0418396 | ay: 0.132523 | az: 0.0757599
ax: -0.0326691 | ay: 0.138443 | az: -0.0132141
ax: -0.0154114 | ay: 0.19136 | az: 0.0261841
ax: 0.0040741 | ay: 0.150589 | az: -0.0471344
ax: -0.0100708 | ay: 0.0974731 | az: -0.0102081
ax: -0.0446167 | ay: 0.153381 | az: 0.00209045
ax: -0.102997 | ay: 0.133102 | az: 0.0447998
ax: -0.120621 | ay: 0.137054 | az: 0.0139618
ax: -0.168854 | ay: 0.231995 | az: -0.0507202
ax: -0.206192 | ay: 0.201263 | az: -0.0476074
ax: -0.280426 | ay: 0.255783 | az: -0.00415039
ax: -0.366913 | ay: 0.266953 | az: 0.0652008
ax: -0.43306 | ay: 0.332245 | az: 0.133408
ax: -0.507767 | ay: 0.360809 | az: 0.0261536
ax: -0.667023 | ay: 0.360962 | az: -0.134628
ax: -1.10265 | ay: 0.408447 | az: -0.272949
ax: -1.12479 | ay: 1.20401 | az: -0.820038
ax: -1.14268 | ay: 1.67947 | az: -0.328751
ax: -1.02325 | ay: 0.935684 | az: -0.228027
ax: -0.926727 | ay: 0.819305 | az: -0.806076
ax: -0.341339 | ay: 0.945267 | az: -0.829453
ax: 0.745514 | ay: 0.276367 | az: -0.0492859
ax: -0.111435 | ay: -0.364441 | az: -0.270172
ax: 0.245728 | ay: -0.179077 | az: 0.0921021
ax: 0.689941 | ay: 0.575745 | az: 0.0709534
ax: 0.752426 | ay: 0.880295 | az: -0.134857
ax: 0.70665 | ay: 0.926544 | az: -0.0872498
ax: 0.729187 | ay: 0.837555 | az: -0.038208
ax: 0.646332 | ay: 0.52095 | az: 0.0125885
ax: 0.580704 | ay: 0.30455 | az: 0.0239105
