ax: -1.07117 | ay: -0.493057 | az: -0.470367
ax: 0.086319 | ay: 0.267166 | az: -0.138458
ax: 0.094223 | ay: 0.287872 | az: -0.0621033
ax: 0.0783539 | ay: 0.233353 | az: -0.00691223
ax: 0.00828552 | ay: 0.156631 | az: 0.0090332
ax: 0.027359 | ay: 0.183426 | az: -0.0742645
ax: 0.0262146 | ay: 0.199646 | az: -0.0959167
ax: 0.0259399 | ay: 0.213196 | az: -0.0919342
ax: 0.00787354 | ay: 0.150238 | az: -0.0713043
ax: -0.0214233 | ay: 0.143204 | az: -0.0373993
ax: 0.0129547 | ay: 0.167053 | az: -0.0374756
ax: -0.000701904 | ay: 0.189011 | az: -0.0644073
ax: 0.00466919 | ay: 0.139008 | az: -0.0880737
ax: -0.02005 | ay: 0.127396 | az: -0.0857849
ax: -0.0321045 | ay: 0.181442 | az: -0.0750275
time: 1
[20201124140328.751]
> sum ax: -7.62236 | sum ay: -0.832169 | sum az: -6.80159
>> avg ax: -0.152447 | avg ay: -0.0166434 | avg az: -0.136032
>>> vx: -1.49398 | vy: -0.163105 | vz: -1.33311
>>> sx: -1.15337 | sy: -0.334253 | sz: -0.915107
>>> a: 0.204992
>>> v: 2.00892
>>> s: 1.50977

ax: -0.0330963 | ay: 0.221085 | az: -0.0735931
ax: -0.0457458 | ay: 0.200729 | az: -0.0864716
ax: -0.0454254 | ay: 0.173508 | az: -0.0937958
ax: -0.0500031 | ay: 0.229156 | az: -0.107452
ax: -0.0604706 | ay: 0.25621 | az: -0.0148773
ax: -0.11554 | ay: 0.204102 | az: -0.0162659
ax: -0.137329 | ay: 0.172806 | az: -0.010849
ax: -0.198608 | ay: 0.16893 | az: -0.0522156
ax: -0.288651 | ay: 0.274567 | az: -0.0489502
ax: -0.498856 | ay: 0.390274 | az: -0.0833282
ax: -0.522247 | ay: 0.353867 | az: -0.106857
ax: -0.749451 | ay: 0.57135 | az: -0.0189972
ax: -1.11604 | ay: 0.974716 | az: -0.160263
ax: -0.686127 | ay: 1.26329 | az: 0.128555
ax: -0.71904 | ay: 0.741745 | az: 0.333511
ax: -0.633743 | ay: 0.350784 | az: 0.0310516
ax: -0.539017 | ay: 0.856049 | az: -0.271866
ax: -0.00062561 | ay: 0.93045 | az: -0.425568
ax: 0.146606 | ay: 0.327118 | az: -0.349808
ax: 0.0517578 | ay: 0.199509 | az: -0.217773
ax: 0.230743 | ay: 0.357544 | az: -0.138443
ax: 0.350998 | ay: 0.633575 | az: 0.043808
ax: 0.511078 | ay: 0.823761 | az: 0.0839386
ax: 0.551849 | ay: 0.80777 | az: 0.0375214
ax: 0.531876 | ay: 0.762741 | az: -0.0269318
ax: 0.475006 | ay: 0.579285 | az: -0.0126648
ax: 0.39856 | ay: 0.456894 | az: -0.00849915
ax: 0.300522 | ay: 0.376266 | az: -0.0241394
ax: 0.200775 | ay: 0.429626 | az: -0.0809326
ax: 0.0355072 | ay: 0.390274 | az: -0.150406
ax: -0.167068 | ay: 0.305557 | az: -0.183426
ax: -0.449295 | ay: 0.135193 | az: -0.233704
ax: -0.688812 | ay: -0.200546 | az: -0.260452
ax: -1.02065 | ay: -0.330673 | az: -0.467514
ax: -1.04497 | ay: -1.13522 | az: -0.595337
ax: -1.07104 | ay: -1.16811 | az: -0.666016
ax: -0.873596 | ay: -1.71246 | az: -0.839828
ax: -0.575714 | ay: -2.44395 | az: -0.843933
ax: -0.0551147 | ay: -1.51379 | az: -0.691528
ax: -0.158356 | ay: -1.14795 | az: -0.27092
ax: -0.0270081 | ay: 0.254242 | az: 0.107071
ax: -0.220673 | ay: 1.27011 | az: 1.0918
ax: -0.262924 | ay: -0.218735 | az: 0.015976
ax: -0.638199 | ay: -0.289246 | az: -0.160721
ax: -0.404938 | ay: -0.537003 | az: -0.381058
ax: -0.116165 | ay: -0.0439453 | az: -0.241302
ax: 0.107407 | ay: -0.210083 | az: -0.232391
ax: 0.0137634 | ay: -0.10231 | az: -0.0885773
ax: 0.0613098 | ay: 0.104523 | az: -0.0674438
ax: -0.0475616 | ay: 0.0570221 | az: -0.0283356
time: 2
[20201124140329.741]
> sum ax: -10.2943 | sum ay: 5.5506 | sum az: -6.96021
>> avg ax: -0.205887 | avg ay: 0.111012 | avg az: -0.139204
>>> vx: -2.01769 | vy: 1.08792 | vz: -1.3642
>>> sx: -1.0026 | sy: 1.44129 | sz: -0.537126
>>> a: 0.272196
>>> v: 2.66752
>>> s: 1.83604

ax: -0.0415039 | ay: 0.0794678 | az: -0.0737305
ax: -0.0215149 | ay: 0.102371 | az: -0.101547
ax: 0.0738525 | ay: 0.187714 | az: -0.113892
ax: 0.0666046 | ay: 0.194183 | az: -0.189865
ax: 0.0442657 | ay: 0.180588 | az: -0.0770721
ax: 0.039917 | ay: 0.127991 | az: 0.0194092
ax: 0.0124664 | ay: 0.0929413 | az: 0.00367737
ax: 0.026474 | ay: 0.0692902 | az: -0.0901184
ax: 0.0596161 | ay: 0.074234 | az: -0.126022
ax: 0.0252533 | ay: 0.12233 | az: -0.0883789
ax: 0.00947571 | ay: 0.0973358 | az: -0.0429993
ax: -0.00062561 | ay: 0.0760193 | az: -0.0397949
ax: 0.0153046 | ay: 0.101715 | az: -0.0648804
ax: 0.00845337 | ay: 0.127594 | az: -0.0688934
ax: 0.0353241 | ay: -0.0836945 | az: -0.132721
ax: -0.0314789 | ay: 0.194473 | az: -0.070755
ax: -0.0565033 | ay: 0.0773773 | az: -0.0530701
ax: -0.0888672 | ay: 0.117783 | az: -0.0300446
ax: -0.121902 | ay: 0.159302 | az: -0.0323639
ax: -0.241745 | ay: 0.211075 | az: -0.016922
ax: -0.251938 | ay: 0.146957 | az: 0.0975952
ax: -0.281998 | ay: 0.189087 | az: 0.185608
ax: -0.321243 | ay: 0.22081 | az: 0.117188
ax: -0.49646 | ay: 0.235291 | az: -0.0519867
ax: -1.04274 | ay: 0.593353 | az: -0.270111
ax: -1.10458 | ay: 1.43385 | az: -0.275131
ax: -1.12086 | ay: 1.48682 | az: 0.245148
ax: -0.954147 | ay: 1.01501 | az: 0.428253
ax: -0.68042 | ay: 0.380081 | az: -0.0473022
ax: -0.319046 | ay: 0.959473 | az: -0.59111
ax: 0.308151 | ay: 0.508255 | az: -0.210495
ax: 0.0629578 | ay: 0.192596 | az: -0.141449
ax: 0.300415 | ay: 0.189362 | az: -0.0826721
ax: 0.466125 | ay: 0.411148 | az: 0.153625
ax: 0.501266 | ay: 0.747803 | az: 0.218216
ax: 0.600525 | ay: 0.754715 | az: 0.101837
ax: 0.56665 | ay: 0.716934 | az: 0.0542908
ax: 0.488129 | ay: 0.600647 | az: 0.0272217
ax: 0.423416 | ay: 0.426483 | az: 0.0153198
ax: 0.381332 | ay: 0.394867 | az: -0.0456696
ax: 0.322205 | ay: 0.377228 | az: -0.14006
ax: 0.191513 | ay: 0.340393 | az: -0.180771
ax: -0.00413513 | ay: 0.241287 | az: -0.221237
ax: -0.202438 | ay: 0.119858 | az: -0.267242
ax: -0.554871 | ay: -0.0858154 | az: -0.405655
ax: -0.846008 | ay: -0.34845 | az: -0.588562
ax: -1.04979 | ay: -1.19936 | az: -0.758789
ax: -1.08099 | ay: -1.52136 | az: -0.709335
ax: -0.9077 | ay: -1.53856 | az: -1.04613
ax: -0.539322 | ay: -2.11903 | az: -1.02138
time: 3
[20201124140330.743]
> sum ax: -7.33315 | sum ay: 8.17982 | sum az: -6.80077
>> avg ax: -0.146663 | avg ay: 0.163596 | avg az: -0.136015
>>> vx: -1.4373 | vy: 1.60325 | vz: -1.33295
>>> sx: -0.463301 | sy: 1.26474 | sz: -0.313468
>>> a: 0.258407
>>> v: 2.53239
>>> s: 1.38292

ax: -0.347717 | ay: -2.40384 | az: -0.640091
ax: -0.357422 | ay: -1.02914 | az: -0.251419
ax: -0.200272 | ay: 0.906952 | az: 0.102692
ax: 0.0421448 | ay: 0.832382 | az: 0.830582
ax: -0.591003 | ay: -0.90593 | az: 0.0545502
ax: -0.457962 | ay: -0.257645 | az: -0.010025
ax: -0.535553 | ay: -0.687698 | az: -0.469986
ax: -0.0977173 | ay: 0.102478 | az: -0.308243
ax: 0.0547943 | ay: -0.394608 | az: -0.192902
ax: 0.0171967 | ay: -0.183624 | az: -0.0962982
ax: -0.00767517 | ay: -0.00285339 | az: -0.110184
ax: -0.0947266 | ay: -0.01828 | az: -0.029892
ax: -0.0164795 | ay: 0.0593262 | az: 0.00460815
ax: 0.0105286 | ay: 0.130295 | az: -0.0606079
ax: 0.0474396 | ay: 0.130936 | az: -0.157776
ax: 0.0469971 | ay: 0.160431 | az: -0.163391
ax: 0.0767365 | ay: 0.166275 | az: -0.0970154
ax: 0.0463104 | ay: 0.115936 | az: 0.000732422
ax: -0.0131378 | ay: 0.0324554 | az: 0.0339661
ax: 0.00764465 | ay: 0.036972 | az: -0.0486755
ax: 0.0196228 | ay: 0.0522003 | az: -0.105576
ax: 0.0318451 | ay: 0.0724182 | az: -0.0516968
ax: 0.0419769 | ay: 0.105621 | az: -0.0373077
ax: 0.0351257 | ay: 0.130249 | az: -0.0462036
ax: 0.00987244 | ay: 0.0813904 | az: -0.0500336
ax: -0.00828552 | ay: 0.0830383 | az: -0.0499115
ax: -0.0370331 | ay: 0.10022 | az: -0.0253296
ax: -0.0349884 | ay: 0.0690155 | az: -0.0503387
ax: -0.0394897 | ay: 0.0640869 | az: -0.0465698
ax: -0.0905457 | ay: 0.10083 | az: -0.0399017
ax: -0.19548 | ay: 0.0986786 | az: -0.00918579
ax: -0.265976 | ay: 0.130676 | az: 0.116821
ax: -0.341217 | ay: 0.131683 | az: 0.206421
ax: -0.376465 | ay: 0.201126 | az: 0.12709
ax: -0.59407 | ay: 0.386383 | az: -0.0496521
ax: -0.88028 | ay: 0.364166 | az: -0.173676
ax: -1.08368 | ay: 1.07776 | az: -0.239288
ax: -0.756439 | ay: 2.08231 | az: -0.0338593
ax: -0.83725 | ay: 0.878052 | az: 0.374481
ax: -0.760056 | ay: 0.594574 | az: 0.0386353
ax: -0.382767 | ay: 0.837723 | az: -0.538803
ax: 0.0848846 | ay: 0.802643 | az: -0.154572
ax: 0.0572968 | ay: 0.222061 | az: -0.222549
ax: 0.342316 | ay: -0.0722046 | az: -0.347565
ax: 0.307602 | ay: 0.504868 | az: 0.210907
ax: 0.53447 | ay: 0.833374 | az: 0.240952
ax: 0.593826 | ay: 0.805588 | az: 0.202026
ax: 0.630112 | ay: 0.594528 | az: 0.086792
ax: 0.596848 | ay: 0.570999 | az: 0.128174
ax: 0.535706 | ay: 0.440369 | az: 0.143799
time: 4
[20201124140331.742]
> sum ax: -5.23239 | sum ay: 9.13524 | sum az: -2.00529
>> avg ax: -0.104648 | avg ay: 0.182705 | avg az: -0.0401059
>>> vx: -1.02555 | vy: 1.79051 | vz: -0.393038
>>> sx: -0.745266 | sy: -0.114894 | sz: -0.319742
>>> a: 0.214338
>>> v: 2.10051
>>> s: 0.819059

ax: 0.490753 | ay: 0.386597 | az: 0.0872498
ax: 0.388931 | ay: 0.347214 | az: 0.0831604
ax: 0.246277 | ay: 0.335342 | az: 0.0687256
ax: 0.0311737 | ay: 0.26062 | az: 0.0578766
ax: -0.30368 | ay: 0.104584 | az: -0.0224609
ax: -0.715546 | ay: -0.48851 | az: -0.162216
ax: -1.04608 | ay: -0.618973 | az: -0.342072
ax: -1.08488 | ay: -1.27394 | az: -0.606705
ax: -1.123 | ay: -1.74609 | az: -0.795914
ax: -1.14493 | ay: -2.38701 | az: -1.08075
ax: -0.574951 | ay: -2.53241 | az: -0.794907
ax: -0.696655 | ay: -1.57932 | az: -0.595795
ax: -0.30719 | ay: 0.797974 | az: -0.221573
ax: 0.475113 | ay: 0.797699 | az: 0.514832
ax: -0.886475 | ay: -1.15005 | az: 0.105865
ax: -0.45311 | ay: -0.16507 | az: -0.01474
ax: -0.645569 | ay: -0.938385 | az: -0.608368
ax: -0.0473328 | ay: -0.221832 | az: -0.133774
ax: -0.0429535 | ay: -0.303879 | az: -0.0749817
ax: -0.0436707 | ay: -0.185883 | az: -0.203171
ax: -0.00389099 | ay: 0.0125275 | az: -0.0829773
ax: -0.0859528 | ay: -0.0283051 | az: -0.0717163
ax: 0.00109863 | ay: 0.113098 | az: -0.102646
ax: 0.0826874 | ay: 0.142349 | az: -0.0628815
ax: 0.0504456 | ay: 0.104538 | az: -0.155777
ax: 0.0566254 | ay: 0.0887451 | az: -0.0729675
ax: 0.0506134 | ay: 0.0514679 | az: -0.0192719
ax: 0.0186462 | ay: 0.0201721 | az: -0.00796509
ax: -0.0327759 | ay: -0.00819397 | az: -0.0531921
ax: -0.0328369 | ay: -0.0458679 | az: 0.016098
ax: -0.0275269 | ay: -0.00302124 | az: 0.0148468
ax: -0.0351105 | ay: 0.0705872 | az: -0.0188599
ax: -0.0629272 | ay: -0.00492859 | az: -0.0565796
ax: -0.0492096 | ay: -0.0366364 | az: -0.0624542
ax: -0.0401611 | ay: -0.0332184 | az: -0.00157166
ax: -0.0337067 | ay: 0.0200348 | az: 0.00349426
ax: -0.0387268 | ay: 0.0844574 | az: 0.0258331
ax: -0.0929871 | ay: 0.120163 | az: -0.000259399
ax: -0.154404 | ay: 0.150162 | az: 0.0291443
ax: -0.189804 | ay: 0.185394 | az: 0.0834656
ax: -0.227875 | ay: 0.113251 | az: 0.0437012
ax: -0.306274 | ay: 0.280548 | az: -0.014679
ax: -0.514145 | ay: -0.0922699 | az: -0.0777893
ax: -1.0755 | ay: 0.456772 | az: 0.0906372
ax: -1.08852 | ay: 1.46181 | az: 0.266052
ax: -0.771637 | ay: 1.29756 | az: 0.39769
ax: -1.02029 | ay: 0.748352 | az: 0.318436
ax: -0.591766 | ay: 1.01157 | az: -0.139908
ax: -0.165527 | ay: 0.641861 | az: -0.323318
ax: 0.333008 | ay: 0.320526 | az: -0.37764
time: 5
[20201124140332.745]
> sum ax: -13.5322 | sum ay: -3.31783 | sum az: -5.15277
>> avg ax: -0.270644 | avg ay: -0.0663565 | avg az: -0.103055
>>> vx: -2.65231 | vy: -0.650293 | vz: -1.00994
>>> sx: -1.31194 | sy: -1.42161 | sz: -0.787566
>>> a: 0.297106
>>> v: 2.91164
>>> s: 2.08864

ax: 0.115631 | ay: 0.197662 | az: 0.0200043
ax: 0.553558 | ay: 0.468048 | az: 0.0422821
ax: 0.630066 | ay: 0.747299 | az: 0.177673
ax: 0.673187 | ay: 0.745239 | az: 0.030014
ax: 0.601608 | ay: 0.606537 | az: -0.0372009
ax: 0.44339 | ay: 0.565521 | az: 0.0206604
ax: 0.408524 | ay: 0.400681 | az: 0.0293579
ax: 0.341766 | ay: 0.325668 | az: 0.030777
ax: 0.258636 | ay: 0.326706 | az: 0.0208588
ax: 0.0511932 | ay: 0.253708 | az: -0.04599
ax: -0.127563 | ay: 0.159378 | az: -0.117996
ax: -0.313202 | ay: 0.0292358 | az: -0.177063
ax: -0.517517 | ay: -0.139664 | az: -0.210602
ax: -0.802139 | ay: -0.365707 | az: -0.251801
ax: -1.04495 | ay: -0.686447 | az: -0.276459
ax: -1.09593 | ay: -0.9534 | az: -0.346466
ax: -0.986862 | ay: -1.28943 | az: -0.450302
ax: -0.672653 | ay: -1.63611 | az: -0.563385
ax: -0.470383 | ay: -2.34808 | az: -0.408661
ax: -0.189209 | ay: -1.56392 | az: -0.276337
ax: -0.310074 | ay: -1.08485 | az: -0.230118
ax: -0.167313 | ay: -1.06403 | az: -0.306747
ax: -0.166214 | ay: -1.06723 | az: -0.333984
ax: -0.140579 | ay: 0.473328 | az: 0.112503
ax: 0.0672455 | ay: 1.62074 | az: 1.1028
ax: -0.610046 | ay: -1.3956 | az: 0.0735321
ax: -0.543396 | ay: -0.372421 | az: 0.116882
ax: -0.205673 | ay: -0.380112 | az: -0.213455
ax: -0.0982819 | ay: 0.109695 | az: -0.47641
ax: 0.0338898 | ay: -0.0447845 | az: -0.17276
ax: -0.0579376 | ay: -0.090271 | az: -0.000473022
ax: -0.136597 | ay: -0.222382 | az: -0.217163
ax: -0.116867 | ay: -0.155869 | az: -0.0446014
ax: -0.0597382 | ay: 0.0279083 | az: 0.0515289
ax: 0.0133362 | ay: 0.0907745 | az: -0.0346222
ax: 0.00849915 | ay: 0.082901 | az: -0.0551453
ax: 0.0406952 | ay: 0.0542603 | az: -0.075592
ax: 0.0483704 | ay: 0.0901184 | az: -0.055069
ax: 0.0442963 | ay: 0.0724792 | az: -0.0236816
ax: 0.0440674 | ay: 0.0957642 | az: 0.00984192
ax: 0.0187988 | ay: 0.0843964 | az: -0.00566101
ax: -0.00151062 | ay: 0.0680237 | az: -0.0272522
ax: 0.000656128 | ay: 0.0578613 | az: -0.0105591
ax: -0.0234222 | ay: 0.0546722 | az: -0.00189209
ax: -0.0265045 | ay: 0.0596313 | az: -0.00146484
ax: -0.0419769 | ay: -0.00538635 | az: -0.0409393
ax: -0.0319824 | ay: 0.0271454 | az: 0.00151062
ax: -0.053421 | ay: 0.0960236 | az: -0.0045166
ax: -0.0876312 | ay: 0.191177 | az: -0.018219
ax: -0.153122 | ay: 0.136383 | az: 0.00164795
time: 6
[20201124140333.746]
> sum ax: -4.85529 | sum ay: -6.54672 | sum az: -3.67072
>> avg ax: -0.0971057 | avg ay: -0.130934 | avg az: -0.0734143
>>> vx: -0.951636 | vy: -1.28316 | vz: -0.71946
>>> sx: -0.360151 | sy: -0.649791 | sz: -0.425706
>>> a: 0.178782
>>> v: 1.75206
>>> s: 0.856249

ax: -0.186523 | ay: 0.192276 | az: 0.0367279
ax: -0.278595 | ay: 0.171204 | az: 0.0113678
ax: -0.437103 | ay: 0.169952 | az: -0.0151367
ax: -0.612259 | ay: 0.293518 | az: 0.0155792
ax: -0.846268 | ay: 0.245926 | az: -0.0354004
ax: -1.09683 | ay: 0.575714 | az: 0.0233459
ax: -1.11313 | ay: 1.35143 | az: 0.0811005
ax: -1.03419 | ay: 1.43895 | az: 0.435181
ax: -0.581818 | ay: 1.09807 | az: 0.0661316
ax: -0.41655 | ay: 0.850098 | az: -0.269806
ax: 0.00231934 | ay: 0.842239 | az: -0.360611
ax: 0.168976 | ay: 0.211151 | az: -0.421082
ax: 0.200272 | ay: -0.0435944 | az: -0.366348
ax: 0.279144 | ay: 0.212677 | az: 0.226807
ax: 0.569519 | ay: 0.682724 | az: 0.199402
ax: 0.596512 | ay: 0.876343 | az: 0.174622
ax: 0.649445 | ay: 0.733749 | az: 0.127213
ax: 0.622406 | ay: 0.578583 | az: 0.0816956
ax: 0.561157 | ay: 0.461349 | az: 0.0917053
ax: 0.506699 | ay: 0.328506 | az: 0.0590363
ax: 0.438171 | ay: 0.300293 | az: 0.0388184
ax: 0.307373 | ay: 0.277023 | az: 0.00767517
ax: 0.105667 | ay: 0.207062 | az: 0.00202942
ax: -0.1474 | ay: 0.0684662 | az: -0.0456238
ax: -0.544922 | ay: -0.114365 | az: -0.164307
ax: -1.03935 | ay: -0.609497 | az: -0.220856
ax: -1.07503 | ay: -0.980896 | az: -0.264496
ax: -1.11717 | ay: -1.57999 | az: -0.567627
ax: -1.12509 | ay: -1.78188 | az: -0.96788
ax: -0.764908 | ay: -2.56 | az: -0.947922
ax: -0.2966 | ay: -2.44508 | az: -0.432159
ax: -0.441116 | ay: -0.312866 | az: 0.00856018
ax: 0.12973 | ay: 1.52515 | az: 0.384079
ax: -0.2108 | ay: -0.450897 | az: 0.862213
ax: -0.717651 | ay: -0.711838 | az: 0.0914764
ax: -0.3909 | ay: -0.280762 | az: 0.144791
ax: -0.199738 | ay: -0.483307 | az: -0.588806
ax: -0.109421 | ay: -0.0236816 | az: -0.257919
ax: 0.0323029 | ay: -0.365402 | az: -0.104538
ax: -0.0161743 | ay: -0.281815 | az: -0.154388
ax: -0.0812683 | ay: -0.0852051 | az: -0.0692596
ax: -0.0902405 | ay: -0.0568695 | az: 0.00224304
ax: -0.0188141 | ay: 0.107803 | az: -0.016861
ax: 0.0222778 | ay: 0.0463562 | az: -0.0397644
ax: 0.0278168 | ay: 0.084198 | az: -0.105804
ax: 0.0245667 | ay: 0.0936127 | az: -0.0747986
ax: 0.0229034 | ay: 0.0556793 | az: 0.00570679
ax: -0.0132294 | ay: 0.0101318 | az: 0.0091095
ax: 0.0271606 | ay: 0.0185852 | az: -0.0241699
ax: 0.0343475 | ay: 0.041153 | az: -0.0196075
time: 7
[20201124140334.741]
> sum ax: -9.67433 | sum ay: 0.982025 | sum az: -3.34856
>> avg ax: -0.193487 | avg ay: 0.0196405 | avg az: -0.0669711
>>> vx: -1.89617 | vy: 0.192477 | vz: -0.656317
>>> sx: -1.18865 | sy: 0.946309 | sz: -0.257158
>>> a: 0.205689
>>> v: 2.01575
>>> s: 1.54095

ax: 0.018158 | ay: 0.0433044 | az: -0.0311584
ax: -0.0067749 | ay: 0.00588989 | az: -0.00309753
ax: 0.00341797 | ay: 0.0328827 | az: -0.00605774
ax: -0.0166016 | ay: 0.0181732 | az: 0.0227661
ax: -0.0551758 | ay: 0.0652924 | az: 0.00569153
ax: -0.0598602 | ay: 0.0270996 | az: -0.00987244
ax: -0.0656128 | ay: 0.0175476 | az: 0.0267029
ax: -0.146835 | ay: 0.0780182 | az: 0.0476227
ax: -0.186691 | ay: 0.14859 | az: 0.0396729
ax: -0.251053 | ay: 0.179367 | az: 0.0740967
ax: -0.339691 | ay: 0.156372 | az: 0.0958862
ax: -0.424255 | ay: 0.187286 | az: 0.093811
ax: -0.606018 | ay: 0.256454 | az: 0.0437317
ax: -1.02522 | ay: 0.28273 | az: -0.0431824
ax: -1.0963 | ay: 1.22289 | az: -0.187088
ax: -1.04623 | ay: 2.0609 | az: 0.199097
ax: -0.946411 | ay: 0.964157 | az: 0.363022
ax: -0.837662 | ay: 0.784851 | az: -0.0572662
ax: -0.32132 | ay: 1.30078 | az: -0.510406
ax: 0.264603 | ay: 0.634293 | az: -0.27121
ax: -0.0632935 | ay: -0.105591 | az: -0.21698
ax: 0.438904 | ay: 0.119064 | az: -0.279678
ax: 0.329514 | ay: 0.504822 | az: 0.290771
ax: 0.645874 | ay: 0.949234 | az: 0.275772
ax: 0.706406 | ay: 0.848709 | az: 0.178604
ax: 0.644455 | ay: 0.630432 | az: 0.0434418
ax: 0.642288 | ay: 0.510117 | az: 0.0235748
ax: 0.564224 | ay: 0.336288 | az: 0.0539398
ax: 0.488113 | ay: 0.200745 | az: 0.000732422
ax: 0.384079 | ay: 0.185608 | az: -0.0305634
ax: 0.212677 | ay: 0.17186 | az: -0.0178833
ax: -0.039032 | ay: 0.154297 | az: 0.035965
ax: -0.546997 | ay: -0.00875854 | az: -0.115906
ax: -1.04819 | ay: -0.580399 | az: -0.239838
ax: -1.09232 | ay: -1.14218 | az: -0.61763
ax: -1.13885 | ay: -1.73601 | az: -0.628342
ax: -1.17654 | ay: -2.12114 | az: -1.08162
ax: -0.904419 | ay: -2.58914 | az: -1.04584
ax: -0.399109 | ay: -1.93616 | az: -0.724091
ax: -0.56604 | ay: 1.48232 | az: 0.572174
ax: 0.0795593 | ay: -0.472687 | az: 0.548767
ax: -0.681213 | ay: -0.925583 | az: 0.14238
ax: -0.285995 | ay: -0.308197 | az: -0.428238
ax: -0.503036 | ay: -0.784485 | az: -0.548508
ax: -0.124176 | ay: -0.333054 | az: -0.165787
ax: -0.0709839 | ay: -0.394348 | az: -0.131592
ax: -0.0185852 | ay: -0.210938 | az: -0.211823
ax: -0.0436401 | ay: 0.0264282 | az: 0.00149536
ax: -0.0255585 | ay: 0.0619659 | az: 0.0330811
ax: -0.00642395 | ay: 0.0507202 | az: -0.0346069
time: 8
[20201124140335.736]
> sum ax: -10.7439 | sum ay: 1.05081 | sum az: -4.42546
>> avg ax: -0.214877 | avg ay: 0.0210162 | avg az: -0.0885092
>>> vx: -2.10579 | vy: 0.205959 | vz: -0.86739
>>> sx: -0.9917 | sy: 1.01552 | sz: -0.20009
>>> a: 0.23334
>>> v: 2.28674
>>> s: 1.43345

ax: 0.0133057 | ay: 0.0298157 | az: -0.107971
ax: 0.0315094 | ay: 0.0786133 | az: -0.0676117
ax: 0.0353546 | ay: 0.0460052 | az: 0.0251312
ax: -0.0159454 | ay: 0.02005 | az: 0.0339508
ax: 0.00349426 | ay: 0.0234375 | az: -0.0161743
ax: 0.00784302 | ay: -0.0337372 | az: -0.0592651
ax: -0.0145111 | ay: -0.0616455 | az: -0.000747681
ax: -0.0155182 | ay: -0.0068512 | az: 0.0128632
ax: -0.0527954 | ay: -0.0360565 | az: -0.0300598
ax: -0.0495148 | ay: 0.00375366 | az: -0.0374146
ax: -0.0378113 | ay: -0.0057373 | az: -0.00297546
ax: -0.0576935 | ay: 0.0116425 | az: 0.00613403
ax: -0.103348 | ay: 0.0280151 | az: 0.00610352
ax: -0.135895 | ay: 0.0904083 | az: 0.105621
ax: -0.219284 | ay: 0.156158 | az: 0.122269
ax: -0.265945 | ay: 0.171844 | az: 0.0917511
ax: -0.345444 | ay: 0.235458 | az: 0.185959
ax: -0.381088 | ay: 0.261856 | az: 0.0687103
ax: -0.721771 | ay: 0.347824 | az: 0.0232544
ax: -1.08163 | ay: 0.237427 | az: -0.0737
ax: -1.09715 | ay: 1.06183 | az: -0.143112
ax: -0.825073 | ay: 2.11978 | az: 0.398376
ax: -0.933899 | ay: 1.08342 | az: -0.197235
ax: -0.389648 | ay: 0.863968 | az: -0.569855
ax: -0.101456 | ay: 0.713303 | az: -0.345718
ax: 0.106003 | ay: -0.00566101 | az: -0.219757
ax: 0.0553131 | ay: -0.0446625 | az: -0.0143127
ax: 0.315582 | ay: 0.228058 | az: 0.272491
ax: 0.652771 | ay: 0.877335 | az: 0.20578
