steps: 0
ax: -0.0445251 | ay: -0.0770264 | az: -0.00608826
ax: -0.0445251 | ay: -0.0770264 | az: -0.00608826
ax: -0.0140991 | ay: -0.151413 | az: 0.0378113
ax: -0.0408478 | ay: -0.158112 | az: 0.0394287
ax: -0.0727386 | ay: -0.143417 | az: 0.055481
ax: -0.0714874 | ay: -0.123459 | az: 0.0292511
ax: -0.0675812 | ay: -0.0626373 | az: 0.0303345
ax: -0.0906677 | ay: -0.07724 | az: -0.00956726
ax: -0.167465 | ay: -0.0453796 | az: 0.0142212
ax: -0.164017 | ay: -0.095993 | az: 0.0388947
ax: -0.217163 | ay: 0.000183105 | az: 0.0922394
ax: -0.259003 | ay: 0.0118866 | az: 0.0191345
ax: -0.350983 | ay: -0.00393677 | az: -0.0424042
ax: -0.571167 | ay: -0.0125732 | az: -0.0625763
ax: -0.864197 | ay: 0.184006 | az: -0.109695
ax: -1.05124 | ay: 0.780106 | az: -0.407745
ax: -0.92717 | ay: 0.782837 | az: -0.0639343
ax: -0.869446 | ay: 0.617569 | az: 0.0597229
ax: -0.59964 | ay: 0.7211 | az: -0.352646
ax: -0.185654 | ay: -0.0285492 | az: -0.497208
ax: 0.762985 | ay: 0.121933 | az: -0.42897
ax: 0.0509186 | ay: -0.442978 | az: -0.248291
ax: 0.573471 | ay: 0.439209 | az: -0.0718536
ax: 0.734711 | ay: 0.751541 | az: -0.114075
ax: 0.713806 | ay: 0.612762 | az: -0.136017
ax: 0.721832 | ay: 0.452316 | az: -0.100723
ax: 0.687805 | ay: 0.389145 | az: -0.0762329
ax: 0.633865 | ay: 0.301178 | az: -0.0606842
ax: 0.591568 | ay: 0.25795 | az: -0.0792847
ax: 0.492706 | ay: 0.171249 | az: -0.112045
ax: 0.328339 | ay: 0.0537872 | az: -0.080719
ax: 0.152939 | ay: 0.042099 | az: 0.125717
ax: -0.153763 | ay: -0.156754 | az: 0.0815887
ax: -0.458023 | ay: -0.554596 | az: -0.0381317
ax: -0.730606 | ay: -0.756592 | az: -0.0816193
ax: -0.916077 | ay: -0.969574 | az: -0.0519257
ax: -0.895828 | ay: -1.32944 | az: -0.0971069
ax: -0.829758 | ay: -1.41203 | az: -0.0970612
ax: -0.716125 | ay: -1.33424 | az: 0.0176697
ax: -0.599731 | ay: -1.30948 | az: 0.365692
ax: -0.443024 | ay: -1.12738 | az: 0.704208
ax: -0.337723 | ay: -1.05766 | az: 0.687042
ax: -0.612534 | ay: -0.923721 | az: 0.32489
ax: -0.0830994 | ay: -1.15706 | az: 0.485657
ax: -0.144363 | ay: -0.496124 | az: 0.459412
ax: -0.19371 | ay: 1.12236 | az: 0.630112
ax: -0.377914 | ay: 0.133896 | az: -0.0307922
ax: -0.536758 | ay: -0.406006 | az: 0.251419
ax: -0.131653 | ay: 0.0710297 | az: -0.133255
ax: -0.105026 | ay: -0.394623 | az: -0.246948
time: 1
[20210811071836.106]
> sum ax: -8.49438 | sum ay: -6.86688 | sum az: 0.706238
>> avg ax: -0.169888 | avg ay: -0.137338 | avg az: 0.0141248
>>> vx: -0.83245 | vy: -0.672954 | vz: 0.0692113
>>> sx: -0.338129 | sy: -0.0122234 | sz: -0.0915897
>>> a: 0.218913
>>> v: 1.07267
>>> s: 0.350528

ax: -0.053299 | ay: -0.455078 | az: -0.138138
ax: -0.00631714 | ay: -0.198975 | az: 0.0620422
ax: -0.0268402 | ay: -0.0950775 | az: 0.0270844
ax: -0.0067749 | ay: -0.0380707 | az: 0.0293274
ax: -0.0370331 | ay: -0.0619965 | az: 0.00360107
ax: -0.0623932 | ay: 0.0111084 | az: -0.00256348
ax: -0.0147705 | ay: 0.0609436 | az: -0.102829
ax: -0.00457764 | ay: 0.0126038 | az: -0.139236
ax: 0.00566101 | ay: 0.0749054 | az: -0.0409851
ax: 0.0184479 | ay: 0.0587616 | az: 0.0296478
ax: 0.0249634 | ay: 0.03862 | az: -0.00349426
ax: 0.0282288 | ay: 0.0460663 | az: -0.0608673
ax: 0.0200806 | ay: 0.0135498 | az: -0.0507965
ax: 0.0267792 | ay: 0.0205231 | az: -0.00559998
ax: -0.00422668 | ay: 0.0428009 | az: -0.0251923
ax: -0.0148773 | ay: 0.0577393 | az: -0.0410156
ax: -0.00617981 | ay: 0.0802765 | az: -0.0375671
ax: 0.013916 | ay: 0.082016 | az: -0.0337524
ax: -0.00923157 | ay: 0.0661774 | az: -0.0361023
ax: -0.0395966 | ay: 0.0398712 | az: -0.0483398
ax: -0.0617981 | ay: 0.0576477 | az: -0.0136261
ax: -0.0648651 | ay: 0.0600586 | az: -0.0193787
ax: -0.0839081 | ay: 0.0733032 | az: -0.00942993
ax: -0.0816498 | ay: 0.0701447 | az: -0.0236816
ax: -0.111328 | ay: 0.0723572 | az: -0.0576324
ax: -0.122726 | ay: 0.0388794 | az: -0.0283661
ax: -0.154526 | ay: 0.0794983 | az: 0.0262756
ax: -0.193665 | ay: 0.0724335 | az: 0.020401
ax: -0.273834 | ay: 0.0808105 | az: -0.0686035
ax: -0.319824 | ay: 0.115814 | az: -0.0810089
ax: -0.489761 | ay: 0.170853 | az: -0.0408783
ax: -0.729568 | ay: 0.383133 | az: -0.226212
ax: -0.950806 | ay: 0.686142 | az: -0.362534
ax: -0.729813 | ay: 0.930145 | az: -0.251297
ax: -0.846893 | ay: 0.693024 | az: -0.0561218
ax: -0.46373 | ay: 0.481308 | az: 0.0940094
ax: -0.612656 | ay: 0.272278 | az: -0.233963
ax: -0.157822 | ay: 0.410751 | az: -0.579315
ax: 0.736328 | ay: 0.38353 | az: -0.616821
ax: 0.0539703 | ay: -0.0969391 | az: -0.267014
ax: 0.330673 | ay: 0.152649 | az: -0.174469
ax: 0.542511 | ay: 0.676987 | az: -0.0906372
ax: 0.555115 | ay: 0.667847 | az: -0.159775
ax: 0.595795 | ay: 0.541046 | az: -0.173752
ax: 0.601486 | ay: 0.43573 | az: -0.147446
ax: 0.583527 | ay: 0.352158 | az: -0.0764313
ax: 0.508987 | ay: 0.300644 | az: -0.0741425
ax: 0.457001 | ay: 0.280548 | az: -0.120178
ax: 0.324493 | ay: 0.240372 | az: -0.152481
ax: 0.107788 | ay: 0.105835 | az: -0.16507
time: 2
[20210811071837.109]
> sum ax: -1.19954 | sum ay: 8.64575 | sum az: -4.74435
>> avg ax: -0.0239908 | avg ay: 0.172915 | avg az: -0.0948871
>>> vx: -0.117555 | vy: 0.847284 | vz: -0.464947
>>> sx: -0.175589 | sy: 0.188557 | sz: -0.145789
>>> a: 0.198693
>>> v: 0.973593
>>> s: 0.29604

ax: -0.131943 | ay: -0.0191498 | az: -0.0759888
ax: -0.364624 | ay: -0.244278 | az: -0.0294495
ax: -0.600327 | ay: -0.427383 | az: -0.0566406
ax: -0.855255 | ay: -0.740448 | az: -0.0848389
ax: -1.00824 | ay: -1.24416 | az: -0.0267792
ax: -0.940979 | ay: -1.40999 | az: 0.104492
ax: -0.873764 | ay: -1.35068 | az: 0.148483
ax: -0.728928 | ay: -1.48689 | az: 0.3936
ax: -0.570908 | ay: -1.73119 | az: 0.766815
ax: -0.464203 | ay: -1.75983 | az: 0.737961
ax: -0.316589 | ay: -1.33153 | az: 0.358826
ax: -0.244263 | ay: -1.35258 | az: 0.173889
ax: -0.239929 | ay: 1.21548 | az: 0.321884
ax: -0.313583 | ay: 0.528152 | az: 0.100082
ax: -0.643143 | ay: -0.811325 | az: 0.308945
ax: -0.27948 | ay: -0.279861 | az: -0.0684967
ax: -0.104004 | ay: -0.327438 | az: -0.201645
ax: -0.107239 | ay: -0.416916 | az: -0.0994263
ax: -0.0602264 | ay: -0.335312 | az: 0.0515747
ax: -0.0630646 | ay: -0.216507 | az: 0.0587463
ax: 0.00862122 | ay: 0.0032196 | az: 0.063858
ax: -0.0696564 | ay: -0.106995 | az: 0.0970154
ax: -0.0596619 | ay: -0.0197906 | az: 0.0126038
ax: -0.00473022 | ay: -0.00274658 | az: -0.0995789
ax: 0.00556946 | ay: -0.00714111 | az: -0.130615
ax: -0.0014801 | ay: 0.0351105 | az: 0.015213
ax: -0.00747681 | ay: 0.0199738 | az: 0.0883942
ax: -0.00253296 | ay: -0.0314941 | az: 0.0286407
ax: 0.0158539 | ay: -0.0318298 | az: -0.0617981
ax: 0.0335388 | ay: 0.0135498 | az: -0.0389557
ax: 0.0205383 | ay: 0.00350952 | az: -0.00413513
ax: -0.0100861 | ay: -0.00480652 | az: 0.00111389
ax: -0.00646973 | ay: -0.00386047 | az: 0.041153
ax: -0.029892 | ay: -0.0112152 | az: 0.0491486
ax: -0.0380249 | ay: -0.00869751 | az: 0.0328064
ax: -0.0300598 | ay: -0.0114594 | az: 0.00930786
ax: -0.0366974 | ay: -0.0273895 | az: 0.0111389
ax: -0.0692749 | ay: 0.00343323 | az: 0.0109406
ax: -0.0981598 | ay: -0.000167847 | az: 0.00387573
ax: -0.0871735 | ay: 0.0377502 | az: 0.0240326
ax: -0.0892181 | ay: 0.089325 | az: 0.00483704
ax: -0.133469 | ay: 0.0734406 | az: -0.0609131
ax: -0.162201 | ay: 0.0335846 | az: -0.0113831
ax: -0.247528 | ay: 0.0549774 | az: -0.00595093
ax: -0.289093 | ay: 0.0769043 | az: 0.0383453
ax: -0.335693 | ay: 0.0869446 | az: 0.0244598
ax: -0.547256 | ay: 0.172592 | az: 0.0193329
ax: -0.785065 | ay: 0.298157 | az: -0.221268
ax: -0.971909 | ay: 0.613007 | az: -0.50177
ax: -0.836609 | ay: 1.03462 | az: -0.325684
time: 3
[20210811071838.112]
> sum ax: -13.776 | sum ay: -11.3593 | sum az: 1.9962
>> avg ax: -0.27552 | avg ay: -0.227186 | avg az: 0.039924
>>> vx: -1.35005 | vy: -1.11321 | vz: 0.195628
>>> sx: -0.794418 | sy: -1.12885 | sz: 0.229602
>>> a: 0.359331
>>> v: 1.76072
>>> s: 1.39932

ax: -0.874451 | ay: 0.667633 | az: 0.0258636
ax: -0.586731 | ay: 0.522247 | az: -0.342133
ax: -0.565643 | ay: 0.406845 | az: -0.369644
ax: 0.0684052 | ay: 0.343567 | az: -0.558472
ax: 0.813126 | ay: -0.212936 | az: -0.333038
ax: 0.378677 | ay: -0.283737 | az: -0.282516
ax: 0.407791 | ay: 0.428085 | az: -0.173386
ax: 0.622177 | ay: 0.87764 | az: -0.0933228
ax: 0.616058 | ay: 0.676056 | az: -0.100113
ax: 0.63504 | ay: 0.505295 | az: -0.110367
ax: 0.608719 | ay: 0.365082 | az: -0.0872345
ax: 0.575195 | ay: 0.289413 | az: -0.0528564
ax: 0.534012 | ay: 0.298538 | az: -0.00753784
ax: 0.443024 | ay: 0.272934 | az: -0.0364532
ax: 0.263123 | ay: 0.229767 | az: -0.0613098
ax: 0.0188446 | ay: 0.116379 | az: 0.0497437
ax: -0.207779 | ay: 0.0295715 | az: 0.224091
ax: -0.51329 | ay: -0.159424 | az: 0.25589
ax: -0.947861 | ay: -0.67836 | az: 0.159088
ax: -1.06819 | ay: -1.08832 | az: 0.100815
ax: -1.10342 | ay: -1.43097 | az: -0.00247192
ax: -1.00189 | ay: -1.64003 | az: -0.149475
ax: -0.813889 | ay: -1.88712 | az: -0.0210724
ax: -0.682373 | ay: -1.83449 | az: 0.562592
ax: -0.385513 | ay: -1.6805 | az: 0.658249
ax: -0.324722 | ay: -1.77412 | az: 0.275955
ax: -0.337692 | ay: -0.871674 | az: 0.205673
ax: -0.342224 | ay: 1.60457 | az: 0.0966339
ax: -0.722076 | ay: -1.02095 | az: 0.614136
ax: -0.460281 | ay: -0.464828 | az: -0.161514
ax: -0.122406 | ay: -0.188873 | az: 0.0405579
ax: -0.130524 | ay: -0.422501 | az: -0.184158
ax: 0.00820923 | ay: -0.384155 | az: 0.0025177
ax: -0.0100861 | ay: -0.120102 | az: 0.0553131
ax: 0.0529633 | ay: -0.0116425 | az: 0.00679016
ax: -0.0366211 | ay: -0.0742493 | az: 0.0724945
ax: -0.0539856 | ay: -0.0364532 | az: 0.0445404
ax: -0.0338593 | ay: 0.0308228 | az: -0.0946198
ax: 0.004776 | ay: 0.0169678 | az: -0.195801
ax: 0.00671387 | ay: 0.0402222 | az: -0.0873566
ax: -0.0198212 | ay: -0.0125885 | az: 0.106445
ax: -0.0335236 | ay: -0.0112 | az: 0.0953674
ax: -0.00869751 | ay: -0.0343628 | az: 0.0159454
ax: 0.00106812 | ay: -0.0837097 | az: 0.00274658
ax: 0.000915527 | ay: -0.0494537 | az: 0.0259552
ax: -0.00369263 | ay: -0.0206146 | az: 0.0253601
ax: -0.00746155 | ay: -0.00527954 | az: 0.0337524
ax: 0.00682068 | ay: -0.0393219 | az: 0.0105591
ax: -0.0254669 | ay: -0.0264893 | az: 0.0286102
ax: -0.0187531 | ay: 0.0055542 | az: 0.0296021
time: 4
[20210811071839.116]
> sum ax: -5.37727 | sum ay: -8.82126 | sum az: 0.320435
>> avg ax: -0.107545 | avg ay: -0.176425 | avg az: 0.00640869
>>> vx: -0.526973 | vy: -0.864483 | vz: 0.0314026
>>> sx: -0.212893 | sy: -0.279486 | sz: -0.0814868
>>> a: 0.206719
>>> v: 1.01293
>>> s: 0.360661

ax: -0.0332794 | ay: 0.0158997 | az: 0.0296783
ax: -0.0585785 | ay: -0.019043 | az: 0.0219421
ax: -0.107193 | ay: -0.0010376 | az: -0.0312347
ax: -0.110184 | ay: 0.0669861 | az: 0.016098
ax: -0.157196 | ay: 0.104431 | az: 0.0288239
ax: -0.205276 | ay: 0.0913086 | az: -0.0170898
ax: -0.205597 | ay: 0.0842285 | az: 0.0348663
ax: -0.254395 | ay: 0.0611725 | az: 0.00930786
ax: -0.32106 | ay: 0.0791779 | az: -0.0729523
ax: -0.415955 | ay: 0.0829773 | az: -0.132996
ax: -0.652817 | ay: 0.0753784 | az: -0.0754242
ax: -0.890198 | ay: 0.45488 | az: -0.255493
ax: -1.06561 | ay: 1.06418 | az: -0.608353
ax: -0.903671 | ay: 0.843948 | az: -0.0547791
ax: -0.707062 | ay: 0.750519 | az: -0.136353
ax: -0.782639 | ay: 0.475372 | az: -0.316971
ax: -0.210831 | ay: 0.227036 | az: -0.600357
ax: 0.736023 | ay: 0.208984 | az: -0.331772
ax: -0.0115356 | ay: -0.136078 | az: -0.207626
ax: 0.310104 | ay: 0.477844 | az: -0.189514
ax: 0.579544 | ay: 0.979202 | az: -0.0991516
ax: 0.585785 | ay: 0.691727 | az: -0.1147
ax: 0.632324 | ay: 0.511688 | az: -0.120407
ax: 0.630524 | ay: 0.394501 | az: -0.0996246
ax: 0.603882 | ay: 0.280273 | az: -0.113831
ax: 0.555923 | ay: 0.286209 | az: -0.066925
ax: 0.451889 | ay: 0.254395 | az: -0.102737
ax: 0.294968 | ay: 0.249283 | az: -0.0962219
ax: 0.0422363 | ay: 0.1539 | az: -0.078476
ax: -0.216003 | ay: -0.0518188 | az: 0.0588989
ax: -0.49649 | ay: -0.355698 | az: 0.133301
ax: -0.865967 | ay: -0.724655 | az: 0.102219
ax: -1.06772 | ay: -1.27242 | az: 0.0771332
ax: -1.09596 | ay: -1.68883 | az: 0.0713348
ax: -0.940109 | ay: -1.71208 | az: 0.0281372
ax: -0.69548 | ay: -1.50734 | az: 0.01297
ax: -0.597763 | ay: -1.64713 | az: 0.224869
ax: -0.453918 | ay: -1.6553 | az: 0.593491
ax: -0.357895 | ay: -1.63425 | az: 0.563126
ax: -0.325287 | ay: -1.09615 | az: 0.704315
ax: -0.191254 | ay: -0.774612 | az: 0.296524
ax: -0.279373 | ay: 1.36293 | az: 0.254059
ax: -0.46405 | ay: 0.206604 | az: 0.384933
ax: -0.607071 | ay: -0.863098 | az: 0.0903931
ax: -0.293076 | ay: -0.0643005 | az: 0.00546265
ax: -0.0295563 | ay: -0.523499 | az: -0.440247
ax: -0.0990448 | ay: -0.374786 | az: -0.0280914
ax: -0.0830231 | ay: -0.366608 | az: 0.105469
ax: -0.0230713 | ay: -0.145706 | az: 0.0535583
ax: -0.0727539 | ay: -0.150558 | az: 0.0755157
time: 5
[20210811071840.102]
> sum ax: -10.9247 | sum ay: -6.22995 | sum az: -0.414902
>> avg ax: -0.218495 | avg ay: -0.124599 | avg az: -0.00829803
>>> vx: -1.07063 | vy: -0.610535 | vz: -0.0406603
>>> sx: -0.504261 | sy: 0.165469 | sz: -0.164592
>>> a: 0.251662
>>> v: 1.23314
>>> s: 0.555653

ax: -0.0912781 | ay: -0.145203 | az: 0.024353
ax: -0.0377502 | ay: -0.0578308 | az: -0.0519104
ax: -0.011673 | ay: -0.0314636 | az: -0.121078
ax: -0.0257111 | ay: -0.0882416 | az: -0.106659
ax: 0.000137329 | ay: -0.0166016 | az: 0.0582581
ax: -0.00869751 | ay: -0.0613861 | az: 0.0894012
ax: 0.00473022 | ay: -0.0688477 | az: 0.0294952
ax: 0.0229034 | ay: -0.0883179 | az: -0.0353699
ax: 0.0154724 | ay: -0.0537109 | az: 0.00492859
ax: -0.00683594 | ay: -0.0285645 | az: -0.0126038
ax: -0.00601196 | ay: -0.0440063 | az: -0.000198364
ax: 0.00238037 | ay: -0.0475922 | az: 0.00938416
ax: -0.0128326 | ay: -0.0243683 | az: 0.0114899
ax: -0.0166473 | ay: -0.0440063 | az: 0.0235291
ax: -0.0122375 | ay: -0.0690002 | az: 0.0171814
ax: -0.0471039 | ay: -0.0610809 | az: 0.0128174
ax: -0.0789642 | ay: -0.0227356 | az: 0.00805664
ax: -0.073288 | ay: 0.0215607 | az: 0.0178375
ax: -0.153198 | ay: 0.13382 | az: 0.019165
ax: -0.144211 | ay: 0.0403595 | az: 0.0495453
ax: -0.173492 | ay: 0.0606384 | az: -0.0222626
ax: -0.185181 | ay: 0.0478516 | az: -0.0266113
ax: -0.261246 | ay: 0.0322113 | az: -0.0415802
ax: -0.313126 | ay: 0.0573578 | az: -0.137741
ax: -0.466309 | ay: 0.0832367 | az: -0.100174
ax: -0.698166 | ay: 0.144394 | az: -0.128983
ax: -0.964722 | ay: 0.51329 | az: -0.27565
ax: -0.835968 | ay: 1.07747 | az: -0.301544
ax: -0.842422 | ay: 0.691559 | az: 0.0441589
ax: -0.61441 | ay: 0.616333 | az: -0.207382
ax: -0.669678 | ay: 0.350342 | az: -0.325272
