steps: 82
ax: -0.168457 | ay: 0.20491 | az: 0.0194702
ax: -0.054306 | ay: -0.190247 | az: 0.026535
ax: -0.123184 | ay: -0.145279 | az: 0.0691071
ax: -0.0424042 | ay: -0.0587158 | az: -0.0904999
ax: -0.0202026 | ay: -0.106552 | az: -0.0571289
ax: -0.00138855 | ay: -0.171463 | az: -0.0887451
ax: 0.0284729 | ay: -0.0646057 | az: 0.0131073
ax: -0.00250244 | ay: -0.0219574 | az: 0.0410004
ax: -0.00904846 | ay: -0.0952301 | az: 0.0672913
ax: -0.0100403 | ay: -0.0952606 | az: -0.0160522
ax: 0.022644 | ay: -0.0668945 | az: -0.0213013
ax: -0.0145264 | ay: -0.0682526 | az: 0.0131226
ax: -0.0240936 | ay: -0.12674 | az: 0.056015
ax: -0.0252686 | ay: -0.0677032 | az: 0.0683289
ax: -0.0394592 | ay: -0.025177 | az: 0.0256958
ax: -0.0742645 | ay: -0.056427 | az: 0.0265503
ax: -0.0743256 | ay: -0.0240021 | az: 0.0134125
ax: -0.177612 | ay: 0.0928497 | az: -0.0728455
ax: -0.247406 | ay: 0.0986633 | az: -0.0487976
ax: -0.322449 | ay: 0.121994 | az: 0.0551453
ax: -0.413391 | ay: 0.1474 | az: 0.169739
ax: -0.457306 | ay: 0.270508 | az: 0.149048
ax: -0.623047 | ay: 0.28627 | az: -0.101974
ax: -0.975983 | ay: 0.263397 | az: -0.226654
ax: -1.07651 | ay: 0.975601 | az: -0.917923
ax: -1.09091 | ay: 1.92511 | az: -0.133316
ax: -1.02768 | ay: 1.00642 | az: -0.278717
ax: -1.04018 | ay: 0.70491 | az: -0.712021
ax: -0.288361 | ay: 0.868591 | az: -0.952148
ax: 0.7491 | ay: -0.303955 | az: -0.19751
ax: 0.0246582 | ay: -0.441544 | az: -0.219391
ax: 0.357147 | ay: -0.00654602 | az: 0.069458
ax: 0.875854 | ay: 0.62706 | az: -0.0134888
ax: 0.796021 | ay: 0.780899 | az: -0.00450134
ax: 0.837036 | ay: 0.723907 | az: -0.0449677
ax: 0.868622 | ay: 0.637665 | az: -0.0458984
ax: 0.736572 | ay: 0.399323 | az: -0.00343323
ax: 0.706329 | ay: 0.280029 | az: 0.0279846
ax: 0.639496 | ay: 0.187958 | az: 0.0595703
ax: 0.562393 | ay: 0.117828 | az: 0.0257263
ax: 0.434982 | ay: 0.207886 | az: 0.119019
ax: 0.086731 | ay: 0.124329 | az: 0.147568
ax: -0.302795 | ay: -0.294128 | az: 0.313034
ax: -0.762268 | ay: -0.424805 | az: 0.356674
ax: -1.11571 | ay: -0.987961 | az: 0.175903
ax: -1.16928 | ay: -1.77563 | az: 0.00183105
ax: -1.21431 | ay: -2.26414 | az: -0.485947
ax: -1.21442 | ay: -2.59666 | az: -0.499878
ax: -0.873138 | ay: -2.58647 | az: 0.940048
ax: -0.761108 | ay: -1.27298 | az: 0.5177
time: 1
[20210805061621.244]
> sum ax: -8.11127 | sum ay: -3.28583 | sum az: -1.66505
>> avg ax: -0.162225 | avg ay: -0.0657165 | avg az: -0.0333011
>>> vx: -0.794904 | vy: -0.322011 | vz: -0.163175
>>> sx: -0.284606 | sy: 0.242684 | sz: -0.131847
>>> a: 0.17817
>>> v: 0.873035
>>> s: 0.396585

steps: 83
ax: 0.0318146 | ay: 0.790375 | az: -0.87674
ax: -0.334442 | ay: 1.48413 | az: 1.0892
ax: -1.07475 | ay: -0.817902 | az: 0.272934
ax: -0.742325 | ay: -0.84613 | az: -0.043869
ax: 0.0431366 | ay: -0.520554 | az: -0.398941
ax: -0.575165 | ay: -1.06079 | az: -0.155487
ax: 0.0514832 | ay: -0.151184 | az: 0.141312
ax: -0.141785 | ay: -0.346832 | az: 0.0639648
ax: 0.0122681 | ay: 0.0351257 | az: 0.177979
ax: -0.14534 | ay: -0.108292 | az: 0.0133057
ax: -0.0190582 | ay: 0.0464783 | az: 0.0783997
ax: -0.00454712 | ay: -0.0226135 | az: -0.141205
ax: 0.0370178 | ay: -0.0896149 | az: -0.133957
ax: 0.0269318 | ay: 0.0795593 | az: 0.0280151
ax: 0.00610352 | ay: 0.0945587 | az: 0.085144
ax: -0.0181732 | ay: 0.00152588 | az: 0.0686951
ax: -0.0226135 | ay: -0.0134888 | az: -0.0254517
ax: -0.0260315 | ay: 0.0266724 | az: 0.0139313
ax: -0.0194855 | ay: -0.0247498 | az: 0.0345459
ax: -0.0257416 | ay: 0.0296631 | az: 0.0245209
ax: -0.0653381 | ay: 0.0205536 | az: 0.00558472
ax: -0.114655 | ay: 0.0429382 | az: 0.000244141
ax: -0.127396 | ay: 0.0710754 | az: -0.0127106
ax: -0.168854 | ay: 0.202896 | az: 0.112076
ax: -0.280823 | ay: 0.165222 | az: 0.0302429
ax: -0.3535 | ay: 0.19664 | az: -0.00334167
ax: -0.421082 | ay: 0.219452 | az: 0.0543976
ax: -0.497543 | ay: 0.318542 | az: 0.0477905
ax: -0.590439 | ay: 0.35672 | az: -0.12236
ax: -0.965912 | ay: 0.34523 | az: -0.285355
ax: -1.09018 | ay: 1.24185 | az: -0.826324
ax: -1.10878 | ay: 1.68622 | az: -0.243835
ax: -1.11694 | ay: 0.91629 | az: -0.287018
ax: -1.04422 | ay: 0.933334 | az: -0.594986
ax: -0.209396 | ay: 0.866287 | az: -0.846802
ax: 0.648087 | ay: -0.190475 | az: -0.0240021
ax: -0.0865936 | ay: -0.723129 | az: -0.155746
ax: 0.33255 | ay: 0.048584 | az: 0.0570068
ax: 0.891754 | ay: 0.677124 | az: -0.0699768
ax: 0.828979 | ay: 0.878006 | az: -0.133789
ax: 0.785995 | ay: 0.807495 | az: -0.0392914
ax: 0.827408 | ay: 0.670044 | az: -0.069809
ax: 0.721878 | ay: 0.38768 | az: -0.056488
ax: 0.677139 | ay: 0.278915 | az: -0.0525208
ax: 0.628006 | ay: 0.153519 | az: -0.0391846
ax: 0.563889 | ay: 0.0625916 | az: -0.0616913
ax: 0.464966 | ay: 0.0840302 | az: 0.0146027
ax: 0.136292 | ay: 0.00585938 | az: 0.0320282
ax: -0.289764 | ay: -0.404083 | az: -0.0160522
ax: -0.810806 | ay: -0.750122 | az: 0.0239716
time: 2
[20210805061622.235]
> sum ax: -4.77599 | sum ay: 8.15523 | sum az: -3.24704
>> avg ax: -0.0955197 | avg ay: 0.163105 | avg az: -0.0649408
>>> vx: -0.468047 | vy: 0.799212 | vz: -0.31821
>>> sx: -0.468364 | sy: 0.226332 | sz: -0.0908496
>>> a: 0.199861
>>> v: 0.979319
>>> s: 0.528058

steps: 84
ax: -1.12555 | ay: -1.21982 | az: -0.0916748
ax: -1.17787 | ay: -2.1665 | az: -0.0514374
ax: -1.21864 | ay: -2.41267 | az: -0.518127
ax: -1.16252 | ay: -2.56244 | az: -0.181442
ax: -1.24078 | ay: -2.53726 | az: 0.816116
ax: -0.586182 | ay: -1.00981 | az: 0.726913
ax: -0.388718 | ay: 1.56172 | az: -0.112198
ax: -0.635315 | ay: 0.593613 | az: 1.02771
ax: -0.88475 | ay: -0.877213 | az: -0.318954
ax: -0.303894 | ay: -0.573502 | az: 0.150757
ax: -0.393005 | ay: -1.33412 | az: -0.803619
ax: -0.066452 | ay: -0.486816 | az: 0.218521
ax: -0.240295 | ay: -0.381195 | az: 0.0766449
ax: 0.0808563 | ay: -0.0102234 | az: 0.046463
ax: -0.0542908 | ay: -0.0659943 | az: 0.141464
ax: -0.127121 | ay: 0.0319366 | az: -0.0891571
ax: 0.059433 | ay: 0.066452 | az: 0.0827332
ax: 0.0022583 | ay: -0.283173 | az: -0.289413
ax: 0.0844574 | ay: -0.0124969 | az: -0.0848694
ax: -0.047226 | ay: 0.0527496 | az: 0.109863
ax: -0.0180969 | ay: 0.105179 | az: 0.0716705
ax: -0.00534058 | ay: 0.040741 | az: -0.036972
ax: -0.0199585 | ay: 0.0280914 | az: -0.0774689
ax: -0.0510864 | ay: 0.101578 | az: -0.0169373
ax: -0.0496063 | ay: -0.00883484 | az: 0.0308838
ax: -0.0814362 | ay: 0.0290222 | az: 0.0310059
ax: -0.116852 | ay: 0.0246582 | az: -0.0334015
ax: -0.195175 | ay: 0.131088 | az: -0.00823975
ax: -0.154266 | ay: 0.118546 | az: 0.0424957
ax: -0.28598 | ay: 0.208069 | az: 0.0175171
ax: -0.35939 | ay: 0.242569 | az: -0.0109406
ax: -0.444717 | ay: 0.31459 | az: 0.141586
ax: -0.430984 | ay: 0.374298 | az: -0.00276184
ax: -0.631836 | ay: 0.377136 | az: -0.323334
ax: -1.07782 | ay: 0.388077 | az: -0.414078
ax: -1.09575 | ay: 1.92468 | az: -0.734146
ax: -1.11449 | ay: 1.1924 | az: 0.222916
ax: -1.1427 | ay: 1.15845 | az: -0.66655
ax: -0.962021 | ay: 0.781128 | az: -0.801086
ax: 0.376511 | ay: 1.01329 | az: -0.526901
ax: 0.285736 | ay: -0.773666 | az: -0.656204
ax: 0.332321 | ay: -0.509827 | az: -0.266968
ax: 0.564209 | ay: 0.533752 | az: 0.0952148
ax: 0.912308 | ay: 0.97525 | az: -0.216003
ax: 0.815201 | ay: 0.934631 | az: -0.0881042
ax: 0.845444 | ay: 0.844238 | az: -0.0159149
ax: 0.766495 | ay: 0.50795 | az: 0.0102692
ax: 0.687729 | ay: 0.307861 | az: -0.0543823
ax: 0.648026 | ay: 0.219025 | az: -0.0361938
ax: 0.545471 | ay: 0.175354 | az: -0.0151672
time: 3
[20210805061623.236]
> sum ax: -10.8837 | sum ay: -1.86745 | sum az: -3.4819
>> avg ax: -0.217673 | avg ay: -0.0373489 | avg az: -0.0696381
>>> vx: -1.0666 | vy: -0.18301 | vz: -0.341226
>>> sx: -1.03417 | sy: -0.947739 | sz: -0.025742
>>> a: 0.231573
>>> v: 1.13471
>>> s: 1.40299

steps: 85
ax: 0.44899 | ay: 0.159302 | az: 0.0941467
ax: 0.138031 | ay: -0.003479 | az: -0.00262451
ax: -0.208221 | ay: -0.281097 | az: 0.0872803
ax: -0.680054 | ay: -0.538239 | az: 0.182419
ax: -1.10416 | ay: -1.0495 | az: 0.0381165
ax: -1.1554 | ay: -1.951 | az: 0.169006
ax: -1.19801 | ay: -2.25801 | az: -0.0646362
ax: -1.22685 | ay: -2.53633 | az: -0.356262
ax: -0.970734 | ay: -2.5229 | az: 1.07297
ax: -0.71846 | ay: -1.34692 | az: 0.122009
ax: -0.794495 | ay: 1.5555 | az: 0.461899
ax: -0.851624 | ay: -0.569595 | az: 0.925827
ax: -0.627777 | ay: -0.280792 | az: -0.295303
ax: -0.12114 | ay: -0.951843 | az: -0.449387
ax: -0.618759 | ay: -0.984833 | az: -0.270386
ax: -0.121094 | ay: -0.558212 | az: 0.522644
ax: -0.256622 | ay: -0.384491 | az: -0.0239258
ax: 0.129257 | ay: 0.306015 | az: 0.0598602
ax: -0.10379 | ay: 0.190033 | az: 0.180191
ax: 0.0419006 | ay: 0.0932007 | az: -0.0422821
ax: 0.0348053 | ay: -0.055481 | az: -0.192398
ax: 0.0554504 | ay: 0.0383148 | az: -0.149307
ax: 0.0118408 | ay: 0.0883026 | az: -0.0273285
ax: 0.0194092 | ay: 0.250198 | az: 0.0992889
ax: -0.00691223 | ay: 0.101868 | az: 0.0939636
ax: -0.0190125 | ay: -0.0256195 | az: -0.0365601
ax: 0.0027771 | ay: -0.000701904 | az: -0.0245819
ax: -0.0510101 | ay: 0.0405273 | az: 0.0267487
ax: -0.0477448 | ay: 0.0346375 | az: 0.0295563
ax: -0.0934296 | ay: 0.0203552 | az: 0.0655518
ax: -0.111801 | ay: 0.0896606 | az: -0.00492859
ax: -0.152084 | ay: 0.137939 | az: -0.0102844
ax: -0.169632 | ay: 0.117722 | az: 0.0438385
ax: -0.256454 | ay: 0.238541 | az: -0.0549316
ax: -0.357315 | ay: 0.252243 | az: -0.0886536
ax: -0.459625 | ay: 0.344879 | az: 0.125793
ax: -0.507019 | ay: 0.38176 | az: 0.236649
ax: -0.560852 | ay: 0.406708 | az: -0.00749207
ax: -1.04016 | ay: 0.344437 | az: -0.343597
ax: -1.09935 | ay: 1.51613 | az: -0.991547
ax: -1.11737 | ay: 1.7854 | az: -0.16217
ax: -1.1283 | ay: 0.832672 | az: -0.427078
ax: -1.15817 | ay: 0.949799 | az: -0.764328
ax: -0.0680084 | ay: 0.907791 | az: -0.643448
ax: 0.436188 | ay: -0.596848 | az: -0.122955
ax: 0.16217 | ay: -0.597809 | az: -0.265015
ax: 0.406082 | ay: 0.386871 | az: 0.168533
ax: 0.916367 | ay: 0.83786 | az: -0.0272217
ax: 0.773956 | ay: 0.903564 | az: -0.109741
ax: 0.804108 | ay: 0.852509 | az: -0.0239105
time: 4
[20210805061624.250]
> sum ax: -14.7801 | sum ay: -3.32898 | sum az: -1.17599
>> avg ax: -0.295602 | avg ay: -0.0665796 | avg az: -0.0235199
>>> vx: -1.44845 | vy: -0.32624 | vz: -0.115247
>>> sx: -0.987539 | sy: -0.956612 | sz: 0.12804
>>> a: 0.303919
>>> v: 1.4892
>>> s: 1.38085

