steps: 0
ax: -0.0279541 | ay: 0.0189667 | az: -0.0214539
ax: 0.53447 | ay: 0.40004 | az: -0.145523
ax: 0.517914 | ay: 0.360733 | az: -0.123856
ax: 0.42395 | ay: 0.371643 | az: -0.151321
ax: 0.240982 | ay: 0.329544 | az: -0.138657
ax: 0.0155334 | ay: 0.288223 | az: -0.0111542
ax: -0.27742 | ay: 0.0908508 | az: 0.0439148
ax: -0.507721 | ay: -0.168762 | az: 0.113693
ax: -0.63623 | ay: -0.319839 | az: 0.033905
ax: -0.7966 | ay: -0.551025 | az: -0.0788116
ax: -0.849976 | ay: -0.862381 | az: -0.184998
ax: -0.897293 | ay: -1.07112 | az: -0.179214
ax: -0.855179 | ay: -1.2549 | az: -0.133713
ax: -0.662933 | ay: -1.33006 | az: 0.0486908
ax: -0.46167 | ay: -1.36084 | az: 0.412552
ax: -0.477463 | ay: -1.7813 | az: 0.697128
ax: -0.264679 | ay: -1.16115 | az: 0.22438
ax: -0.18721 | ay: -1.15303 | az: 0.394333
ax: -0.155685 | ay: -0.747604 | az: 0.349213
ax: -0.133163 | ay: 1.29897 | az: 0.26535
ax: -0.196091 | ay: 0.801804 | az: 0.0242615
ax: -0.691635 | ay: -0.602554 | az: 0.134888
ax: -0.327957 | ay: 0.0234375 | az: 0.024765
ax: 0.0414581 | ay: -0.23909 | az: -0.280106
ax: -0.367554 | ay: -0.517624 | az: -0.225525
ax: 0.0967102 | ay: -0.00836182 | az: 0.0837402
ax: 0.0577545 | ay: 0.111649 | az: 0.060318
ax: -0.00592041 | ay: 0.0289001 | az: 0.0092926
ax: -0.0518799 | ay: 0.0102997 | az: 0.0320282
time: 3
[20210810071248.572]
> sum ax: -9.53879 | sum ay: -1.80768 | sum az: -2.06493
>> avg ax: -0.190776 | avg ay: -0.0361536 | avg az: -0.0412985
>>> vx: -0.934801 | vy: -0.177153 | vz: -0.202363
>>> sx: -0.453358 | sy: 0.284532 | sz: -0.228436
>>> a: 0.198515
>>> v: 0.972722
>>> s: 0.581958

ax: -0.0718079 | ay: 0.0491943 | az: -0.0172424
ax: 0.00631714 | ay: 0.149292 | az: -0.0504303
ax: 0.00120544 | ay: 0.0703888 | az: -0.141388
ax: -0.013855 | ay: 0.0782318 | az: -0.0660248
ax: 0.00535583 | ay: 0.191742 | az: 0.0632019
ax: 0.00088501 | ay: 0.126297 | az: 0.00570679
ax: 0.009552 | ay: 0.0912628 | az: -0.0382385
ax: 0.0367279 | ay: 0.0917053 | az: -0.0744629
ax: 0.000274658 | ay: 0.160278 | az: -0.0518951
ax: -0.0204315 | ay: 0.15686 | az: 0.00842285
ax: -0.00799561 | ay: 0.132645 | az: 0.0186768
ax: -0.0102692 | ay: 0.131012 | az: -0.0320282
ax: 0.0102997 | ay: 0.121979 | az: -0.0680389
ax: 0.00384521 | ay: 0.113602 | az: -0.0426178
ax: -0.0241547 | ay: 0.0728455 | az: 0.00715637
ax: -0.0580292 | ay: 0.0775604 | az: -0.00131226
ax: -0.0592957 | ay: 0.0963593 | az: -0.0105133
ax: -0.0520782 | ay: 0.0954437 | az: -0.0115356
ax: -0.0796509 | ay: 0.0533752 | az: -0.0223846
ax: -0.0674286 | ay: 0.0902405 | az: -0.0294952
ax: -0.0857849 | ay: 0.0752258 | az: -0.0396271
ax: -0.0694275 | ay: 0.0746155 | az: -0.0315704
ax: -0.117416 | ay: 0.0893097 | az: -0.0159149
ax: -0.153763 | ay: 0.0841522 | az: -0.0587921
ax: -0.147797 | ay: 0.126541 | az: -0.0232544
ax: -0.209274 | ay: 0.159882 | az: -0.00521851
ax: -0.309937 | ay: 0.178192 | az: -0.0663147
ax: -0.452179 | ay: 0.196945 | az: -0.100952
ax: -0.62149 | ay: 0.225357 | az: -0.107544
ax: -0.876816 | ay: 0.246735 | az: -0.167191
ax: -0.876999 | ay: 0.792343 | az: -0.380722
ax: -0.512833 | ay: 1.12846 | az: -0.164963
ax: -0.640884 | ay: 0.482864 | az: 0.0650024
ax: -0.367111 | ay: 0.417313 | az: -0.34671
ax: -0.31778 | ay: 0.0643768 | az: -0.362381
ax: 0.0633545 | ay: 0.133057 | az: -0.437973
ax: 0.503937 | ay: 0.0527496 | az: -0.399689
ax: 0.15773 | ay: 0.248856 | az: -0.224045
ax: 0.564392 | ay: 0.598724 | az: -0.204132
ax: 0.547119 | ay: 0.769913 | az: -0.0728912
ax: 0.629715 | ay: 0.517487 | az: -0.117371
ax: 0.625488 | ay: 0.441376 | az: -0.108398
ax: 0.58609 | ay: 0.450821 | az: -0.0575714
ax: 0.574066 | ay: 0.400696 | az: -0.065033
ax: 0.479691 | ay: 0.393906 | az: -0.0780182
ax: 0.316193 | ay: 0.295563 | az: -0.0670013
ax: 0.0941925 | ay: 0.200073 | az: 0.0947876
ax: -0.105011 | ay: 0.07901 | az: 0.082428
ax: -0.384644 | ay: -0.122223 | az: -0.0250244
ax: -0.610367 | ay: -0.238342 | az: -0.0520325
time: 4
[20210810071249.573]
> sum ax: -2.10808 | sum ay: 10.7143 | sum az: -4.09256
>> avg ax: -0.0421616 | avg ay: 0.214286 | avg az: -0.0818512
>>> vx: -0.206592 | vy: 1.05 | vz: -0.401071
>>> sx: -0.173311 | sy: 0.429407 | sz: -0.159163
>>> a: 0.233229
>>> v: 1.14282
>>> s: 0.489653

ax: -0.735321 | ay: -0.474594 | az: -0.211823
ax: -0.827301 | ay: -0.620438 | az: -0.208725
ax: -0.843842 | ay: -0.860748 | az: -0.130493
ax: -0.771332 | ay: -1.02217 | az: 0.0384827
ax: -0.660507 | ay: -1.04878 | az: 0.202042
ax: -0.456985 | ay: -1.04781 | az: 0.278198
ax: -0.307587 | ay: -1.08313 | az: 0.32608
ax: -0.237747 | ay: -1.09039 | az: 0.35759
ax: -0.154922 | ay: -1.0088 | az: 0.30481
ax: -0.0845184 | ay: -0.844559 | az: 0.267624
ax: -0.0749512 | ay: -0.631393 | az: 0.386459
ax: -0.0454559 | ay: -0.669205 | az: 0.0693817
ax: -0.00154114 | ay: 0.980972 | az: 0.0674896
ax: -0.262711 | ay: 0.850555 | az: 0.117752
ax: -0.663055 | ay: -0.608871 | az: 0.0916138
ax: -0.406647 | ay: 0.0924835 | az: 0.0523987
ax: -0.0210876 | ay: -0.0998077 | az: -0.00456238
ax: -0.211975 | ay: -0.413773 | az: -0.187119
ax: 0.10936 | ay: 0.0348053 | az: -0.0600891
ax: -0.0121155 | ay: 0.0499725 | az: -0.0439453
ax: 0.0466461 | ay: 0.0626068 | az: -0.0514679
ax: -0.0250092 | ay: 0.052124 | az: -0.0148315
ax: -0.0690308 | ay: 0.106628 | az: 0.00270081
ax: 0.00814819 | ay: 0.188217 | az: -0.0417175
ax: -0.00691223 | ay: 0.127594 | az: -0.146866
ax: 0.00111389 | ay: 0.157822 | az: -0.0978241
ax: 0.0453644 | ay: 0.169144 | az: -0.0336456
ax: -0.022171 | ay: 0.123703 | az: -0.0821228
ax: 0.0106201 | ay: 0.192581 | az: -0.0745697
ax: 0.0180664 | ay: 0.13298 | az: -0.0737762
ax: 0.00205994 | ay: 0.12085 | az: -0.0491791
ax: 0.0187225 | ay: 0.114548 | az: -0.0391541
ax: 0.0139465 | ay: 0.15033 | az: -0.0300598
ax: -0.0080719 | ay: 0.180252 | az: -0.0632782
ax: 0.0145416 | ay: 0.117752 | az: -0.0906219
ax: -0.00137329 | ay: 0.0482025 | az: -0.0740814
ax: -0.0128174 | ay: 0.110199 | az: -0.00537109
ax: -0.0260162 | ay: 0.148026 | az: -0.0165405
ax: -0.0505219 | ay: 0.110138 | az: -0.0407715
ax: 0.025528 | ay: 0.200348 | az: -0.111511
ax: 0.00213623 | ay: 0.00848389 | az: -0.118256
ax: -0.0632019 | ay: 0.00787354 | az: -0.0104523
ax: -0.0744629 | ay: 0.0706177 | az: 0.0369873
ax: -0.147552 | ay: 0.0500488 | az: 0.0220642
ax: -0.179993 | ay: 0.115585 | az: 0.0178528
ax: -0.124619 | ay: 0.140442 | az: 0.0269165
ax: -0.159851 | ay: 0.173309 | az: -0.0225983
ax: -0.230042 | ay: 0.177094 | az: -0.111298
ax: -0.346115 | ay: 0.200058 | az: -0.145523
ax: -0.518585 | ay: 0.294678 | az: -0.175674
time: 5
[20210810071250.571]
> sum ax: -8.52969 | sum ay: -5.66345 | sum az: 0.0984955
>> avg ax: -0.170594 | avg ay: -0.113269 | avg az: 0.00196991
>>> vx: -0.83591 | vy: -0.555018 | vz: 0.00965257
>>> sx: -0.592932 | sy: -0.72343 | sz: 0.0903127
>>> a: 0.204783
>>> v: 1.00344
>>> s: 0.939721

ax: -0.620544 | ay: 0.402069 | az: -0.230133
ax: -0.76236 | ay: 0.483444 | az: -0.263367
ax: -0.738785 | ay: 0.684738 | az: -0.209427
ax: -0.691391 | ay: 0.778427 | az: -0.16037
ax: -0.638504 | ay: 0.488525 | az: -0.019104
ax: -0.353088 | ay: 0.490341 | az: -0.194229
ax: -0.216721 | ay: 0.107208 | az: -0.364059
ax: 0.0760345 | ay: 0.0799713 | az: -0.513519
ax: 0.351074 | ay: 0.106064 | az: -0.337601
ax: 0.228958 | ay: 0.366043 | az: -0.217438
ax: 0.515686 | ay: 0.668564 | az: -0.186905
ax: 0.526199 | ay: 0.702103 | az: -0.095932
ax: 0.616959 | ay: 0.532288 | az: -0.128937
ax: 0.613068 | ay: 0.464325 | az: -0.0937958
ax: 0.589142 | ay: 0.389313 | az: -0.0828552
ax: 0.546707 | ay: 0.399979 | az: -0.0818176
ax: 0.41983 | ay: 0.330841 | az: -0.113434
ax: 0.247925 | ay: 0.225723 | az: -0.088089
ax: 0.054184 | ay: 0.145935 | az: 0.0122681
ax: -0.170868 | ay: 0.025589 | az: 0.0104828
ax: -0.401749 | ay: -0.235748 | az: -0.0315094
ax: -0.480637 | ay: -0.37381 | az: -0.117096
ax: -0.590652 | ay: -0.573502 | az: -0.267273
ax: -0.665176 | ay: -0.651703 | az: -0.171219
ax: -0.665054 | ay: -0.813583 | az: -0.109406
ax: -0.721786 | ay: -0.9664 | az: -0.0403137
ax: -0.665695 | ay: -1.02762 | az: 0.133438
ax: -0.491989 | ay: -1.13628 | az: 0.261612
ax: -0.345169 | ay: -1.00494 | az: 0.402802
ax: -0.285706 | ay: -0.988739 | az: 0.548019
ax: -0.205734 | ay: -1.10144 | az: 0.510452
ax: -0.314926 | ay: -0.745834 | az: 0.38063
ax: -0.0997009 | ay: -0.891663 | az: 0.294434
ax: -0.0798798 | ay: -0.139816 | az: 0.0330353
ax: -0.0975037 | ay: 1.77054 | az: 0.24147
ax: -0.493774 | ay: -0.358078 | az: 0.380783
ax: -0.35582 | ay: -0.0874786 | az: -0.193207
ax: -0.143311 | ay: 0.0241394 | az: 0.0326233
ax: -0.069397 | ay: -0.329056 | az: -0.230103
ax: -0.00604248 | ay: -0.0977631 | az: -0.017746
ax: -0.0811005 | ay: -0.0432434 | az: 0.0466309
ax: 0.0179749 | ay: 0.139267 | az: 0.0249176
ax: -0.0446625 | ay: 0.0975952 | az: -0.016983
ax: -0.0563812 | ay: 0.139648 | az: -0.00971985
ax: -0.0275879 | ay: 0.256866 | az: -0.0113983
ax: 0.0346069 | ay: 0.149933 | az: -0.18895
ax: -0.000808716 | ay: 0.100861 | az: -0.159698
ax: -0.0231934 | ay: 0.226669 | az: 0.0341339
ax: -0.00650024 | ay: 0.211426 | az: 0.0339355
ax: -0.0220947 | ay: 0.178146 | az: -0.0188141
time: 6
[20210810071251.572]
> sum ax: -6.79594 | sum ay: -0.400116 | sum az: -1.58278
>> avg ax: -0.135919 | avg ay: -0.00800232 | avg az: -0.0316556
>>> vx: -0.666002 | vy: -0.0392114 | vz: -0.155112
>>> sx: -0.363372 | sy: 0.210718 | sz: -0.212422
>>> a: 0.139786
>>> v: 0.68495
>>> s: 0.470707

ax: 0.0104523 | ay: 0.1297 | az: -0.115097
ax: 0.00749207 | ay: 0.196991 | az: -0.0953827
ax: -0.00271606 | ay: 0.174683 | az: -0.0144501
ax: -0.0196991 | ay: 0.176544 | az: -0.0143433
ax: 0.00369263 | ay: 0.150635 | az: -0.0467987
ax: -0.0300293 | ay: 0.143448 | az: -0.0755615
ax: -0.0403595 | ay: 0.126877 | az: -0.027771
ax: -0.02948 | ay: 0.163773 | az: -0.0312347
ax: -0.0582123 | ay: 0.137375 | az: -0.0273743
ax: -0.0308838 | ay: 0.13269 | az: -0.0945892
ax: -0.0762787 | ay: 0.0722046 | az: -0.0545197
ax: -0.10173 | ay: 0.0946198 | az: 0.000289917
ax: -0.0999298 | ay: 0.145859 | az: 0.0171661
ax: -0.128311 | ay: 0.206818 | az: 0.00494385
ax: -0.132126 | ay: 0.149231 | az: -0.0878601
ax: -0.147324 | ay: 0.108505 | az: -0.0748291
ax: -0.13945 | ay: 0.142639 | az: -0.0171814
ax: -0.194214 | ay: 0.17244 | az: -0.0238953
ax: -0.264816 | ay: 0.179459 | az: -0.107056
ax: -0.339676 | ay: 0.176147 | az: -0.158646
ax: -0.493988 | ay: 0.250717 | az: -0.217346
ax: -0.672531 | ay: 0.2556 | az: -0.219543
ax: -0.689316 | ay: 0.699097 | az: -0.280197
ax: -0.760437 | ay: 0.826065 | az: -0.258575
ax: -0.633041 | ay: 0.570541 | az: 0.163437
ax: -0.417648 | ay: 0.474808 | az: -0.240005
ax: -0.21373 | ay: 0.285095 | az: -0.309937
ax: 0.0160522 | ay: 0.110336 | az: -0.396515
ax: 0.342087 | ay: 0.251328 | az: -0.3992
ax: 0.173248 | ay: 0.217484 | az: -0.127625
ax: 0.356171 | ay: 0.519394 | az: -0.0253906
ax: 0.396027 | ay: 0.849258 | az: -0.030014
ax: 0.47998 | ay: 0.686386 | az: -0.0250702
ax: 0.458176 | ay: 0.534714 | az: -0.0359192
ax: 0.407684 | ay: 0.437775 | az: 0.000671387
ax: 0.424088 | ay: 0.346161 | az: -0.0749512
ax: 0.409576 | ay: 0.292007 | az: -0.174088
ax: 0.325119 | ay: 0.227417 | az: -0.254959
ax: 0.12793 | ay: 0.185211 | az: -0.149734
ax: -0.0438385 | ay: -0.0426636 | az: -0.181992
ax: -0.268646 | ay: -0.15033 | az: -0.169693
ax: -0.406265 | ay: -0.325714 | az: -0.0459442
ax: -0.476196 | ay: -0.472763 | az: -0.09552
ax: -0.475998 | ay: -0.532211 | az: -0.11467
ax: -0.506363 | ay: -0.600632 | az: -0.00727844
ax: -0.565445 | ay: -0.749481 | az: 0.0734863
ax: -0.585556 | ay: -0.861115 | az: 0.17598
ax: -0.551773 | ay: -0.96843 | az: 0.269012
ax: -0.389603 | ay: -1.05739 | az: 0.250076
ax: -0.288055 | ay: -1.13852 | az: 0.244415
time: 7
[20210810071252.583]
> sum ax: -6.33589 | sum ay: 4.10078 | sum az: -3.70128
>> avg ax: -0.126718 | avg ay: 0.0820157 | avg az: -0.0740256
>>> vx: -0.620917 | vy: 0.401877 | vz: -0.362725
>>> sx: -0.250538 | sy: 0.51702 | sz: -0.221799
>>> a: 0.168118
>>> v: 0.82378
>>> s: 0.615852

ax: -0.282471 | ay: -1.13901 | az: 0.287491
ax: -0.249207 | ay: -1.09395 | az: 0.579193
ax: -0.249802 | ay: -0.909302 | az: 0.633987
ax: -0.360352 | ay: -0.202515 | az: 0.748474
ax: -0.103928 | ay: 1.67764 | az: -0.138504
ax: -0.496811 | ay: -0.505203 | az: 0.43895
ax: -0.126724 | ay: -0.0186768 | az: -0.150696
ax: -0.223373 | ay: -0.23378 | az: -0.160522
ax: -0.0898438 | ay: -0.292099 | az: -0.327759
ax: -0.0603333 | ay: -0.261459 | az: 0.0180969
ax: -0.152115 | ay: -0.137115 | az: 0.0220184
ax: 0.11615 | ay: 0.566071 | az: 0.147415
ax: -0.0708313 | ay: 0.263 | az: 0.0661163
ax: 0.0156708 | ay: 0.107376 | az: -0.132431
ax: 0.0386353 | ay: -0.0213623 | az: -0.355392
ax: 0.00682068 | ay: 0.215881 | az: -0.163834
ax: -0.0446167 | ay: 0.292221 | az: 0.0489502
ax: -0.0443268 | ay: 0.247955 | az: 0.0291595
ax: -0.00404358 | ay: 0.142258 | az: -0.151855
ax: 0.0244446 | ay: 0.133636 | az: -0.121613
ax: 0.00465393 | ay: 0.165817 | az: -0.0552216
ax: -0.0154419 | ay: 0.181793 | az: -0.0282745
ax: -0.0152893 | ay: 0.158401 | az: -0.0288391
ax: -0.0292969 | ay: 0.125702 | az: -0.0443726
ax: -0.0485229 | ay: 0.112442 | az: -0.0450287
ax: -0.0604706 | ay: 0.132294 | az: -0.0283966
ax: -0.0319672 | ay: 0.195984 | az: -0.0276947
ax: -0.0496368 | ay: 0.108047 | az: -0.0532379
ax: -0.0642853 | ay: 0.108246 | az: -0.0512238
ax: -0.0853424 | ay: 0.158646 | az: -0.0361023
ax: -0.10556 | ay: 0.153854 | az: -0.0471191
ax: -0.105896 | ay: 0.136688 | az: -0.062149
ax: -0.0984802 | ay: 0.187241 | az: -0.101547
ax: -0.188217 | ay: 0.16185 | az: -0.057312
ax: -0.173477 | ay: 0.155777 | az: -0.0462189
ax: -0.216537 | ay: 0.181854 | az: -0.030304
ax: -0.267426 | ay: 0.196289 | az: -0.144455
ax: -0.378113 | ay: 0.179764 | az: -0.163742
ax: -0.605759 | ay: 0.252991 | az: -0.14566
ax: -0.838089 | ay: 0.318863 | az: -0.259583
ax: -0.862061 | ay: 0.634888 | az: -0.359558
ax: -0.857651 | ay: 0.987457 | az: -0.465454
ax: -0.760834 | ay: 0.681473 | az: 0.145477
ax: -0.512909 | ay: 0.712524 | az: -0.298035
ax: -0.314407 | ay: 0.303772 | az: -0.280228
ax: 0.000259399 | ay: 0.00294495 | az: -0.523132
ax: 0.56955 | ay: -0.0695953 | az: -0.404205
ax: 0.126328 | ay: 0.317261 | az: -0.136353
ax: 0.553787 | ay: 0.589279 | az: -0.1716
ax: 0.499924 | ay: 0.831696 | az: -0.118347
time: 8
[20210810071253.570]
> sum ax: -7.28822 | sum ay: 7.19582 | sum az: -2.75067
>> avg ax: -0.145764 | avg ay: 0.143916 | avg az: -0.0550134
>>> vx: -0.714246 | vy: 0.70519 | vz: -0.269566
>>> sx: -0.355808 | sy: 0.0334468 | sz: 0.0674205
>>> a: 0.212098
>>> v: 1.03928
>>> s: 0.363681

ax: 0.556046 | ay: 0.617645 | az: -0.118225
ax: 0.527618 | ay: 0.526108 | az: -0.0760498
ax: 0.504532 | ay: 0.421295 | az: -0.0626526
ax: 0.526749 | ay: 0.374146 | az: -0.0630035
ax: 0.498596 | ay: 0.386551 | az: -0.075592
ax: 0.366638 | ay: 0.330917 | az: -0.117462
ax: 0.1716 | ay: 0.196442 | az: -0.0669556
ax: -0.00715637 | ay: 0.146484 | az: 0.0425262
ax: -0.263092 | ay: 0.00390625 | az: 0.0514221
ax: -0.464081 | ay: -0.190445 | az: 0.0172729
ax: -0.632126 | ay: -0.41803 | az: -0.0288696
ax: -0.776413 | ay: -0.625916 | az: 0.00546265
ax: -0.858353 | ay: -0.859573 | az: 0.0288544
ax: -0.841599 | ay: -1.11469 | az: 0.0231018
ax: -0.815781 | ay: -1.46193 | az: 0.0793152
ax: -0.67691 | ay: -1.43259 | az: 0.367661
ax: -0.402756 | ay: -1.26831 | az: 0.459763
ax: -0.292648 | ay: -1.24911 | az: 0.42157
ax: -0.387344 | ay: -1.16423 | az: 0.270416
ax: -0.13472 | ay: -1.18008 | az: 0.331589
ax: -0.292953 | ay: 0.0945587 | az: 0.420197
ax: -0.138245 | ay: 1.79797 | az: 0.209259
ax: -0.507797 | ay: -0.527634 | az: 0.237717
ax: -0.281525 | ay: -0.224167 | az: 0.00267029
ax: -0.035553 | ay: -0.00230408 | az: -0.250061
ax: -0.149033 | ay: -0.245682 | az: -0.303696
ax: 0.129059 | ay: -0.16893 | az: -0.0797119
ax: -0.015686 | ay: 0.00444031 | az: 0.106552
