steps: 0
ax: -0.0393982 | ay: -0.0161591 | az: 0.0827332
ax: -0.841583 | ay: 1.23877 | az: 0.417114
ax: -0.990326 | ay: 0.192703 | az: 0.534698
ax: -0.719482 | ay: 0.783112 | az: 0.168091
ax: -0.521759 | ay: 0.827255 | az: -0.127365
ax: -0.183975 | ay: 0.748856 | az: 0.00335693
ax: 0.519012 | ay: 0.14769 | az: -0.0867767
ax: 0.0979156 | ay: 0.0229492 | az: 0.0650482
ax: 0.256424 | ay: 0.192276 | az: 0.438644
ax: 0.463226 | ay: 0.716949 | az: 0.521378
ax: 0.552673 | ay: 0.6147 | az: 0.384262
ax: 0.621307 | ay: 0.440735 | az: 0.272278
ax: 0.573624 | ay: 0.32695 | az: 0.239166
ax: 0.48526 | ay: 0.142044 | az: 0.22142
ax: 0.418701 | ay: 0.144699 | az: 0.152405
ax: 0.31813 | ay: 0.14592 | az: 0.0885773
ax: 0.0821533 | ay: 0.0528717 | az: 0.00323486
ax: -0.199493 | ay: -0.168793 | az: -0.0857086
ax: -0.520828 | ay: -0.51532 | az: -0.185974
ax: -0.890121 | ay: -0.749039 | az: -0.497879
ax: -1.07245 | ay: -1.03403 | az: -0.802505
ax: -1.10759 | ay: -1.41762 | az: -1.02089
ax: -0.79718 | ay: -1.37875 | az: -1.22783
ax: -0.595154 | ay: -1.70038 | az: -1.16133
ax: -0.285416 | ay: -2.40662 | az: -0.961502
ax: -0.0271454 | ay: -1.57227 | az: -1.03142
ax: -0.131592 | ay: -1.21741 | az: -0.874634
ax: -0.154068 | ay: 0.642044 | az: 0.262909
ax: -0.326782 | ay: 0.130402 | az: 0.761444
ax: -0.341476 | ay: -0.430008 | az: -0.020874
ax: -0.625076 | ay: -0.646729 | az: -0.166443
ax: -0.216049 | ay: -0.108398 | az: -0.246216
ax: -0.0662994 | ay: -0.293594 | az: -0.380463
ax: -0.105331 | ay: -0.283051 | az: -0.302002
ax: -0.0379181 | ay: -0.110901 | az: -0.0275726
ax: -0.00645447 | ay: -0.0268555 | az: -0.127258
ax: -0.0637665 | ay: -0.0567017 | az: -0.0639954
ax: -0.0587616 | ay: -0.0741425 | az: -0.0741119
ax: 0.00657654 | ay: -0.0567322 | az: -0.0801239
ax: -0.0158844 | ay: 0.00418091 | az: -0.0787659
ax: 0.0269012 | ay: 0.0295868 | az: -0.0264435
ax: -0.00474548 | ay: -0.117447 | az: 0.0285187
ax: -0.0380402 | ay: -0.140015 | az: 0.0484467
ax: -0.02565 | ay: -0.0403748 | az: 0.0121918
ax: 0.0172729 | ay: 0.013916 | az: -0.0283813
ax: 0.0157623 | ay: 0.0297546 | az: -0.0144653
ax: 0.00869751 | ay: -0.0134277 | az: -0.00579834
ax: 0.00215149 | ay: 0.00572205 | az: -0.00158691
ax: -0.0126648 | ay: 0.0191345 | az: -0.00318909
ax: -0.0312195 | ay: -0.00567627 | az: 0.000473022
time: 1
[20210810065505.402]
> sum ax: -6.58789 | sum ay: -6.96721 | sum az: -5.00511
>> avg ax: -0.131758 | avg ay: -0.139344 | avg az: -0.100102
>>> vx: -0.645613 | vy: -0.682786 | vz: -0.490501
>>> sx: -0.371937 | sy: -0.121105 | sz: -0.148381
>>> a: 0.216327
>>> v: 1.06
>>> s: 0.418355

ax: 9.15527e-05 | ay: 0.00325012 | az: -0.00296021
ax: -0.00845337 | ay: 0.00830078 | az: 0.0176697
ax: -0.0383759 | ay: 0.0158691 | az: 0.0148926
ax: -0.0863495 | ay: 0.0172424 | az: 0.0186157
ax: -0.0940552 | ay: 0.0278015 | az: 0.0660248
ax: -0.127457 | ay: 0.0187225 | az: 0.0582275
ax: -0.153763 | ay: 0.0432129 | az: 0.063797
ax: -0.193985 | ay: 0.10025 | az: 0.0209503
ax: -0.238831 | ay: 0.0490875 | az: 0.0243073
ax: -0.379166 | ay: 0.0354309 | az: 0.0235748
ax: -0.534943 | ay: -0.0736237 | az: 0.00927734
ax: -0.839249 | ay: 0.258987 | az: 0.122971
ax: -1.10037 | ay: 0.743118 | az: 0.169098
ax: -0.88887 | ay: 1.11447 | az: 0.460983
ax: -0.90239 | ay: 0.77005 | az: 0.453751
ax: -0.657455 | ay: 0.483688 | az: 0.163193
ax: -0.614334 | ay: 0.745361 | az: -0.197128
ax: -0.136642 | ay: 0.80809 | az: -0.208893
ax: 0.441879 | ay: 0.0222931 | az: -0.31282
ax: 0.0602417 | ay: 0.0253601 | az: -0.0133514
ax: 0.328629 | ay: 0.219086 | az: 0.270645
ax: 0.493698 | ay: 0.632965 | az: 0.375702
ax: 0.537537 | ay: 0.619766 | az: 0.285736
ax: 0.633011 | ay: 0.555878 | az: 0.163315
ax: 0.57106 | ay: 0.429016 | az: 0.106216
ax: 0.489548 | ay: 0.263412 | az: 0.0945435
ax: 0.381943 | ay: 0.133209 | az: 0.0675507
ax: 0.325165 | ay: 0.132599 | az: 0.0119476
ax: 0.176025 | ay: 0.148605 | az: -0.0968323
ax: -0.0746002 | ay: -0.0198822 | az: -0.219971
ax: -0.319092 | ay: -0.273605 | az: -0.306976
ax: -0.622269 | ay: -0.488983 | az: -0.436157
ax: -0.922089 | ay: -0.79332 | az: -0.723969
ax: -1.07106 | ay: -1.13078 | az: -0.950531
ax: -0.989838 | ay: -1.29903 | az: -1.04584
ax: -0.709824 | ay: -1.30905 | az: -1.21547
ax: -0.527466 | ay: -1.86879 | az: -1.04181
ax: -0.278137 | ay: -2.4397 | az: -0.916229
ax: -0.123886 | ay: -1.37869 | az: -0.94278
ax: -0.253693 | ay: -1.05359 | az: -0.459869
ax: -0.372574 | ay: 0.671371 | az: 1.04495
ax: -0.320251 | ay: -0.00636292 | az: 0.342834
ax: -0.571091 | ay: -0.700439 | az: -0.307053
ax: -0.431503 | ay: -0.259583 | az: -0.296844
ax: -0.0256042 | ay: -0.0848083 | az: -0.529953
ax: -0.195801 | ay: -0.467667 | az: -0.218811
ax: -0.127029 | ay: -0.349548 | az: -0.0222778
ax: 0.0345612 | ay: 0.0262299 | az: -0.0833435
ax: -0.0361176 | ay: -0.0996552 | az: -0.106384
ax: -0.0743408 | ay: -0.113571 | az: -0.0478363
time: 2
[20210810065506.399]
> sum ax: -10.5676 | sum ay: -5.08795 | sum az: -6.25331
>> avg ax: -0.211351 | avg ay: -0.101759 | avg az: -0.125066
>>> vx: -1.03562 | vy: -0.498619 | vz: -0.612824
>>> sx: -0.507778 | sy: 0.182211 | sz: -0.0887701
>>> a: 0.26583
>>> v: 1.30257
>>> s: 0.546735

ax: -0.0045166 | ay: -0.0339508 | az: -0.0505219
ax: 0.0360413 | ay: 0.0916748 | az: -0.091095
ax: 0.0236511 | ay: 0.083725 | az: -0.110428
ax: 0.0344849 | ay: 0.0609283 | az: 0.032547
ax: 0.00791931 | ay: -0.0301056 | az: 0.0173492
ax: 0.0281067 | ay: -0.0119171 | az: -0.0431366
ax: 0.0330505 | ay: -0.0245361 | az: -0.0242767
ax: 0.00447083 | ay: -0.115753 | az: -0.00994873
ax: -0.0231018 | ay: -0.029068 | az: 0.0137787
ax: -0.01828 | ay: -0.00965881 | az: 0.012207
ax: -0.0227661 | ay: -0.0641785 | az: -0.030014
ax: -0.027298 | ay: -0.026825 | az: -0.0439911
ax: -0.0334167 | ay: -0.0585632 | az: -0.0441284
ax: -0.0335541 | ay: -0.0316925 | az: -0.0153198
ax: -0.0778351 | ay: -0.0381317 | az: 0.0171814
ax: -0.115356 | ay: 0.0144043 | az: 0.0437622
ax: -0.134003 | ay: 0.102234 | az: 0.0223083
ax: -0.183914 | ay: 0.017395 | az: 0.030365
ax: -0.234863 | ay: 0.0241699 | az: 0.153641
ax: -0.251022 | ay: 0.0416412 | az: 0.067215
ax: -0.339844 | ay: 0.172638 | az: 0.00892639
ax: -0.516144 | ay: 0.236298 | az: -0.0455627
ax: -0.794571 | ay: 0.152267 | az: 0.0268097
ax: -1.09317 | ay: 0.550232 | az: 0.179382
ax: -0.861008 | ay: 1.11841 | az: 0.397766
ax: -0.804688 | ay: 0.562424 | az: 0.398224
ax: -0.674469 | ay: 0.634964 | az: 0.0512848
ax: -0.582031 | ay: 0.785309 | az: -0.136581
ax: -0.119003 | ay: 0.81543 | az: -0.00457764
ax: 0.421188 | ay: -0.0546112 | az: -0.33342
ax: 0.125809 | ay: 0.045578 | az: -0.091095
ax: 0.364822 | ay: 0.134613 | az: 0.275772
ax: 0.507996 | ay: 0.604645 | az: 0.417526
ax: 0.59198 | ay: 0.625824 | az: 0.332748
ax: 0.632126 | ay: 0.508118 | az: 0.203583
ax: 0.550827 | ay: 0.365494 | az: 0.159561
ax: 0.488083 | ay: 0.215332 | az: 0.131546
ax: 0.427689 | ay: 0.103622 | az: 0.0988007
