steps: 0
ax: -0.352493 | ay: -0.18811 | az: -0.00517273
ax: -0.00706482 | ay: 0.0937805 | az: -0.0992432
ax: -0.0997467 | ay: 0.735855 | az: 0.0567474
ax: -0.582001 | ay: 0.0984497 | az: 0.503433
ax: -0.779266 | ay: -0.887039 | az: 0.25737
ax: -0.468033 | ay: -0.213593 | az: 0.167358
ax: -0.10878 | ay: -0.597305 | az: -0.262589
ax: -0.28244 | ay: -0.497482 | az: -0.026413
ax: -0.100357 | ay: -0.470642 | az: 0.0315704
ax: -0.0150146 | ay: -0.24556 | az: 0.031189
ax: -0.10881 | ay: -0.275085 | az: 0.0312653
ax: -0.0884705 | ay: -0.217667 | az: 0.0496826
ax: -0.0419159 | ay: -0.112244 | az: 0.0537262
ax: -0.0412598 | ay: -0.143234 | az: -0.00534058
ax: -0.0228119 | ay: -0.174789 | az: -0.0232239
ax: 0.0150146 | ay: -0.128204 | az: 0.0133362
ax: -0.00387573 | ay: -0.126358 | az: -0.0052948
ax: -0.00062561 | ay: -0.0821075 | az: -0.0417328
ax: -0.0107117 | ay: -0.0570984 | az: -0.02211
ax: -0.0185699 | ay: -0.122208 | az: 0.0110168
ax: -0.0230103 | ay: -0.0714874 | az: 0.0433502
ax: -0.0314331 | ay: -0.113556 | az: 0.0332336
ax: -0.0374908 | ay: -0.0942841 | az: 0.0388184
ax: -0.0337524 | ay: -0.0806732 | az: 0.0367126
ax: -0.0226288 | ay: -0.0988922 | az: 0.0585785
ax: -0.0352478 | ay: -0.106674 | az: 0.0397034
ax: -0.0448303 | ay: -0.0690613 | az: 0.0298462
ax: -0.0659485 | ay: -0.0580597 | az: 0.043808
ax: -0.0903015 | ay: -0.013382 | az: 0.0362396
ax: -0.124924 | ay: -0.0325928 | az: 0.039032
ax: -0.192169 | ay: 0.0055542 | az: 0.0555115
ax: -0.204803 | ay: 0.0152893 | az: 0.0411682
ax: -0.240158 | ay: 0.0395813 | az: 0.0225677
ax: -0.296463 | ay: 0.050415 | az: -0.0823212
ax: -0.48674 | ay: 0.0741577 | az: -0.164597
ax: -0.875763 | ay: 0.161377 | az: -0.398788
ax: -1.05696 | ay: 0.720123 | az: -0.586655
ax: -0.828049 | ay: 0.998566 | az: -0.135696
ax: -0.903671 | ay: 0.748077 | az: 0.190414
ax: -0.482269 | ay: 0.573181 | az: -0.181595
ax: -0.386703 | ay: 0.28476 | az: -0.327866
ax: 0.0695038 | ay: 0.198975 | az: -0.634598
ax: 0.792648 | ay: -0.0801544 | az: -0.276321
ax: 0.265533 | ay: 0.0195007 | az: -0.181671
ax: 0.673935 | ay: 0.306885 | az: -0.0326385
ax: 0.687027 | ay: 0.785782 | az: 0.0189667
ax: 0.72316 | ay: 0.619278 | az: -0.074707
ax: 0.704803 | ay: 0.395096 | az: -0.0912018
ax: 0.667435 | ay: 0.305481 | az: -0.0690308
ax: 0.595001 | ay: 0.248108 | az: -0.0138855
time: 1
[20210810071746.325]
> sum ax: -4.4015 | sum ay: 2.12073 | sum az: -1.80804
>> avg ax: -0.0880301 | avg ay: 0.0424145 | avg az: -0.0361609
>>> vx: -0.431348 | vy: 0.207831 | vz: -0.177188
>>> sx: -0.418783 | sy: -0.208467 | sz: 0.0250564
>>> a: 0.104192
>>> v: 0.510539
>>> s: 0.468472

ax: 0.547684 | ay: 0.225616 | az: -0.0296173
ax: 0.453857 | ay: 0.171539 | az: -0.0668182
ax: 0.209534 | ay: 0.106995 | az: -0.12706
ax: -0.0957184 | ay: -0.0219879 | az: -0.048111
ax: -0.384766 | ay: -0.13414 | az: 0.0847321
ax: -0.678329 | ay: -0.378784 | az: 0.00712585
ax: -1.02824 | ay: -0.675537 | az: -0.0777588
ax: -1.12515 | ay: -1.31216 | az: -0.153976
ax: -1.14026 | ay: -1.52615 | az: -0.105621
ax: -1.06662 | ay: -1.7652 | az: -0.104736
ax: -0.914734 | ay: -1.82181 | az: 0.392349
ax: -0.756683 | ay: -2.37253 | az: 0.975906
ax: -0.672577 | ay: -1.52055 | az: 0.223404
ax: -0.377304 | ay: -1.64198 | az: 0.123245
ax: -0.0657043 | ay: -0.180969 | az: 0.249603
ax: -0.312332 | ay: 1.20212 | az: 0.738449
ax: -0.475021 | ay: -0.254272 | az: -0.00167847
ax: -0.595856 | ay: -0.723724 | az: 0.20018
ax: -0.177795 | ay: -0.400864 | az: -0.215225
ax: -0.29451 | ay: -0.758209 | az: -0.245087
ax: -0.0552673 | ay: -0.520706 | az: 0.0263214
ax: -0.0867004 | ay: -0.289093 | az: 0.00405884
ax: -0.00442505 | ay: -0.0359344 | az: 0.0264893
ax: -0.110947 | ay: -0.127213 | az: 0.195541
ax: -0.10939 | ay: -0.13443 | az: 0.0376129
ax: -0.0122986 | ay: -0.0911865 | az: -0.117661
ax: 0.0224457 | ay: -0.0899353 | az: -0.194061
ax: -0.0135803 | ay: -0.0135956 | az: -0.00157166
ax: -0.0456848 | ay: -0.0334473 | az: 0.128754
ax: -0.0313416 | ay: -0.0897522 | az: 0.0920105
ax: 0.0116882 | ay: -0.122238 | az: -0.00672913
ax: 0.0196075 | ay: -0.104492 | az: -0.052002
ax: 0.00128174 | ay: -0.0581665 | az: 0.0120544
ax: -0.0128021 | ay: -0.0447235 | az: 0.0654602
ax: -0.0160828 | ay: -0.0359802 | az: 0.0320587
ax: 0.00819397 | ay: -0.0180359 | az: -0.00614929
ax: -0.0063324 | ay: -0.0479584 | az: -0.0391235
ax: -0.0349426 | ay: -0.145569 | az: 0.0454712
ax: -0.0640564 | ay: -0.11087 | az: 0.114792
ax: -0.0945435 | ay: -0.0059967 | az: 0.0790558
ax: -0.100098 | ay: -0.00737 | az: 0.0401611
ax: -0.138763 | ay: 0.064743 | az: 0.0037384
ax: -0.14592 | ay: 0.0487823 | az: 0.0358276
ax: -0.187927 | ay: 0.0521393 | az: 0.0224915
ax: -0.163742 | ay: 0.0425568 | az: -0.00788879
ax: -0.195145 | ay: 0.0422516 | az: -0.0124512
ax: -0.312317 | ay: -0.000442505 | az: -0.117096
ax: -0.445221 | ay: -0.085556 | az: -0.132874
ax: -0.75325 | ay: 0.185104 | az: -0.270279
ax: -1.04083 | ay: 0.621567 | az: -0.499756
time: 2
[20210810071747.300]
> sum ax: -13.0689 | sum ay: -14.9382 | sum az: 1.32356
>> avg ax: -0.261378 | avg ay: -0.298763 | avg az: 0.0264713
>>> vx: -1.28075 | vy: -1.46394 | vz: 0.129709
>>> sx: -0.732285 | sy: -1.15086 | sz: 0.14278
>>> a: 0.397843
>>> v: 1.94943
>>> s: 1.37153

ax: -0.768845 | ay: 1.12253 | az: -0.1828
ax: -0.898193 | ay: 0.870087 | az: 0.156906
ax: -0.575668 | ay: 0.601013 | az: -0.21106
ax: -0.418701 | ay: 0.358368 | az: -0.306274
ax: 0.0693512 | ay: 0.231308 | az: -0.770905
ax: 0.762924 | ay: 0.0860138 | az: -0.372849
ax: 0.246521 | ay: -0.0441589 | az: -0.116135
ax: 0.55777 | ay: 0.200958 | az: 0.0535278
ax: 0.6884 | ay: 0.751724 | az: -0.00732422
ax: 0.736786 | ay: 0.718307 | az: -0.120987
ax: 0.733963 | ay: 0.494278 | az: -0.0954437
ax: 0.660141 | ay: 0.31015 | az: -0.050827
ax: 0.549423 | ay: 0.108566 | az: -0.0225525
ax: 0.498947 | ay: 0.0627136 | az: -0.0788727
ax: 0.38443 | ay: 0.0148468 | az: -0.246292
ax: 0.0297394 | ay: -0.00889587 | az: -0.26265
ax: -0.210571 | ay: -0.0563049 | az: 0.0174561
ax: -0.478607 | ay: -0.44696 | az: -0.0934753
ax: -0.716736 | ay: -0.782593 | az: -0.182861
ax: -0.786774 | ay: -0.872925 | az: -0.18425
ax: -0.770905 | ay: -1.07138 | az: -0.202713
ax: -0.662003 | ay: -1.30995 | az: -0.227631
ax: -0.642944 | ay: -1.28467 | az: -0.0874939
ax: -0.538712 | ay: -1.16287 | az: 0.151001
ax: -0.434036 | ay: -1.2578 | az: 0.209442
ax: -0.316422 | ay: -1.35164 | az: 0.288513
ax: -0.300415 | ay: -1.44029 | az: 0.380722
ax: -0.33989 | ay: -1.08946 | az: 0.616013
ax: -0.263947 | ay: -0.802292 | az: 0.68515
ax: -0.0323181 | ay: 1.7888 | az: 0.497849
ax: -0.116684 | ay: 0.838501 | az: 0.355469
ax: -0.734909 | ay: -0.722565 | az: 0.0343781
ax: -0.337921 | ay: 0.184921 | az: -0.0421448
ax: 0.009552 | ay: -0.60527 | az: -0.588562
ax: -0.212738 | ay: -0.617111 | az: -0.125778
ax: -0.0656891 | ay: -0.162445 | az: 0.261917
ax: -0.015152 | ay: 0.0604706 | az: 0.150146
ax: -0.099823 | ay: -0.0185699 | az: 0.0442352
ax: -0.0744934 | ay: 0.160172 | az: 0.0522766
ax: -0.00640869 | ay: 0.209732 | az: 0.025177
ax: 0.0415344 | ay: 0.0273743 | az: -0.325073
ax: 0.0539551 | ay: 0.124313 | az: -0.145905
ax: 0.0141144 | ay: 0.265427 | az: 0.084137
ax: -0.0193787 | ay: 0.141571 | az: 0.0872345
ax: -0.010376 | ay: 0.10434 | az: 0.00102234
ax: 0.0283051 | ay: 0.0319519 | az: -0.131744
ax: 0.0224762 | ay: 0.096817 | az: -0.0607605
ax: -0.0282288 | ay: 0.133606 | az: 0.00741577
ax: -0.0309296 | ay: 0.119156 | az: 0.0254822
ax: -0.0414276 | ay: 0.101837 | az: -0.0213928
time: 3
[20210810071748.298]
> sum ax: -4.86151 | sum ay: -4.7883 | sum az: -1.07928
>> avg ax: -0.0972302 | avg ay: -0.095766 | avg az: -0.0215857
>>> vx: -0.476428 | vy: -0.469253 | vz: -0.10577
>>> sx: -0.201976 | sy: -0.102359 | sz: -0.155181
>>> a: 0.138169
>>> v: 0.67703
>>> s: 0.274504

ax: -0.022522 | ay: 0.111862 | az: -0.0149841
ax: -0.0154572 | ay: 0.0871277 | az: -0.039505
ax: -0.0486298 | ay: 0.0759583 | az: -0.029007
ax: -0.0855713 | ay: 0.0944061 | az: -0.0225525
ax: -0.0809479 | ay: 0.132874 | az: -0.0145416
ax: -0.118439 | ay: 0.155685 | az: -0.0223083
ax: -0.11499 | ay: 0.167328 | az: -0.0142517
ax: -0.19043 | ay: 0.173767 | az: 0.00868225
ax: -0.191147 | ay: 0.115967 | az: -0.0180359
ax: -0.205383 | ay: 0.121185 | az: -0.0767975
ax: -0.268051 | ay: 0.127335 | az: -0.0932465
ax: -0.340988 | ay: 0.130173 | az: -0.133133
ax: -0.506638 | ay: 0.178375 | az: -0.0865326
ax: -0.77182 | ay: 0.306473 | az: -0.20575
ax: -0.929398 | ay: 0.730911 | az: -0.262436
ax: -0.93074 | ay: 1.11548 | az: -0.242172
