steps: 583
ax: -0.784134 | ay: -0.837982 | az: -0.208466
ax: -0.784134 | ay: -0.837982 | az: -0.208466
ax: -0.853714 | ay: -1.16417 | az: -0.210892
ax: -0.170853 | ay: -0.645645 | az: 0.129089
ax: -0.353363 | ay: -0.954376 | az: -0.187866
ax: -0.320801 | ay: -0.822769 | az: 0.265274
ax: -0.246765 | ay: -0.490234 | az: 0.195953
ax: -0.122757 | ay: -0.181381 | az: 0.206985
ax: -0.26619 | ay: -0.271347 | az: 0.294525
ax: -0.0856476 | ay: -0.0541229 | az: 0.0495911
ax: -0.0617523 | ay: -0.278046 | az: -0.165726
ax: -0.0417786 | ay: -0.190125 | az: -0.0358887
ax: -0.100677 | ay: -0.212875 | az: 0.153366
ax: -0.0500183 | ay: -0.105316 | az: 0.318832
ax: -0.128143 | ay: -0.20372 | az: 0.233688
ax: -0.0440674 | ay: -0.259644 | az: 0.0115509
ax: -0.0401764 | ay: -0.259491 | az: 0.110977
ax: -0.0669556 | ay: -0.202164 | az: 0.179291
ax: -0.0834198 | ay: -0.193558 | az: 0.198288
ax: -0.0869904 | ay: -0.164856 | az: 0.16626
ax: -0.0938263 | ay: -0.242111 | az: 0.113968
ax: -0.167374 | ay: -0.16185 | az: 0.00949097
ax: -0.181076 | ay: -0.0981445 | az: 0.0717773
ax: -0.253571 | ay: -0.047699 | az: 0.131958
ax: -0.344406 | ay: 0.0837555 | az: 0.217896
ax: -0.461609 | ay: 0.0747833 | az: 0.2659
ax: -0.574783 | ay: 0.173325 | az: 0.344925
ax: -0.604462 | ay: 0.284103 | az: 0.156662
ax: -0.932175 | ay: 0.282761 | az: -0.17717
ax: -1.05524 | ay: 1.00516 | az: -0.977173
ax: -1.06825 | ay: 1.63982 | az: -0.431274
ax: -1.08278 | ay: 0.807587 | az: -0.295212
ax: -1.1003 | ay: 0.814957 | az: -0.676697
ax: 0.0496216 | ay: 0.81572 | az: -0.709091
ax: 0.819229 | ay: -0.522064 | az: -0.370529
ax: 0.162155 | ay: -0.89978 | az: 0.0219421
ax: 0.429535 | ay: 0.150024 | az: 0.239685
ax: 1.11328 | ay: 0.595306 | az: -0.144775
ax: 0.879547 | ay: 0.893677 | az: -0.13092
ax: 0.848236 | ay: 0.771393 | az: 0.000549316
ax: 0.875366 | ay: 0.524796 | az: -0.0267487
ax: 0.771896 | ay: 0.276443 | az: -0.032547
ax: 0.726578 | ay: 0.140381 | az: -0.0487518
ax: 0.631363 | ay: 0.0250549 | az: 0.0188599
ax: 0.556976 | ay: -0.0514984 | az: 0.0400543
ax: 0.393951 | ay: -0.144913 | az: 0.0236816
ax: 0.0896454 | ay: -0.246124 | az: 0.0126953
ax: -0.418594 | ay: -0.440826 | az: 0.101349
ax: -1.0575 | ay: -0.804733 | az: 0.301437
ax: -1.21478 | ay: -1.5462 | az: 0.0397339
time: 1
[20210805064351.948]
> sum ax: -6.95567 | sum ay: -4.17671 | sum az: -0.411957
>> avg ax: -0.139113 | avg ay: -0.0835342 | avg az: -0.00823914
>>> vx: -0.681656 | vy: -0.409318 | vz: -0.0403717
>>> sx: -0.590832 | sy: -0.498522 | sz: 0.0304773
>>> a: 0.162476
>>> v: 0.796132
>>> s: 0.773651

steps: 584
ax: -1.2758 | ay: -2.23715 | az: 0.0377197
ax: -1.26582 | ay: -2.61551 | az: -0.206223
ax: -1.12985 | ay: -2.62476 | az: 0.671555
ax: -1.16003 | ay: -2.60141 | az: 0.638
ax: -0.477036 | ay: -1.05107 | az: 0.242615
ax: -0.61734 | ay: 1.46635 | az: 0.455521
ax: -0.910904 | ay: 0.0623474 | az: 1.31438
ax: -1.22398 | ay: -1.02214 | az: 0.148727
ax: -0.360733 | ay: -0.399811 | az: 0.449142
ax: -0.559128 | ay: -1.20932 | az: -0.325714
ax: 0.042984 | ay: -0.528442 | az: 0.0192566
ax: -0.109711 | ay: -0.587067 | az: -0.0675812
ax: -0.0106964 | ay: -0.188507 | az: 0.158234
ax: -0.134659 | ay: -0.302948 | az: 0.213654
ax: -0.136551 | ay: -0.13533 | az: 0.143753
ax: -0.112244 | ay: -0.170013 | az: 0.0634766
ax: -0.0182343 | ay: -0.208328 | az: -0.118118
ax: 0.012558 | ay: -0.0453949 | az: 0.00267029
ax: -0.0113373 | ay: 0.0851593 | az: 0.0749817
ax: -0.0496521 | ay: -0.0383148 | az: 0.119522
ax: -0.0753021 | ay: -0.134521 | az: 0.083786
ax: -0.0726929 | ay: -0.155609 | az: 0.0979462
ax: -0.0929871 | ay: -0.197998 | az: 0.17923
ax: -0.0310974 | ay: -0.122498 | az: 0.194016
ax: -0.0379791 | ay: -0.0104218 | az: 0.0597687
ax: -0.0997162 | ay: -0.0341492 | az: 0.100693
ax: -0.0963135 | ay: -0.130386 | az: 0.062088
ax: -0.176224 | ay: -0.100021 | az: 0.191208
ax: -0.292877 | ay: 0.065918 | az: 0.17514
ax: -0.401581 | ay: 0.117752 | az: 0.145142
ax: -0.430099 | ay: 0.139755 | az: 0.262466
ax: -0.449051 | ay: 0.217194 | az: 0.185043
ax: -0.602646 | ay: 0.236893 | az: 0.0120087
ax: -1.07437 | ay: 0.348373 | az: -0.223938
ax: -1.08473 | ay: 1.70448 | az: -0.840408
ax: -1.09862 | ay: 1.26845 | az: 0.00115967
ax: -1.04559 | ay: 0.721817 | az: -0.274628
ax: -0.975113 | ay: 0.807846 | az: -0.54454
ax: -0.0370178 | ay: 0.750412 | az: -0.288132
ax: 0.377426 | ay: -0.424179 | az: -0.0622864
ax: 0.319321 | ay: -0.391052 | az: -0.365387
ax: 0.656143 | ay: 0.687546 | az: 0.098999
ax: 0.765594 | ay: 0.84967 | az: 0.0893402
ax: 0.780563 | ay: 0.744736 | az: 0.0651703
ax: 0.811264 | ay: 0.661591 | az: 0.0507355
ax: 0.771072 | ay: 0.422958 | az: 0.0498352
ax: 0.687195 | ay: 0.342926 | az: 0.0584717
ax: 0.637726 | ay: 0.249222 | az: 0.0944061
ax: 0.547043 | ay: 0.178894 | az: 0.114365
ax: 0.425552 | ay: 0.156693 | az: 0.162369
time: 2
[20210805064352.943]
> sum ax: -10.9033 | sum ay: -5.37936 | sum az: 3.96964
>> avg ax: -0.218066 | avg ay: -0.107587 | avg az: 0.0793927
>>> vx: -1.06852 | vy: -0.527178 | vz: 0.389024
>>> sx: -1.04783 | sy: -1.11164 | sz: 0.364646
>>> a: 0.255795
>>> v: 1.25339
>>> s: 1.57056
