ax: 0.668167 | ay: 1.31657 | az: 0.596237
ax: -0.660995 | ay: -0.543045 | az: -0.166931
ax: -0.584366 | ay: -0.440948 | az: -0.0257111
ax: -0.549591 | ay: -0.39743 | az: 0.0778198
ax: -0.47496 | ay: -0.336288 | az: 0.144852
ax: -0.358856 | ay: -0.270752 | az: 0.186798
ax: -0.180435 | ay: -0.246506 | az: 0.242813
ax: 0.106232 | ay: -0.212006 | az: 0.296677
ax: 0.644791 | ay: 0.0690308 | az: 0.312439
ax: 1.1196 | ay: 0.541458 | az: 0.424667
ax: 1.18541 | ay: 1.36606 | az: 0.703537
ax: 1.25023 | ay: 1.84421 | az: 0.736099
ax: 1.18565 | ay: 2.52594 | az: 0.825256
ax: 0.751572 | ay: 2.54413 | az: 1.48273
ax: 0.524261 | ay: 2.51599 | az: 1.0228
ax: 1.27156 | ay: 1.31006 | az: -0.214905
ax: -0.0550232 | ay: -1.56664 | az: -1.37698
ax: 0.913361 | ay: 0.82518 | az: 0.915924
ax: 1.19302 | ay: 0.632721 | az: 0.570663
ax: 0.72049 | ay: 1.22041 | az: 0.448196
ax: 0.349686 | ay: 0.673416 | az: 0.4133
ax: -0.0211945 | ay: 0.384644 | az: 0.0738678
ax: 0.0653229 | ay: 0.580078 | az: 0.156036
ax: 0.0410767 | ay: 0.198227 | az: 0.00523376
ax: -0.00733948 | ay: 0.105942 | az: 0.0690613
ax: 0.125092 | ay: 0.077179 | az: 0.144653
ax: 0.062439 | ay: -0.0446167 | az: 0.107605
ax: 0.009552 | ay: 0.0137787 | az: 0.0476379
ax: -0.0126801 | ay: 0.149948 | az: -0.0141144
ax: 0.00305176 | ay: 0.142517 | az: -0.000228882
ax: 0.0221863 | ay: 0.00796509 | az: 0.108322
ax: 0.0428467 | ay: -0.0760956 | az: 0.0944824
ax: 0.025528 | ay: -0.0259705 | az: 0.0692139
ax: 0.0190125 | ay: 0.0259552 | az: 0.0112
ax: 0.026062 | ay: 0.0567627 | az: -0.00595093
ax: 0.0377808 | ay: 0.027359 | az: 0.0355988
ax: 0.102524 | ay: 0.00305176 | az: 0.0527649
ax: 0.132706 | ay: 0.00776672 | az: 0.0805664
ax: 0.156784 | ay: -0.00556946 | az: -0.00209045
ax: 0.306595 | ay: -0.0437775 | az: -0.130981
ax: 0.505692 | ay: -0.221695 | az: 0.0330048
ax: 0.549713 | ay: -0.399872 | az: 0.15741
ax: 0.625 | ay: -0.387131 | az: -0.1064
ax: 1.01988 | ay: -0.28389 | az: -0.553879
ax: 1.05571 | ay: -0.366196 | az: -1.08304
ax: 1.07352 | ay: -1.5421 | az: -1.65628
ax: 1.08543 | ay: -0.557327 | az: -0.736053
ax: 0.878052 | ay: -1.59485 | az: -0.990158
ax: 0.0954132 | ay: -0.20903 | az: -0.831192
ax: -0.0441437 | ay: -0.293335 | az: -0.0943298
1: [20200927210243.920]
> sum ax: 17.0014 | sum ay: 9.10129 | sum az: 2.65823
>> avg ax: 0.340028 | avg ay: 0.182026 | avg az: 0.0531647
>>> vx: 3.33228 | vy: 1.78385 | vz: 0.521014
>>> sx: 1.44889 | sy: 1.94533 | sz: 1.13516
>>> a: 0.389332
>>> v: 3.81545
>>> s: 2.67809

ax: -0.785278 | ay: 0.496002 | az: 0.176315
ax: -0.22496 | ay: -0.299622 | az: 0.136627
ax: -0.833984 | ay: -0.555176 | az: -0.335342
ax: -0.823837 | ay: -0.767532 | az: -0.428375
ax: -0.732529 | ay: -0.674408 | az: -0.262146
ax: -0.736282 | ay: -0.348022 | az: -0.0982056
ax: -0.730301 | ay: -0.338089 | az: 0.0782623
ax: -0.73053 | ay: -0.102524 | az: 0.201477
ax: -0.688492 | ay: 0.0139313 | az: 0.205215
ax: -0.565903 | ay: -0.0902405 | az: 0.0658722
ax: -0.326401 | ay: -0.149734 | az: 0.153625
ax: -0.0631866 | ay: 0.00959778 | az: 0.165314
ax: 0.663956 | ay: 0.151794 | az: 0.145737
ax: 1.15553 | ay: 0.81015 | az: 0.51442
ax: 1.22839 | ay: 1.77965 | az: 0.865768
ax: 1.29358 | ay: 2.2876 | az: 1.05617
ax: 0.965714 | ay: 2.49144 | az: 1.4305
ax: 0.489792 | ay: 2.48558 | az: 1.82428
ax: 0.924332 | ay: 2.03712 | az: 0.76088
ax: 0.743088 | ay: -0.25882 | az: -1.41444
ax: -0.109299 | ay: -1.62453 | az: -0.859329
ax: 1.2238 | ay: 0.0172729 | az: 1.88586
ax: 1.0201 | ay: 0.382248 | az: 0.100784
ax: 0.221664 | ay: 0.855087 | az: 0.551773
ax: 0.288116 | ay: 0.675095 | az: -0.117981
ax: -0.0749054 | ay: 0.48204 | az: 0.44136
ax: 0.130997 | ay: 0.614029 | az: 0.120987
ax: 0.103363 | ay: 0.384445 | az: -0.0375214
ax: 0.0505066 | ay: -0.0039978 | az: 0.0345764
ax: 0.125351 | ay: -0.111359 | az: 0.108246
ax: 0.0190735 | ay: -0.0684662 | az: 0.0142517
ax: -0.0373077 | ay: 0.0371552 | az: -0.144547
ax: 0.0169067 | ay: 0.0686493 | az: -0.0313721
ax: 0.00654602 | ay: 0.112686 | az: 0.0798035
ax: 0.0848846 | ay: -0.157822 | az: 0.115005
ax: 0.0554352 | ay: -0.00546265 | az: 0.0972748
ax: 0.0174561 | ay: 0.0867462 | az: 0.0625916
ax: -0.0202484 | ay: 0.0856781 | az: -0.0410156
ax: 0.0440369 | ay: 0.0437012 | az: 0.00772095
ax: 0.0479736 | ay: -0.0204163 | az: 0.0477753
ax: 0.12439 | ay: -0.035675 | az: 0.103134
ax: 0.179626 | ay: -0.0653992 | az: 0.0717773
ax: 0.217896 | ay: -0.227188 | az: -0.039032
