steps: 219
ax: -0.0552216 | ay: -0.0376282 | az: 0.0660553
ax: -0.615692 | ay: -0.0530701 | az: 0.256271
ax: -0.571121 | ay: -1.27928 | az: 0.175095
ax: -0.373779 | ay: -0.28598 | az: 0.161728
ax: -0.206604 | ay: -0.5103 | az: -0.342422
ax: 0.103317 | ay: -0.436569 | az: -0.237732
ax: 0.012207 | ay: -0.33725 | az: -0.144379
ax: -0.0989685 | ay: -0.194534 | az: 0.0566864
ax: -0.216446 | ay: -0.129517 | az: 0.0964966
ax: -0.13649 | ay: -0.10672 | az: 0.142685
ax: -0.0689545 | ay: -0.16124 | az: -0.001297
ax: -0.0500488 | ay: -0.137253 | az: -0.0401917
ax: -0.0309753 | ay: -0.16806 | az: -0.0759888
ax: 0.0110931 | ay: -0.149155 | az: 0.0177917
ax: 0.00991821 | ay: -0.0624847 | az: 0.0970612
ax: 0.00952148 | ay: -0.0272217 | az: 0.0437012
ax: 0.00256348 | ay: -0.155106 | az: -0.00538635
ax: 0.00900269 | ay: -0.163574 | az: -0.0255585
ax: -0.0157623 | ay: -0.0841827 | az: 0.030426
ax: -0.0415955 | ay: -0.0645447 | az: 0.086441
ax: -0.0405121 | ay: -0.0373535 | az: 0.0588989
ax: -0.0397034 | ay: -0.0537872 | az: 0.0196686
ax: -0.0390015 | ay: -0.0613556 | az: -0.0192871
ax: -0.0637054 | ay: -0.0233459 | az: 0.0192566
ax: -0.156784 | ay: -0.0718384 | az: 0.0333405
ax: -0.166061 | ay: -0.0314331 | az: 0.0518799
ax: -0.218201 | ay: 0.0269775 | az: 0.0933533
ax: -0.330048 | ay: 0.0403137 | az: -0.0614319
ax: -0.386978 | ay: 0.125244 | az: -0.00482178
ax: -0.588043 | ay: 0.148758 | az: -0.000518799
ax: -0.753464 | ay: 0.273178 | az: -0.0685883
ax: -1.07031 | ay: 0.534195 | az: -0.23761
ax: -1.08275 | ay: 1.49521 | az: -0.643234
ax: -1.09682 | ay: 1.42628 | az: -0.0700378
ax: -0.850403 | ay: 0.8815 | az: -0.181458
ax: -0.74762 | ay: 0.898071 | az: -0.603607
ax: -0.225876 | ay: 0.958405 | az: -0.804886
ax: 0.757202 | ay: -0.288971 | az: -0.293961
ax: 0.324631 | ay: -0.50528 | az: -0.581039
ax: 0.225388 | ay: 0.627762 | az: 0.025116
ax: 0.738708 | ay: 0.898376 | az: -0.0292358
