steps: 0
ax: -0.612579 | ay: -1.74142 | az: 1.08354
ax: -0.0265045 | ay: 0.0890503 | az: 0.0722961
ax: -0.035553 | ay: 0.0555725 | az: 0.106827
ax: 0.00352478 | ay: 0.0706635 | az: 0.119675
ax: -0.0305176 | ay: 0.0852203 | az: 0.0342255
ax: -0.0491486 | ay: 0.0588989 | az: 0.0797729
ax: -0.072403 | ay: 0.0800781 | az: 0.0176544
ax: -0.0390167 | ay: 0.059082 | az: 0.0738068
ax: -0.0886078 | ay: 0.0562286 | az: 0.100616
ax: -0.0935974 | ay: 0.0606232 | az: 0.114639
ax: -0.137589 | ay: 0.108246 | az: 0.0897827
ax: -0.163956 | ay: 0.110092 | az: 0.0476379
ax: -0.277771 | ay: 0.18364 | az: 0.0584717
ax: -0.24527 | ay: 0.138992 | az: 0.110001
ax: -0.277222 | ay: 0.182678 | az: 0.0482941
ax: -0.403778 | ay: 0.128464 | az: -0.0883179
ax: -0.475662 | ay: 0.300537 | az: -0.141739
ax: -0.708374 | ay: 0.214249 | az: -0.0740814
ax: -1.07726 | ay: 0.281265 | az: 0.0567627
ax: -1.12325 | ay: 1.23459 | az: -0.627045
ax: -1.07884 | ay: 1.2813 | az: -0.0674744
ax: -0.867355 | ay: 0.838257 | az: -0.292633
ax: -0.840546 | ay: 0.594849 | az: -0.472717
ax: -0.201492 | ay: 0.37175 | az: -0.779617
ax: 0.972183 | ay: -0.0819397 | az: -0.203842
ax: -0.0768127 | ay: -0.471664 | az: -0.16246
ax: 0.502014 | ay: 0.5383 | az: 0.010788
ax: 0.716049 | ay: 0.917816 | az: -0.083313
ax: 0.664749 | ay: 0.739838 | az: -0.128479
ax: 0.667007 | ay: 0.626129 | az: -0.0391541
ax: 0.634293 | ay: 0.536911 | az: 0.0169373
ax: 0.577698 | ay: 0.42128 | az: -0.00769043
ax: 0.549896 | ay: 0.354523 | az: -0.0532837
ax: 0.45932 | ay: 0.372803 | az: 0.011795
ax: 0.26828 | ay: 0.134949 | az: 0.0497437
ax: 0.0799713 | ay: 0.150223 | az: 0.202499
ax: -0.152573 | ay: -0.0198364 | az: 0.0880127
ax: -0.379868 | ay: -0.315323 | az: 0.0495605
ax: -0.492767 | ay: -0.631927 | az: -0.0404816
ax: -0.618958 | ay: -0.721039 | az: -0.0822296
ax: -0.656952 | ay: -0.812134 | az: -0.0656586
ax: -0.729202 | ay: -0.922897 | az: 0.00653076
ax: -0.721451 | ay: -1.04715 | az: 0.145615
ax: -0.669922 | ay: -1.1076 | az: 0.316879
ax: -0.54866 | ay: -1.13995 | az: 0.481766
ax: -0.43219 | ay: -1.27881 | az: 0.475159
ax: -0.338043 | ay: -1.31668 | az: 0.458542
ax: -0.403641 | ay: -1.52979 | az: 0.420563
ax: -0.0888672 | ay: -0.462051 | az: 0.425018
ax: -0.209427 | ay: 1.8671 | az: 0.263565
time: 1
[20210811061632.778]
> sum ax: -9.35063 | sum ay: -0.356033 | sum az: 2.22676
>> avg ax: -0.187013 | avg ay: -0.00712067 | avg az: 0.0445352
>>> vx: -0.916362 | vy: -0.0348913 | vz: 0.218223
>>> sx: -0.440821 | sy: 0.269289 | sz: 0.0559902
>>> a: 0.192374
>>> v: 0.942633
>>> s: 0.519591

ax: -0.498184 | ay: -0.481766 | az: 0.36441
ax: -0.416061 | ay: -0.11087 | az: -0.0460968
ax: -0.145004 | ay: 0.114182 | az: -0.0549927
ax: -0.0686951 | ay: -0.238083 | az: -0.266403
ax: -0.0336456 | ay: -0.177643 | az: -0.0877991
ax: -0.0302582 | ay: -0.045166 | az: 0.0796814
ax: -0.0555725 | ay: 0.141235 | az: 0.116974
ax: -0.054718 | ay: 0.166031 | az: 0.0780182
ax: -0.0119781 | ay: 0.127258 | az: -0.0121307
ax: -0.026413 | ay: 0.160828 | az: -0.019165
ax: -0.0351868 | ay: 0.157104 | az: -0.0913696
ax: -0.026474 | ay: 0.186966 | az: -0.083847
ax: 0.0108795 | ay: 0.201172 | az: 0.0168762
ax: -0.0533142 | ay: 0.180359 | az: 0.054657
ax: -0.0424957 | ay: 0.193375 | az: 0.00952148
ax: 0.00491333 | ay: 0.165298 | az: -0.0379791
ax: -0.0459747 | ay: 0.15744 | az: -0.0320892
ax: -0.0308533 | ay: 0.19931 | az: 0.00323486
ax: -0.026947 | ay: 0.186905 | az: 0.0100555
ax: -0.0538025 | ay: 0.17569 | az: -0.0218201
ax: -0.0447083 | ay: 0.149689 | az: -0.0458984
ax: -0.0350342 | ay: 0.114182 | az: 0.00619507
ax: -0.0493774 | ay: 0.132278 | az: 0.00682068
ax: -0.0973206 | ay: 0.188705 | az: -0.0248108
ax: -0.139923 | ay: 0.133835 | az: 0.00895691
ax: -0.151779 | ay: 0.223892 | az: -0.0129395
ax: -0.179581 | ay: 0.192429 | az: -0.052002
ax: -0.250961 | ay: 0.21788 | az: -0.0437469
ax: -0.255905 | ay: 0.227051 | az: -0.105759
ax: -0.322922 | ay: 0.20578 | az: -0.155197
ax: -0.449661 | ay: 0.242889 | az: -0.179367
ax: -0.735138 | ay: 0.413269 | az: -0.143967
ax: -1.09596 | ay: 0.258926 | az: -0.102753
ax: -1.12386 | ay: 0.81842 | az: -0.473022
ax: -1.06157 | ay: 1.3092 | az: -0.385361
ax: -0.882462 | ay: 0.914551 | az: -0.117783
ax: -0.616562 | ay: 0.669525 | az: -0.597
ax: -0.337952 | ay: 0.313507 | az: -0.562103
ax: 0.538422 | ay: 0.513626 | az: -0.358063
ax: -0.134995 | ay: -0.227829 | az: -0.252075
ax: 0.27449 | ay: 0.216644 | az: -0.0759125
ax: 0.568909 | ay: 0.851532 | az: -0.160751
ax: 0.54451 | ay: 0.866867 | az: -0.182098
ax: 0.552124 | ay: 0.713593 | az: -0.126053
ax: 0.578888 | ay: 0.623306 | az: -0.0797577
ax: 0.552963 | ay: 0.455536 | az: -0.0975189
ax: 0.527695 | ay: 0.472702 | az: -0.101517
ax: 0.505814 | ay: 0.477203 | az: -0.0645599
ax: 0.404663 | ay: 0.404816 | az: -0.0107117
ax: 0.255997 | ay: 0.283691 | az: -0.0123444
time: 2
[20210811061633.778]
> sum ax: -4.30098 | sum ay: 13.8373 | sum az: -4.52136
>> avg ax: -0.0860196 | avg ay: 0.276747 | avg az: -0.0904272
>>> vx: -0.421496 | vy: 1.35606 | vz: -0.443094
>>> sx: -0.361791 | sy: 0.39931 | sz: -0.120863
>>> a: 0.303587
>>> v: 1.48758
>>> s: 0.552222

ax: 0.0437927 | ay: 0.180527 | az: 0.0106201
ax: -0.211884 | ay: 0.143021 | az: 0.0872345
ax: -0.56897 | ay: 0.0288696 | az: 0.186691
ax: -1.03636 | ay: -0.648468 | az: 0.0503693
ax: -1.06374 | ay: -1.38144 | az: -0.0439911
ax: -1.0925 | ay: -1.9084 | az: -0.0605316
ax: -0.87709 | ay: -1.86563 | az: -0.252945
ax: -0.692581 | ay: -2.01509 | az: -0.153839
ax: -0.500275 | ay: -1.92996 | az: 0.493179
ax: -0.424698 | ay: -1.64494 | az: 0.791504
ax: -0.22406 | ay: -1.67929 | az: 0.719147
ax: -0.206116 | ay: -0.962585 | az: 0.0409393
ax: -0.290894 | ay: 1.67557 | az: -0.086853
ax: -0.665466 | ay: -0.788818 | az: 0.515472
ax: -0.604141 | ay: -0.519455 | az: -0.253357
ax: -0.123703 | ay: -0.104324 | az: 0.190643
ax: -0.190109 | ay: -0.48735 | az: -0.141937
ax: 0.0146637 | ay: -0.177704 | az: 0.105438
ax: 0.0301666 | ay: -0.0797119 | az: 0.0145569
