steps: 0
ax: -0.728882 | ay: 0.330841 | az: -0.200256
ax: 0.0173187 | ay: -0.140015 | az: -0.0661926
ax: 0.0288086 | ay: -0.164429 | az: -0.21373
ax: 0.0541229 | ay: -0.166306 | az: -0.152512
ax: -0.00167847 | ay: 0.0974426 | az: 0.171249
ax: -0.0532074 | ay: 0.0127563 | az: 0.172546
ax: -0.0351257 | ay: -0.082489 | az: 0.0199738
ax: 0.00294495 | ay: -0.116486 | az: -0.115921
ax: -0.00794983 | ay: -0.00360107 | az: -0.0784149
ax: -0.030426 | ay: 0.0323944 | az: 0.0609283
ax: -0.0322266 | ay: -0.0118713 | az: 0.0613251
ax: -0.0257568 | ay: 0.00819397 | az: 0.0362396
ax: -0.0303955 | ay: -0.0212555 | az: -0.028656
ax: -0.00201416 | ay: -0.0896454 | az: 0.00802612
ax: -0.0224152 | ay: -0.0596466 | az: 0.0486298
ax: -0.0527649 | ay: -0.00102234 | az: 0.0532227
ax: -0.104095 | ay: 0.0196991 | az: 0.0104218
ax: -0.130341 | ay: 0.0504761 | az: -0.0183868
ax: -0.217087 | ay: 0.167007 | az: 0.118698
ax: -0.205658 | ay: 0.0543365 | az: 0.111557
ax: -0.202911 | ay: 0.043869 | az: 0.0655975
ax: -0.345627 | ay: 0.107834 | az: 0.0117493
ax: -0.389252 | ay: 0.0812073 | az: -0.141785
ax: -0.533813 | ay: 0.144897 | az: -0.0472412
ax: -0.827927 | ay: 0.271835 | az: -0.0174408
ax: -1.11134 | ay: 0.754318 | az: -0.188904
ax: -0.920212 | ay: 1.29918 | az: -0.29274
ax: -0.974365 | ay: 0.785263 | az: 0.0795746
ax: -0.689453 | ay: 0.54097 | az: -0.404846
ax: -0.514511 | ay: 0.540009 | az: -0.396469
ax: 0.281387 | ay: 0.406952 | az: -0.363998
ax: -0.0511475 | ay: 0.193665 | az: -0.186722
ax: 0.325531 | ay: 0.189224 | az: -0.166809
ax: 0.49176 | ay: 0.736008 | az: -0.0785522
ax: 0.574142 | ay: 0.835358 | az: 0.0144043
ax: 0.604446 | ay: 0.72377 | az: 0.0254517
ax: 0.597321 | ay: 0.607025 | az: 0.0125885
ax: 0.558456 | ay: 0.453796 | az: 0.00242615
ax: 0.509796 | ay: 0.388397 | az: 0.0413208
ax: 0.458084 | ay: 0.271622 | az: -0.000411987
ax: 0.377518 | ay: 0.320984 | az: 0.0179291
ax: 0.216766 | ay: 0.256882 | az: -0.00140381
ax: 0.0206909 | ay: 0.203262 | az: 0.000808716
ax: -0.231766 | ay: 0.0411377 | az: 0.0547638
ax: -0.556168 | ay: -0.215317 | az: -0.00257874
ax: -0.902206 | ay: -0.685257 | az: -0.121445
ax: -1.0638 | ay: -1.20766 | az: -0.168289
ax: -1.09811 | ay: -1.52983 | az: -0.0667725
ax: -1.0499 | ay: -1.48793 | az: 0.152405
ax: -0.859406 | ay: -1.5451 | az: 0.399689
time: 1
[20210812051854.274]
> sum ax: -8.88284 | sum ay: 3.44275 | sum az: -1.76895
>> avg ax: -0.177657 | avg ay: 0.068855 | avg az: -0.035379
>>> vx: -0.870519 | vy: 0.337389 | vz: -0.173357
>>> sx: -0.344687 | sy: 0.325925 | sz: -0.0997263
>>> a: 0.19379
>>> v: 0.949572
>>> s: 0.484749

ax: -0.574585 | ay: -1.97646 | az: 0.608536
ax: -0.518906 | ay: -1.92197 | az: 0.201721
ax: -0.253006 | ay: -1.82349 | az: -0.0170288
ax: -0.137695 | ay: 0.282898 | az: 0.404037
ax: -0.414215 | ay: 1.47496 | az: 0.328278
ax: -0.678375 | ay: -0.929977 | az: 0.37056
ax: -0.255096 | ay: -0.494827 | az: -0.419739
ax: -0.264313 | ay: -0.343155 | az: 0.033493
ax: -0.147629 | ay: -0.771072 | az: 0.0279388
ax: -0.149384 | ay: -0.412048 | az: -0.0132599
ax: 0.0474854 | ay: 0.0435028 | az: -0.0213013
ax: 0.0438995 | ay: 0.0288696 | az: -0.0151672
ax: -0.117264 | ay: -0.0956726 | az: 0.0321198
ax: -0.0306091 | ay: -0.0610657 | az: 0.0378876
ax: 0.00915527 | ay: -0.0176086 | az: -0.12973
ax: 0.0266418 | ay: -0.0126801 | az: -0.0716095
ax: -0.0259399 | ay: 0.00370789 | az: 0.115463
ax: -0.0333099 | ay: -0.0498047 | az: 0.10498
ax: -0.0210114 | ay: -0.0520325 | az: -0.00970459
ax: -0.021637 | ay: -0.00463867 | az: 0.00247192
ax: -0.00210571 | ay: -0.00454712 | az: -0.0115814
ax: -0.0277557 | ay: -0.0324554 | az: -0.00326538
ax: -0.0298004 | ay: -0.00775146 | az: 0.0374298
ax: -0.0273743 | ay: -0.00323486 | az: 0.0379791
ax: -0.0524902 | ay: -0.00860596 | az: 0.00512695
ax: -0.0707703 | ay: -0.0713348 | az: 0.0235138
ax: 0.00686646 | ay: -0.0259399 | az: 0.0474854
ax: -0.0899506 | ay: 0.0837708 | az: 0.0546417
ax: -0.0915222 | ay: -0.00717163 | az: -0.00782776
ax: -0.14682 | ay: 0.0465851 | az: 0.00852966
ax: -0.211456 | ay: 0.102188 | az: 0.0519257
ax: -0.209259 | ay: 0.126282 | az: 0.0803375
ax: -0.213928 | ay: 0.162842 | az: 0.0121155
ax: -0.27179 | ay: 0.0948486 | az: -0.0616455
ax: -0.363266 | ay: 0.121826 | az: -0.15387
ax: -0.572662 | ay: 0.170639 | az: -0.0541229
ax: -0.9534 | ay: 0.348495 | az: -0.129868
ax: -1.12077 | ay: 1.1554 | az: -0.422043
ax: -1.0192 | ay: 1.28943 | az: 0.125168
ax: -0.817505 | ay: 0.555084 | az: -0.111298
ax: -0.734375 | ay: 0.517639 | az: -0.350174
ax: -0.314758 | ay: 0.535355 | az: -0.457657
ax: 0.303329 | ay: -0.0316162 | az: -0.29068
ax: 0.21347 | ay: -0.260254 | az: -0.231049
ax: 0.293213 | ay: 0.447098 | az: -0.072052
ax: 0.507202 | ay: 0.870132 | az: 0.0180359
ax: 0.57135 | ay: 0.717651 | az: 0.0763092
ax: 0.602112 | ay: 0.497253 | az: 0.000335693
ax: 0.608093 | ay: 0.413742 | az: 0.0271606
ax: 0.605209 | ay: 0.256531 | az: 0.0409241
time: 2
[20210812051855.276]
> sum ax: -7.1459 | sum ay: 0.927322 | sum az: -0.140167
>> avg ax: -0.142918 | avg ay: 0.0185464 | avg az: -0.00280334
>>> vx: -0.700299 | vy: 0.0908775 | vz: -0.0137364
>>> sx: -0.490292 | sy: -0.51031 | sz: 0.117022
>>> a: 0.144144
>>> v: 0.706304
>>> s: 0.717285

ax: 0.559189 | ay: 0.235977 | az: 0.02211
ax: 0.507141 | ay: 0.205261 | az: -0.00627136
ax: 0.379166 | ay: 0.153351 | az: -0.0518494
ax: 0.258194 | ay: 0.186432 | az: -0.015564
ax: 0.0946503 | ay: -0.0122681 | az: -0.0399475
ax: -0.0311432 | ay: -0.243118 | az: -0.133087
ax: -0.187927 | ay: -0.353256 | az: -0.154068
ax: -0.402573 | ay: -0.64061 | az: -0.221146
ax: -0.5681 | ay: -0.96788 | az: -0.184494
ax: -0.727142 | ay: -1.2683 | az: -0.166611
ax: -0.809845 | ay: -1.38741 | az: -0.0988617
ax: -0.639206 | ay: -1.30998 | az: -0.123993
ax: -0.513626 | ay: -1.38271 | az: -0.142151
ax: -0.356628 | ay: -1.43839 | az: 0.0782318
ax: -0.640717 | ay: -1.39221 | az: 0.126877
ax: -0.255844 | ay: -1.2934 | az: 0.548874
ax: -0.19519 | ay: 0.574097 | az: 0.515701
ax: -0.280426 | ay: 1.58217 | az: 0.267776
ax: -0.660522 | ay: -1.06979 | az: 0.449493
ax: -0.131851 | ay: -0.273697 | az: -0.358902
ax: -0.192581 | ay: -0.306503 | az: -0.123734
ax: -0.109879 | ay: -0.565948 | az: -0.193695
ax: -0.111176 | ay: -0.322739 | az: 0.0750275
ax: 0.0472717 | ay: 0.115082 | az: 0.0960236
ax: -0.0526886 | ay: -0.109894 | az: 0.0865326
ax: -0.122086 | ay: 0.0622406 | az: 0.0610504
ax: -0.0143585 | ay: -0.00540161 | az: -0.00701904
ax: 0.0101166 | ay: -0.0279083 | az: -0.204147
ax: -0.00727844 | ay: 0.148697 | az: 0.0321045
ax: -0.036377 | ay: 0.000534058 | az: 0.0954895
ax: -0.0246735 | ay: -0.0244751 | az: 0.0192413
ax: 0.00328064 | ay: 0.010849 | az: -0.0144958
ax: -0.00563049 | ay: 0.0576019 | az: -0.056778
ax: -0.0442047 | ay: 0.0301514 | az: -0.0187531
ax: -0.00883484 | ay: -0.0039978 | az: 0.0400238
ax: -0.0222931 | ay: 0.0212097 | az: 0.0650787
ax: 0.0035553 | ay: 0.0604095 | az: 0.0204315
ax: -0.0185699 | ay: 0.0520935 | az: -0.0137634
ax: -0.0390778 | ay: 0.00157166 | az: 0.0295563
ax: -0.0274506 | ay: 0.00883484 | az: 0.0740204
ax: -0.0287018 | ay: 0.01828 | az: 0.0693359
ax: -0.043869 | ay: 0.05513 | az: 0.0491638
ax: -0.0445862 | ay: 0.053009 | az: 0.0119629
ax: -0.0899048 | ay: 0.0115204 | az: -0.0171967
ax: -0.103241 | ay: 0.051712 | az: -0.023407
ax: -0.10701 | ay: 0.0943756 | az: -0.0239258
ax: -0.147064 | ay: 0.0826416 | az: -0.0476074
ax: -0.208908 | ay: 0.0989838 | az: -0.0220795
ax: -0.241989 | ay: 0.140121 | az: 0.0030365
ax: -0.278168 | ay: 0.132721 | az: 0.0424957
time: 3
[20210812051856.300]
> sum ax: -6.66878 | sum ay: -10.1548 | sum az: 0.416092
>> avg ax: -0.133376 | avg ay: -0.203096 | avg az: 0.00832184
>>> vx: -0.65354 | vy: -0.995172 | vz: 0.040777
>>> sx: -0.353009 | sy: -0.807817 | sz: 0.000558064
>>> a: 0.243118
>>> v: 1.19128
>>> s: 0.88158

ax: -0.369949 | ay: 0.192429 | az: 0.0517883
ax: -0.488922 | ay: 0.2491 | az: 0.10054
ax: -0.674988 | ay: 0.437393 | az: -0.0884094
ax: -0.947586 | ay: 0.879944 | az: -0.329758
ax: -1.01735 | ay: 1.35855 | az: -0.448746
ax: -0.901108 | ay: 0.715546 | az: 0.0936279
ax: -0.648621 | ay: 0.236542 | az: -0.254135
ax: -0.642044 | ay: 0.373642 | az: -0.389832
ax: 0.123474 | ay: 0.522018 | az: -0.407562
ax: 0.170273 | ay: 0.357117 | az: -0.153839
ax: 0.465973 | ay: 0.0162048 | az: -0.321075
ax: 0.379471 | ay: 0.48494 | az: -0.0139618
ax: 0.484268 | ay: 0.747787 | az: 0.0942841
ax: 0.529541 | ay: 0.727493 | az: 0.0500641
ax: 0.535309 | ay: 0.562653 | az: -0.118484
ax: 0.505432 | ay: 0.438934 | az: -0.0807037
ax: 0.459839 | ay: 0.307831 | az: -0.0320435
ax: 0.363846 | ay: 0.206497 | az: -0.0299835
ax: 0.300629 | ay: 0.287262 | az: -0.0593262
ax: 0.167648 | ay: 0.215042 | az: -0.131561
ax: -0.0317688 | ay: 0.176941 | az: -0.108353
ax: -0.198517 | ay: -0.000488281 | az: -0.113022
ax: -0.371201 | ay: -0.324188 | az: -0.152023
ax: -0.50264 | ay: -0.59288 | az: -0.238205
ax: -0.611649 | ay: -0.839752 | az: -0.295105
ax: -0.721024 | ay: -1.09515 | az: -0.21196
ax: -0.692322 | ay: -1.31267 | az: -0.18074
ax: -0.659836 | ay: -1.3257 | az: -0.0797577
ax: -0.463776 | ay: -1.40039 | az: 0.0984344
ax: -0.362946 | ay: -1.48169 | az: 0.353455
ax: -0.285477 | ay: -1.52464 | az: 0.431076
ax: -0.312469 | ay: -1.27197 | az: 0.500031
ax: -0.228928 | ay: -0.708496 | az: 0.27916
ax: -0.281876 | ay: 1.72775 | az: 0.123413
ax: -0.581726 | ay: -0.388626 | az: 0.533447
ax: -0.391525 | ay: -0.648163 | az: -0.267548
ax: -0.334671 | ay: -0.200592 | az: -0.101547
ax: -0.0154419 | ay: -0.512115 | az: -0.147385
ax: -0.0516663 | ay: -0.25592 | az: -0.0223389
ax: -0.0483704 | ay: -0.0177765 | az: 0.0277863
ax: 0.0747223 | ay: 0.0793152 | az: 0.00547791
ax: 0.0310211 | ay: -0.0189362 | az: 0.0540466
ax: -0.0561371 | ay: 0.0497742 | az: 0.0393829
ax: -0.0155945 | ay: 0.0760803 | az: -0.0603943
ax: 0.0402374 | ay: 0.0487976 | az: -0.130249
ax: -0.00552368 | ay: 0.0475616 | az: -0.0406799
ax: -0.0351868 | ay: 0.106522 | az: 0.105576
ax: -0.0473633 | ay: 0.041626 | az: 0.0713806
ax: -0.00566101 | ay: 0.029129 | az: -0.0295105
ax: 0.0237427 | ay: 0.0326233 | az: -0.0576019
time: 4
[20210812051857.283]
> sum ax: -8.34843 | sum ay: -2.1871 | sum az: -2.08287
>> avg ax: -0.166969 | avg ay: -0.0437421 | avg az: -0.0416574
>>> vx: -0.818147 | vy: -0.214336 | vz: -0.204121
>>> sx: -0.500685 | sy: 0.252162 | sz: -0.202782
>>> a: 0.177559
>>> v: 0.87004
>>> s: 0.596148

ax: 0.0131989 | ay: 0.0343018 | az: -0.0166931
ax: -0.0175018 | ay: 0.10228 | az: 0.0526428
ax: -0.0142822 | ay: 0.0784149 | az: 0.0399017
ax: -0.0373383 | ay: 0.0619507 | az: 0.00358582
ax: -0.0226746 | ay: 0.0262146 | az: 0.00370789
ax: -0.00733948 | ay: 0.0403137 | az: 0.029892
ax: -0.00930786 | ay: 0.0817261 | az: 0.0458984
ax: -0.0430908 | ay: 0.0586395 | az: -0.0173492
ax: -0.0924988 | ay: 0.0469513 | az: -0.00871277
ax: -0.0938416 | ay: 0.0406342 | az: -0.00271606
ax: -0.110687 | ay: 0.123245 | az: -0.0281525
ax: -0.0945587 | ay: 0.147827 | az: -0.0363464
ax: -0.184204 | ay: 0.153503 | az: -0.00872803
ax: -0.190674 | ay: 0.164093 | az: 0.0119781
ax: -0.286469 | ay: 0.125137 | az: 0.0299683
ax: -0.332031 | ay: 0.163757 | az: -0.0305023
ax: -0.412735 | ay: 0.142059 | az: -0.0332336
ax: -0.667725 | ay: 0.220596 | az: 0.0122223
ax: -0.8983 | ay: 0.320938 | az: -0.140411
ax: -1.0798 | ay: 0.981415 | az: -0.321335
ax: -0.814865 | ay: 1.397 | az: -0.250839
ax: -0.872116 | ay: 0.783981 | az: 0.0826111
ax: -0.5466 | ay: 0.452713 | az: -0.379135
ax: -0.488998 | ay: 0.345001 | az: -0.407318
ax: 0.27359 | ay: 0.353043 | az: -0.364639
ax: -0.018219 | ay: 0.193085 | az: -0.133865
ax: 0.375687 | ay: 0.170715 | az: -0.286819
ax: 0.46051 | ay: 0.825928 | az: -0.0568695
ax: 0.535233 | ay: 0.835938 | az: -0.0215607
ax: 0.564819 | ay: 0.666077 | az: -0.0359192
ax: 0.549362 | ay: 0.52684 | az: -0.0635071
ax: 0.557785 | ay: 0.452591 | az: -0.0481873
ax: 0.523315 | ay: 0.434387 | az: -0.00759888
ax: 0.481064 | ay: 0.435211 | az: -0.0140381
ax: 0.387772 | ay: 0.446182 | az: 0.021637
ax: 0.215469 | ay: 0.407501 | az: 0.0638275
ax: -0.000305176 | ay: 0.300385 | az: 0.119339
ax: -0.352036 | ay: 0.0103149 | az: 0.0509491
ax: -0.72876 | ay: -0.42981 | az: -0.1194
ax: -0.947266 | ay: -0.761917 | az: -0.169128
ax: -1.03629 | ay: -1.07211 | az: -0.254471
ax: -1.02573 | ay: -1.25218 | az: -0.42186
ax: -0.737915 | ay: -1.41495 | az: -0.464157
ax: -0.408356 | ay: -1.59435 | az: -0.328506
ax: -0.342575 | ay: -1.69258 | az: 0.169678
ax: -0.240036 | ay: -1.51553 | az: 0.351288
ax: -0.326599 | ay: -1.12125 | az: 0.238098
ax: -0.196304 | ay: -1.15387 | az: -0.0358734
ax: -0.196991 | ay: 1.07545 | az: 0.224564
ax: -0.385193 | ay: 0.213135 | az: 0.168243
time: 5
[20210812051858.264]
> sum ax: -9.3224 | sum ay: 1.43094 | sum az: -2.78784
>> avg ax: -0.186448 | avg ay: 0.0286188 | avg az: -0.0557568
>>> vx: -0.913595 | vy: 0.140232 | vz: -0.273208
>>> sx: -0.38054 | sy: 0.46756 | sz: -0.138743
>>> a: 0.1967
>>> v: 0.963828
>>> s: 0.618606

ax: -0.386734 | ay: -0.610291 | az: 0.0535431
ax: -0.233459 | ay: -0.25972 | az: 0.00178528
ax: -0.139252 | ay: -0.236267 | az: -0.0474854
ax: -0.096283 | ay: -0.429977 | az: -0.148178
ax: 0.0411682 | ay: -0.00654602 | az: 0.0969391
ax: 0.0688477 | ay: 0.0961151 | az: -0.0237122
ax: 0.00663757 | ay: -0.0617065 | az: -0.0606537
ax: -0.0577087 | ay: -0.016571 | az: 0.0122223
ax: -0.0632324 | ay: 0.018158 | az: -0.00849915
ax: -0.0243378 | ay: 0.0444946 | az: -0.114944
ax: -0.014389 | ay: 0.00434875 | az: -0.131393
ax: -0.00950623 | ay: 0.0431519 | az: 0.0468597
ax: -0.00500488 | ay: 0.0242615 | az: 0.0299683
ax: -0.00204468 | ay: 0.0543365 | az: -0.00498962
ax: -0.00666809 | ay: 0.0876465 | az: -0.00201416
ax: -0.0193481 | ay: -0.0268707 | az: -0.016449
ax: -0.00166321 | ay: 0.0350647 | az: 0.0329132
ax: 0.00759888 | ay: 0.0618896 | az: 0.0290375
ax: -0.0197144 | ay: 0.0281525 | az: -0.0108337
ax: -0.0326996 | ay: 0.00480652 | az: 0.00346375
ax: -0.0106964 | ay: -0.00413513 | az: 0.0018158
ax: 0.000442505 | ay: 0.024292 | az: 0.0460205
ax: -0.0341492 | ay: 0.0744476 | az: 0.0108948
ax: -0.0863953 | ay: 0.0737915 | az: -0.0410004
ax: -0.089386 | ay: 0.0493011 | az: -0.00991821
ax: -0.118057 | ay: 0.0814972 | az: 0.0215454
ax: -0.127777 | ay: 0.103531 | az: -0.0265503
ax: -0.161957 | ay: 0.108978 | az: 0.0100708
ax: -0.17276 | ay: 0.167343 | az: 0.0705566
ax: -0.25853 | ay: 0.161575 | az: -0.0663147
ax: -0.338058 | ay: 0.130447 | az: -0.0765076
ax: -0.481293 | ay: 0.205368 | az: -0.0455933
ax: -0.704269 | ay: 0.347504 | az: -0.212006
ax: -0.906616 | ay: 0.694763 | az: -0.29483
ax: -0.980835 | ay: 1.11369 | az: -0.245239
