steps: 213
ax: -1.10852 | ay: -1.2907 | az: 0.188599
ax: -1.03343 | ay: -2.42776 | az: -0.129913
ax: -0.749344 | ay: -2.41605 | az: 0.597778
ax: -0.735886 | ay: -1.63158 | az: 0.197296
ax: -0.496902 | ay: 1.67519 | az: 0.790146
ax: -0.433273 | ay: 0.46376 | az: 0.765869
ax: -0.775009 | ay: -1.05281 | az: -0.113129
ax: -0.0457306 | ay: -0.13121 | az: 0.00126648
ax: -0.268829 | ay: -0.746811 | az: -0.897858
ax: -0.0534821 | ay: -0.434708 | az: 0.159958
ax: -0.135101 | ay: -0.272446 | az: 0.0469208
ax: -0.0478058 | ay: 0.239685 | az: 0.280975
ax: -0.11702 | ay: 0.262665 | az: 0.255249
ax: 0.0201263 | ay: 0.134094 | az: -0.145569
ax: 0.039505 | ay: 0.00498962 | az: -0.225662
ax: 0.0569 | ay: -0.0243378 | az: -0.118591
ax: -0.0127411 | ay: 0.122314 | az: 0.0461121
ax: -0.0466003 | ay: 0.285263 | az: 0.240341
ax: 0.0218353 | ay: 0.0398254 | az: -0.0294189
ax: 0.0378418 | ay: -0.0396881 | az: -0.08638
ax: -0.00326538 | ay: 0.0760803 | az: -0.0454865
ax: -0.0547333 | ay: 0.110855 | az: 0.061615
ax: -0.0566406 | ay: 0.0911255 | az: 0.0389709
ax: -0.0603485 | ay: 0.0562439 | az: -0.028595
ax: -0.072464 | ay: 0.0688782 | az: -0.0372162
ax: -0.0917358 | ay: 0.0747833 | az: -0.004776
ax: -0.0928192 | ay: 0.143265 | az: 0.07164
ax: -0.169952 | ay: 0.215134 | az: 0.0278931
ax: -0.286163 | ay: 0.235626 | az: -0.0568848
ax: -0.282227 | ay: 0.246094 | az: -0.0661469
ax: -0.440857 | ay: 0.336243 | az: 0.141953
ax: -0.483231 | ay: 0.38298 | az: 0.127579
ax: -0.733505 | ay: 0.428543 | az: -0.189346
ax: -1.09312 | ay: 0.33725 | az: -0.344833
ax: -1.11127 | ay: 1.62657 | az: -0.865128
ax: -1.12979 | ay: 1.39156 | az: 0.141449
ax: -1.07629 | ay: 1.56372 | az: -0.846756
ax: -0.699326 | ay: 0.889328 | az: -0.89711
ax: 0.359039 | ay: 1.01801 | az: -0.445786
ax: 0.264771 | ay: -0.661118 | az: -0.414871
ax: 0.262421 | ay: -0.843704 | az: -0.165085
ax: 0.4216 | ay: 0.379547 | az: 0.0682831
ax: 0.964844 | ay: 0.886215 | az: -0.131607
ax: 0.784836 | ay: 0.978821 | az: -0.14949
ax: 0.790207 | ay: 0.940903 | az: -0.0281982
ax: 0.781433 | ay: 0.700439 | az: 0.012207
ax: 0.69783 | ay: 0.44313 | az: -0.0512543
ax: 0.670914 | ay: 0.244156 | az: -0.0531921
ax: 0.600433 | ay: 0.140533 | az: -0.0209503
ax: 0.562088 | ay: 0.176819 | az: 0.00169373
time: 1
[20210805063301.401]
> sum ax: -6.6608 | sum ay: 5.43771 | sum az: -2.32544
>> avg ax: -0.133216 | avg ay: 0.108754 | avg az: -0.0465088
>>> vx: -0.652758 | vy: 0.532896 | vz: -0.227893
>>> sx: -0.725634 | sy: -0.367106 | sz: 0.0648533
>>> a: 0.178149
>>> v: 0.87293
>>> s: 0.815792

ax: 0.306625 | ay: 0.221695 | az: 0.0271759
ax: -0.0830536 | ay: -0.0409393 | az: 0.0116882
ax: -0.578934 | ay: -0.321793 | az: 0.26622
ax: -1.07884 | ay: -0.73439 | az: 0.289688
ax: -1.13155 | ay: -1.39975 | az: -0.0106201
ax: -1.18179 | ay: -2.05775 | az: -0.11412
ax: -1.22427 | ay: -2.20132 | az: -0.375595
ax: -1.24222 | ay: -2.54099 | az: 1.08363
ax: -0.826859 | ay: -2.25414 | az: 0.595291
ax: -0.0105591 | ay: 0.557846 | az: -0.745453
ax: -0.486282 | ay: 1.5538 | az: 1.20972
ax: -1.05531 | ay: -0.738663 | az: 0.352341
ax: -0.742279 | ay: -0.701904 | az: 0.175858
ax: 0.0813904 | ay: -0.339981 | az: 0.0516663
ax: -0.30098 | ay: -1.21449 | az: -0.604568
ax: 0.00216675 | ay: -0.312164 | az: 0.187683
ax: -0.172791 | ay: -0.343658 | az: 0.101196
ax: -0.0232544 | ay: 0.00997925 | az: 0.0847931
ax: -0.0839233 | ay: 0.0212097 | az: 0.196198
ax: -0.0993958 | ay: 0.10878 | az: 0.0157471
ax: 0.0174561 | ay: 0.0465546 | az: 0.00186157
ax: 0.011261 | ay: -0.122131 | az: -0.120605
ax: 0.049469 | ay: 0.0405579 | az: 0.0189056
ax: -0.0211487 | ay: 0.0319214 | az: 0.0832672
ax: -0.00679016 | ay: 0.0169525 | az: 0.144043
ax: -0.0153198 | ay: 0.0343781 | az: 0.038559
ax: -0.0209503 | ay: 0.0545807 | az: -0.0300598
ax: -0.000183105 | ay: 0.0068512 | az: 0.0447998
ax: -0.0166168 | ay: 0.0284576 | az: 0.0671082
ax: -0.053421 | ay: 0.0588837 | az: 0.045166
ax: -0.10376 | ay: -4.57764e-05 | az: 0.0275421
ax: -0.127136 | ay: 0.0429077 | az: 0.0119629
ax: -0.125031 | ay: 0.0490417 | az: 0.0159149
ax: -0.235153 | ay: 0.193222 | az: 0.0499115
ax: -0.332047 | ay: 0.143524 | az: 0.0163879
ax: -0.337051 | ay: 0.188141 | az: -0.0812225
ax: -0.448349 | ay: 0.273376 | az: 0.0787506
ax: -0.504654 | ay: 0.330597 | az: 0.0393372
ax: -0.760025 | ay: 0.333176 | az: -0.0371246
ax: -1.07561 | ay: 0.564697 | az: -0.328171
ax: -1.08873 | ay: 1.9808 | az: -0.803696
ax: -1.09106 | ay: 0.954376 | az: 0.0565338
ax: -0.88884 | ay: 0.863022 | az: -0.7099
ax: -0.762375 | ay: 0.639481 | az: -0.707016
ax: 0.342712 | ay: 0.710571 | az: -0.394196
ax: 0.0814362 | ay: -0.376236 | az: -0.259079
ax: 0.171631 | ay: -0.474869 | az: -0.182175
ax: 0.603683 | ay: 0.470337 | az: 0.089798
ax: 0.835358 | ay: 0.825394 | az: -0.0447693
ax: 0.790771 | ay: 0.879517 | az: -0.0488129
time: 2
[20210805063302.400]
> sum ax: -15.0426 | sum ay: -3.94058 | sum az: -0.118439
>> avg ax: -0.300852 | avg ay: -0.0788116 | avg az: -0.00236877
>>> vx: -1.47417 | vy: -0.386177 | vz: -0.011607
>>> sx: -0.990582 | sy: -0.914405 | sz: 0.193303
>>> a: 0.311012
>>> v: 1.52396
>>> s: 1.36189

steps: 214
ax: 0.799805 | ay: 0.787476 | az: 0.0384521
ax: 0.764893 | ay: 0.512848 | az: 0.0202637
ax: 0.71582 | ay: 0.284103 | az: -0.00964355
ax: 0.706497 | ay: 0.228287 | az: -0.0027771
ax: 0.622894 | ay: 0.146744 | az: 0.0286255
ax: 0.506699 | ay: 0.117722 | az: 0.089798
ax: 0.289154 | ay: 0.0807343 | az: 0.130524
ax: -0.0364532 | ay: -0.249847 | az: 0.121429
ax: -0.409302 | ay: -0.527176 | az: 0.119034
ax: -0.956635 | ay: -0.818695 | az: 0.165054
ax: -1.1633 | ay: -1.50011 | az: 0.115463
ax: -1.21783 | ay: -2.18944 | az: 0.0037384
ax: -1.26053 | ay: -2.50626 | az: -0.686096
ax: -1.21051 | ay: -2.63072 | az: 0.124176
ax: -0.903976 | ay: -2.39461 | az: 0.893677
ax: 0.208527 | ay: -0.265396 | az: -0.890045
ax: -0.491516 | ay: 1.46252 | az: 0.878952
ax: -1.07776 | ay: -0.748138 | az: 0.570251
ax: -0.682938 | ay: -0.446548 | az: 0.0112
ax: -0.107635 | ay: -0.567398 | az: -0.00137329
ax: -0.1922 | ay: -0.959946 | az: -0.393494
ax: -0.0697479 | ay: -0.218765 | az: 0.0700073
ax: -0.190598 | ay: -0.32019 | az: -0.0651398
ax: 0.0460968 | ay: -0.111496 | az: 0.0171509
ax: -0.0931854 | ay: -0.0908508 | az: 0.177261
ax: -0.154526 | ay: -0.0623932 | az: 0.0525665
ax: -0.0246887 | ay: 0.014679 | az: 0.0751801
ax: -0.000595093 | ay: -0.0162048 | az: -0.112381
ax: -0.0022583 | ay: -0.12326 | az: -0.0279846
ax: 0.0155487 | ay: -0.0473938 | az: 0.128357
ax: -0.00871277 | ay: -0.0482178 | az: 0.161926
ax: -0.0231934 | ay: 0.00151062 | az: 0.101364
ax: -0.0275421 | ay: -0.0548248 | az: -0.0208893
ax: -0.0301971 | ay: -0.0854034 | az: 0.0165253
ax: -0.0235901 | ay: -0.0535583 | az: 0.0558319
ax: -0.047348 | ay: 0.00575256 | az: 0.0749512
ax: -0.0679779 | ay: 0.0634766 | az: -0.0555267
ax: -0.143509 | ay: 0.0229034 | az: -0.0114441
ax: -0.205414 | ay: 0.0050354 | az: 0.110443
ax: -0.199997 | ay: 0.190323 | az: 0.101074
ax: -0.324081 | ay: 0.164459 | az: 0.0303497
ax: -0.382599 | ay: 0.166443 | az: 0.0289612
ax: -0.498566 | ay: 0.287964 | az: 0.13562
ax: -0.573792 | ay: 0.354599 | az: -0.0232391
ax: -0.90596 | ay: 0.450806 | az: -0.17691
