ax: 0.394119 | ay: 0.347229 | az: 0.0496063
ax: -0.495789 | ay: -0.160172 | az: -0.0509796
ax: -0.322464 | ay: -0.0990295 | az: 0.000427246
ax: -0.14415 | ay: -0.0402832 | az: 0.0491638
ax: 0.17131 | ay: 0.0509186 | az: 0.108719
ax: 0.756531 | ay: 0.436707 | az: 0.186905
ax: 1.16435 | ay: 0.951248 | az: 0.55069
ax: 1.24969 | ay: 1.65561 | az: 0.542465
ax: 1.32925 | ay: 2.32474 | az: 0.993637
ax: 1.25745 | ay: 2.55006 | az: 1.40456
ax: 0.80484 | ay: 2.5359 | az: 2.05368
ax: 0.939377 | ay: 2.49059 | az: 1.34682
ax: 1.26352 | ay: 1.29767 | az: 0.1698
ax: 0.226089 | ay: -1.61763 | az: -0.899124
ax: 1.19548 | ay: 0.870071 | az: 2.16942
ax: 0.927231 | ay: 2.31209 | az: 0.178055
ax: 0.290436 | ay: 1.57394 | az: 0.0877991
ax: -0.283203 | ay: 0.945694 | az: 1.03998
ax: 0.152817 | ay: 0.989624 | az: -0.142151
ax: -0.0306244 | ay: -0.221466 | az: 0.294128
ax: 0.0713196 | ay: 0.149872 | az: 0.109329
ax: -0.0207367 | ay: 0.0484924 | az: 0.115952
ax: -0.00062561 | ay: 0.148514 | az: -0.0468597
ax: -0.0067749 | ay: 0.144409 | az: 0.0424957
ax: -0.0134277 | ay: 0.360596 | az: -0.170273
ax: -0.0225983 | ay: 0.0838165 | az: -0.0247345
ax: 0.0428925 | ay: -0.119812 | az: 0.155014
ax: 0.108154 | ay: -0.0578461 | az: 0.112198
ax: 0.0662689 | ay: 0.0864716 | az: -0.0191956
ax: 0.0747375 | ay: 0.107773 | az: -0.0944977
ax: 0.237167 | ay: 0.00575256 | az: 0.0356598
ax: 0.26622 | ay: -0.252304 | az: 0.0129395
ax: 0.552185 | ay: -0.474792 | az: 0.0159149
ax: 0.744873 | ay: -0.426926 | az: -0.235443
ax: 0.922897 | ay: -0.499741 | az: -0.297256
ax: 1.03267 | ay: -0.723541 | az: -0.526932
ax: 1.04768 | ay: -0.999695 | az: -0.867554
ax: 1.06845 | ay: -1.84319 | az: -1.94902
ax: 1.0955 | ay: -1.18121 | az: -1.03181
4: [20200927215203.268]
> sum ax: 17.3642 | sum ay: 6.35992 | sum az: -4.10121
>> avg ax: 0.347284 | avg ay: 0.127198 | avg az: -0.0820242
>>> vx: 3.40339 | vy: 1.24655 | vz: -0.803838
>>> sx: 1.33728 | sy: 0.762354 | sz: -0.65459
>>> a: 0.378832
>>> v: 3.71255
>>> s: 1.67272

ax: 0.889084 | ay: -1.65407 | az: -1.9248
ax: 0.259048 | ay: 0.182053 | az: -0.83963
ax: -1.7061 | ay: 1.21815 | az: 0.0384369
ax: -0.0549469 | ay: -1.19376 | az: -0.557083
ax: -0.748749 | ay: -1.05031 | az: -0.332214
ax: -0.854645 | ay: -0.388611 | az: -0.236801
ax: -0.663101 | ay: -0.671509 | az: -0.193329
ax: -0.477631 | ay: -0.565628 | az: -0.0211029
ax: -0.528168 | ay: -0.341995 | az: 0.11937
ax: -0.396454 | ay: -0.224701 | az: 0.189301
ax: -0.273346 | ay: -0.0727386 | az: 0.219391
ax: -0.0617828 | ay: -0.0487366 | az: 0.273285
ax: 0.35527 | ay: 0.0391388 | az: 0.381485
ax: 0.984802 | ay: 0.342545 | az: 0.639893
ax: 1.23375 | ay: 1.13033 | az: 0.780304
ax: 1.3222 | ay: 2.30176 | az: 0.555435
ax: 1.38667 | ay: 2.61005 | az: 1.1667
ax: 1.04349 | ay: 2.61507 | az: 2.17896
ax: 0.977295 | ay: 2.59085 | az: 1.69864
ax: 1.31929 | ay: 2.53909 | az: 0.698151
ax: 0.39241 | ay: -1.49254 | az: -1.54158
ax: 1.24768 | ay: 0.0674133 | az: 2.28162
ax: 1.16589 | ay: 2.42412 | az: 0.684219
ax: 0.0853729 | ay: 1.34285 | az: 0.236816
ax: -0.0529022 | ay: 1.12886 | az: 0.71315
ax: 0.0897369 | ay: 0.652634 | az: 0.10965
ax: 0.324554 | ay: 0.575607 | az: 0.155182
ax: -0.0558167 | ay: 0.14949 | az: 0.0821533
ax: 0.143005 | ay: 0.0928497 | az: -0.0179749
ax: -0.087677 | ay: 0.0757751 | az: -0.328796
ax: -0.0807343 | ay: 0.0586853 | az: -0.0357056
ax: -0.0583344 | ay: 0.204315 | az: -0.0658112
ax: 0.0101471 | ay: 0.0543671 | az: -0.0505981
ax: 0.00346375 | ay: 0.068573 | az: 0.00239563
ax: 0.0214996 | ay: 0.0300903 | az: 0.0181885
ax: 0.0467682 | ay: 0.0176086 | az: 0.0309143
ax: 0.109848 | ay: 0.0453949 | az: 0.0385437
ax: 0.214615 | ay: 0.00622559 | az: -0.0142975
ax: 0.3284 | ay: -0.201508 | az: -0.00862122
ax: 0.417709 | ay: -0.396393 | az: -0.0336304
ax: 0.663483 | ay: -0.264618 | az: -0.171524
ax: 0.79631 | ay: -0.414673 | az: -0.155457
ax: 0.916641 | ay: -0.574677 | az: -0.350906
ax: 1.02634 | ay: -0.615784 | az: -0.812714
ax: 1.04309 | ay: -0.897751 | az: -1.36324
ax: 1.06355 | ay: -1.57843 | az: -1.87128
ax: 1.0947 | ay: -1.02432 | az: -1.17108
ax: 0.439117 | ay: -1.61917 | az: -0.918594
ax: 0.257767 | ay: -0.0196533 | az: -0.178329
ax: -1.08139 | ay: -0.114105 | az: 0.118027
5: [20200927215204.266]
> sum ax: 14.4912 | sum ay: 7.13821 | sum az: 0.215103
>> avg ax: 0.289825 | avg ay: 0.142764 | avg az: 0.00430206
>>> vx: 2.84028 | vy: 1.39909 | vz: 0.04216
>>> sx: 0.943526 | sy: 1.35112 | sz: 0.52707
>>> a: 0.323107
>>> v: 3.16645
>>> s: 1.73019

ax: -0.128876 | ay: -0.892639 | az: -0.494049
ax: -0.783478 | ay: -0.750763 | az: -0.596329
ax: -0.787643 | ay: -0.351654 | az: -0.350494
ax: -0.688797 | ay: -0.444397 | az: -0.262924
ax: -0.597672 | ay: -0.388947 | az: -0.0405121
ax: -0.544708 | ay: -0.319153 | az: 0.11084
ax: -0.453888 | ay: -0.252625 | az: 0.100952
ax: -0.308365 | ay: -0.160248 | az: 0.130875
ax: -0.149628 | ay: -0.061554 | az: 0.189346
ax: 0.195068 | ay: -0.0272369 | az: 0.222534
ax: 0.950546 | ay: 0.52121 | az: 0.326767
ax: 1.20396 | ay: 1.04462 | az: 0.611603
ax: 1.29346 | ay: 1.97464 | az: 0.540695
ax: 1.3665 | ay: 2.60774 | az: 0.949585
ax: 1.13713 | ay: 2.61925 | az: 1.5192
ax: 0.988678 | ay: 2.59261 | az: 1.73134
ax: 1.00284 | ay: 2.53136 | az: 1.29611
ax: 0.323669 | ay: -1.53047 | az: -1.41716
ax: 0.929825 | ay: -0.954666 | az: 1.53905
ax: 1.1904 | ay: 2.3667 | az: 0.912659
ax: 0.288681 | ay: 1.02704 | az: 0.357239
ax: 0.374588 | ay: 1.56554 | az: 0.559738
ax: -0.0777588 | ay: 0.465546 | az: 0.253693
ax: 0.22052 | ay: 0.941177 | az: 0.114059
ax: -0.0142212 | ay: 0.0802307 | az: 0.123901
ax: 0.0516815 | ay: 0.0541229 | az: 0.0565643
ax: 0.0685272 | ay: -0.00808716 | az: 0.0297241
ax: -0.0704803 | ay: 0.0315094 | az: -0.161987
ax: -0.0907898 | ay: 0.305496 | az: -0.172592
ax: -0.0111542 | ay: 0.244858 | az: -0.12265
ax: 0.020813 | ay: 0.0341034 | az: 0.0143433
ax: 0.0339966 | ay: 0.0368652 | az: 0.129211
ax: -0.00337219 | ay: -0.055542 | az: 0.108292
ax: 0.0235596 | ay: -0.0486908 | az: -0.0610962
ax: 0.130692 | ay: 0.0305786 | az: -0.138321
ax: 0.201736 | ay: 0.088089 | az: -0.123749
ax: 0.25444 | ay: -0.106323 | az: -0.0297089
ax: 0.516205 | ay: -0.205688 | az: -0.0640564
ax: 0.736786 | ay: -0.325302 | az: -0.0119781
ax: 0.830109 | ay: -0.402618 | az: -0.0611115
ax: 1.02104 | ay: -0.471664 | az: -0.49028
ax: 1.03664 | ay: -0.526337 | az: -0.805984
ax: 1.0544 | ay: -1.58717 | az: -1.95659
ax: 1.07634 | ay: -1.16124 | az: -0.620819
ax: 0.996948 | ay: -1.3802 | az: -1.47185
ax: 0.00920105 | ay: -0.642334 | az: -1.24352
ax: 0.75415 | ay: 0.859894 | az: 0.260178
ax: -0.212311 | ay: -0.537323 | az: -0.0944977
ax: -0.540497 | ay: -1.12999 | az: -0.391144
ax: -0.739746 | ay: -0.764236 | az: -0.359634
6: [20200927215205.251]
> sum ax: 14.0797 | sum ay: 6.53606 | sum az: 0.645462
>> avg ax: 0.281595 | avg ay: 0.130721 | avg az: 0.0129092
>>> vx: 2.75963 | vy: 1.28107 | vz: 0.126511
>>> sx: 1.06625 | sy: 1.5671 | sz: 0.831884
>>> a: 0.310725
>>> v: 3.04511
>>> s: 2.06996

ax: -0.773285 | ay: -0.499695 | az: -0.2146
ax: -0.581909 | ay: -0.446396 | az: -0.175339
ax: -0.524963 | ay: -0.295868 | az: 0.0299683
ax: -0.441818 | ay: -0.214996 | az: 0.124649
ax: -0.308258 | ay: -0.12117 | az: 0.151382
ax: -0.147995 | ay: -0.00756836 | az: 0.164444
ax: 0.133865 | ay: 0.0713348 | az: 0.210648
ax: 0.656311 | ay: 0.165329 | az: 0.322235
ax: 1.18011 | ay: 0.89502 | az: 0.549896
ax: 1.26382 | ay: 1.79582 | az: 0.552231
ax: 1.34473 | ay: 2.45576 | az: 0.727783
ax: 1.11638 | ay: 2.58699 | az: 1.17241
ax: 1.13911 | ay: 2.57159 | az: 2.02872
ax: 1.00647 | ay: 2.53087 | az: 1.61893
ax: 1.29681 | ay: 1.84052 | az: 0.470963
ax: 0.299179 | ay: -1.55139 | az: -1.48604
ax: 1.23228 | ay: 1.26942 | az: 2.46176
ax: 1.16553 | ay: 1.03757 | az: 0.473373
ax: 0.396545 | ay: 1.91937 | az: 0.595932
ax: 0.0975494 | ay: 0.639557 | az: 0.12146
ax: 0.109375 | ay: 0.796906 | az: 0.0529175
ax: 0.117432 | ay: 0.540787 | az: 0.0680389
ax: -0.0043335 | ay: 0.142334 | az: -0.0246735
ax: 0.016449 | ay: 0.0118866 | az: 0.187286
ax: 0.0372162 | ay: 0.104477 | az: 0.0707703
ax: -0.0100861 | ay: 0.118561 | az: 0.0115356
ax: 0.0200195 | ay: 0.172577 | az: 0.0326843
ax: -0.0309296 | ay: 0.262039 | az: -0.140335
ax: 0.00553894 | ay: 0.174011 | az: 0.00834656
ax: 0.0267487 | ay: 0.0153656 | az: 0.0480194
ax: 0.0654297 | ay: 0.00189209 | az: 0.147751
ax: 0.0631714 | ay: -0.0409088 | az: 0.0115204
ax: 0.205154 | ay: -0.103836 | az: -0.146332
ax: 0.221451 | ay: 0.041275 | az: -0.0854645
ax: 0.476334 | ay: -0.147125 | az: 0.183731
ax: 0.689499 | ay: -0.304321 | az: 0.0207214
ax: 0.821548 | ay: -0.501495 | az: -0.0157318
ax: 0.955338 | ay: -0.612106 | az: -0.276077
ax: 1.03368 | ay: -0.550659 | az: -0.755524
ax: 1.05089 | ay: -1.19162 | az: -1.62114
ax: 1.07195 | ay: -1.62833 | az: -1.54091
ax: 1.10258 | ay: -1.02525 | az: -1.29216
ax: 0.355148 | ay: -1.45821 | az: -0.84758
ax: 0.70195 | ay: 0.0722656 | az: 0.12355
ax: -0.231796 | ay: -0.280426 | az: -0.0801697
ax: -0.434418 | ay: -1.14925 | az: -0.484955
ax: -0.789124 | ay: -0.801529 | az: -0.506775
ax: -0.833191 | ay: -0.321213 | az: -0.355377
ax: -0.724609 | ay: -0.328674 | az: -0.307709
ax: -0.626892 | ay: -0.261658 | az: -0.155594
7: [20200927215206.256]
> sum ax: 15.012 | sum ay: 8.38985 | sum az: 2.23117
>> avg ax: 0.30024 | avg ay: 0.167797 | avg az: 0.0446234
>>> vx: 2.94235 | vy: 1.64441 | vz: 0.437309
>>> sx: 1.70007 | sy: 2.26054 | sz: 1.21848
>>> a: 0.34683
>>> v: 3.39893
>>> s: 3.07977

ax: -0.562973 | ay: -0.262756 | az: -0.0282135
ax: -0.356339 | ay: -0.227982 | az: 0.0649109
ax: -0.182358 | ay: -0.129074 | az: 0.13475
ax: 0.0666504 | ay: 0.0162659 | az: 0.19928
ax: 0.525406 | ay: 0.180374 | az: 0.247757
ax: 1.16306 | ay: 0.572296 | az: 0.476578
ax: 1.25148 | ay: 1.38242 | az: 0.518921
ax: 1.34059 | ay: 2.35883 | az: 0.430756
ax: 1.40219 | ay: 2.62366 | az: 1.10231
ax: 0.891647 | ay: 2.62135 | az: 2.19688
ax: 1.00159 | ay: 2.58739 | az: 1.38719
ax: 1.27515 | ay: 2.52129 | az: 1.03381
ax: 0.216141 | ay: -1.52249 | az: -1.51192
ax: 1.24713 | ay: -0.0374756 | az: 2.18733
ax: 1.16924 | ay: 2.35365 | az: 0.737411
ax: 0.150497 | ay: 1.72353 | az: 0.637054
ax: -0.0409393 | ay: 1.05533 | az: 0.612411
ax: 0.190704 | ay: 0.881012 | az: 0.00317383
ax: 0.156662 | ay: 0.341614 | az: 0.278503
ax: -0.0205231 | ay: 0.0643616 | az: 0.0342102
ax: 0.117569 | ay: 0.100403 | az: -0.049118
ax: -0.0687103 | ay: 0.187256 | az: -0.102661
ax: -0.0544281 | ay: 0.205414 | az: -0.0384521
ax: -0.062851 | ay: 0.363998 | az: -0.192352
ax: -0.0181885 | ay: 0.148209 | az: -0.076828
ax: 0.027771 | ay: 0.122879 | az: 0.0517578
ax: 0.0236969 | ay: -0.0552216 | az: 0.146942
ax: 0.0595093 | ay: 0.0187531 | az: 0.122498
ax: 0.115906 | ay: 0.0173798 | az: 0.0249176
ax: 0.169189 | ay: -0.0463104 | az: -0.00985718
ax: 0.24971 | ay: -0.104797 | az: -0.0403442
ax: 0.372284 | ay: -0.285294 | az: -0.102264
ax: 0.674088 | ay: -0.1996 | az: -0.137939
ax: 0.849869 | ay: -0.344635 | az: -0.102371
ax: 0.939178 | ay: -0.608139 | az: -0.189896
ax: 1.0329 | ay: -0.674271 | az: -0.514023
ax: 1.04799 | ay: -1.38254 | az: -1.25287
ax: 1.06697 | ay: -1.78488 | az: -1.18994
ax: 1.097 | ay: -1.20947 | az: -1.41052
ax: 0.591812 | ay: -1.2025 | az: -1.05382
ax: 1.1371 | ay: -0.0239716 | az: 0.209824
ax: -0.620605 | ay: 0.0797424 | az: -0.43338
ax: -0.30629 | ay: -1.04684 | az: -0.499451
ax: -0.799774 | ay: -0.893524 | az: -0.35141
ax: -0.852966 | ay: -0.379379 | az: -0.286987
ax: -0.760757 | ay: -0.487701 | az: -0.282166
ax: -0.680252 | ay: -0.274185 | az: -0.209061
ax: -0.606796 | ay: -0.188385 | az: -0.120392
ax: -0.410675 | ay: -0.123779 | az: -0.0335083
ax: -0.258972 | ay: -0.0368347 | az: 0.0481415
8: [20200927215207.257]
> sum ax: 14.9563 | sum ay: 8.99535 | sum az: 2.66759
>> avg ax: 0.299125 | avg ay: 0.179907 | avg az: 0.0533517
>>> vx: 2.93143 | vy: 1.76309 | vz: 0.522847
>>> sx: 2.12221 | sy: 2.55307 | sz: 1.29597
>>> a: 0.353113
>>> v: 3.46051
>>> s: 3.56392

