ax: 0.545044 | ay: -0.887314 | az: -0.492523
ax: 1.03471 | ay: -0.753998 | az: -0.760468
ax: 0.823517 | ay: -1.00706 | az: -0.983353
ax: -0.464127 | ay: -0.450912 | az: -0.731796
ax: -0.24559 | ay: 0.974121 | az: -0.141693
ax: -0.304718 | ay: -0.065094 | az: 0.222275
ax: -0.728134 | ay: -0.627579 | az: -0.173508
ax: -0.831253 | ay: -0.62088 | az: -0.561661
ax: -0.784485 | ay: -0.91655 | az: -0.249496
ax: -0.729202 | ay: -0.572617 | az: -0.178436
ax: -0.715912 | ay: -0.407379 | az: -0.0454254
ax: -0.678223 | ay: -0.292847 | az: 0.033783
ax: -0.572449 | ay: -0.187592 | az: 0.118698
ax: -0.423721 | ay: -0.179596 | az: 0.183243
2: [20200927205812.007]
> sum ax: 10.9044 | sum ay: 5.77835 | sum az: 0.288376
>> avg ax: 0.218089 | avg ay: 0.115567 | avg az: 0.00576752
>>> vx: 2.13727 | vy: 1.13256 | vz: 0.0565216
>>> sx: 2.00818 | sy: 2.18813 | sz: 0.914975
>>> a: 0.246884
>>> v: 2.41946
>>> s: 3.10772

ax: -0.237198 | ay: -0.139526 | az: 0.248215
ax: 0.100937 | ay: -0.184235 | az: 0.321487
ax: 0.747833 | ay: 0.353989 | az: 0.485931
ax: 1.1373 | ay: 0.942154 | az: 0.575592
ax: 1.20865 | ay: 1.60803 | az: 0.729263
ax: 1.27354 | ay: 2.356 | az: 1.04794
ax: 1.23267 | ay: 2.48669 | az: 1.39447
ax: 0.703659 | ay: 2.47206 | az: 2.21667
ax: 1.25873 | ay: 1.87712 | az: 0.217056
ax: -0.593964 | ay: -1.60423 | az: -1.49387
ax: 1.03865 | ay: 0.387756 | az: 0.925339
ax: 1.15509 | ay: 0.467789 | az: 0.42926
ax: 0.599457 | ay: 1.40701 | az: 0.348282
ax: 0.615707 | ay: 0.865829 | az: 0.314774
ax: -0.0903931 | ay: 0.469223 | az: 0.473389
ax: 0.159317 | ay: 0.408936 | az: 0.0993805
ax: -0.133591 | ay: 0.214981 | az: -0.180069
ax: -0.0581818 | ay: 0.0727386 | az: -0.197235
ax: 0.0265961 | ay: 0.0284119 | az: -0.0990601
ax: -0.0265961 | ay: -0.121597 | az: -0.0482635
ax: -0.0240936 | ay: 0.0688477 | az: -0.0417328
ax: -0.015564 | ay: 0.123917 | az: -0.027832
ax: 0.00575256 | ay: 0.0264282 | az: 0.0104523
ax: 0.0304871 | ay: 0.0958405 | az: 0.0167389
ax: 0.0320282 | ay: 0.0496216 | az: 0.053299
ax: 0.0385132 | ay: -0.0169525 | az: -0.00898743
ax: 0.0312805 | ay: -0.0415344 | az: -0.0154572
ax: 0.0697327 | ay: -0.00830078 | az: 0.0198059
ax: 0.119644 | ay: 0.0205994 | az: 0.0722656
ax: 0.173935 | ay: -0.0503082 | az: -0.0294952
ax: 0.255768 | ay: -0.15239 | az: 0.00247192
ax: 0.366882 | ay: -0.205002 | az: -0.0714111
ax: 0.46286 | ay: -0.246841 | az: -0.0651245
ax: 0.612198 | ay: -0.365448 | az: -0.0296783
ax: 0.629364 | ay: -0.443542 | az: -0.128494
ax: 0.904785 | ay: -0.483551 | az: -0.348938
ax: 1.0675 | ay: -1.04105 | az: -0.998993
ax: 1.08504 | ay: -1.78534 | az: -1.2811
ax: 1.11218 | ay: -0.49556 | az: -0.972656
ax: 0.865631 | ay: -1.09866 | az: -1.07155
ax: -0.172455 | ay: -0.415009 | az: -0.666702
ax: 0.871414 | ay: 0.922073 | az: 0.0110626
ax: -0.341721 | ay: -0.11528 | az: -0.415222
ax: -0.508072 | ay: -1.02876 | az: -0.436035
ax: -0.751404 | ay: -0.791046 | az: -0.315979
ax: -0.70166 | ay: -0.527161 | az: -0.28978
ax: -0.748444 | ay: -0.430298 | az: -0.26384
ax: -0.668701 | ay: -0.297318 | az: -0.156525
ax: -0.587509 | ay: -0.269958 | az: -0.0303802
ax: -0.470963 | ay: -0.278534 | az: 0.0326538
3: [20200927205812.995]
> sum ax: 13.8626 | sum ay: 5.08862 | sum az: 0.361404
>> avg ax: 0.277252 | avg ay: 0.101772 | avg az: 0.00722809
>>> vx: 2.71707 | vy: 0.99737 | vz: 0.0708353
>>> sx: 2.1097 | sy: 2.02608 | sz: 1.03619
>>> a: 0.29543
>>> v: 2.89521
>>> s: 3.10314

ax: -0.294006 | ay: -0.256714 | az: 0.0590057
ax: 0.0301819 | ay: -0.081604 | az: 0.0984192
ax: 0.567017 | ay: -0.00732422 | az: 0.183014
ax: 1.09317 | ay: 0.363144 | az: 0.43782
ax: 1.17513 | ay: 0.982147 | az: 0.736267
ax: 1.24129 | ay: 1.91541 | az: 0.963898
ax: 1.28476 | ay: 2.52727 | az: 1.3723
ax: 0.882935 | ay: 2.54761 | az: 1.91356
ax: 0.661087 | ay: 2.53307 | az: 1.08611
ax: 0.668732 | ay: 2.48923 | az: 0.653946
ax: 0.134109 | ay: -1.56598 | az: -0.942932
ax: 0.185425 | ay: -0.544479 | az: 0.359009
ax: 1.14061 | ay: 1.48747 | az: 0.992599
ax: 0.594208 | ay: 2.01347 | az: -0.213074
ax: 0.23912 | ay: 0.330963 | az: 0.482132
ax: -0.044342 | ay: 0.478561 | az: 0.192154
ax: 0.045105 | ay: 0.604797 | az: -0.134689
ax: 0.082016 | ay: 0.111588 | az: 0.0465698
ax: 0.0742493 | ay: 0.201691 | az: 0.00605774
ax: 0.0466309 | ay: -0.00640869 | az: 0.0112762
ax: -0.0398254 | ay: 0.0668488 | az: -0.159912
ax: -0.0271759 | ay: 0.215363 | az: -0.0427094
ax: -0.0249329 | ay: 0.14209 | az: 0.0235596
ax: -0.0135803 | ay: 0.133072 | az: 0.0122528
ax: 0.0324402 | ay: 0.0523071 | az: 0.0118866
ax: 0.0610199 | ay: 0.0175629 | az: 0.00987244
ax: 0.0533447 | ay: -0.000671387 | az: 0.054184
ax: 0.00282288 | ay: -0.033905 | az: -0.0506744
ax: 0.122986 | ay: -0.018692 | az: -0.0050354
ax: 0.20961 | ay: 0.0480499 | az: 0.0106201
ax: 0.202957 | ay: -0.0714111 | az: 0.0730286
ax: 0.332718 | ay: -0.202271 | az: 0.0191193
ax: 0.459793 | ay: -0.221481 | az: -0.0841827
ax: 0.542313 | ay: -0.356537 | az: 0.0458069
ax: 0.663849 | ay: -0.331024 | az: -0.206375
ax: 1.01781 | ay: -0.416595 | az: -0.522354
ax: 1.04886 | ay: -0.68811 | az: -1.06522
ax: 1.06482 | ay: -1.54631 | az: -1.64156
ax: 1.07672 | ay: -0.500793 | az: -0.859833
ax: 0.720657 | ay: -1.08116 | az: -1.38393
ax: -0.500473 | ay: -0.349197 | az: -0.703415
ax: -0.0548706 | ay: 1.38684 | az: 0.00814819
ax: 0.18602 | ay: -0.508804 | az: -0.232895
ax: -0.636459 | ay: -1.08864 | az: -0.410599
ax: -0.580719 | ay: -0.862701 | az: -0.259232
ax: -0.690842 | ay: -0.628189 | az: -0.131866
ax: -0.660858 | ay: -0.480026 | az: -0.0928802
ax: -0.630692 | ay: -0.225494 | az: -0.0359802
ax: -0.59021 | ay: -0.18428 | az: 0.0527039
ax: -0.498245 | ay: -0.173676 | az: 0.0607758
4: [20200927205813.997]
> sum ax: 12.6573 | sum ay: 8.21606 | sum az: 0.796753
>> avg ax: 0.253145 | avg ay: 0.164321 | avg az: 0.0159351
>>> vx: 2.48082 | vy: 1.61035 | vz: 0.156164
>>> sx: 1.98864 | sy: 2.33446 | sz: 1.04609
>>> a: 0.302222
>>> v: 2.96177
>>> s: 3.24017

ax: -0.33902 | ay: -0.142883 | az: 0.103088
ax: -0.0769958 | ay: -0.0772095 | az: 0.162796
ax: 0.31839 | ay: -0.00822449 | az: 0.17662
ax: 1.10204 | ay: 0.540375 | az: 0.241882
ax: 1.1899 | ay: 1.17676 | az: 0.513962
ax: 1.26569 | ay: 2.04407 | az: 0.610016
ax: 1.32506 | ay: 2.55359 | az: 0.942429
ax: 0.806641 | ay: 2.56627 | az: 1.49068
ax: 0.87114 | ay: 2.5495 | az: 1.58212
ax: 0.530746 | ay: 1.98106 | az: 1.06287
ax: 1.02403 | ay: -1.51588 | az: -0.405243
ax: 0.59024 | ay: 1.26212 | az: 1.29065
ax: 0.827286 | ay: 0.683838 | az: 0.595016
ax: 0.242615 | ay: 2.32281 | az: -0.0190277
ax: 0.19397 | ay: 0.54422 | az: 0.529678
ax: 0.0825958 | ay: 0.667145 | az: 0.233231
ax: 0.150299 | ay: 0.627609 | az: 0.00645447
ax: -0.00434875 | ay: -0.0184937 | az: 0.0928497
ax: 0.0802307 | ay: 0.0582123 | az: -0.0137787
ax: -0.00350952 | ay: 0.0161896 | az: -0.133286
ax: -0.0908356 | ay: 0.112213 | az: -0.18866
ax: -0.0530701 | ay: 0.286972 | az: -0.0609589
ax: -0.02565 | ay: 0.132523 | az: -0.0105133
ax: 0.00718689 | ay: 0.0645294 | az: 0.0242615
ax: 0.0453796 | ay: 0.0747986 | az: 0.0389862
ax: 0.0214233 | ay: 0.0621643 | az: 0.090683
ax: 0.0135803 | ay: 0.0159302 | az: 0.0409088
ax: 0.0563354 | ay: -0.0667267 | az: 0.0233459
ax: 0.0702209 | ay: 0.0015564 | az: 0.0543671
ax: 0.272369 | ay: 0.104477 | az: 0.00132751
ax: 0.26976 | ay: -0.129547 | az: 0.0477295
ax: 0.417725 | ay: -0.227921 | az: -0.0806122
ax: 0.54332 | ay: -0.21315 | az: -0.0362701
ax: 0.62706 | ay: -0.29953 | az: -0.0476227
ax: 0.814774 | ay: -0.253952 | az: -0.390625
ax: 1.03679 | ay: -0.357559 | az: -0.569717
ax: 1.05124 | ay: -1.20714 | az: -1.21097
ax: 1.06676 | ay: -1.68808 | az: -1.05977
ax: 1.09227 | ay: -1.02695 | az: -1.09972
ax: 0.298828 | ay: -1.21089 | az: -1.20955
ax: -0.459976 | ay: -0.0462494 | az: -0.581421
ax: -1.52911 | ay: 1.47832 | az: -0.18158
ax: 0.0971375 | ay: -0.653076 | az: -0.489426
ax: -0.771469 | ay: -0.857956 | az: -0.513916
ax: -0.652725 | ay: -0.626801 | az: -0.244278
ax: -0.695602 | ay: -0.452576 | az: -0.276108
ax: -0.68927 | ay: -0.21402 | az: -0.264923
ax: -0.612411 | ay: -0.108521 | az: -0.198639
ax: -0.552887 | ay: -0.083252 | az: -0.143707
ax: -0.432541 | ay: -0.000732422 | az: -0.118851
5: [20200927205815.022]
> sum ax: 11.4136 | sum ay: 10.4399 | sum az: 0.406784
>> avg ax: 0.228272 | avg ay: 0.208799 | avg az: 0.00813568
>>> vx: 2.23706 | vy: 2.04623 | vz: 0.0797297
>>> sx: 1.99025 | sy: 2.60265 | sz: 1.1237
>>> a: 0.309469
>>> v: 3.0328
>>> s: 3.46375

ax: -0.287354 | ay: 0.0501099 | az: -0.0977325
ax: 0.0502319 | ay: 0.0738068 | az: -0.0386353
ax: 0.628616 | ay: 0.298538 | az: 0.0543213
ax: 1.13797 | ay: 0.7798 | az: 0.0900116
ax: 1.21303 | ay: 1.80212 | az: 0.377716
ax: 1.28456 | ay: 2.19528 | az: 0.584534
ax: 1.02338 | ay: 2.56363 | az: 0.825623
ax: 0.962494 | ay: 2.55954 | az: 1.31
ax: 0.801041 | ay: 2.52011 | az: 1.533
ax: 0.679092 | ay: 1.45192 | az: 1.46147
ax: 1.23471 | ay: -1.55901 | az: 0.471878
ax: 0.572418 | ay: 1.26088 | az: 0.758041
ax: 0.982712 | ay: 1.00603 | az: 0.31752
ax: 0.122772 | ay: 1.7005 | az: 0.153748
ax: 0.131409 | ay: 0.659912 | az: 0.337952
ax: -0.0045166 | ay: 1.1967 | az: 0.272552
ax: 0.232925 | ay: 0.336121 | az: 0.191437
ax: -0.0492706 | ay: 0.200684 | az: -0.0256195
ax: 0.00949097 | ay: -0.180801 | az: 0.0723572
ax: 0.0648499 | ay: 0.00144958 | az: 0.0919495
ax: -0.0319519 | ay: 0.196991 | az: -0.012558
ax: -0.0454407 | ay: 0.240555 | az: 0.101212
ax: 0.0010376 | ay: 0.226227 | az: -0.0641479
ax: 0.0464325 | ay: 0.0333862 | az: -0.0165558
ax: 0.0175476 | ay: -0.0885162 | az: 0.0655212
ax: 0.0652161 | ay: -0.00195312 | az: 0.0381165
ax: 0.0178986 | ay: 0.0418396 | az: -0.0793457
ax: 0.0464783 | ay: 0.0185394 | az: -0.0977478
ax: 0.159225 | ay: 0.0850677 | az: -0.0243988
ax: 0.233047 | ay: -0.0991516 | az: 0.123535
ax: 0.365295 | ay: -0.322403 | az: 0.116058
ax: 0.543442 | ay: -0.271179 | az: -0.0750885
ax: 0.672379 | ay: -0.3367 | az: -0.0140076
ax: 0.711823 | ay: -0.347076 | az: -0.198792
ax: 0.972717 | ay: -0.335281 | az: -0.59407
ax: 1.04781 | ay: -0.502518 | az: -0.647781
ax: 1.06483 | ay: -1.89305 | az: -1.5296
ax: 1.08453 | ay: -1.03673 | az: -0.779846
ax: 1.10071 | ay: -1.81654 | az: -1.17252
ax: -0.559036 | ay: -0.707245 | az: -1.13029
ax: 1.15233 | ay: 0.869156 | az: 0.0698395
ax: 0.0184784 | ay: -0.356003 | az: 0.0924072
ax: -0.647308 | ay: -0.995605 | az: -0.390564
ax: -0.769058 | ay: -0.674423 | az: -0.320557
ax: -0.750763 | ay: -0.461319 | az: -0.190384
ax: -0.747757 | ay: -0.193176 | az: -0.176865
ax: -0.674973 | ay: -0.243164 | az: -0.149231
ax: -0.608398 | ay: -0.274185 | az: -0.127502
ax: -0.428619 | ay: -0.233856 | az: -0.0539856
ax: -0.21106 | ay: -0.19931 | az: 0.00932312
6: [20200927205816.004]
> sum ax: 14.6374 | sum ay: 9.2397 | sum az: 1.5123
>> avg ax: 0.292748 | avg ay: 0.184794 | avg az: 0.030246
>>> vx: 2.86893 | vy: 1.81098 | vz: 0.296411
>>> sx: 2.22459 | sy: 2.71463 | sz: 1.07152
>>> a: 0.347513
>>> v: 3.40563
>>> s: 3.66963

ax: 0.12471 | ay: -0.133621 | az: 0.0758362
ax: 0.692291 | ay: 0.0682068 | az: 0.290176
ax: 1.15022 | ay: 0.716553 | az: 0.336456
ax: 1.22833 | ay: 1.28532 | az: 0.659332
ax: 1.30342 | ay: 1.90263 | az: 0.676376
ax: 1.35513 | ay: 2.56137 | az: 1.00793
ax: 0.861481 | ay: 2.5717 | az: 1.57841
ax: 0.73999 | ay: 2.55441 | az: 1.52431
ax: 1.29639 | ay: 2.4216 | az: 0.601395
ax: 0.535233 | ay: -1.55162 | az: -0.784821
ax: 0.165237 | ay: -0.519012 | az: 0.130753
ax: 1.17265 | ay: 2.41223 | az: 1.11395
ax: 0.422928 | ay: 0.909409 | az: -0.203918
ax: 0.734482 | ay: 0.884995 | az: 1.05664
ax: -0.127106 | ay: 0.728394 | az: 0.0690308
ax: 0.0400848 | ay: 0.617691 | az: 0.0699615
ax: 0.0737457 | ay: -0.0149078 | az: 0.0910339
ax: 0.0803833 | ay: 0.0420227 | az: 0.128815
ax: 0.0387268 | ay: 0.154083 | az: 0.0812225
ax: -0.0332031 | ay: 0.175323 | az: 0.0641785
ax: -0.0259094 | ay: 0.294312 | az: -0.0237732
ax: 0.00497437 | ay: 0.0609131 | az: -0.0122528
ax: 0.0301361 | ay: 0.0955048 | az: 0.00520325
ax: 0.0370483 | ay: 0.0347595 | az: 0.0655365
ax: 0.0570068 | ay: 0.0479431 | az: 0.0684357
ax: 0.0624847 | ay: 0.145996 | az: 0.0150909
ax: 0.0724945 | ay: 0.130722 | az: 0.0956421
ax: 0.203857 | ay: -0.108429 | az: 0.0893402
ax: 0.219482 | ay: -0.194901 | az: 0.144608
ax: 0.348495 | ay: -0.306992 | az: 0.0196686
ax: 0.512421 | ay: -0.306808 | az: -0.0942078
ax: 0.671844 | ay: -0.370697 | az: -0.0500488
ax: 0.793991 | ay: -0.409653 | az: -0.300797
ax: 1.03664 | ay: -0.45842 | az: -0.573792
ax: 1.05165 | ay: -1.00368 | az: -1.49384
ax: 1.06926 | ay: -1.4377 | az: -1.53011
ax: 1.08466 | ay: -0.560852 | az: -0.844467
ax: 0.402069 | ay: -1.23853 | az: -0.900375
ax: 0.394791 | ay: 0.0649567 | az: 0.000244141
ax: -1.06776 | ay: 0.356155 | az: 0.00190735
ax: -0.187393 | ay: -0.984344 | az: -0.472595
ax: -0.882843 | ay: -0.866852 | az: -0.439835
ax: -0.777161 | ay: -0.520081 | az: -0.242432
ax: -0.760147 | ay: -0.466339 | az: -0.168243
ax: -0.692291 | ay: -0.31926 | az: -0.0545502
ax: -0.636978 | ay: -0.235565 | az: 0.0281067
ax: -0.542755 | ay: -0.212372 | az: 0.0634308
ax: -0.393692 | ay: -0.184952 | az: 0.130234
ax: -0.17186 | ay: -0.151703 | az: 0.175262
ax: 0.164642 | ay: -0.0528259 | az: 0.211929
7: [20200927205816.995]
> sum ax: 13.9343 | sum ay: 8.62711 | sum az: 2.48041
>> avg ax: 0.278686 | avg ay: 0.172542 | avg az: 0.0496082
>>> vx: 2.73112 | vy: 1.69091 | vz: 0.48616
>>> sx: 2.3902 | sy: 2.5437 | sz: 1.09129
>>> a: 0.331508
>>> v: 3.24878
>>> s: 3.6571

ax: 0.907074 | ay: 0.174316 | az: 0.282181
ax: 1.18517 | ay: 0.716049 | az: 0.655396
ax: 1.26743 | ay: 1.64597 | az: 0.779861
ax: 1.34013 | ay: 2.54602 | az: 0.803787
ax: 1.10922 | ay: 2.58174 | az: 1.16185
ax: 1.03802 | ay: 2.57959 | az: 1.83496
ax: 1.33861 | ay: 2.40625 | az: 0.553116
ax: 0.324203 | ay: -0.317001 | az: -1.05792
ax: 0.482407 | ay: -0.695343 | az: 0.565872
ax: 0.948303 | ay: 1.64104 | az: 1.25317
ax: 0.58017 | ay: 1.35313 | az: -0.279572
ax: 1.02612 | ay: 1.48399 | az: 0.792618
ax: -0.0696869 | ay: 0.284546 | az: 0.390564
ax: 0.0927277 | ay: 0.978378 | az: -0.0566254
ax: 0.0530396 | ay: 0.239914 | az: 0.082016
ax: 0.0404053 | ay: 0.246887 | az: 0.0428619
ax: 0.120972 | ay: 0.00369263 | az: 0.0688629
ax: 0.0140381 | ay: 0.111923 | az: -0.0430145
ax: -0.0172119 | ay: 0.275742 | az: 0.0280457
ax: -0.030899 | ay: 0.169449 | az: -0.078476
ax: -0.0122375 | ay: 0.141815 | az: 0.00495911
ax: 0.030304 | ay: 0.0855865 | az: 0.0526886
ax: 0.0267334 | ay: 0.0630188 | az: 0.0250702
ax: 0.0492249 | ay: 0.0606689 | az: 0.0486908
ax: 0.0663605 | ay: 0.0581818 | az: 0.022995
ax: 0.116684 | ay: 0.141617 | az: 0.0480652
ax: 0.178543 | ay: 0.0594177 | az: 0.0901642
ax: 0.194107 | ay: -0.0902252 | az: 0.0635986
ax: 0.351791 | ay: -0.203781 | az: -0.0812225
ax: 0.488831 | ay: -0.216873 | az: -0.0928345
ax: 0.585815 | ay: -0.337418 | az: -0.00378418
ax: 0.749115 | ay: -0.3461 | az: -0.291153
ax: 1.0298 | ay: -0.433243 | az: -0.70163
ax: 1.04344 | ay: -0.866531 | az: -1.47098
ax: 1.05948 | ay: -1.41348 | az: -1.4715
ax: 1.07738 | ay: -0.205368 | az: -0.80278
ax: 0.359589 | ay: -1.54953 | az: -0.408646
ax: -0.104538 | ay: -0.437195 | az: -0.263901
ax: -1.48285 | ay: 0.668396 | az: -0.163422
ax: -0.0755768 | ay: -0.615234 | az: -0.258987
ax: -0.891937 | ay: -0.924667 | az: -0.410217
ax: -0.701416 | ay: -0.985672 | az: -0.203094
ax: -0.552734 | ay: -0.533081 | az: -0.128647
ax: -0.568512 | ay: -0.327209 | az: -0.0299377
ax: -0.518906 | ay: -0.148239 | az: 0.0551758
ax: -0.45639 | ay: -0.0241241 | az: 0.0700378
ax: -0.297943 | ay: -0.0445099 | az: 0.0633698
ax: -0.0570374 | ay: -0.00184631 | az: 0.0916748
ax: 0.363739 | ay: 0.00515747 | az: 0.151352
ax: 1.12024 | ay: 0.496246 | az: 0.144516
8: [20200927205817.995]
> sum ax: 14.9213 | sum ay: 10.5021 | sum az: 1.92918
>> avg ax: 0.298427 | avg ay: 0.210041 | avg az: 0.0385837
>>> vx: 2.92458 | vy: 2.0584 | vz: 0.37812
>>> sx: 2.40372 | sy: 2.72164 | sz: 0.998979
>>> a: 0.366967
>>> v: 3.59627
>>> s: 3.76605

ax: 1.22173 | ay: 1.48228 | az: 0.318329
ax: 1.30536 | ay: 2.05865 | az: 0.510895
ax: 1.37498 | ay: 2.50389 | az: 1.24457
ax: 0.930664 | ay: 2.56158 | az: 1.86829
ax: 0.799881 | ay: 2.54146 | az: 1.48741
ax: 1.3143 | ay: 2.24005 | az: 1.23131
ax: 0.654068 | ay: -1.54045 | az: -0.452789
ax: 0.616425 | ay: -0.596725 | az: 0.933136
ax: 1.17891 | ay: 2.37701 | az: 0.932098
ax: 0.406052 | ay: 1.69809 | az: -0.0380707
ax: -0.0314941 | ay: 0.807617 | az: 0.721527
ax: 0.11087 | ay: 0.835083 | az: 0.0767365
ax: 0.124969 | ay: 0.535461 | az: 0.123108
ax: 0.0296631 | ay: 0.0654297 | az: 0.126129
ax: 0.130402 | ay: 0.0323639 | az: 0.0284119
ax: 0.0085144 | ay: 0.0071106 | az: -0.12088
ax: -0.0973358 | ay: 0.204956 | az: -0.160873
ax: -0.0811157 | ay: 0.325897 | az: -0.0582581
ax: -0.0209656 | ay: 0.256577 | az: -0.0390778
ax: 0.0109558 | ay: 0.0965729 | az: 0.0386353
ax: 0.0512695 | ay: 0.0552216 | az: 0.0469971
ax: 0.0576782 | ay: -0.1577 | az: 0.0345001
ax: 0.0531769 | ay: -0.156921 | az: -0.0186768
ax: 0.106491 | ay: -0.0483093 | az: 0.0445557
ax: 0.204803 | ay: 0.168869 | az: 0.112076
ax: 0.205978 | ay: 0.187729 | az: 0.0531006
ax: 0.192154 | ay: -0.106293 | az: 0.00335693
ax: 0.389236 | ay: -0.230789 | az: -0.0878448
ax: 0.528976 | ay: -0.149689 | az: -0.0331116
ax: 0.611496 | ay: -0.305649 | az: -0.0177155
ax: 0.746155 | ay: -0.285919 | az: -0.252563
ax: 1.03444 | ay: -0.42395 | az: -0.45459
ax: 1.04726 | ay: -1.32088 | az: -1.32965
