ax: 1.06085 | ay: 0.632767 | az: 0.619873
ax: 1.06085 | ay: 0.632767 | az: 0.619873
ax: 0.156052 | ay: -0.0228729 | az: -0.0787659
ax: 0.252151 | ay: -0.0757751 | az: -0.0822449
ax: 0.401306 | ay: -0.0939026 | az: -0.0183563
ax: 0.393967 | ay: -0.185379 | az: -0.0542297
ax: 0.534271 | ay: -0.190445 | az: -0.190445
ax: 0.797226 | ay: -0.233963 | az: -0.394852
ax: 1.0096 | ay: -0.182159 | az: -0.581406
ax: 1.0351 | ay: -0.431396 | az: -0.918259
ax: 1.04706 | ay: -0.290604 | az: -1.22057
ax: 0.883759 | ay: -0.473679 | az: -0.914047
ax: 0.253586 | ay: -0.389008 | az: -0.55835
ax: -0.0118866 | ay: -0.285507 | az: -0.862259
ax: -0.91713 | ay: 0.215439 | az: -0.327316
ax: -0.696274 | ay: 0.579697 | az: 0.398209
ax: -0.479294 | ay: -0.476044 | az: -0.102005
ax: -0.956284 | ay: -0.450562 | az: -0.656647
ax: -0.955093 | ay: -0.744415 | az: -0.656555
ax: -0.853119 | ay: -0.573074 | az: -0.507278
ax: -0.760971 | ay: -0.296112 | az: -0.289413
ax: -0.700607 | ay: -0.148972 | az: -0.214218
ax: -0.60582 | ay: -0.077652 | az: -0.168884
ax: -0.487717 | ay: -0.0385437 | az: -0.116272
ax: -0.316116 | ay: 0.0106201 | az: -0.0808258
ax: -0.0472412 | ay: 0.112747 | az: -0.114319
ax: 0.33609 | ay: -0.0516663 | az: 0.0908356
ax: 0.823807 | ay: 0.142624 | az: 0.348724
ax: 1.16974 | ay: 0.690689 | az: 0.689148
ax: 1.23347 | ay: 0.982819 | az: 1.20641
ax: 1.28674 | ay: 1.34322 | az: 1.53528
ax: 1.10379 | ay: 1.28624 | az: 1.70227
ax: 1.01323 | ay: 1.06125 | az: 2.381
ax: 0.912598 | ay: 0.956955 | az: 1.83833
ax: 0.831345 | ay: -0.220459 | az: 0.629181
ax: -0.647095 | ay: -0.263077 | az: -1.06267
ax: 0.238113 | ay: -0.304764 | az: 0.213409
ax: 0.609344 | ay: -1.50044 | az: -0.118668
