ax: 0.377823 | ay: 0.322632 | az: 0.56456
ax: 0.0149841 | ay: 0.167542 | az: 0.083313
ax: 0.0258026 | ay: 0.173065 | az: 0.0412598
ax: 0.0451813 | ay: 0.173035 | az: 0.0978699
ax: 0.0409088 | ay: 0.1073 | az: 0.118652
ax: 0.0790558 | ay: 0.0894775 | az: 0.113144
ax: 0.23703 | ay: 0.0628967 | az: -0.0163269
ax: 0.352005 | ay: 0.0627899 | az: -0.116989
ax: 0.54071 | ay: -0.179321 | az: 0.15657
ax: 0.715866 | ay: -0.310028 | az: 0.181305
ax: 1.00848 | ay: -0.43956 | az: -0.135391
ax: 1.02199 | ay: -0.45787 | az: -0.657425
ax: 1.02826 | ay: -0.483124 | az: -0.877319
ax: 1.03989 | ay: -1.52567 | az: -1.60899
ax: 1.02805 | ay: -0.371674 | az: -0.514786
ax: 0.565048 | ay: -0.846008 | az: -0.911179
ax: -0.143539 | ay: 0.0545959 | az: -0.708908
ax: 0.666428 | ay: 0.652786 | az: 0.200851
ax: -0.70192 | ay: 0.165497 | az: 0.13063
ax: -0.521957 | ay: -0.50647 | az: -0.266312
ax: -0.875015 | ay: -0.596115 | az: -0.37088
ax: -0.870071 | ay: -0.505646 | az: -0.242264
ax: -0.811783 | ay: -0.384323 | az: -0.199814
ax: -0.736649 | ay: -0.32457 | az: -0.0149841
ax: -0.680023 | ay: -0.22934 | az: 0.102386
ax: -0.621353 | ay: -0.162003 | az: 0.14537
ax: -0.529907 | ay: -0.0889587 | az: 0.192535
ax: -0.371033 | ay: -0.0977325 | az: 0.227234
ax: -0.112015 | ay: -0.0088501 | az: 0.270447
ax: 0.297119 | ay: 0.237946 | az: 0.327057
ax: 0.977676 | ay: 0.675659 | az: 0.513748
ax: 1.23395 | ay: 1.358 | az: 0.813309
ax: 1.30934 | ay: 1.92497 | az: 0.79184
ax: 1.36449 | ay: 2.52257 | az: 1.19533
ax: 1.0865 | ay: 2.53766 | az: 1.45477
ax: 0.904312 | ay: 2.51791 | az: 1.79172
ax: 0.687546 | ay: 0.116882 | az: 0.218185
ax: 0.36972 | ay: -1.50798 | az: 0.728394
ax: 1.20058 | ay: 1.00449 | az: 1.19971
ax: 0.66777 | ay: 0.225616 | az: 0.588226
ax: 0.522308 | ay: 1.29578 | az: 0.0106964
ax: 0.360687 | ay: 0.603653 | az: 0.0428925
ax: 0.0832214 | ay: 0.620407 | az: 0.277283
ax: 0.22673 | ay: 0.543793 | az: 0.158752
ax: -0.0215149 | ay: 0.246582 | az: 0.0121613
ax: 0.0989227 | ay: 0.129761 | az: 0.0745239
ax: 0.105423 | ay: -0.000808716 | az: 0.0223389
ax: -0.00552368 | ay: -0.0206146 | az: -0.00964355
ax: -0.0237274 | ay: -0.00511169 | az: -0.0948792
ax: -0.0232544 | ay: 0.118423 | az: -0.0834351
1: [20200927210611.657]
> sum ax: 13.2345 | sum ay: 9.65994 | sum az: 6.01753
>> avg ax: 0.26469 | avg ay: 0.193199 | avg az: 0.120351
>>> vx: 2.59396 | vy: 1.89335 | vz: 1.17944
>>> sx: 1.26452 | sy: 0.212377 | sz: 0.0568816
>>> a: 0.3491
>>> v: 3.42118
>>> s: 1.28349

ax: -0.0467072 | ay: 0.0186005 | az: 0.01828
ax: 0.0216217 | ay: -0.0566559 | az: 0.118179
ax: 0.0803986 | ay: 0.0522156 | az: 0.167496
ax: 0.0275726 | ay: 0.0554047 | az: 0.0942078
ax: 0.0383911 | ay: 0.131363 | az: 0.0274658
ax: 0.0343323 | ay: 0.0987396 | az: 0.0259857
ax: 0.112595 | ay: 0.0278168 | az: -0.018219
ax: 0.139572 | ay: -0.0246277 | az: 0.00062561
ax: 0.25592 | ay: -0.0492554 | az: -0.0191956
ax: 0.414429 | ay: -0.129745 | az: -0.148621
ax: 0.547836 | ay: -0.266098 | az: 0.0802765
ax: 0.644913 | ay: -0.441833 | az: 0.0957489
ax: 0.895767 | ay: -0.299438 | az: -0.367096
ax: 1.03831 | ay: -0.470764 | az: -0.86882
ax: 1.05338 | ay: -0.620102 | az: -1.13016
ax: 1.06967 | ay: -1.89836 | az: -1.58253
ax: 1.08238 | ay: -0.638382 | az: -0.715668
ax: 0.896484 | ay: -1.4736 | az: -0.735062
ax: -0.32045 | ay: -0.402527 | az: -0.532593
ax: -0.447784 | ay: 1.27205 | az: -0.211807
ax: -0.0810242 | ay: -0.200638 | az: -0.00344849
ax: -0.751221 | ay: -0.69133 | az: -0.372559
ax: -0.768768 | ay: -0.570724 | az: -0.620285
ax: -0.79924 | ay: -0.775253 | az: -0.335144
ax: -0.712677 | ay: -0.552399 | az: -0.26622
ax: -0.703751 | ay: -0.362961 | az: -0.0573425
ax: -0.634933 | ay: -0.170135 | az: 0.0514984
ax: -0.527664 | ay: -0.126495 | az: 0.126938
ax: -0.377457 | ay: -0.156509 | az: 0.16098
ax: -0.135422 | ay: -0.144684 | az: 0.204422
ax: 0.34668 | ay: 0.0477295 | az: 0.188263
ax: 0.921204 | ay: 0.441223 | az: 0.499207
ax: 1.18773 | ay: 1.29434 | az: 0.690018
ax: 1.26256 | ay: 2.08339 | az: 0.838867
ax: 1.32147 | ay: 2.39493 | az: 1.3801
ax: 1.2287 | ay: 2.5208 | az: 1.66101
ax: 0.673035 | ay: 2.50627 | az: 1.76746
ax: 1.20181 | ay: 2.13242 | az: 0.400833
ax: 0.456955 | ay: -1.55884 | az: -0.0818176
ax: 1.12241 | ay: 1.04417 | az: 1.31171
