steps: 0
ax: -0.0130463 | ay: 0.158417 | az: 0.0140381
ax: 0.291153 | ay: 0.129654 | az: -0.226303
ax: 0.692627 | ay: 0.547684 | az: -0.117081
ax: 0.668198 | ay: 0.772583 | az: -0.0499268
ax: 0.733704 | ay: 0.52298 | az: -0.0815277
ax: 0.674561 | ay: 0.406265 | az: -0.061264
ax: 0.623672 | ay: 0.339661 | az: -0.0306396
ax: 0.577759 | ay: 0.261353 | az: -0.00810242
ax: 0.553619 | ay: 0.0921326 | az: -0.133301
ax: 0.444901 | ay: 0.117584 | az: -0.125656
ax: 0.185852 | ay: 0.0828857 | az: -0.0807037
ax: -0.0652924 | ay: -0.0162659 | az: 0.137344
ax: -0.239243 | ay: 0.015152 | az: 0.26973
ax: -0.501038 | ay: -0.310562 | az: 0.190598
ax: -0.69751 | ay: -0.630341 | az: 0.201706
ax: -0.800125 | ay: -0.869415 | az: 0.178497
ax: -0.861023 | ay: -0.99556 | az: 0.218323
ax: -0.954498 | ay: -1.09247 | az: 0.313614
ax: -0.951675 | ay: -1.11974 | az: 0.613464
ax: -0.714493 | ay: -1.05472 | az: 0.635361
ax: -0.549591 | ay: -1.8764 | az: 0.492218
ax: -0.483307 | ay: -1.98039 | az: 0.579681
ax: -0.514359 | ay: -1.2097 | az: 0.244461
ax: -0.0696106 | ay: -0.330566 | az: -0.0490112
ax: -0.013092 | ay: 1.29753 | az: 0.289001
ax: -0.302658 | ay: 0.0278015 | az: 0.241333
ax: -0.498993 | ay: -0.483307 | az: 0.259903
ax: -0.224533 | ay: -0.129944 | az: -0.0852966
ax: -0.196091 | ay: -0.416672 | az: -0.187042
ax: -0.0658417 | ay: -0.505371 | az: -0.0771027
ax: -0.106491 | ay: -0.210388 | az: 0.0144043
ax: 0.0282593 | ay: 0.0319366 | az: -0.0151062
time: 3
[20210810071439.822]
> sum ax: -9.1248 | sum ay: -4.46759 | sum az: 0.999435
>> avg ax: -0.182496 | avg ay: -0.0893518 | avg az: 0.0199887
>>> vx: -0.894231 | vy: -0.437824 | vz: 0.0979447
>>> sx: -0.393779 | sy: 0.192033 | sz: -0.104492
>>> a: 0.204177
>>> v: 1.00047
>>> s: 0.450397

ax: -0.00811768 | ay: 0.0430908 | az: 0.103577
ax: -0.121216 | ay: 0.0811157 | az: 0.103775
ax: -0.00950623 | ay: -0.0430756 | az: -0.0934448
ax: 0.0180511 | ay: -0.0180969 | az: -0.230453
ax: 0.00494385 | ay: 0.0435028 | az: -0.075882
ax: -0.0289459 | ay: 0.100876 | az: 0.111954
ax: -0.019043 | ay: 0.0473328 | az: 0.0502167
ax: 0.00138855 | ay: 0.0183258 | az: -0.0715637
ax: 0.00440979 | ay: 0.0267944 | az: -0.0603333
ax: -0.00538635 | ay: -0.00183105 | az: -0.00894165
ax: -0.0166626 | ay: 0.059433 | az: 0.0450592
ax: -0.0106049 | ay: 0.0535889 | az: 0.0288086
ax: -0.0203094 | ay: 0.0221558 | az: -0.00631714
ax: -0.0251617 | ay: -0.00921631 | az: -0.0142212
ax: -0.0206757 | ay: 0.01091 | az: 0.0186005
ax: -0.0266724 | ay: 0.0222473 | az: 0.00115967
ax: -0.0527496 | ay: 0.0459595 | az: 0.0336304
ax: -0.103012 | ay: 0.108093 | az: 0.0235596
ax: -0.154022 | ay: 0.081192 | az: 0.0593719
ax: -0.108032 | ay: 0.102097 | az: -0.0114136
ax: -0.14566 | ay: 0.0764923 | az: -0.0549011
ax: -0.165527 | ay: 0.0848846 | az: -0.0687408
ax: -0.18132 | ay: 0.135986 | az: -0.0303192
ax: -0.272812 | ay: 0.119965 | az: -0.0626373
ax: -0.416473 | ay: 0.0794373 | az: -0.152039
ax: -0.747971 | ay: 0.217422 | az: -0.243393
ax: -0.932617 | ay: 0.669739 | az: -0.390472
ax: -1.07291 | ay: 1.09531 | az: -0.620956
ax: -1.01654 | ay: 0.982361 | az: 0.0512238
ax: -0.747299 | ay: 0.590286 | az: -0.0879364
ax: -0.526901 | ay: 0.383438 | az: -0.271225
ax: -0.133179 | ay: 0.222137 | az: -0.608932
ax: 0.756195 | ay: -0.0409851 | az: -0.315735
ax: 0.212616 | ay: 0.0391083 | az: -0.173553
ax: 0.564011 | ay: 0.408859 | az: 0.0362244
ax: 0.653671 | ay: 0.821396 | az: 0.0297852
ax: 0.694946 | ay: 0.678009 | az: -0.0953522
ax: 0.663147 | ay: 0.491409 | az: -0.142441
ax: 0.590988 | ay: 0.374847 | az: -0.116928
ax: 0.55249 | ay: 0.238678 | az: -0.112854
ax: 0.501892 | ay: 0.180374 | az: -0.137024
ax: 0.505875 | ay: 0.193954 | az: -0.190826
ax: 0.405502 | ay: 0.0707245 | az: -0.209427
ax: 0.187225 | ay: 0.0416718 | az: -0.212387
ax: -0.0560455 | ay: -0.00541687 | az: -0.137939
ax: -0.326706 | ay: -0.0531616 | az: 0.0375977
ax: -0.703247 | ay: -0.501038 | az: -0.0126953
ax: -1.07204 | ay: -0.685898 | az: 0.099884
ax: -1.09592 | ay: -0.967773 | az: 0.379456
ax: -1.10831 | ay: -1.32187 | az: 0.518753
time: 4
[20210810071440.823]
> sum ax: -5.13423 | sum ay: 5.41484 | sum az: -3.28865
>> avg ax: -0.102685 | avg ay: 0.108297 | avg az: -0.065773
>>> vx: -0.503155 | vy: 0.530654 | vz: -0.322288
>>> sx: -0.205207 | sy: 0.34448 | sz: -0.151555
>>> a: 0.16309
>>> v: 0.799142
>>> s: 0.428655

ax: -0.960175 | ay: -1.38017 | az: 0.451477
ax: -0.719833 | ay: -1.69119 | az: 0.437531
ax: -0.69281 | ay: -2.26764 | az: 0.749008
ax: -0.46666 | ay: -1.17923 | az: 0.348541
ax: -0.369034 | ay: -1.27606 | az: 0.503036
ax: 0.0141296 | ay: 0.0753021 | az: -0.0697479
ax: -0.225403 | ay: 1.15866 | az: 0.470764
ax: -0.593216 | ay: -0.504669 | az: 0.386749
ax: -0.477432 | ay: -0.270554 | az: -0.0754242
ax: -0.217972 | ay: -0.207184 | az: -0.017395
ax: -0.00810242 | ay: -0.393387 | az: -0.215958
ax: -0.0218658 | ay: -0.355484 | az: -0.0554352
ax: -0.0773621 | ay: -0.209503 | az: 0.063858
ax: -0.00402832 | ay: 0.0380554 | az: 0.0748596
ax: -0.0921021 | ay: -0.131042 | az: -0.00257874
ax: -0.074173 | ay: 0.0925598 | az: 0.129059
ax: -0.0381317 | ay: 0.0101776 | az: -0.0546265
ax: 0.0343781 | ay: 0.0768585 | az: -0.1483
ax: 0.0123596 | ay: 0.0297852 | az: -0.105942
ax: -0.020401 | ay: 0.0705261 | az: 0.0121918
ax: -0.016449 | ay: 0.0574341 | az: 0.0755157
ax: -0.0154572 | ay: 0.0186615 | az: 0.00259399
ax: 0.0249023 | ay: 0.0290527 | az: -0.0712738
ax: 0.0162659 | ay: -0.0218658 | az: -0.0384216
ax: 0.0112915 | ay: 0.0265808 | az: -0.000289917
ax: 0.0057373 | ay: 0.0554352 | az: 0.00564575
ax: 0.0287476 | ay: 0.0604858 | az: -0.0419464
ax: 0.0321808 | ay: 0.0480957 | az: -0.046463
ax: 0.0233459 | ay: 0.00376892 | az: -0.0459595
ax: -0.0158234 | ay: -0.0109863 | az: 0.00561523
ax: -0.0748138 | ay: 0.00556946 | az: 0.0531464
ax: -0.0966492 | ay: 0.0483704 | az: 0.096817
ax: -0.102783 | ay: 0.0620728 | az: 0.0714722
ax: -0.122406 | ay: 0.0941772 | az: 0.00228882
ax: -0.140945 | ay: 0.0835876 | az: 0.00172424
ax: -0.217667 | ay: 0.137085 | az: 0.0551758
ax: -0.19072 | ay: 0.106445 | az: -0.0147095
ax: -0.263916 | ay: 0.0813293 | az: -0.175797
ax: -0.393417 | ay: 0.0500183 | az: -0.249512
ax: -0.58847 | ay: 0.114716 | az: -0.239578
ax: -0.891373 | ay: 0.427307 | az: -0.39743
ax: -1.07042 | ay: 0.89093 | az: -0.434708
ax: -0.977814 | ay: 1.07948 | az: 0.100601
ax: -0.905518 | ay: 0.845016 | az: 0.0899048
ax: -0.457718 | ay: 0.765396 | az: -0.193466
ax: -0.259705 | ay: 0.148315 | az: -0.580383
ax: 0.279129 | ay: 0.175766 | az: -0.69223
ax: 0.566498 | ay: -0.218094 | az: -0.392319
ax: 0.391083 | ay: 0.184219 | az: -0.125946
ax: 0.75087 | ay: 0.486771 | az: -0.0682678
time: 5
[20210810071441.826]
> sum ax: -9.66985 | sum ay: -2.47905 | sum az: -0.366531
>> avg ax: -0.193397 | avg ay: -0.049581 | avg az: -0.00733063
>>> vx: -0.947645 | vy: -0.242947 | vz: -0.0359201
>>> sx: -0.568478 | sy: -0.670393 | sz: 0.230342
>>> a: 0.199786
>>> v: 0.978951
>>> s: 0.908653

ax: 0.6819 | ay: 0.68811 | az: -0.0961456
ax: 0.752838 | ay: 0.546997 | az: -0.149643
ax: 0.71196 | ay: 0.468842 | az: -0.124863
ax: 0.625916 | ay: 0.291153 | az: -0.0817719
ax: 0.565048 | ay: 0.242813 | az: -0.0345764
ax: 0.491226 | ay: 0.23851 | az: -0.0221863
ax: 0.401413 | ay: 0.164139 | az: -0.06987
ax: 0.199692 | ay: 0.108887 | az: -0.0823669
ax: -0.0371704 | ay: 0.0594788 | az: -0.00610352
ax: -0.264313 | ay: -0.0902252 | az: 0.00376892
ax: -0.546188 | ay: -0.230469 | az: -0.0507965
ax: -0.946182 | ay: -0.52916 | az: -0.146164
ax: -1.1107 | ay: -1.14647 | az: -0.2995
ax: -1.15581 | ay: -1.52643 | az: -0.290634
ax: -1.05469 | ay: -1.77139 | az: -0.218918
ax: -0.911835 | ay: -2.08936 | az: 0.193314
ax: -0.840378 | ay: -2.45003 | az: 0.920944
ax: -0.614792 | ay: -1.03716 | az: 0.347122
ax: -0.423004 | ay: -1.3185 | az: 0.331131
ax: -0.0397034 | ay: -0.456848 | az: 0.291641
ax: -0.325272 | ay: 1.11856 | az: 0.988983
ax: -0.275162 | ay: 0.347229 | az: 0.0995636
ax: -0.507828 | ay: -0.578812 | az: 0.238312
ax: -0.331589 | ay: -0.448349 | az: -0.132156
ax: -0.0952911 | ay: -0.338776 | az: -0.266205
ax: -0.111572 | ay: -0.602036 | az: -0.0674133
ax: -0.152664 | ay: -0.224442 | az: 0.103958
ax: 0.0132751 | ay: 0.00341797 | az: 0.0564728
ax: -0.00842285 | ay: -0.00497437 | az: 0.0904846
ax: -0.112488 | ay: -0.0650482 | az: 0.113556
ax: -0.0574951 | ay: -0.099884 | az: -0.00915527
ax: 0.00746155 | ay: -0.025528 | az: -0.105209
ax: 0.0112305 | ay: -0.0853577 | az: -0.168152
ax: -0.0128174 | ay: 0.0605164 | az: 0.0552216
ax: -0.0533905 | ay: 0.0586243 | az: 0.0990295
ax: -0.028656 | ay: 0.0302887 | az: 0.033905
ax: 0.00650024 | ay: -0.000335693 | az: -0.052887
ax: 0.019989 | ay: -0.0088501 | az: -0.0371094
ax: 0.00866699 | ay: 0.0225677 | az: 0.0228119
ax: -0.0121002 | ay: 0.0261688 | az: 0.0604706
ax: -0.00907898 | ay: 0.0295258 | az: 0.00938416
ax: -0.0144806 | ay: -0.0252228 | az: 0.00349426
ax: -0.0456848 | ay: -0.0428009 | az: 0.0448303
ax: -0.0696106 | ay: -0.0218964 | az: 0.0419464
ax: -0.0561218 | ay: -0.00215149 | az: 0.05513
ax: -0.0713043 | ay: 0.044754 | az: 0.0205536
ax: -0.0816193 | ay: 0.0574951 | az: 0.00437927
ax: -0.117126 | ay: 0.0654755 | az: -0.00523376
ax: -0.202011 | ay: 0.114502 | az: 0.0582275
ax: -0.193527 | ay: 0.172974 | az: 0.0500641
time: 6
[20210810071442.833]
> sum ax: -6.39296 | sum ay: -10.2595 | sum az: 1.82164
>> avg ax: -0.127859 | avg ay: -0.205189 | avg az: 0.0364328
>>> vx: -0.62651 | vy: -1.00543 | vz: 0.178521
>>> sx: -0.270124 | sy: -0.640041 | sz: 0.0671919
>>> a: 0.244495
>>> v: 1.19803
>>> s: 0.69795

ax: -0.224045 | ay: 0.0860291 | az: -0.0759277
ax: -0.368546 | ay: 0.0684357 | az: -0.203232
ax: -0.588501 | ay: 0.141708 | az: -0.309235
ax: -0.858795 | ay: 0.25119 | az: -0.271027
ax: -0.996002 | ay: 0.766739 | az: -0.23349
ax: -0.783768 | ay: 1.07207 | az: -0.192444
ax: -0.853775 | ay: 0.600769 | az: 0.107986
ax: -0.511093 | ay: 0.902496 | az: -0.300552
ax: -0.277954 | ay: 0.166016 | az: -0.40834
ax: -0.0191498 | ay: 0.102097 | az: -0.569275
ax: 0.706177 | ay: -0.181946 | az: -0.402847
ax: 0.189713 | ay: 0.192291 | az: -0.164337
ax: 0.614517 | ay: 0.530792 | az: -0.0703278
ax: 0.635788 | ay: 0.869293 | az: -0.0140686
ax: 0.72905 | ay: 0.592346 | az: -0.0838776
ax: 0.692688 | ay: 0.417496 | az: -0.0708313
ax: 0.62381 | ay: 0.281967 | az: -0.0342712
ax: 0.580673 | ay: 0.209167 | az: -0.0435944
ax: 0.541351 | ay: 0.214355 | az: -0.0609741
ax: 0.452103 | ay: 0.160706 | az: -0.120651
ax: 0.224152 | ay: 0.0863342 | az: -0.14386
ax: -0.0939636 | ay: -0.0441742 | az: -0.0923462
ax: -0.353271 | ay: -0.141098 | az: 0.0982208
ax: -0.686432 | ay: -0.499283 | az: 0.0721741
ax: -1.00728 | ay: -1.03278 | az: 0.0217438
ax: -1.10686 | ay: -1.39098 | az: 0.07901
ax: -0.949478 | ay: -1.5777 | az: 0.0318146
ax: -0.785172 | ay: -1.52585 | az: -0.0475769
ax: -0.718765 | ay: -1.71162 | az: 0.154938
ax: -0.506271 | ay: -1.65518 | az: 0.519669
ax: -0.544907 | ay: -1.73238 | az: 0.556259
ax: -0.47406 | ay: -1.60347 | az: 0.544632
ax: -0.518021 | ay: -0.332199 | az: 0.737717
ax: -0.212875 | ay: 1.58301 | az: 0.02948
ax: -0.623032 | ay: -0.919693 | az: 0.521332
ax: -0.274323 | ay: -0.301865 | az: -0.19838
ax: -0.158234 | ay: -0.336014 | az: -0.178925
ax: -0.108917 | ay: -0.46666 | az: -0.350433
ax: -0.026123 | ay: -0.439194 | az: -0.00183105
ax: -0.118225 | ay: -0.149628 | az: 0.169754
ax: -0.0937958 | ay: -0.098526 | az: 0.15184
ax: -0.0932465 | ay: -0.0333252 | az: 0.168884
ax: -0.083725 | ay: -0.0550842 | az: -0.0240479
ax: 0.014801 | ay: -0.119705 | az: -0.0628204
ax: 0.0196533 | ay: -0.124985 | az: -0.127792
ax: -0.0188599 | ay: -0.149002 | az: -0.0733948
ax: -0.0341797 | ay: 0.0563812 | az: 0.124268
ax: -0.0584412 | ay: 0.0615692 | az: 0.124588
ax: -0.00811768 | ay: -0.0630798 | az: -0.0175476
ax: 0.0210876 | ay: -0.0461578 | az: -0.0681305
time: 7
[20210810071443.814]
> sum ax: -9.09264 | sum ay: -7.31831 | sum az: -0.802078
>> avg ax: -0.181853 | avg ay: -0.146366 | avg az: -0.0160416
>>> vx: -0.891078 | vy: -0.717195 | vz: -0.0786036
>>> sx: -0.483375 | sy: -0.00991183 | sz: -0.190569
>>> a: 0.233989
>>> v: 1.14655
>>> s: 0.519679

ax: 0.0145264 | ay: 0.00297546 | az: 0.0247192
ax: -0.0321045 | ay: 0.0197754 | az: 0.0839539
ax: -0.0260773 | ay: -0.0450745 | az: 0.0427551
ax: -0.021698 | ay: -0.0222168 | az: -0.000518799
ax: -0.0343018 | ay: -0.0380707 | az: -0.00132751
ax: -0.0456848 | ay: -0.0383759 | az: -0.00131226
ax: -0.0572205 | ay: -0.0243225 | az: 0.0123444
ax: -0.0858612 | ay: 0.0283203 | az: 0.0259552
ax: -0.110794 | ay: 0.0474243 | az: 0.0164642
ax: -0.144577 | ay: 0.0644226 | az: 0.0014801
ax: -0.18779 | ay: 0.106918 | az: 0.0381012
ax: -0.217636 | ay: 0.0581207 | az: -0.00663757
ax: -0.298218 | ay: 0.0460968 | az: -0.086853
ax: -0.485748 | ay: 0.0613556 | az: -0.136795
ax: -0.763168 | ay: 0.139862 | az: -0.114334
ax: -1.05786 | ay: 0.248474 | az: -0.218842
ax: -1.06616 | ay: 1.08215 | az: -0.753433
ax: -0.699097 | ay: 1.1185 | az: -0.0299683
ax: -0.537689 | ay: 0.481598 | az: -0.0872803
ax: -0.319092 | ay: 0.272385 | az: -0.528015
ax: -0.0558624 | ay: 0.0707245 | az: -0.559265
ax: 0.663376 | ay: 0.0161133 | az: -0.582947
ax: 0.185898 | ay: 0.275726 | az: -0.170776
ax: 0.602875 | ay: 0.427261 | az: -0.0779114
ax: 0.591171 | ay: 0.733154 | az: -0.129669
ax: 0.683044 | ay: 0.670975 | az: -0.136688
ax: 0.653854 | ay: 0.586792 | az: -0.0430908
ax: 0.579742 | ay: 0.465652 | az: 0.0668182
ax: 0.510895 | ay: 0.346024 | az: 0.0404358
ax: 0.49971 | ay: 0.309326 | az: -0.061264
ax: 0.407578 | ay: 0.261597 | az: -0.0967407
ax: 0.14917 | ay: 0.152527 | az: -0.0594025
ax: -0.0301514 | ay: 0.0396423 | az: 0.0383911
ax: -0.240387 | ay: -0.0579681 | az: 0.0511322
ax: -0.529556 | ay: -0.251709 | az: -0.0735931
ax: -0.804169 | ay: -0.570145 | az: -0.151657
ax: -1.06487 | ay: -0.89946 | az: -0.204132
ax: -1.09747 | ay: -1.2126 | az: -0.264908
ax: -1.06502 | ay: -1.63573 | az: -0.222
ax: -0.95961 | ay: -1.908 | az: 0.182388
ax: -0.743225 | ay: -1.90215 | az: 0.927109
ax: -0.550232 | ay: -1.90761 | az: 0.682434
ax: -0.517822 | ay: -1.25391 | az: 0.30304
ax: -0.311218 | ay: -1.4754 | az: 0.262573
ax: -0.250763 | ay: 0.500916 | az: 0.643387
ax: -0.271545 | ay: 1.10049 | az: 0.290131
ax: -0.497452 | ay: -0.530014 | az: 0.138992
ax: -0.308838 | ay: -0.544434 | az: 0.0330811
ax: -0.186951 | ay: -0.442581 | az: -0.249969
ax: -0.180359 | ay: -0.546707 | az: -0.212585
time: 8
[20210810071444.814]
> sum ax: -10.3144 | sum ay: -5.57117 | sum az: -1.35623
>> avg ax: -0.206289 | avg ay: -0.111423 | avg az: -0.0271246
>>> vx: -1.01081 | vy: -0.545974 | vz: -0.132911
>>> sx: -0.370912 | sy: 0.177832 | sz: -0.174848
>>> a: 0.236021
>>> v: 1.1565
>>> s: 0.446958

ax: -0.07901 | ay: -0.381165 | az: -0.0339355
ax: -0.0217285 | ay: -0.0772247 | az: 0.09552
ax: 0.0261536 | ay: 0.0419617 | az: 0.0698547
ax: -0.0966187 | ay: -0.0599823 | az: 0.128799
ax: -0.0852356 | ay: -0.0650635 | az: 0.0536194
ax: -0.030014 | ay: -0.0998688 | az: -0.0463715
ax: 0.0166321 | ay: -0.0622559 | az: -0.172211
ax: 0.0253448 | ay: -0.115067 | az: -0.149979
ax: -0.0283813 | ay: 0.0116119 | az: 0.103333
ax: -0.0318146 | ay: 0.0597382 | az: 0.160889
ax: -0.0294647 | ay: -0.0558777 | az: 0.067276
ax: 0.00816345 | ay: -0.114349 | az: -0.0787811
ax: 0.0379791 | ay: -0.0647125 | az: -0.0586395
ax: 0.0022583 | ay: 0.0128479 | az: 0.0530853
ax: -0.0273438 | ay: -0.0193939 | az: 0.0663757
ax: -0.0124207 | ay: -0.0301666 | az: 0.0374298
ax: -0.0111389 | ay: -0.0402374 | az: -0.019577
ax: -0.0212708 | ay: -0.0314941 | az: 0.00959778
ax: -0.0451508 | ay: -0.0619354 | az: -0.0214539
ax: -0.0262756 | ay: -0.013092 | az: -0.00856018
ax: -0.058136 | ay: 0.0956573 | az: 0.0252533
ax: -0.0908966 | ay: 0.0596466 | az: 0.0165253
ax: -0.132446 | ay: 0.0768585 | az: 0.0150757
ax: -0.14534 | ay: 0.0444336 | az: 0.0467072
ax: -0.126282 | ay: 0.0486298 | az: 0.0211945
ax: -0.236343 | ay: -0.015152 | az: -0.228607
ax: -0.367508 | ay: 0.00114441 | az: -0.174988
