ax: -0.02771 | ay: 0.228973 | az: -0.210693
ax: 1.06932 | ay: -0.527023 | az: -0.998856
ax: 1.08852 | ay: -1.92325 | az: -1.76114
ax: 1.11472 | ay: -0.820847 | az: -1.05533
2: [20200927210755.188]
> sum ax: 15.7674 | sum ay: 9.06245 | sum az: 1.38605
>> avg ax: 0.315348 | avg ay: 0.181249 | avg az: 0.0277209
>>> vx: 3.09041 | vy: 1.77624 | vz: 0.271665
>>> sx: 1.05433 | sy: 1.24243 | sz: 0.326467
>>> a: 0.364779
>>> v: 3.57483
>>> s: 1.66187

ax: 0.726959 | ay: -1.28334 | az: -1.00334
ax: 0.192551 | ay: -0.176834 | az: -0.658157
ax: -1.17424 | ay: 1.42139 | az: -0.425507
ax: 0.17807 | ay: -0.668488 | az: -0.288544
ax: -0.733978 | ay: -0.98793 | az: -0.361832
ax: -0.662704 | ay: -0.577682 | az: -0.411606
ax: -0.777649 | ay: -0.616959 | az: -0.287033
ax: -0.702744 | ay: -0.455521 | az: -0.26181
ax: -0.608734 | ay: -0.433823 | az: -0.176559
ax: -0.53685 | ay: -0.338531 | az: -0.0779266
ax: -0.377045 | ay: -0.29303 | az: -0.0289917
ax: -0.21875 | ay: -0.182419 | az: 0.032486
ax: -0.00683594 | ay: -0.119431 | az: 0.0973358
ax: 0.419037 | ay: -0.0340118 | az: 0.145325
ax: 1.03981 | ay: 0.537491 | az: 0.264114
ax: 1.16707 | ay: 1.48949 | az: 0.343277
ax: 1.24294 | ay: 2.11945 | az: 0.0449677
ax: 1.30534 | ay: 2.56403 | az: 0.640335
ax: 0.813904 | ay: 2.57426 | az: 1.38989
ax: 0.809662 | ay: 2.54395 | az: 1.78778
ax: 1.28127 | ay: 2.48335 | az: 0.6492
ax: 0.254623 | ay: -1.57208 | az: -1.52553
ax: 0.645828 | ay: -0.609406 | az: 1.23599
ax: 1.15442 | ay: 1.50931 | az: 0.855667
ax: 0.812759 | ay: 2.29703 | az: 0.427643
ax: 0.0922852 | ay: 0.363983 | az: 0.451202
ax: -0.00257874 | ay: 0.982147 | az: 0.187729
ax: 0.0136566 | ay: 0.399918 | az: 0.172363
ax: 0.0633698 | ay: 0.116913 | az: 0.234177
ax: 0.124741 | ay: 0.0678253 | az: 0.111862
ax: 0.0442505 | ay: 0.147583 | az: -0.0351868
ax: -0.0308685 | ay: 0.159637 | az: -0.0131989
ax: -0.0492554 | ay: 0.264648 | az: -0.144196
ax: -0.00230408 | ay: 0.163681 | az: -0.0319519
ax: 0.0218811 | ay: 0.116241 | az: 0.0324554
ax: 0.0351105 | ay: 0.0988007 | az: 0.0537262
ax: 0.0336456 | ay: 0.00212097 | az: 0.0796204
ax: -0.0432892 | ay: -0.0553741 | az: 0.0133057
ax: 0.0354004 | ay: -0.0366058 | az: 0.0203552
ax: 0.148361 | ay: -0.0632324 | az: -0.0428162
ax: 0.266922 | ay: -0.0787964 | az: 0.0637665
ax: 0.395477 | ay: -0.192566 | az: 0.0590515
ax: 0.532608 | ay: -0.299362 | az: -0.0417175
ax: 0.649887 | ay: -0.361786 | az: -0.00674438
ax: 0.693771 | ay: -0.394913 | az: -0.148727
ax: 0.952972 | ay: -0.393311 | az: -0.482315
ax: 1.06941 | ay: -0.72197 | az: -0.924454
ax: 1.08783 | ay: -1.95091 | az: -1.74387
ax: 1.10945 | ay: -0.82402 | az: -0.463303
ax: 0.92511 | ay: -1.23181 | az: -1.58218
3: [20200927210756.191]
> sum ax: 14.4126 | sum ay: 7.46909 | sum az: -1.77386
>> avg ax: 0.288251 | avg ay: 0.149382 | avg az: -0.0354773
>>> vx: 2.82486 | vy: 1.46394 | vz: -0.347678
>>> sx: 0.73786 | sy: 1.28691 | sz: 0.0895785
>>> a: 0.326592
>>> v: 3.2006
>>> s: 1.48613

ax: -0.250702 | ay: -0.578644 | az: -0.832062
ax: -0.709778 | ay: 1.42749 | az: -0.277618
ax: 0.224136 | ay: -0.680084 | az: -0.62619
ax: -0.618332 | ay: -1.10258 | az: -0.493851
ax: -0.697723 | ay: -0.858673 | az: -0.24147
ax: -0.713867 | ay: -0.644455 | az: -0.187042
ax: -0.687408 | ay: -0.532578 | az: -0.139893
ax: -0.592178 | ay: -0.50058 | az: -0.0908966
ax: -0.533325 | ay: -0.432083 | az: -0.059494
ax: -0.415085 | ay: -0.304428 | az: 0.00564575
ax: -0.265762 | ay: -0.24826 | az: 0.0857391
ax: 0.0263214 | ay: -0.139877 | az: 0.108261
ax: 0.554123 | ay: 0.106964 | az: 0.16925
ax: 1.08603 | ay: 0.541245 | az: 0.369019
ax: 1.18565 | ay: 1.48715 | az: 0.31456
ax: 1.26001 | ay: 2.52136 | az: 0.249664
ax: 1.31433 | ay: 2.5704 | az: 0.782303
ax: 1.02522 | ay: 2.57411 | az: 1.32811
ax: 1.32838 | ay: 2.54321 | az: 1.3432
ax: 0.628479 | ay: 2.11353 | az: 1.0354
ax: 1.23735 | ay: -1.52924 | az: 0.763947
ax: 1.1843 | ay: 2.06717 | az: 1.11992
ax: 0.772583 | ay: 0.518021 | az: -0.044342
ax: 0.2798 | ay: 1.89369 | az: 0.474777
ax: -0.334244 | ay: 0.509216 | az: 0.307663
ax: 0.283981 | ay: 1.15549 | az: 0.153824
ax: 0.206314 | ay: 0.129868 | az: 0.298279
ax: 0.0497131 | ay: 0.0555115 | az: 0.10907
ax: 0.045929 | ay: 0.0930023 | az: 0.0720215
ax: -0.0363464 | ay: 0.0693359 | az: -0.0778198
ax: -0.0549927 | ay: 0.333878 | az: -0.147293
ax: -0.0332336 | ay: 0.154434 | az: -0.107056
ax: -0.0140533 | ay: 0.121582 | az: -0.00601196
ax: 0.00167847 | ay: 0.0198059 | az: 0.0245514
ax: 0.0520782 | ay: -0.0490112 | az: -0.0101318
ax: 0.00221252 | ay: -0.0140839 | az: -0.119675
ax: 0.0813293 | ay: 0.02742 | az: 0.0713348
ax: 0.096756 | ay: 0.0729523 | az: 0.14328
ax: 0.122894 | ay: 0.110947 | az: -0.0492706
ax: 0.206177 | ay: -0.057785 | az: -0.0437164
ax: 0.39238 | ay: -0.180374 | az: -0.0461731
ax: 0.564743 | ay: -0.219406 | az: -0.0111542
ax: 0.612534 | ay: -0.31105 | az: 0.0391541
ax: 0.746704 | ay: -0.323471 | az: -0.209396
ax: 1.00357 | ay: -0.37265 | az: -0.545105
ax: 1.05258 | ay: -0.426147 | az: -0.743713
ax: 1.06906 | ay: -2.13504 | az: -1.65337
ax: 1.08769 | ay: -0.641296 | az: -0.819626
ax: 1.03363 | ay: -1.50107 | az: -1.6404
ax: -0.219193 | ay: -0.471466 | az: -0.9142
4: [20200927210757.180]
> sum ax: 14.6425 | sum ay: 8.96346 | sum az: -0.76799
>> avg ax: 0.292849 | avg ay: 0.179269 | avg az: -0.0153598
>>> vx: 2.86992 | vy: 1.75684 | vz: -0.150526
>>> sx: 0.800561 | sy: 1.56116 | sz: 0.449235
>>> a: 0.343706
>>> v: 3.36832
>>> s: 1.81106

ax: 0.552032 | ay: 0.965668 | az: -0.214188
ax: 0.0402832 | ay: -0.393036 | az: -0.344498
ax: -0.584808 | ay: -1.03526 | az: -0.472839
ax: -0.699875 | ay: -0.671799 | az: -0.462967
ax: -0.712982 | ay: -0.566483 | az: -0.36116
ax: -0.649826 | ay: -0.438232 | az: -0.341019
ax: -0.56073 | ay: -0.313065 | az: -0.218353
ax: -0.471924 | ay: -0.242706 | az: -0.110016
ax: -0.320755 | ay: -0.106888 | az: -0.0648651
ax: -0.174805 | ay: -0.0640106 | az: -0.0594482
ax: 0.157059 | ay: -0.0372009 | az: 0.00634766
ax: 0.79245 | ay: 0.261444 | az: 0.0623627
ax: 1.14316 | ay: 0.816147 | az: 0.304672
ax: 1.21863 | ay: 1.62334 | az: 0.441422
ax: 1.29091 | ay: 2.47859 | az: 0.608002
ax: 1.10678 | ay: 2.58607 | az: 0.896027
ax: 0.884155 | ay: 2.58469 | az: 1.61317
ax: 0.877625 | ay: 2.55133 | az: 1.08311
ax: 0.682114 | ay: 1.57855 | az: 0.960724
ax: 1.22607 | ay: -1.54666 | az: 0.00915527
ax: 0.751572 | ay: 1.16013 | az: 0.983704
ax: 1.02216 | ay: 1.76826 | az: 0.35083
ax: -0.214325 | ay: 1.54504 | az: 0.14415
ax: -0.0627747 | ay: 0.56871 | az: 0.592087
ax: 0.214432 | ay: 1.00522 | az: -0.127014
ax: 0.238525 | ay: 0.483444 | az: 0.300964
ax: -0.0147858 | ay: -0.0689392 | az: 0.0654449
ax: 0.0591125 | ay: 0.142303 | az: 0.184204
ax: 0.0549622 | ay: 0.137955 | az: -0.0788269
ax: -0.0375214 | ay: 0.138596 | az: -0.0484467
ax: -0.0395966 | ay: 0.382462 | az: -0.289597
ax: -0.0252991 | ay: 0.000198364 | az: -0.032486
ax: 0.0760956 | ay: -0.02742 | az: 0.0561218
ax: 0.0365295 | ay: -0.0577545 | az: 0.0775146
ax: 0.0213776 | ay: 0.0838928 | az: -0.0486298
ax: 0.0775604 | ay: 0.0812836 | az: -0.00488281
ax: 0.159348 | ay: 0.0530548 | az: 0.068512
ax: 0.228561 | ay: -0.0718384 | az: 0.114807
ax: 0.261597 | ay: -0.166199 | az: 0.10817
ax: 0.432068 | ay: -0.23761 | az: -0.0557709
ax: 0.586929 | ay: -0.200851 | az: -0.146103
ax: 0.632477 | ay: -0.306152 | az: -0.0487823
ax: 0.68808 | ay: -0.381317 | az: -0.346298
ax: 0.946014 | ay: -0.375046 | az: -0.746216
ax: 1.05659 | ay: -0.496994 | az: -0.975677
ax: 1.07487 | ay: -1.60945 | az: -1.65454
ax: 1.10034 | ay: -0.883926 | az: -0.993164
ax: 0.928253 | ay: -1.53894 | az: -1.3949
ax: -0.353912 | ay: -0.00210571 | az: -1.41809
ax: -0.624039 | ay: 1.45782 | az: -0.36055
5: [20200927210758.192]
> sum ax: 15.0708 | sum ay: 12.6143 | sum az: -2.38782
>> avg ax: 0.301415 | avg ay: 0.252286 | avg az: -0.0477563
>>> vx: 2.95387 | vy: 2.47241 | vz: -0.468012
>>> sx: 1.11636 | sy: 1.92503 | sz: 0.438148
>>> a: 0.395955
>>> v: 3.88036
>>> s: 2.26803

ax: 0.345657 | ay: -0.588593 | az: -0.183441
ax: -0.677368 | ay: -1.09784 | az: -0.418945
ax: -0.658813 | ay: -0.667526 | az: -0.43924
ax: -0.691437 | ay: -0.658051 | az: -0.196793
ax: -0.570755 | ay: -0.476334 | az: -0.138718
ax: -0.504684 | ay: -0.354004 | az: -0.0433502
ax: -0.432831 | ay: -0.283096 | az: 0.052948
ax: -0.285995 | ay: -0.263306 | az: 0.116257
ax: -0.148544 | ay: -0.247849 | az: 0.159775
ax: 0.166306 | ay: -0.143555 | az: 0.203568
ax: 0.741745 | ay: -0.0321198 | az: 0.319641
ax: 1.15909 | ay: 0.590042 | az: 0.562912
ax: 1.2392 | ay: 1.59752 | az: 0.645508
ax: 1.31445 | ay: 2.38905 | az: 0.87587
ax: 1.23695 | ay: 2.55307 | az: 1.37148
ax: 1.22737 | ay: 2.55237 | az: 1.86861
ax: 0.974579 | ay: 2.52429 | az: 1.16641
ax: 1.26784 | ay: 1.85643 | az: 0.834122
ax: 0.527267 | ay: -1.57378 | az: -0.960739
ax: 0.602432 | ay: -0.193466 | az: 0.934525
ax: 1.12642 | ay: 1.54138 | az: 0.745972
ax: 0.441452 | ay: 1.35222 | az: 0.270279
ax: 0.546753 | ay: 0.878632 | az: 0.2491
ax: -0.046402 | ay: 0.66243 | az: 0.207825
ax: 0.0761871 | ay: 0.82196 | az: -0.0246582
ax: 0.0575104 | ay: 0.182907 | az: 0.167496
ax: 0.127319 | ay: 0.0718384 | az: 0.168869
ax: 0.0825043 | ay: 0.0667877 | az: 0.116974
ax: -0.053009 | ay: 0.111832 | az: -0.0185699
ax: -0.0542297 | ay: 0.325836 | az: -0.098465
ax: -0.0326691 | ay: 0.176666 | az: -0.0981445
ax: 0.00415039 | ay: 0.217499 | az: -0.0229797
ax: 0.0186768 | ay: -0.00761414 | az: 0.054718
ax: 0.0214691 | ay: -0.101105 | az: 0.0593567
ax: 0.0343933 | ay: -0.202881 | az: -0.0481262
ax: 0.112259 | ay: 0.0471344 | az: 0.00849915
ax: 0.197159 | ay: 0.187943 | az: -0.0212708
ax: 0.274353 | ay: 0.0334778 | az: 0.133423
ax: 0.367188 | ay: -0.248016 | az: -0.0243835
ax: 0.590302 | ay: -0.228424 | az: -0.0668488
ax: 0.673965 | ay: -0.317276 | az: 0.0267639
ax: 0.772934 | ay: -0.348221 | az: -0.197159
ax: 1.03767 | ay: -0.38063 | az: -0.55368
ax: 1.06322 | ay: -0.791214 | az: -0.892502
ax: 1.08076 | ay: -1.96559 | az: -1.47331
ax: 1.10579 | ay: -0.860001 | az: -0.855042
ax: 0.832062 | ay: -1.68867 | az: -1.3054
ax: -0.241364 | ay: -0.490143 | az: -0.662155
ax: -0.668793 | ay: 1.45026 | az: -0.386505
ax: 0.360687 | ay: -0.591812 | az: -0.556641
6: [20200927210759.184]
> sum ax: 16.7412 | sum ay: 7.39046 | sum az: 1.63382
>> avg ax: 0.334824 | avg ay: 0.147809 | avg az: 0.0326764
>>> vx: 3.28127 | vy: 1.44853 | vz: 0.320229
>>> sx: 1.32589 | sy: 1.36843 | sz: 0.948726
>>> a: 0.367454
>>> v: 3.60105
>>> s: 2.12854

ax: -0.581558 | ay: -1.07932 | az: -0.495544
ax: -0.651291 | ay: -0.680038 | az: -0.301315
ax: -0.625732 | ay: -0.421143 | az: -0.322739
ax: -0.648529 | ay: -0.298035 | az: -0.304733
ax: -0.578094 | ay: -0.226883 | az: -0.255707
ax: -0.527023 | ay: -0.202896 | az: -0.181824
ax: -0.397644 | ay: -0.136307 | az: -0.15065
ax: -0.247375 | ay: -0.0860291 | az: -0.0932465
ax: 0.0699158 | ay: -0.00727844 | az: -0.0233307
ax: 0.699142 | ay: 0.226166 | az: 0.0240936
ax: 1.14169 | ay: 0.85379 | az: 0.275421
ax: 1.21881 | ay: 1.66527 | az: 0.465118
ax: 1.29268 | ay: 2.55675 | az: 0.659698
ax: 1.04945 | ay: 2.59235 | az: 0.819763
ax: 1.02736 | ay: 2.58714 | az: 1.49892
ax: 0.794327 | ay: 2.54826 | az: 1.528
ax: 0.558136 | ay: 1.24934 | az: 1.07756
ax: 1.21384 | ay: -1.54771 | az: -0.349472
ax: 0.913406 | ay: 1.99277 | az: 1.31473
ax: 0.800339 | ay: 1.06557 | az: -0.0881653
ax: 0.596329 | ay: 2.05179 | az: 0.220642
ax: -0.34906 | ay: 0.297943 | az: 0.611572
ax: 0.279327 | ay: 1.26527 | az: -0.0157166
ax: 0.0375519 | ay: -0.0166016 | az: 0.249908
ax: 0.0834198 | ay: 0.1492 | az: 0.209824
ax: 0.0645752 | ay: 0.103455 | az: 0.128372
ax: 0.0105896 | ay: 0.154755 | az: -0.0848083
ax: -0.0262146 | ay: 0.207855 | az: -0.0231171
ax: -0.0273895 | ay: 0.258087 | az: -0.129593
ax: 0.00788879 | ay: 0.0647888 | az: -0.00845337
ax: 0.0151215 | ay: 0.0815125 | az: 0.0245361
ax: 0.0194855 | ay: -0.00547791 | az: 0.0688934
ax: 0.0346069 | ay: 0.0406342 | az: 0.0255737
ax: 0.0317535 | ay: 0.0858002 | az: 0.0570221
ax: 0.0980988 | ay: 0.0396881 | az: 0.0554504
ax: 0.21962 | ay: 0.0098114 | az: 0.0270538
ax: 0.342194 | ay: -0.230209 | az: 0.0532227
ax: 0.531586 | ay: -0.263702 | az: -0.108414
ax: 0.639786 | ay: -0.293152 | az: -0.0604095
ax: 0.714539 | ay: -0.431946 | az: -0.0607605
ax: 0.886505 | ay: -0.421265 | az: -0.417084
ax: 1.05365 | ay: -0.58139 | az: -0.713028
ax: 1.07207 | ay: -1.42139 | az: -1.94319
ax: 1.0928 | ay: -1.51424 | az: -0.94223
ax: 1.12579 | ay: -1.42584 | az: -1.40414
ax: -0.150223 | ay: -1.23088 | az: -1.125
ax: 1.09529 | ay: 0.324707 | az: -0.0435333
ax: -0.167252 | ay: -0.0014801 | az: 0.182602
ax: -0.451752 | ay: -1.19353 | az: -0.441605
ax: -0.751953 | ay: -0.861115 | az: -0.481247
7: [20200927210800.186]
> sum ax: 14.6506 | sum ay: 7.89485 | sum az: -0.991089
>> avg ax: 0.293012 | avg ay: 0.157897 | avg az: -0.0198218
>>> vx: 2.87152 | vy: 1.54739 | vz: -0.194253
>>> sx: 1.12505 | sy: 1.9191 | sz: 0.568148
>>> a: 0.333437
>>> v: 3.26768
>>> s: 2.29597

ax: -0.714737 | ay: -0.754181 | az: -0.22644
ax: -0.602356 | ay: -0.564255 | az: -0.15834
ax: -0.510666 | ay: -0.500778 | az: -0.0201263
ax: -0.472229 | ay: -0.358536 | az: 0.0998077
ax: -0.313309 | ay: -0.343781 | az: 0.134705
ax: -0.180786 | ay: -0.247391 | az: 0.158951
ax: 0.083374 | ay: -0.161102 | az: 0.195877
ax: 0.60379 | ay: 0.0380554 | az: 0.283142
ax: 1.13872 | ay: 0.551773 | az: 0.561798
ax: 1.21605 | ay: 1.40355 | az: 0.512024
ax: 1.29385 | ay: 2.34596 | az: 0.542358
ax: 1.34747 | ay: 2.59259 | az: 0.993271
ax: 1.10388 | ay: 2.60153 | az: 1.61737
ax: 0.810608 | ay: 2.57484 | az: 1.14868
ax: 1.10712 | ay: 2.35573 | az: 0.638748
ax: 1.05368 | ay: -1.52855 | az: -1.27698
ax: 0.889984 | ay: 1.32877 | az: 1.54753
ax: 1.07584 | ay: 1.25351 | az: 0.286682
ax: 0.855911 | ay: 2.08246 | az: 0.753082
ax: -0.0409546 | ay: 0.268555 | az: 0.432571
ax: 0.108383 | ay: 1.00536 | az: 0.0307007
ax: 0.105118 | ay: 0.364685 | az: 0.185074
ax: 0.0245667 | ay: 0.211533 | az: 0.125153
ax: 0.110855 | ay: -0.00131226 | az: 0.0760956
ax: 0.0102081 | ay: 0.155685 | az: -0.0818024
ax: -0.0645447 | ay: 0.180389 | az: -0.0653076
ax: -0.0307922 | ay: 0.311661 | az: -0.119308
ax: -0.031311 | ay: 0.0999908 | az: -0.100113
ax: -0.00270081 | ay: 0.135315 | az: 0.00138855
ax: 0.0130005 | ay: 0.00088501 | az: 0.10022
ax: 0.0325317 | ay: -0.103088 | az: 0.0412598
ax: 0.0605774 | ay: -0.0702362 | az: 0.0580139
ax: 0.164154 | ay: 0.144638 | az: 0.0426331
ax: 0.250824 | ay: 0.154129 | az: -0.0227814
ax: 0.265244 | ay: -0.102692 | az: 0.0210266
ax: 0.541702 | ay: -0.243851 | az: -0.00959778
ax: 0.694138 | ay: -0.270172 | az: -0.00495911
ax: 0.770126 | ay: -0.42363 | az: -0.0814209
ax: 0.978882 | ay: -0.408157 | az: -0.496979
ax: 1.04839 | ay: -0.487045 | az: -0.766174
ax: 1.0649 | ay: -1.80627 | az: -1.9675
ax: 1.08389 | ay: -1.26137 | az: -0.587372
ax: 1.05333 | ay: -1.71075 | az: -1.33981
ax: -0.340958 | ay: -1.00414 | az: -1.18132
ax: 0.0985565 | ay: 0.761307 | az: -0.151031
ax: 0.185684 | ay: -0.351562 | az: -0.0300903
ax: -0.517487 | ay: -1.35728 | az: -0.476181
ax: -0.710236 | ay: -0.869431 | az: -0.450943
ax: -0.661377 | ay: -0.723953 | az: -0.217194
ax: -0.592651 | ay: -0.419708 | az: -0.202698
8: [20200927210801.186]
> sum ax: 15.4582 | sum ay: 6.84967 | sum az: 0.553696
>> avg ax: 0.309165 | avg ay: 0.136993 | avg az: 0.0110739
>>> vx: 3.02981 | vy: 1.34254 | vz: 0.108524
>>> sx: 1.69071 | sy: 2.00579 | sz: 0.975261
>>> a: 0.338338
>>> v: 3.31571
>>> s: 2.79872

ax: -0.483429 | ay: -0.312805 | az: -0.104294
ax: -0.418472 | ay: -0.181885 | az: -0.0533142
ax: -0.238983 | ay: -0.152267 | az: 0.0508118
ax: -0.0170746 | ay: -0.0826569 | az: 0.0959625
ax: 0.353088 | ay: -0.0592957 | az: 0.163284
ax: 1.12289 | ay: 0.357559 | az: 0.148956
ax: 1.20103 | ay: 1.23372 | az: 0.497543
ax: 1.28268 | ay: 2.01231 | az: 0.510391
ax: 1.35046 | ay: 2.56801 | az: 1.05865
ax: 1.08459 | ay: 2.58481 | az: 1.4236
ax: 0.910614 | ay: 2.57843 | az: 1.44829
ax: 0.83754 | ay: 2.54517 | az: 1.06163
ax: 0.450974 | ay: 0.704224 | az: 0.861359
ax: 1.08473 | ay: -1.52519 | az: 0.437744
ax: 0.716644 | ay: 1.72661 | az: 1.6004
ax: 0.592422 | ay: 1.64769 | az: -0.444153
ax: 0.828156 | ay: 1.35612 | az: 0.597885
ax: -0.227448 | ay: 0.367844 | az: 0.40918
ax: 0.257111 | ay: 1.02861 | az: -0.0788879
ax: 0.0627136 | ay: 0.010849 | az: 0.174149
ax: 0.0623474 | ay: 0.176895 | az: 0.122009
ax: 0.121582 | ay: 0.03685 | az: 0.134766
ax: -0.0127411 | ay: 0.150421 | az: -0.0506592
ax: -0.0581055 | ay: 0.267303 | az: -0.0769958
ax: -0.0295563 | ay: 0.297012 | az: -0.0837402
ax: -0.0319214 | ay: 0.12471 | az: -0.0449219
ax: 0.0128937 | ay: 0.172897 | az: 0.07547
ax: 0.0636444 | ay: 0.0226135 | az: 0.0977631
ax: 0.0426636 | ay: -0.175201 | az: 0.0536804
ax: 0.100021 | ay: -0.0609283 | az: 0.0557709
ax: 0.227005 | ay: 0.132492 | az: -0.0287781
ax: 0.307312 | ay: 0.0786285 | az: -0.0905457
ax: 0.433548 | ay: -0.281693 | az: 0.0192871
ax: 0.608704 | ay: -0.311005 | az: -0.0812836
ax: 0.697845 | ay: -0.422409 | az: 0.0590363
ax: 0.784988 | ay: -0.455261 | az: -0.230301
