steps: 0
ax: -0.074646 | ay: -0.0217285 | az: 0.0493774
ax: 0.458878 | ay: 0.397766 | az: -0.156723
ax: 0.428223 | ay: 0.311127 | az: -0.197098
ax: 0.330627 | ay: 0.256699 | az: -0.191574
ax: 0.171753 | ay: 0.222321 | az: -0.133347
ax: -0.186554 | ay: 0.130081 | az: 0.0107422
ax: -0.183365 | ay: -0.205078 | az: -0.0803223
ax: -0.463913 | ay: -0.228302 | az: -0.171112
ax: -0.764343 | ay: -0.634354 | az: -0.248352
ax: -0.918213 | ay: -1.08235 | az: -0.138382
ax: -0.978027 | ay: -1.38695 | az: 0.0635681
ax: -0.862137 | ay: -1.46259 | az: 0.226685
ax: -0.778412 | ay: -1.43076 | az: 0.415771
ax: -0.555344 | ay: -1.63005 | az: 0.792358
ax: -0.415451 | ay: -1.80675 | az: 0.903397
ax: -0.452927 | ay: -1.11336 | az: 0.899155
ax: 0.0470886 | ay: -0.0487671 | az: 0.424759
ax: -0.140411 | ay: 1.76183 | az: 0.511932
ax: -0.718903 | ay: -0.966843 | az: 0.539124
ax: -0.483292 | ay: -0.279556 | az: -0.103745
ax: -0.124908 | ay: -0.173782 | az: -0.062561
ax: -0.34758 | ay: -0.789261 | az: -0.17865
ax: -0.0996552 | ay: -0.259872 | az: 0.214066
ax: -0.0734558 | ay: -0.0705261 | az: 0.0972595
ax: -0.0249634 | ay: 0.196274 | az: 0.151886
ax: -0.0593719 | ay: 0.0814819 | az: 0.0943756
ax: 0.000823975 | ay: 0.095108 | az: 0.0104065
ax: 0.0117188 | ay: -0.0124054 | az: -0.220978
ax: 0.0110168 | ay: 0.146103 | az: -0.0571136
ax: -0.00216675 | ay: 0.11673 | az: 0.107819
ax: -0.00178528 | ay: 0.0921631 | az: 0.138763
ax: -0.00569153 | ay: 0.0563812 | az: -0.0138855
ax: -0.00117493 | ay: 0.0850525 | az: -0.010788
ax: -0.0237122 | ay: 0.0526581 | az: 0.00515747
ax: -0.0564575 | ay: 0.0793457 | az: 0.0452728
ax: -0.061676 | ay: 0.0792389 | az: 0.0615997
ax: -0.0597839 | ay: 0.0899811 | az: -0.0168152
ax: -0.0643768 | ay: 0.0446014 | az: -0.00640869
ax: -0.0472412 | ay: 0.0409393 | az: 0.0369568
ax: -0.0820618 | ay: 0.0635986 | az: -0.029541
ax: -0.10463 | ay: 0.143112 | az: -0.0739746
ax: -0.120605 | ay: 0.139069 | az: 0.00038147
ax: -0.172119 | ay: 0.122864 | az: 0.0354767
ax: -0.228668 | ay: 0.142731 | az: 0.0496826
ax: -0.273651 | ay: 0.17363 | az: 0.000915527
ax: -0.333496 | ay: 0.146667 | az: -0.103348
ax: -0.503387 | ay: 0.172073 | az: -0.150146
ax: -0.71199 | ay: 0.176392 | az: -0.106659
ax: -1.01685 | ay: 0.454926 | az: -0.233337
ax: -1.01375 | ay: 1.17892 | az: -0.45491
time: 1
[20210811065211.465]
> sum ax: -12.131 | sum ay: -6.35341 | sum az: 2.74712
>> avg ax: -0.24262 | avg ay: -0.127068 | avg az: 0.0549423
>>> vx: -1.18884 | vy: -0.622634 | vz: 0.269217
>>> sx: -0.547852 | sy: -0.675442 | sz: 0.225366
>>> a: 0.279338
>>> v: 1.36875
>>> s: 0.898417

ax: -1.06816 | ay: 0.949875 | az: 0.000640869
ax: -0.699402 | ay: 0.876282 | az: -0.129761
ax: -0.710724 | ay: 0.676376 | az: -0.23912
ax: -0.184494 | ay: 0.406876 | az: -0.515106
ax: 0.626373 | ay: 0.339996 | az: -0.402191
ax: 0.0404968 | ay: -0.348892 | az: -0.233902
ax: 0.234772 | ay: 0.254364 | az: -0.188934
ax: 0.670181 | ay: 0.995193 | az: -0.0740662
ax: 0.577164 | ay: 0.849625 | az: -0.0527802
ax: 0.5867 | ay: 0.636734 | az: -0.0900879
ax: 0.559875 | ay: 0.522552 | az: -0.0444794
ax: 0.5513 | ay: 0.41658 | az: -0.00621033
ax: 0.478989 | ay: 0.307159 | az: -0.019989
ax: 0.392456 | ay: 0.305786 | az: 0.00369263
ax: 0.265594 | ay: 0.253143 | az: -0.0118561
ax: 0.00138855 | ay: 0.208023 | az: 0.0224609
ax: -0.312225 | ay: -0.0917969 | az: 0.0408325
ax: -0.607071 | ay: -0.279175 | az: 0.133194
ax: -1.00436 | ay: -0.581116 | az: 0.203003
ax: -1.11098 | ay: -1.30078 | az: 0.222015
ax: -1.15201 | ay: -1.87851 | az: 0.377853
ax: -1.05205 | ay: -1.9451 | az: 0.432892
ax: -0.808868 | ay: -2.03067 | az: 0.526611
ax: -0.792969 | ay: -2.06396 | az: 0.84903
ax: -0.373947 | ay: -2.01509 | az: 0.697067
ax: -0.365692 | ay: -1.53603 | az: 0.444641
ax: -0.50293 | ay: 1.56369 | az: 0.079834
ax: -0.622269 | ay: -0.843552 | az: 0.554688
ax: -0.618912 | ay: -0.566391 | az: -0.143585
ax: -0.263 | ay: -0.458435 | az: -0.0902863
ax: -0.126068 | ay: -0.497162 | az: -0.0687866
ax: -0.0735779 | ay: -0.403168 | az: 0.139893
ax: -0.064209 | ay: -0.260544 | az: 0.0602417
ax: -0.0404663 | ay: -0.0921021 | az: -0.0314636
ax: -0.0555878 | ay: -0.163803 | az: 0.103088
ax: -0.0417786 | ay: -0.0962524 | az: 0.0314178
ax: -0.0128632 | ay: -0.0459747 | az: -0.0269012
ax: -0.0194092 | ay: -0.0802155 | az: -0.129791
ax: -0.00419617 | ay: -0.00328064 | az: 0.0164642
ax: -0.0200043 | ay: -0.0176392 | az: 0.108536
ax: -0.0351562 | ay: -0.00915527 | az: 0.087326
ax: -0.0134583 | ay: -0.0570068 | az: -0.00323486
ax: 0.00567627 | ay: -0.0575104 | az: 0.0025177
ax: 0.00178528 | ay: -0.0445709 | az: 0.015152
ax: -0.015213 | ay: -0.0248108 | az: 0.066452
ax: -0.031601 | ay: -0.0010376 | az: 0.057312
ax: -0.0444946 | ay: -0.0474396 | az: 0.0302277
ax: -0.0256805 | ay: -0.0442963 | az: 0.0388031
ax: -0.0416718 | ay: -0.0164642 | az: -0.00088501
ax: -0.0727692 | ay: 0.0235291 | az: -0.00566101
time: 2
[20210811065212.470]
> sum ax: -7.99551 | sum ay: -8.31615 | sum az: 2.83681
>> avg ax: -0.15991 | avg ay: -0.166323 | avg az: 0.0567361
>>> vx: -0.78356 | vy: -0.814982 | vz: 0.278007
>>> sx: -0.403678 | sy: -0.174044 | sz: 0.0666617
>>> a: 0.2376
>>> v: 1.16424
>>> s: 0.444625

ax: -0.141617 | ay: 0.00784302 | az: 0.021637
ax: -0.201233 | ay: 0.047226 | az: 0.0223541
ax: -0.238037 | ay: 0.0580902 | az: 0.0930634
ax: -0.290222 | ay: 0.0813751 | az: 0.0615692
ax: -0.324371 | ay: 0.0622711 | az: -0.0553131
ax: -0.419769 | ay: 0.101349 | az: -0.19516
ax: -0.631805 | ay: 0.0951385 | az: -0.0954895
ax: -0.961914 | ay: 0.401291 | az: -0.171616
ax: -1.07968 | ay: 1.05986 | az: -0.734482
ax: -0.962463 | ay: 1.13951 | az: -0.0426483
ax: -0.795059 | ay: 0.807846 | az: -0.111008
ax: -0.74054 | ay: 0.616974 | az: -0.41452
ax: -0.14743 | ay: 0.270432 | az: -0.751938
ax: 0.776535 | ay: 0.321884 | az: -0.461472
ax: 0.0340881 | ay: -0.240692 | az: -0.288635
ax: 0.262436 | ay: 0.145508 | az: -0.149918
ax: 0.712158 | ay: 0.963043 | az: -0.0656891
ax: 0.641525 | ay: 0.8564 | az: -0.0523071
ax: 0.65863 | ay: 0.547592 | az: -0.0796204
ax: 0.636398 | ay: 0.40007 | az: -0.0314331
ax: 0.580017 | ay: 0.272629 | az: -0.0159454
ax: 0.507965 | ay: 0.261124 | az: -0.0743103
ax: 0.441071 | ay: 0.280106 | az: -0.0787964
ax: 0.287094 | ay: 0.202377 | az: -0.0441742
ax: 0.0263214 | ay: 0.0392609 | az: -0.0572968
ax: -0.256073 | ay: -0.188553 | az: 0.00378418
ax: -0.591187 | ay: -0.385223 | az: 0.0518036
ax: -1.03871 | ay: -0.654343 | az: 0.0179138
ax: -1.12965 | ay: -1.36592 | az: 0.0922394
ax: -1.17731 | ay: -1.96155 | az: 0.354919
ax: -1.21837 | ay: -2.06892 | az: 0.468155
ax: -0.923859 | ay: -2.18347 | az: 0.856522
ax: -0.654755 | ay: -2.41359 | az: 1.20181
ax: -0.487335 | ay: -1.83672 | az: 0.546463
ax: -0.0619507 | ay: -1.34769 | az: 0.418732
ax: -0.446762 | ay: 0.929138 | az: 0.0254517
ax: -0.407013 | ay: 0.960663 | az: 0.334076
ax: -0.920685 | ay: -1.18105 | az: 0.201187
ax: -0.482651 | ay: -0.379425 | az: -0.0656128
ax: -0.316589 | ay: -0.884201 | az: -0.204834
ax: -0.122818 | ay: -0.603409 | az: 0.13858
ax: -0.0724792 | ay: -0.280121 | az: 0.168686
ax: -0.0476532 | ay: -0.133728 | az: 0.0470123
ax: -0.0502167 | ay: -0.197281 | az: -0.00860596
ax: -0.0713196 | ay: -0.292999 | az: -0.00517273
ax: -0.0456543 | ay: -0.104401 | az: 0.0100861
ax: -0.0211487 | ay: -0.0951691 | az: -0.115173
ax: 0.0180817 | ay: -0.102173 | az: -0.0184021
ax: 0.00062561 | ay: -0.0230865 | az: 0.122253
ax: -0.00996399 | ay: -0.123535 | az: 0.0728912
time: 3
[20210811065213.471]
> sum ax: -11.9053 | sum ay: -8.11824 | sum az: 0.94162
>> avg ax: -0.238107 | avg ay: -0.162365 | avg az: 0.0188324
>>> vx: -1.16672 | vy: -0.795588 | vz: 0.0922788
>>> sx: -0.611154 | sy: 0.0581757 | sz: -0.118966
>>> a: 0.288811
>>> v: 1.41518
>>> s: 0.625337

ax: -0.0226746 | ay: -0.121536 | az: 0.0264282
ax: -0.0277863 | ay: -0.0870667 | az: 0.0137787
ax: -0.0438385 | ay: -0.0893707 | az: 0.038559
ax: -0.0359955 | ay: -0.0412292 | az: 0.0512238
ax: -0.0226593 | ay: -0.0653687 | az: 0.0244904
ax: -0.0403595 | ay: -0.0588531 | az: 0.0271759
ax: -0.0569611 | ay: -0.0823517 | az: 0.0231934
ax: -0.0570221 | ay: -0.091507 | az: 0.013443
ax: -0.0739746 | ay: -0.0254364 | az: 0.0298004
ax: -0.133484 | ay: 0.0287781 | az: 0.0823517
ax: -0.180725 | ay: 0.0356903 | az: 0.0517273
ax: -0.200714 | ay: 0.0171661 | az: 0.06427
ax: -0.261597 | ay: 0.0516357 | az: -0.022522
ax: -0.285812 | ay: 0.0381317 | az: -0.0584259
ax: -0.434708 | ay: 0.0850525 | az: -0.106125
ax: -0.771606 | ay: 0.0723877 | az: -0.0939026
ax: -1.05678 | ay: 0.375198 | az: -0.316727
ax: -1.05582 | ay: 1.25096 | az: -0.642654
ax: -1.05815 | ay: 1.01468 | az: 0.101822
ax: -0.661819 | ay: 0.818451 | az: -0.437439
ax: -0.60466 | ay: 0.301559 | az: -0.342178
ax: 0.00976562 | ay: 0.40802 | az: -0.691681
ax: 0.76651 | ay: -0.242157 | az: -0.360992
ax: 0.455566 | ay: -0.253265 | az: -0.256989
ax: 0.482864 | ay: 0.707306 | az: -0.10994
ax: 0.672272 | ay: 0.871826 | az: -0.119202
ax: 0.676468 | ay: 0.656845 | az: -0.12944
ax: 0.680023 | ay: 0.463074 | az: -0.0884247
ax: 0.692963 | ay: 0.335388 | az: -0.030838
ax: 0.638016 | ay: 0.246384 | az: -0.0536804
ax: 0.568436 | ay: 0.247757 | az: -0.0581818
ax: 0.446091 | ay: 0.201508 | az: -0.0783691
ax: 0.234665 | ay: 0.10701 | az: -0.0504761
ax: -0.0744934 | ay: -0.0903931 | az: -0.0415955
ax: -0.371841 | ay: -0.417145 | az: 0.104218
ax: -0.700882 | ay: -0.653214 | az: 0.232925
ax: -1.09604 | ay: -1.20567 | az: 0.223022
ax: -1.13766 | ay: -1.78712 | az: 0.306396
ax: -1.17389 | ay: -1.91678 | az: 0.367462
ax: -0.954941 | ay: -1.88185 | az: 0.339462
ax: -0.726242 | ay: -1.97957 | az: 0.679733
ax: -0.487396 | ay: -2.04703 | az: 0.907852
ax: -0.511444 | ay: -1.95888 | az: 0.645782
ax: -0.268906 | ay: -0.948929 | az: 0.102524
ax: -0.418579 | ay: 1.5706 | az: -0.287003
ax: -0.721268 | ay: -1.14214 | az: 0.639771
ax: -0.40799 | ay: -0.520233 | az: -0.270325
ax: -0.274292 | ay: -0.531479 | az: 0.207413
ax: -0.218933 | ay: -0.60614 | az: 0.062149
ax: -0.0353546 | ay: -0.303009 | az: 0.166962
time: 4
[20210811065214.471]
> sum ax: -10.3437 | sum ay: -9.24231 | sum az: 0.886826
>> avg ax: -0.206873 | avg ay: -0.184846 | avg az: 0.0177365
>>> vx: -1.01368 | vy: -0.905746 | vz: 0.0869089
>>> sx: -0.382854 | sy: 0.0520652 | sz: -0.107503
>>> a: 0.277991
>>> v: 1.36216
>>> s: 0.401055

ax: -0.032959 | ay: -0.219757 | az: -0.00297546
ax: -0.0292358 | ay: -0.161926 | az: 0.0296173
ax: -0.0455017 | ay: -0.126602 | az: 0.0641327
ax: -0.017868 | ay: -0.149948 | az: 0.0414581
ax: -0.0364838 | ay: -0.0774384 | az: -0.0113525
ax: -0.0100098 | ay: -0.0744476 | az: -0.0209656
ax: -0.0139771 | ay: -0.0432281 | az: 0.0466309
ax: -0.0280609 | ay: -0.0862885 | az: 0.0723419
ax: -0.00405884 | ay: -0.0730743 | az: 0.0417633
ax: 0.0141144 | ay: -0.0827484 | az: 0.0319977
ax: -0.0179901 | ay: -0.0472717 | az: 0.0606842
ax: -0.0278015 | ay: -0.0674744 | az: 0.0646515
ax: -0.0257721 | ay: -0.088089 | az: 0.0493164
ax: -0.0171356 | ay: -0.0606384 | az: 0.0655212
ax: -0.0661011 | ay: -0.0210724 | az: 0.0793915
ax: -0.0931549 | ay: -0.0587463 | az: 0.0692749
ax: -0.0875244 | ay: -0.0597076 | az: 0.0496674
ax: -0.101425 | ay: 0.0265656 | az: 0.0694733
ax: -0.17482 | ay: 0.0669556 | az: 0.116379
ax: -0.168045 | ay: 0.0496979 | az: 0.0279694
ax: -0.210571 | ay: -0.00796509 | az: 0.0288086
ax: -0.251038 | ay: 0.0361938 | az: -0.00930786
ax: -0.349106 | ay: 0.0642395 | az: -0.0454559
ax: -0.495804 | ay: 0.0496674 | az: -0.104187
ax: -0.841141 | ay: 0.195251 | az: -0.195282
ax: -1.06075 | ay: 0.511078 | az: -0.559616
ax: -1.00955 | ay: 1.1431 | az: -0.388489
ax: -0.932678 | ay: 0.988907 | az: 0.0297241
ax: -0.6035 | ay: 0.732162 | az: -0.292374
ax: -0.608215 | ay: 0.358292 | az: -0.36998
ax: 0.0679779 | ay: 0.341675 | az: -0.600479
ax: 0.768433 | ay: -0.305756 | az: -0.204712
ax: 0.543869 | ay: -0.331711 | az: -0.303467
ax: 0.590027 | ay: 0.723846 | az: -0.116318
ax: 0.718201 | ay: 0.893707 | az: -0.13681
ax: 0.698975 | ay: 0.598984 | az: -0.169556
ax: 0.701721 | ay: 0.447678 | az: -0.150284
ax: 0.690277 | ay: 0.287689 | az: -0.100159
ax: 0.645325 | ay: 0.224243 | az: -0.079361
ax: 0.564697 | ay: 0.221313 | az: -0.0718994
ax: 0.447601 | ay: 0.151306 | az: -0.109177
ax: 0.27449 | ay: 0.106079 | az: -0.104279
ax: -0.0317993 | ay: -0.0411377 | az: -0.0296631
ax: -0.282211 | ay: -0.329788 | az: 0.09552
ax: -0.594177 | ay: -0.628479 | az: 0.162582
ax: -1.00677 | ay: -1.02182 | az: 0.172791
ax: -1.10977 | ay: -1.51689 | az: 0.30098
ax: -1.14296 | ay: -1.87389 | az: 0.257889
ax: -0.861954 | ay: -1.81396 | az: 0.19458
ax: -0.687561 | ay: -1.71544 | az: 0.443558
time: 5
[20210811065215.472]
> sum ax: -6.35178 | sum ay: -2.86667 | sum az: -1.50945
>> avg ax: -0.127036 | avg ay: -0.0573334 | avg az: -0.0301889
>>> vx: -0.622474 | vy: -0.280933 | vz: -0.147926
>>> sx: -0.228067 | sy: 0.105598 | sz: -0.0771776
>>> a: 0.142606
>>> v: 0.69877
>>> s: 0.26291

ax: -0.499207 | ay: -1.70219 | az: 0.913452
ax: -0.878342 | ay: -1.4304 | az: 0.706268
ax: -0.141052 | ay: -1.70143 | az: 0.701889
ax: -0.464325 | ay: 1.13696 | az: 0.0379028
ax: -0.371048 | ay: 0.37236 | az: 0.267792
ax: -0.584808 | ay: -0.841629 | az: 0.18306
ax: -0.521469 | ay: -0.510834 | az: -0.0435638
ax: -0.0859985 | ay: -0.422821 | az: 0.182373
ax: -0.103287 | ay: -0.416458 | az: 0.158676
ax: -0.0234375 | ay: -0.213882 | az: 0.0883026
ax: -0.0482483 | ay: -0.187729 | az: -0.00970459
ax: -0.0385132 | ay: -0.139008 | az: 0.0326996
ax: -0.0326843 | ay: -0.156082 | az: 0.00964355
ax: -0.0138092 | ay: -0.125809 | az: 0.00804138
ax: -0.0363159 | ay: -0.0667725 | az: -0.0343781
ax: -0.0120087 | ay: -0.0650635 | az: 0.0136871
ax: -0.00463867 | ay: -0.0397339 | az: 0.0578766
