steps: 1306
ax: -0.242233 | ay: 0.116943 | az: -0.023056
ax: -0.306244 | ay: -0.795853 | az: -0.0532532
ax: -0.039093 | ay: -0.40123 | az: 0.0751801
ax: -0.20549 | ay: -0.358414 | az: -0.0039978
ax: 0.0375366 | ay: -0.0964203 | az: -0.0792084
ax: -0.0298004 | ay: -0.190887 | az: -0.0252533
ax: -0.0879974 | ay: -0.104752 | az: -0.0316925
ax: -0.0181427 | ay: -0.112396 | az: -0.0050354
ax: -0.0258636 | ay: -0.15123 | az: -0.157059
ax: 0.0318756 | ay: -0.0665894 | az: -0.0792542
ax: 0.00759888 | ay: -0.0902863 | az: 0.0571747
ax: -0.000259399 | ay: -0.0989838 | az: 0.0809479
ax: -0.0336609 | ay: -0.154587 | az: 0.0305786
ax: -0.0347595 | ay: -0.171097 | az: -0.0518951
ax: 0.013855 | ay: -0.0922699 | az: -0.0119781
ax: -0.0164185 | ay: -0.10051 | az: 0.0426788
ax: -0.0404816 | ay: -0.11676 | az: 0.082016
ax: -0.0811615 | ay: -0.100647 | az: -0.00871277
ax: -0.0635071 | ay: -0.13179 | az: -0.0772095
ax: -0.05896 | ay: -0.0691833 | az: -0.0333099
ax: -0.183487 | ay: 0.0363312 | az: -0.0523682
ax: -0.301392 | ay: 0.0142365 | az: 0.0259705
ax: -0.384445 | ay: 0.153656 | az: 0.153732
ax: -0.485703 | ay: 0.200653 | az: 0.148865
ax: -0.610229 | ay: 0.321213 | az: -0.0425262
ax: -1.01439 | ay: 0.227509 | az: -0.302185
ax: -1.054 | ay: 0.939316 | az: -0.902237
ax: -1.06886 | ay: 1.4622 | az: -0.154892
ax: -1.08531 | ay: 0.842667 | az: -0.440857
ax: -0.786011 | ay: 0.985031 | az: -0.618195
ax: -0.0448456 | ay: 0.891296 | az: -0.772491
ax: 1.08955 | ay: 0.113052 | az: -0.291016
ax: 0.132782 | ay: -0.75885 | az: 0.0269928
ax: 0.26004 | ay: 0.278748 | az: 0.224319
ax: 0.845337 | ay: 0.943588 | az: -0.0402069
ax: 0.747574 | ay: 1.12956 | az: -0.104004
ax: 0.698059 | ay: 0.858322 | az: -0.0639496
ax: 0.694031 | ay: 0.531433 | az: -0.0439758
ax: 0.634415 | ay: 0.21077 | az: -0.145615
ax: 0.590302 | ay: 0.107239 | az: -0.185242
ax: 0.507629 | ay: 0.0655975 | az: -0.138306
ax: 0.361496 | ay: -0.0171204 | az: -0.0642548
ax: 0.0873413 | ay: -0.0642548 | az: -0.0528107
ax: -0.25618 | ay: -0.259872 | az: -0.0753174
ax: -0.740143 | ay: -0.652908 | az: 0.111954
ax: -1.11917 | ay: -1.14856 | az: 0.168839
ax: -1.17143 | ay: -1.93767 | az: 0.328033
ax: -1.21416 | ay: -2.16168 | az: 0.283737
ax: -0.986847 | ay: -2.26505 | az: 0.0378723
time: 2
[20210805070252.718]
> sum ax: -7.64432 | sum ay: -3.77065 | sum az: -3.40462
>> avg ax: -0.152886 | avg ay: -0.0754129 | avg az: -0.0680923
>>> vx: -0.749143 | vy: -0.369523 | vz: -0.333653
>>> sx: -0.3411 | sy: -0.113884 | sz: -0.173361
>>> a: 0.18357
>>> v: 0.899493
>>> s: 0.399215

ax: -1.24791 | ay: -2.58592 | az: 0.272018
ax: -0.690872 | ay: -2.55899 | az: 0.501205
ax: -0.143631 | ay: 0.545151 | az: -0.135803
ax: -0.358688 | ay: 1.24796 | az: 0.606064
ax: -0.972961 | ay: -1.45694 | az: 0.34668
ax: -0.332108 | ay: -0.0567169 | az: -0.102768
ax: -0.197006 | ay: -0.945221 | az: -0.158371
ax: -0.325531 | ay: -0.68158 | az: -0.184448
ax: -0.0535278 | ay: -0.446686 | az: 0.182129
ax: -0.190338 | ay: -0.446167 | az: -0.0363159
ax: -0.0528259 | ay: -0.115234 | az: -0.0625916
ax: -0.0114136 | ay: -0.148346 | az: -0.0374451
ax: -0.0825958 | ay: -0.0226288 | az: -0.00524902
ax: -0.00778198 | ay: -0.00624084 | az: 0.0447693
ax: -0.00233459 | ay: -0.109528 | az: -0.17218
ax: 0.0617065 | ay: -0.0764313 | az: -0.0836639
ax: 0.00845337 | ay: -0.0267792 | az: -0.000762939
ax: 0.00653076 | ay: -0.0539551 | az: 0.0615692
ax: -0.0428314 | ay: -0.0717926 | az: 0.0997314
ax: -0.0391846 | ay: -0.0749359 | az: -0.00741577
ax: -0.00515747 | ay: -0.101212 | az: -0.00643921
ax: -0.0273895 | ay: -0.114044 | az: 0.00575256
ax: -0.0402069 | ay: -0.105911 | az: 0.0600281
ax: -0.0752869 | ay: -0.0600891 | az: 0.0145416
ax: -0.079071 | ay: -0.0321045 | az: 0.0818787
ax: -0.107452 | ay: -0.0205383 | az: -0.0990143
ax: -0.298782 | ay: 0.0455933 | az: -0.117661
ax: -0.347229 | ay: 0.0590057 | az: 0.00720215
ax: -0.444016 | ay: 0.19368 | az: 0.159622
ax: -0.463303 | ay: 0.274826 | az: 0.0551605
ax: -0.801208 | ay: 0.152863 | az: -0.159424
ax: -1.0569 | ay: 0.52887 | az: -0.455795
ax: -1.07199 | ay: 1.62306 | az: -0.82373
ax: -1.08974 | ay: 1.27875 | az: 0.0202332
ax: -0.776398 | ay: 1.17946 | az: -0.516846
ax: -0.745712 | ay: 0.781647 | az: -0.647034
ax: 0.435989 | ay: 0.785004 | az: -0.488388
ax: 0.23262 | ay: -0.26178 | az: -0.42659
ax: 0.0205841 | ay: -0.174774 | az: 0.00476074
ax: 0.887589 | ay: 0.723801 | az: -0.0174866
ax: 0.776947 | ay: 0.965363 | az: -0.0146942
ax: 0.796768 | ay: 0.798248 | az: -0.062912
ax: 0.757507 | ay: 0.646118 | az: -0.0408783
ax: 0.711456 | ay: 0.412323 | az: -0.025238
ax: 0.588425 | ay: 0.240982 | az: -0.0693817
ax: 0.510452 | ay: 0.186813 | az: -0.0493927
ax: 0.356598 | ay: 0.141434 | az: -0.0177765
ax: 0.130081 | ay: 0.0854797 | az: 0.0304565
ax: -0.237671 | ay: -0.0982056 | az: 0.11409
ax: -0.647797 | ay: -0.381592 | az: 0.246719
time: 3
[20210805070253.706]
> sum ax: -6.78514 | sum ay: 1.66208 | sum az: -2.11108
>> avg ax: -0.135703 | avg ay: 0.0332416 | avg az: -0.0422217
>>> vx: -0.664944 | vy: 0.162884 | vz: -0.206886
>>> sx: -0.602808 | sy: -0.464471 | sz: 0.00303007
>>> a: 0.145955
>>> v: 0.715181
>>> s: 0.761

ax: -1.09953 | ay: -1.00493 | az: 0.185257
ax: -1.15105 | ay: -1.76115 | az: 0.122696
ax: -1.19469 | ay: -2.38577 | az: -0.0574036
ax: -0.896362 | ay: -2.53848 | az: -0.467667
ax: -1.12854 | ay: -2.59593 | az: -0.1259
ax: -0.574448 | ay: -2.33374 | az: 0.411774
ax: -0.294113 | ay: -0.727982 | az: 0.0733795
ax: -0.442184 | ay: 1.50571 | az: 0.37175
ax: -1.02548 | ay: -1.31482 | az: 0.577194
ax: -0.476486 | ay: -0.705505 | az: -0.551224
ax: -0.448425 | ay: -1.01656 | az: 0.0571442
ax: -0.160553 | ay: -0.599854 | az: -0.0307617
ax: -0.013031 | ay: -0.41539 | az: 0.0486908
ax: -0.0248718 | ay: -0.202942 | az: -0.129517
ax: -0.0181274 | ay: -0.0444031 | az: -0.0185852
ax: -0.0460052 | ay: -0.138489 | az: 0.0887604
ax: -0.0525055 | ay: -0.0684052 | az: 0.0505524
ax: 0.000976562 | ay: 0.0309753 | az: -0.0737762
ax: 0.0088501 | ay: 0.0178223 | az: -0.232452
ax: 0.0231171 | ay: 0.017334 | az: -0.0606842
ax: -0.0233765 | ay: -0.00367737 | az: 0.048584
ax: -0.0382538 | ay: -0.0833282 | az: 0.109009
ax: -0.0359192 | ay: -0.0819092 | az: 0.0232239
ax: -0.019165 | ay: -0.0830536 | az: -0.0401001
ax: -0.00984192 | ay: -0.0995483 | az: 0.015686
ax: -0.0306396 | ay: -0.1129 | az: 0.0338745
ax: -0.0279541 | ay: -0.0693054 | az: 0.0751953
ax: -0.0747833 | ay: -0.066925 | az: 0.0498047
ax: -0.0973969 | ay: -0.1194 | az: 0.00364685
ax: -0.0860138 | ay: 0.013092 | az: -0.00717163
ax: -0.153152 | ay: 0.0421448 | az: -0.0269012
ax: -0.262527 | ay: 0.131287 | az: -0.0103455
ax: -0.342697 | ay: 0.16423 | az: 0.0493774
ax: -0.441177 | ay: 0.223206 | az: 0.161163
ax: -0.50766 | ay: 0.317154 | az: 0.0981293
ax: -0.769348 | ay: 0.28952 | az: -0.146713
ax: -1.0647 | ay: 0.702698 | az: -0.427582
ax: -1.07899 | ay: 1.79497 | az: -0.791229
ax: -1.09731 | ay: 1.07503 | az: 0.187515
ax: -0.890762 | ay: 0.953461 | az: -0.485855
ax: -0.749466 | ay: 0.82843 | az: -0.782578
ax: 0.482742 | ay: 0.953079 | az: -0.64003
ax: 0.288696 | ay: -0.370941 | az: -0.312119
ax: 0.226761 | ay: -0.292847 | az: -0.305649
ax: 0.80986 | ay: 0.69722 | az: 0.0216217
ax: 0.788864 | ay: 0.926987 | az: -0.0543213
ax: 0.78331 | ay: 0.873077 | az: -0.0240631
ax: 0.78334 | ay: 0.747162 | az: -0.0209351
ax: 0.727585 | ay: 0.466736 | az: -0.0337677
ax: 0.644806 | ay: 0.332855 | az: -0.000518799
time: 4
[20210805070254.709]
> sum ax: -11.2786 | sum ay: -6.13402 | sum az: -2.99382
>> avg ax: -0.225573 | avg ay: -0.12268 | avg az: -0.0598764
>>> vx: -1.10531 | vy: -0.601134 | vz: -0.293394
>>> sx: -0.977352 | sy: -1.28287 | sz: -0.02488
>>> a: 0.263664
>>> v: 1.29195
>>> s: 1.61294

ax: 0.537308 | ay: 0.233582 | az: 0.00631714
ax: 0.422684 | ay: 0.193649 | az: 0.066925
ax: 0.210526 | ay: 0.165756 | az: 0.0956116
ax: -0.146225 | ay: -0.07901 | az: 0.139282
ax: -0.541382 | ay: -0.384064 | az: 0.11116
ax: -1.08667 | ay: -0.842743 | az: 0.106735
ax: -1.13765 | ay: -1.5519 | az: 0.0242462
ax: -1.18486 | ay: -2.43312 | az: -0.141174
ax: -1.08781 | ay: -2.57268 | az: -0.549774
ax: -0.840454 | ay: -2.59247 | az: -0.178436
ax: -1.19688 | ay: -2.52321 | az: 0.141006
ax: -0.467407 | ay: -1.44577 | az: 0.0900879
ax: -0.593414 | ay: 1.51747 | az: 0.48407
ax: -0.417938 | ay: 0.464844 | az: 0.496872
ax: -0.918686 | ay: -0.792465 | az: 0.192429
ax: -0.0493774 | ay: -0.585938 | az: -0.428513
ax: -0.440308 | ay: -1.14023 | az: -0.29837
ax: -0.181015 | ay: -0.582611 | az: 0.203339
ax: -0.0724945 | ay: -0.546188 | az: -0.00115967
ax: -0.0416107 | ay: -0.0628357 | az: -0.114487
ax: -0.0195007 | ay: -0.0681152 | az: 0.0318604
ax: -0.110184 | ay: -0.039505 | az: 0.0761108
ax: -0.00674438 | ay: -0.0394287 | az: 0.131195
ax: -0.017746 | ay: -0.124985 | az: -0.177994
ax: 0.0625 | ay: -0.0456238 | az: -0.185928
ax: 0.0307007 | ay: 0.0304871 | az: -0.00521851
ax: -0.0169067 | ay: 0.0347748 | az: 0.0911407
ax: -0.040863 | ay: -0.0595093 | az: 0.151566
ax: -0.0366669 | ay: -0.107391 | az: 0.0557098
ax: -0.0100861 | ay: -0.118149 | az: 0.00369263
ax: -0.00701904 | ay: -0.0843353 | az: 0.0346222
ax: -0.00932312 | ay: -0.0823517 | az: 0.0318756
ax: -0.0611725 | ay: -0.056366 | az: 0.0736847
ax: -0.105316 | ay: -0.0345001 | az: 0.031723
ax: -0.0497437 | ay: -0.0372467 | az: 0.0162354
ax: -0.0866547 | ay: -0.00894165 | az: 0.0388794
ax: -0.244339 | ay: 0.0897217 | az: -0.039505
ax: -0.300858 | ay: 0.0452118 | az: -0.00993347
ax: -0.402573 | ay: 0.117447 | az: 0.107132
ax: -0.440094 | ay: 0.184189 | az: 0.0915985
ax: -0.614304 | ay: 0.2052 | az: -0.0178375
ax: -1.0612 | ay: 0.223022 | az: -0.165756
ax: -1.07286 | ay: 1.38731 | az: -0.893402
ax: -1.08678 | ay: 1.71416 | az: -0.296143
ax: -1.0934 | ay: 0.963654 | az: -0.0941467
ax: -0.865723 | ay: 0.752899 | az: -0.470963
ax: -0.431183 | ay: 0.750687 | az: -0.424271
ax: 0.874969 | ay: 0.304276 | az: -0.335617
ax: 0.0732574 | ay: -0.463394 | az: -0.286987
ax: 0.158203 | ay: 0.104965 | az: 0.0281219
time: 5
[20210805070255.700]
> sum ax: -16.2253 | sum ay: -10.0218 | sum az: -1.96239
>> avg ax: -0.324506 | avg ay: -0.200435 | avg az: -0.0392477
>>> vx: -1.59008 | vy: -0.982132 | vz: -0.192314
>>> sx: -0.854394 | sy: -1.17661 | sz: 0.0248509
>>> a: 0.38343
>>> v: 1.87881
>>> s: 1.45431

ax: 0.838608 | ay: 0.798416 | az: -0.0202484
ax: 0.762009 | ay: 0.917679 | az: -0.0467682
ax: 0.761002 | ay: 0.823105 | az: -0.0322571
ax: 0.767441 | ay: 0.638947 | az: -0.0129242
ax: 0.676025 | ay: 0.367203 | az: 0.00788879
ax: 0.595734 | ay: 0.325043 | az: 0.0625763
ax: 0.478134 | ay: 0.258987 | az: -0.0187836
ax: 0.352539 | ay: 0.25383 | az: 0.0234528
ax: 0.0539246 | ay: 0.130905 | az: 0.103302
ax: -0.297333 | ay: -0.45343 | az: 0.161041
ax: -0.704056 | ay: -0.671753 | az: 0.0676575
ax: -1.10002 | ay: -1.02834 | az: 0.123199
ax: -1.15305 | ay: -1.72975 | az: 0.00740051
ax: -1.19836 | ay: -2.31299 | az: -0.0710754
ax: -1.10393 | ay: -2.43941 | az: -0.0971832
ax: -0.842239 | ay: -2.57777 | az: 0.344971
ax: -0.660065 | ay: -2.06078 | az: 0.437332
ax: 0.146774 | ay: 0.365158 | az: -0.254593
ax: -0.341171 | ay: 1.4816 | az: 0.80365
ax: -0.850937 | ay: -0.910187 | az: 0.662521
ax: -0.465652 | ay: -0.497452 | az: -0.124237
ax: -0.275696 | ay: -0.732224 | az: -0.092926
ax: -0.230103 | ay: -0.572678 | az: -0.192062
ax: -0.050415 | ay: -0.414597 | az: 0.226959
ax: -0.130905 | ay: -0.360031 | az: -0.0163879
ax: 0.0030365 | ay: -0.0411682 | az: -0.0470123
ax: -0.0137939 | ay: -0.117813 | az: 0.0406036
ax: -0.0767365 | ay: 0.0131683 | az: -0.0134888
ax: -0.0263062 | ay: -0.0964661 | az: 0.0166321
ax: -0.0120087 | ay: -0.0654144 | az: -0.0991669
ax: 0.0153656 | ay: -0.125015 | az: -0.125015
ax: 0.0202637 | ay: -0.0393066 | az: -0.0259399
ax: 0.00920105 | ay: 0.00642395 | az: 0.0959473
ax: -0.0318756 | ay: -0.0437012 | az: 0.0980225
ax: -0.0264282 | ay: -0.0993195 | az: 0.0244598
ax: -0.0119171 | ay: -0.111877 | az: -0.00531006
ax: -0.00482178 | ay: -0.0711823 | az: -0.0380859
ax: -0.0202026 | ay: -0.0399475 | az: 0.0111084
ax: -0.0386505 | ay: -0.0200653 | az: 0.00646973
ax: -0.06987 | ay: -0.0530548 | az: 0.0139923
ax: -0.0637665 | ay: 0.0193329 | az: 0.060379
ax: -0.175659 | ay: 0.019577 | az: 0.000762939
ax: -0.238556 | ay: 0.0570374 | az: -0.10199
ax: -0.411377 | ay: 0.101822 | az: 0.132919
ax: -0.486679 | ay: 0.250534 | az: 0.168121
ax: -0.65152 | ay: 0.236542 | az: -0.126297
ax: -1.04768 | ay: 0.216019 | az: -0.323975
ax: -1.06267 | ay: 0.999023 | az: -0.818329
ax: -1.08081 | ay: 1.32253 | az: -0.373306
ax: -1.09857 | ay: 0.837952 | az: -0.184753
time: 6
[20210805070256.702]
> sum ax: -10.5738 | sum ay: -7.24489 | sum az: 0.439255
>> avg ax: -0.211476 | avg ay: -0.144898 | avg az: 0.0087851
>>> vx: -1.03623 | vy: -0.709999 | vz: 0.043047
>>> sx: -0.21361 | sy: -0.622685 | sz: 0.125346
>>> a: 0.256504
>>> v: 1.25687
>>> s: 0.670133

steps: 1313
ax: -0.564026 | ay: 1.36673 | az: -0.332352
ax: -0.211121 | ay: 0.598907 | az: -0.687469
ax: 0.915512 | ay: 0.590515 | az: -0.151627
ax: 0.317566 | ay: -0.394714 | az: -0.179947
ax: 0.258713 | ay: -0.0117188 | az: 0.171814
ax: 0.774643 | ay: 0.731949 | az: 0.00038147
ax: 0.773514 | ay: 1.02261 | az: -0.082016
ax: 0.735428 | ay: 0.88121 | az: -0.0184937
ax: 0.714523 | ay: 0.681152 | az: -0.0217896
ax: 0.670959 | ay: 0.390045 | az: -0.0632172
ax: 0.600739 | ay: 0.234299 | az: -0.0573578
ax: 0.5298 | ay: 0.204193 | az: -0.0443268
ax: 0.431503 | ay: 0.117401 | az: 0.016571
ax: 0.231781 | ay: 0.132828 | az: 0.0666046
ax: -0.0987091 | ay: 0.0315704 | az: 0.0733948
ax: -0.471527 | ay: -0.344376 | az: 0.0753784
ax: -1.00504 | ay: -0.669983 | az: 0.172333
ax: -1.12532 | ay: -1.20874 | az: 0.149429
ax: -1.1754 | ay: -2.03732 | az: 0.135696
ax: -1.21379 | ay: -2.24083 | az: -0.270081
ax: -0.945053 | ay: -2.57111 | az: 0.0611115
ax: -0.752731 | ay: -2.55264 | az: 0.65213
ax: -0.721436 | ay: -1.00352 | az: 0.294708
ax: -0.528946 | ay: 1.52519 | az: 0.0391693
ax: -0.376083 | ay: -0.0134125 | az: 0.525558
ax: -0.667313 | ay: -0.817703 | az: -0.0536499
ax: -0.215958 | ay: -0.50531 | az: -0.393509
ax: -0.274078 | ay: -0.756699 | az: -0.31813
ax: -0.172714 | ay: -0.569122 | az: 0.146912
ax: -0.160141 | ay: -0.496216 | az: 0.121872
ax: -0.144089 | ay: -0.25795 | az: 0.0184479
ax: -0.00616455 | ay: -0.0600433 | az: 0.0144501
ax: -0.0715027 | ay: -0.0729218 | az: -0.0342865
ax: -0.0414429 | ay: 0.00845337 | az: -0.0490265
ax: 0.034668 | ay: -0.0363617 | az: -0.0606842
ax: 0.0161133 | ay: -0.0791931 | az: -0.155151
ax: 0.0180969 | ay: -0.00187683 | az: -0.035553
ax: 0.0134735 | ay: 0.0227051 | az: 0.0869751
ax: -0.0127869 | ay: -0.0604553 | az: 0.0624695
ax: -0.0147095 | ay: -0.0945587 | az: 0.034729
ax: -0.0232697 | ay: -0.0726318 | az: -0.00421143
ax: -0.0197601 | ay: -0.065918 | az: 0.021698
ax: -0.0117645 | ay: -0.0483246 | az: 0.0332184
ax: -0.0292511 | ay: -0.0440369 | az: 0.032959
ax: -0.0452118 | ay: -0.0132599 | az: 0.0608826
ax: -0.0841522 | ay: -0.0233307 | az: -0.00424194
ax: -0.102509 | ay: -0.0485992 | az: -0.0863495
ax: -0.176239 | ay: 0.0626373 | az: -0.041275
ax: -0.276199 | ay: 0.0789948 | az: -0.0194397
ax: -0.377975 | ay: 0.195389 | az: 0.12207
time: 7
[20210805070257.705]
> sum ax: -5.07938 | sum ay: -8.2961 | sum az: 0.0267792
>> avg ax: -0.101588 | avg ay: -0.165922 | avg az: 0.000535583
>>> vx: -0.497779 | vy: -0.813017 | vz: 0.00262433
>>> sx: -0.0858531 | sy: -0.2707 | sz: -0.0494761
>>> a: 0.194552
>>> v: 0.953304
>>> s: 0.288266

steps: 1314
ax: -0.493225 | ay: 0.191437 | az: 0.127411
ax: -0.569717 | ay: 0.268417 | az: -0.0555267
ax: -1.05833 | ay: 0.285034 | az: -0.280075
ax: -1.07143 | ay: 1.07484 | az: -0.787735
ax: -1.08693 | ay: 1.58543 | az: -0.37355
ax: -1.10289 | ay: 0.853607 | az: -0.0355225
ax: -0.848068 | ay: 0.999985 | az: -0.438583
ax: -0.37944 | ay: 0.756134 | az: -0.884018
ax: 0.755035 | ay: 0.762863 | az: -0.387665
ax: 0.137756 | ay: -0.266327 | az: -0.259781
ax: 0.182892 | ay: -0.278305 | az: 0.0062561
ax: 0.692444 | ay: 0.574799 | az: 0.0465088
ax: 0.818756 | ay: 0.920868 | az: -0.0483398
ax: 0.792496 | ay: 0.903748 | az: -0.0892792
ax: 0.77092 | ay: 0.764023 | az: -0.0764923
ax: 0.72963 | ay: 0.470291 | az: -0.0158234
ax: 0.670944 | ay: 0.307281 | az: -0.0624847
ax: 0.586945 | ay: 0.200424 | az: -0.106522
ax: 0.494904 | ay: 0.122833 | az: -0.107071
ax: 0.325867 | ay: 0.0590668 | az: -0.0597076
ax: 0.024292 | ay: -0.0452423 | az: -0.0481873
ax: -0.372803 | ay: -0.292328 | az: -0.0713348
ax: -0.939728 | ay: -0.742661 | az: -0.0671234
ax: -1.11919 | ay: -1.18214 | az: -0.0578766
ax: -1.17201 | ay: -2.18346 | az: 0.0570831
ax: -1.21315 | ay: -2.24719 | az: -0.0225983
ax: -1.23705 | ay: -2.56712 | az: -0.0817719
ax: -0.655792 | ay: -2.54851 | az: 0.768951
ax: -0.46907 | ay: -0.272537 | az: 0.0771332
ax: -0.549423 | ay: 1.51305 | az: 0.680542
ax: -0.814835 | ay: -1.32399 | az: 0.614624
ax: -0.450897 | ay: -0.489548 | az: -0.197266
ax: -0.27655 | ay: -0.872833 | az: -0.235718
ax: -0.279892 | ay: -0.601608 | az: -0.210144
ax: -0.0453033 | ay: -0.470062 | az: 0.190765
ax: -0.091629 | ay: -0.381882 | az: -0.0196991
ax: -0.0806885 | ay: -0.0778198 | az: 0.0230713
ax: -0.021347 | ay: -0.0637512 | az: 0.116089
ax: -0.0802155 | ay: 0.0557709 | az: 0.00109863
ax: 0.0263824 | ay: -0.0882111 | az: -0.0258484
ax: -0.0201569 | ay: -0.114548 | az: -0.169144
ax: 0.0292511 | ay: -0.00512695 | az: -0.0617065
ax: -0.0270081 | ay: -0.00712585 | az: 0.032486
ax: 0.00730896 | ay: 0.056488 | az: 0.120667
ax: -0.0125275 | ay: -0.0536652 | az: 0.0690308
ax: 0.0114594 | ay: -0.105621 | az: -0.0375061
ax: 0.0124207 | ay: -0.0930023 | az: -0.0137787
ax: -0.0204315 | ay: -0.0367432 | az: 0.0646515
ax: -0.0350494 | ay: -0.0638428 | az: 0.0845337
ax: -0.0745544 | ay: -0.0582275 | az: 0.0776062
time: 8
[20210805070258.702]
> sum ax: -9.59962 | sum ay: -4.80704 | sum az: -2.22937
>> avg ax: -0.191992 | avg ay: -0.0961407 | avg az: -0.0445874
>>> vx: -0.940763 | vy: -0.47109 | vz: -0.218478
>>> sx: -0.561674 | sy: 0.182084 | sz: -0.268426
>>> a: 0.219299
>>> v: 1.07457
>>> s: 0.648602

steps: 1315
ax: -0.082428 | ay: -0.00656128 | az: 0.0267639
ax: -0.0720367 | ay: 0.00323486 | az: 0.0187683
ax: -0.135025 | ay: -0.00614929 | az: -0.0415192
ax: -0.292282 | ay: 0.163086 | az: -0.0196991
ax: -0.347794 | ay: 0.0475616 | az: -0.0298309
ax: -0.474579 | ay: 0.206116 | az: 0.152145
ax: -0.489609 | ay: 0.22496 | az: 0.117142
ax: -0.716248 | ay: 0.170166 | az: -0.0445404
ax: -1.06665 | ay: 0.514175 | az: -0.345062
ax: -1.08167 | ay: 1.52052 | az: -0.763794
ax: -1.09932 | ay: 1.38712 | az: 0.156036
ax: -1.00018 | ay: 1.08646 | az: -0.260742
ax: -0.942642 | ay: 0.762192 | az: -0.561844
ax: -0.238113 | ay: 1.10631 | az: -0.474075
ax: 0.844482 | ay: -0.0522461 | az: -0.32373
ax: 0.09729 | ay: -0.601318 | az: -0.343903
ax: 0.205063 | ay: -0.0890045 | az: 0.249634
ax: 0.966278 | ay: 0.597855 | az: 0.00137329
ax: 0.89827 | ay: 0.913986 | az: -0.153107
ax: 0.831741 | ay: 0.928482 | az: -0.118668
ax: 0.826233 | ay: 0.706085 | az: -0.0857239
ax: 0.722992 | ay: 0.422394 | az: -0.0243378
ax: 0.610657 | ay: 0.17952 | az: -0.0660706
ax: 0.54068 | ay: 0.131302 | az: -0.137512
ax: 0.421646 | ay: 0.155762 | az: -0.0874481
ax: 0.161285 | ay: 0.097168 | az: -0.0113678
ax: -0.250641 | ay: -0.126419 | az: 0.149277
ax: -0.742264 | ay: -0.481064 | az: 0.039093
