steps: 0
ax: -0.61702 | ay: -0.895844 | az: -0.039505
ax: -0.861969 | ay: -0.715256 | az: -0.0940399
ax: -1.04576 | ay: -1.01054 | az: -0.24263
ax: -1.04366 | ay: -1.33231 | az: -0.208771
ax: -0.88974 | ay: -1.56303 | az: -0.0977478
ax: -0.536011 | ay: -1.69743 | az: 0.40712
ax: -0.566589 | ay: -1.73077 | az: 0.985504
ax: -0.456589 | ay: -1.47879 | az: 0.732208
ax: -0.341553 | ay: -1.21898 | az: 0.601364
ax: -0.165909 | ay: 0.49704 | az: 0.604813
ax: -0.331604 | ay: 0.717148 | az: -0.111053
ax: -0.556091 | ay: -0.767334 | az: 0.42276
ax: -0.312866 | ay: -0.515427 | az: -0.17041
ax: -0.258224 | ay: -0.221497 | az: 0.0222626
ax: 0.0174866 | ay: -0.399445 | az: -0.124893
ax: -0.0258636 | ay: -0.225067 | az: -0.0580139
ax: 0.0281067 | ay: 0.0210419 | az: 0.0289307
ax: 0.0193176 | ay: 0.0489349 | az: 0.0661469
ax: -0.0545654 | ay: 0.0643616 | az: 0.0959015
ax: -0.0548859 | ay: 0.0335388 | az: 0.0134583
ax: -0.0108032 | ay: 0.0472565 | az: -0.0978699
ax: 0.00958252 | ay: 0.024826 | az: -0.187073
ax: 0.0266113 | ay: 0.0437469 | az: -0.0734406
ax: -0.0203247 | ay: 0.151993 | az: 0.0616608
ax: -0.019104 | ay: 0.125931 | az: 0.0584717
ax: 0.00637817 | ay: 0.0356293 | az: -0.0628357
ax: 0.0328979 | ay: 0.0130463 | az: -0.0994568
ax: 0.013504 | ay: 0.0450897 | az: -0.031311
ax: -0.00146484 | ay: 0.0795135 | az: 0.0246582
ax: -0.0146484 | ay: 0.0684814 | az: 0.0338745
ax: -0.0119171 | ay: 0.0402374 | az: 0.003479
ax: -0.00674438 | ay: 0.034256 | az: -0.0251465
ax: -0.0318756 | ay: 0.0640869 | az: -0.000152588
ax: -0.0943298 | ay: 0.0524597 | az: -0.0190125
ax: -0.0944061 | ay: 0.0666046 | az: -0.00209045
ax: -0.109741 | ay: 0.0977478 | az: -0.0237274
ax: -0.120682 | ay: 0.097229 | az: 0.000915527
ax: -0.187103 | ay: 0.162048 | az: 0.0566559
ax: -0.223694 | ay: 0.118774 | az: 0.0137024
ax: -0.260956 | ay: 0.105911 | az: -0.0500946
ax: -0.306885 | ay: 0.181473 | az: -0.0798187
ax: -0.400238 | ay: 0.169724 | az: -0.110794
ax: -0.682846 | ay: 0.0976257 | az: -0.0935059
ax: -1.10146 | ay: 0.519775 | az: -0.302231
ax: -1.11678 | ay: 1.3732 | az: -0.618576
ax: -1.13535 | ay: 1.1382 | az: -0.208313
ax: -0.810944 | ay: 0.833313 | az: 0.0646667
ax: -0.697449 | ay: 0.256653 | az: -0.412262
ax: -0.333878 | ay: 0.358124 | az: -0.705414
time: 3
[20210811064008.937]
> sum ax: -16.1207 | sum ay: -5.5927 | sum az: 0.0507507
>> avg ax: -0.322414 | avg ay: -0.111854 | avg az: 0.00101501
>>> vx: -1.57983 | vy: -0.548084 | vz: 0.00497349
>>> sx: -0.817226 | sy: -0.932362 | sz: 0.194222
>>> a: 0.341267
>>> v: 1.67221
>>> s: 1.25494

ax: 0.841232 | ay: 0.216522 | az: -0.381638
ax: -0.0100861 | ay: 0.0617523 | az: -0.237747
ax: 0.53273 | ay: 0.41153 | az: -0.0940857
ax: 0.630371 | ay: 0.772873 | az: -0.140778
ax: 0.600464 | ay: 0.751434 | az: -0.229218
ax: 0.605331 | ay: 0.69519 | az: -0.261353
ax: 0.578506 | ay: 0.593979 | az: -0.199066
ax: 0.549301 | ay: 0.469543 | az: -0.119308
ax: 0.490921 | ay: 0.375031 | az: -0.101303
ax: 0.460999 | ay: 0.313934 | az: -0.134338
ax: 0.372849 | ay: 0.283936 | az: -0.142822
ax: 0.193436 | ay: 0.252502 | az: -0.121719
ax: -0.0384827 | ay: 0.118378 | az: -0.0703125
ax: -0.27034 | ay: -0.0737762 | az: -0.0361786
ax: -0.561356 | ay: -0.32901 | az: -0.0827179
ax: -0.928528 | ay: -0.756927 | az: -0.131638
ax: -1.04643 | ay: -1.28279 | az: -0.112427
ax: -1.0377 | ay: -1.63344 | az: -0.0167236
ax: -0.914383 | ay: -1.62656 | az: 0.0546112
ax: -1.01167 | ay: -1.34052 | az: 0.328888
ax: -0.504501 | ay: -1.99594 | az: 1.07112
ax: -0.485062 | ay: -1.58176 | az: 0.661514
ax: -0.309616 | ay: -0.529861 | az: 0.594925
ax: -0.306519 | ay: 1.71046 | az: 0.0327911
ax: -0.436905 | ay: -0.771881 | az: 0.292709
ax: -0.335846 | ay: -0.660629 | az: -0.194916
ax: -0.249893 | ay: -0.143127 | az: 0.101639
ax: 0.0886078 | ay: -0.31488 | az: -0.0250397
ax: -0.0308685 | ay: -0.253845 | az: -0.0934906
ax: 0.0279083 | ay: -0.0782623 | az: 0.0580444
ax: -0.0261993 | ay: 0.078476 | az: 0.0201721
ax: -0.0204163 | ay: 0.0921326 | az: 0.0808716
ax: -0.0374298 | ay: 0.222031 | az: 0.0901184
ax: 0.0139008 | ay: 0.0659943 | az: -0.00837708
ax: 0.000457764 | ay: -0.0152588 | az: -0.308838
ax: -0.00744629 | ay: 0.052948 | az: -0.0950012
ax: -0.0582733 | ay: 0.168503 | az: 0.141068
ax: -0.0654449 | ay: 0.126038 | az: 0.153595
ax: -0.00531006 | ay: -0.0105591 | az: -0.0390472
ax: 0.0313263 | ay: 0.00653076 | az: -0.10022
ax: -0.00352478 | ay: 0.0751038 | az: -0.011795
ax: -0.0375824 | ay: 0.0465088 | az: 0.0482941
ax: -0.0122375 | ay: 0.068161 | az: 0.0250092
ax: -0.00691223 | ay: 0.0658569 | az: 0.00170898
ax: -0.0220947 | ay: 0.0508575 | az: -0.0262909
ax: -0.0427246 | ay: 0.0714874 | az: 0.00227356
ax: -0.0596008 | ay: 0.058136 | az: 0.0218658
ax: -0.110916 | ay: 0.0708313 | az: 0.00392151
ax: -0.122559 | ay: 0.0698395 | az: -0.0308075
ax: -0.199799 | ay: 0.156189 | az: 0.0014801
time: 4
[20210811064009.938]
> sum ax: -3.29832 | sum ay: -4.82632 | sum az: 0.239426
>> avg ax: -0.0659665 | avg ay: -0.0965265 | avg az: 0.00478851
>>> vx: -0.323236 | vy: -0.47298 | vz: 0.0234637
>>> sx: -0.0129655 | sy: -0.211957 | sz: -0.0584244
>>> a: 0.117012
>>> v: 0.57336
>>> s: 0.220244

ax: -0.168808 | ay: 0.121719 | az: 0.0168457
ax: -0.172745 | ay: 0.128021 | az: -0.0343933
ax: -0.218582 | ay: 0.17128 | az: -0.0523376
ax: -0.342484 | ay: 0.148224 | az: -0.0483704
ax: -0.405121 | ay: 0.153564 | az: -0.0779419
ax: -0.615707 | ay: 0.121887 | az: -0.0493774
ax: -0.943008 | ay: 0.408722 | az: -0.21019
ax: -1.10089 | ay: 1.01843 | az: -0.801163
ax: -0.936646 | ay: 1.10199 | az: -0.190063
ax: -0.886597 | ay: 0.594666 | az: -0.132812
ax: -0.773727 | ay: 0.5858 | az: -0.475983
ax: -0.245056 | ay: 0.345337 | az: -0.553329
ax: 0.597504 | ay: 0.437393 | az: -0.387711
ax: -0.0721283 | ay: -0.0657959 | az: -0.280289
ax: 0.473862 | ay: 0.144943 | az: -0.161774
ax: 0.608337 | ay: 0.775375 | az: -0.206696
ax: 0.650726 | ay: 0.844788 | az: -0.217178
ax: 0.616638 | ay: 0.760681 | az: -0.148727
ax: 0.587341 | ay: 0.565704 | az: -0.0930481
ax: 0.570923 | ay: 0.37674 | az: -0.0849609
ax: 0.510788 | ay: 0.339722 | az: -0.0497131
ax: 0.489319 | ay: 0.337692 | az: -0.0788574
ax: 0.386627 | ay: 0.272385 | az: -0.0736389
ax: 0.181091 | ay: 0.222137 | az: -0.0326843
ax: -0.0520935 | ay: 0.1138 | az: -0.0123138
ax: -0.298859 | ay: 0.00210571 | az: 0.152069
ax: -0.587875 | ay: -0.249191 | az: 0.168518
ax: -0.903549 | ay: -0.758118 | az: 0.0694275
ax: -0.990433 | ay: -1.05051 | az: 0.158478
ax: -0.939774 | ay: -1.28238 | az: 0.144821
ax: -0.9198 | ay: -1.36011 | az: 0.181076
ax: -0.747864 | ay: -1.38986 | az: 0.435074
ax: -0.52124 | ay: -1.57884 | az: 0.812408
ax: -0.638794 | ay: -1.52168 | az: 0.580276
ax: -0.294907 | ay: -1.50632 | az: 0.131577
ax: -0.156555 | ay: -0.597336 | az: 0.0731659
ax: -0.301453 | ay: 1.33078 | az: 0.102814
ax: -0.398941 | ay: -0.260468 | az: 0.238113
ax: -0.312881 | ay: -0.376312 | az: -0.00389099
ax: -0.209259 | ay: -0.562424 | az: -0.0766754
ax: -0.0291748 | ay: -0.235107 | az: 0.102173
ax: -0.0372925 | ay: -0.213623 | az: 0.0110168
ax: -0.0111542 | ay: -0.193481 | az: -0.0844879
ax: -0.0252838 | ay: 0.0693665 | az: -0.0170441
ax: -0.0826721 | ay: -0.0106049 | az: -0.00753784
ax: -0.0383453 | ay: 0.0409698 | az: 0.031662
ax: -0.0164337 | ay: 0.0522003 | az: -0.0464325
ax: 0.0202026 | ay: 0.0306244 | az: -0.125046
ax: 0.0124512 | ay: 0.031601 | az: -0.113892
ax: 0.0135193 | ay: 0.0141602 | az: 0.0143433
time: 5
[20210811064010.944]
> sum ax: -9.6768 | sum ay: -1.54935 | sum az: -1.5047
>> avg ax: -0.193536 | avg ay: -0.0309869 | avg az: -0.030094
>>> vx: -0.948327 | vy: -0.151836 | vz: -0.147461
>>> sx: -0.537913 | sy: 0.316572 | sz: -0.222324
>>> a: 0.198298
>>> v: 0.97166
>>> s: 0.662568

ax: 0.00265503 | ay: 0.0366058 | az: 0.0831299
ax: -0.000976562 | ay: 0.0383911 | az: 0.0834198
ax: 0.0149231 | ay: 0.00975037 | az: 0.0174255
ax: 0.0246429 | ay: -0.0149078 | az: -0.05336
ax: 0.0119324 | ay: 0.0241241 | az: -0.0381165
ax: 0.0059967 | ay: 0.0740814 | az: 0.0151978
ax: -0.0269928 | ay: 0.0283813 | az: 0.0284882
ax: -0.0226746 | ay: 0.0141602 | az: -0.0243683
ax: -0.026825 | ay: 0.0498352 | az: -0.00761414
ax: -0.0745544 | ay: 0.0657043 | az: -0.028183
ax: -0.0779266 | ay: 0.0725708 | az: -0.00614929
ax: -0.10817 | ay: 0.0411987 | az: -0.00933838
ax: -0.137329 | ay: 0.0937195 | az: -0.0112457
ax: -0.166183 | ay: 0.100586 | az: 0.00982666
ax: -0.258255 | ay: 0.0988312 | az: 0.0586853
ax: -0.233521 | ay: 0.039444 | az: -0.0557251
ax: -0.330338 | ay: 0.0535736 | az: -0.0920715
ax: -0.449112 | ay: 0.0996552 | az: -0.0786591
ax: -0.730652 | ay: 0.198593 | az: -0.130203
ax: -1.06706 | ay: 0.374496 | az: -0.231812
ax: -0.953812 | ay: 1.16281 | az: -0.511536
ax: -1.0137 | ay: 0.954666 | az: -0.0768127
ax: -0.7379 | ay: 0.596985 | az: -0.230728
ax: -0.588745 | ay: 0.407516 | az: -0.431824
ax: -0.0421448 | ay: 0.292847 | az: -0.539795
ax: 0.780334 | ay: 0.077774 | az: -0.459473
ax: 0.150467 | ay: 0.11644 | az: -0.209412
ax: 0.4543 | ay: 0.48909 | az: -0.146805
ax: 0.576324 | ay: 0.703812 | az: -0.202286
ax: 0.570007 | ay: 0.744553 | az: -0.228531
ax: 0.578934 | ay: 0.653 | az: -0.211227
ax: 0.561295 | ay: 0.507034 | az: -0.136749
ax: 0.551331 | ay: 0.381897 | az: -0.150696
ax: 0.480118 | ay: 0.316223 | az: -0.152847
ax: 0.443878 | ay: 0.315323 | az: -0.15004
ax: 0.334076 | ay: 0.267578 | az: -0.125824
ax: 0.148941 | ay: 0.22934 | az: -0.158096
ax: -0.0582733 | ay: 0.120438 | az: -0.0991974
ax: -0.266052 | ay: -0.112595 | az: 0.0357208
ax: -0.555374 | ay: -0.440887 | az: 0.0303955
ax: -0.786758 | ay: -0.657455 | az: 0.0102997
ax: -0.909912 | ay: -0.814301 | az: 0.147598
ax: -0.951538 | ay: -1.02177 | az: 0.232941
ax: -0.932541 | ay: -1.10098 | az: 0.397964
ax: -0.903519 | ay: -0.960434 | az: 0.476822
ax: -0.609711 | ay: -1.57944 | az: 0.80687
ax: -0.403595 | ay: -1.83273 | az: 0.665787
ax: -0.480469 | ay: -1.60901 | az: 0.637939
ax: -0.613007 | ay: 1.1058 | az: -0.532608
ax: -0.253174 | ay: -0.610733 | az: 0.522217
time: 6
[20210811064011.940]
> sum ax: -9.08064 | sum ay: 0.201584 | sum az: -1.2606
>> avg ax: -0.181613 | avg ay: 0.00403168 | avg az: -0.0252121
>>> vx: -0.889903 | vy: 0.0197553 | vz: -0.123539
>>> sx: -0.31053 | sy: 0.368399 | sz: -0.184976
>>> a: 0.183399
>>> v: 0.898654
>>> s: 0.516103

ax: -0.566132 | ay: -0.576935 | az: -0.136337
ax: -0.102051 | ay: -0.129593 | az: 0.21521
ax: 0.0396881 | ay: -0.122375 | az: -0.000854492
ax: 0.0358582 | ay: -0.113525 | az: -0.0183105
ax: 0.0608673 | ay: -0.0932007 | az: -0.0324707
ax: 0.00279236 | ay: 0.0194092 | az: 0.0255432
ax: -0.0888824 | ay: 0.0206146 | az: 0.028656
ax: -0.0179901 | ay: 0.146301 | az: -0.0123291
ax: 0.0135956 | ay: 0.170319 | az: -0.135284
ax: 0.0202332 | ay: 0.158844 | az: -0.178452
ax: 0.000976562 | ay: 0.093689 | az: -0.0604095
ax: -0.00712585 | ay: 0.0867462 | az: 0.0352783
ax: -0.0278015 | ay: 0.140762 | az: 0.0526428
ax: -0.013443 | ay: 0.0875397 | az: -0.0346222
ax: 0.0175476 | ay: 0.0263367 | az: -0.0762939
ax: 0.0113068 | ay: 0.0433655 | az: -0.0706635
ax: 0.0167999 | ay: 0.0961151 | az: -0.0139008
ax: -0.0098877 | ay: 0.0982819 | az: 0.0148773
ax: -0.0032196 | ay: 0.0782318 | az: -0.0293121
ax: -0.00952148 | ay: 0.0352783 | az: -0.0258026
ax: -0.0138397 | ay: 0.082901 | az: 0.0153198
ax: -0.0399475 | ay: 0.0909119 | az: -0.012619
ax: -0.0354462 | ay: 0.103943 | az: -0.0457916
ax: -0.113388 | ay: 0.0651093 | az: -0.0361633
ax: -0.134857 | ay: 0.134338 | az: 0.00550842
ax: -0.185318 | ay: 0.141861 | az: 0.0104065
ax: -0.262543 | ay: 0.216446 | az: 0.0846558
ax: -0.24884 | ay: 0.109024 | az: 0.0101776
ax: -0.317581 | ay: 0.121902 | az: -0.0897522
ax: -0.485565 | ay: 0.213531 | az: -0.176743
ax: -0.796722 | ay: 0.12117 | az: -0.20462
ax: -1.08769 | ay: 0.550247 | az: -0.420258
ax: -1.10153 | ay: 1.08958 | az: -0.784088
ax: -0.984863 | ay: 1.05241 | az: -0.0823669
ax: -0.620224 | ay: 0.766327 | az: -0.0631409
ax: -0.621704 | ay: 0.510529 | az: -0.360901
ax: -0.256516 | ay: 0.285721 | az: -0.670853
ax: 0.796585 | ay: 0.360138 | az: -0.480972
ax: -0.0605164 | ay: 0.0692444 | az: -0.229172
ax: 0.403656 | ay: 0.27063 | az: -0.13974
ax: 0.589005 | ay: 0.86319 | az: -0.132019
ax: 0.572769 | ay: 0.858749 | az: -0.146896
ax: 0.622086 | ay: 0.679306 | az: -0.172852
ax: 0.604904 | ay: 0.567841 | az: -0.134644
ax: 0.557098 | ay: 0.415512 | az: -0.0788727
ax: 0.505997 | ay: 0.331131 | az: -0.0782776
ax: 0.469482 | ay: 0.345352 | az: -0.141769
ax: 0.375992 | ay: 0.344955 | az: -0.113525
ax: 0.169022 | ay: 0.278976 | az: -0.167969
ax: -0.109879 | ay: 0.0690765 | az: -0.124847
time: 7
[20210811064012.930]
> sum ax: -2.43677 | sum ay: 11.3763 | sum az: -5.41562
>> avg ax: -0.0487354 | avg ay: 0.227525 | avg az: -0.108312
>>> vx: -0.238803 | vy: 1.11487 | vz: -0.530731
>>> sx: -0.248033 | sy: 0.287705 | sz: -0.163415
>>> a: 0.25666
>>> v: 1.25764
>>> s: 0.41352

ax: -0.399414 | ay: -0.307602 | az: -0.0334167
ax: -0.674896 | ay: -0.549805 | az: 0.0935822
ax: -0.945007 | ay: -0.837601 | az: 0.183685
ax: -1.00453 | ay: -1.20332 | az: 0.237244
ax: -1.00714 | ay: -1.40155 | az: 0.32991
ax: -0.813614 | ay: -1.2813 | az: 0.447723
ax: -0.761581 | ay: -1.37665 | az: 0.595428
ax: -0.261063 | ay: -1.77187 | az: 0.781097
ax: -0.438705 | ay: -1.95688 | az: 0.603165
ax: -0.450729 | ay: -0.387695 | az: -0.205673
ax: -0.344727 | ay: 1.00456 | az: 0.142776
ax: -0.448074 | ay: -0.684341 | az: 0.431274
ax: -0.356949 | ay: -0.705795 | az: -0.122833
ax: -0.0209808 | ay: -0.046402 | az: 0.192352
ax: -0.00941467 | ay: -0.263382 | az: -0.0440369
ax: 0.0317993 | ay: -0.235352 | az: -0.0440369
ax: 0.042572 | ay: -0.023819 | az: -0.00257874
ax: 0.0108337 | ay: 0.119644 | az: -0.039093
ax: -0.0557709 | ay: 0.0984192 | az: -0.00375366
ax: -0.0322723 | ay: 0.199158 | az: -0.0110931
ax: 0.00971985 | ay: 0.0358887 | az: -0.131058
ax: 0.0194092 | ay: -0.0362549 | az: -0.146255
ax: -0.0140533 | ay: -0.01091 | az: -0.0132904
ax: -0.0667877 | ay: 0.0324402 | az: 0.0588226
ax: -0.0456238 | ay: 0.0647583 | az: 0.106262
ax: -0.00445557 | ay: -0.0144958 | az: 0.0288086
ax: 0.0235443 | ay: -0.0425415 | az: -0.0776825
ax: 0.0110931 | ay: 0.0416107 | az: -0.0299377
ax: -0.009552 | ay: -0.0039978 | az: 0.0275726
ax: -0.00146484 | ay: 0.0211639 | az: 0.0514069
ax: -0.00852966 | ay: 0.0299683 | az: 0.0120392
ax: -0.0135803 | ay: 0.0143127 | az: 0.0179138
ax: -0.0373688 | ay: -0.00187683 | az: -0.0341644
ax: -0.0697784 | ay: 0.00151062 | az: 0.00445557
ax: -0.0986481 | ay: 0.0699921 | az: -0.031723
ax: -0.132736 | ay: 0.139481 | az: 0.00518799
ax: -0.145233 | ay: 0.122391 | az: -0.0398254
ax: -0.23175 | ay: 0.114777 | az: -0.0279694
ax: -0.23645 | ay: 0.109894 | az: 0.0271149
ax: -0.288162 | ay: 0.11441 | az: -0.0438385
ax: -0.44072 | ay: 0.123199 | az: -0.076416
ax: -0.714539 | ay: 0.170273 | az: -0.119934
ax: -0.976746 | ay: 0.293427 | az: -0.280304
ax: -1.09566 | ay: 0.703766 | az: -0.669601
ax: -0.726028 | ay: 1.19 | az: -0.397156
ax: -0.737335 | ay: 0.77562 | az: -0.118729
ax: -0.567932 | ay: 0.62796 | az: -0.522568
ax: -0.233887 | ay: 0.526245 | az: -0.4758
ax: 0.578552 | ay: 0.56221 | az: -0.507767
ax: -0.0371857 | ay: 0.0784149 | az: -0.241272
time: 8
[20210811064013.932]
> sum ax: -14.2316 | sum ay: -5.75793 | sum az: -0.113983
>> avg ax: -0.284631 | avg ay: -0.115159 | avg az: -0.00227966
>>> vx: -1.39469 | vy: -0.564278 | vz: -0.0111703
>>> sx: -0.805942 | sy: -0.936767 | sz: 0.259842
>>> a: 0.307053
>>> v: 1.50456
>>> s: 1.26277

ax: 0.284119 | ay: -0.137314 | az: -0.096283
ax: 0.497513 | ay: 0.720444 | az: -0.197708
ax: 0.534698 | ay: 0.964981 | az: -0.154327
ax: 0.52243 | ay: 0.817612 | az: -0.125977
ax: 0.547592 | ay: 0.62468 | az: -0.0310669
ax: 0.524826 | ay: 0.366364 | az: -0.0395203
ax: 0.507797 | ay: 0.311447 | az: -0.12294
ax: 0.464539 | ay: 0.331741 | az: -0.0823975
ax: 0.338943 | ay: 0.340988 | az: -0.0699768
ax: 0.121918 | ay: 0.308029 | az: -0.00201416
ax: -0.0899811 | ay: 0.170181 | az: -0.0333862
ax: -0.320251 | ay: 0.00318909 | az: 0.153015
ax: -0.706284 | ay: -0.412231 | az: 0.106155
ax: -1.04134 | ay: -0.915359 | az: 0.0108185
ax: -1.06802 | ay: -1.39677 | az: -0.0180359
ax: -1.07376 | ay: -1.81972 | az: -0.123184
ax: -0.824158 | ay: -1.94946 | az: 0.0886841
ax: -0.53833 | ay: -1.91182 | az: 0.474976
ax: -0.335236 | ay: -1.88615 | az: 0.69841
ax: -0.546082 | ay: -1.83583 | az: 0.689545
ax: -0.299896 | ay: -0.310623 | az: 0.239441
ax: -0.408035 | ay: 1.00531 | az: -0.024765
ax: -0.434769 | ay: -0.856949 | az: 0.327759
ax: -0.387985 | ay: -0.627121 | az: -0.0693512
ax: -0.0603027 | ay: -0.080719 | az: 0.180145
ax: -0.024765 | ay: -0.344528 | az: -0.071228
ax: -0.00151062 | ay: -0.266769 | az: 0.0848694
ax: 0.0645447 | ay: 0.0565948 | az: 0.10321
