steps: 0
ax: 0.57135 | ay: 0.566055 | az: 0.317154
ax: 0.695663 | ay: 0.213837 | az: -0.0469208
ax: 0.786392 | ay: 0.772675 | az: -0.100174
ax: 0.847565 | ay: 0.663284 | az: -0.183014
ax: 0.802094 | ay: 0.470795 | az: -0.152359
ax: 0.697174 | ay: 0.378937 | az: -0.0341187
ax: 0.614532 | ay: 0.251892 | az: -0.0224304
ax: 0.544571 | ay: 0.223068 | az: -0.0261841
ax: 0.497635 | ay: 0.202835 | az: -0.0814819
ax: 0.294037 | ay: 0.0946503 | az: -0.0900726
ax: 0.00167847 | ay: 0.00346375 | az: -0.0397949
ax: -0.315781 | ay: -0.195648 | az: 0.0714722
ax: -0.662369 | ay: -0.335663 | az: 0.0968781
ax: -1.0937 | ay: -0.886063 | az: 0.0302124
ax: -1.14056 | ay: -1.45448 | az: 0.0376129
ax: -1.18605 | ay: -1.79604 | az: -0.0272827
ax: -1.03702 | ay: -1.83678 | az: 0.019455
ax: -0.854431 | ay: -1.85757 | az: 0.684082
ax: -0.718216 | ay: -2.11249 | az: 1.07938
ax: -0.546082 | ay: -1.40948 | az: 0.183151
ax: -0.338058 | ay: -1.40962 | az: 0.115723
ax: -0.0502625 | ay: 0.264557 | az: -0.532791
ax: -0.516525 | ay: 0.828506 | az: 0.84906
ax: -0.622894 | ay: -0.11058 | az: 0.231232
ax: -0.732864 | ay: -0.526062 | az: 0.125641
ax: -0.187576 | ay: -0.214386 | az: 0.208633
ax: -0.110046 | ay: -0.676102 | az: -0.212357
ax: -0.175537 | ay: -0.595184 | az: -0.0344543
ax: -0.0194702 | ay: -0.338547 | az: -0.00827026
ax: -0.0564575 | ay: -0.33197 | az: -0.0115967
ax: -0.149887 | ay: -0.228394 | az: 0.0976562
ax: -0.0796204 | ay: -0.191254 | az: 0.0222778
ax: -0.0484009 | ay: -0.1091 | az: -0.0298615
ax: -0.0410767 | ay: -0.209579 | az: -0.110474
ax: -0.0306244 | ay: -0.189713 | az: -0.0317688
ax: -0.0438843 | ay: -0.167206 | az: 0.0600891
ax: -0.024353 | ay: -0.144943 | az: 0.0965881
ax: 0.00163269 | ay: -0.160675 | az: 0.0640106
ax: 0.010437 | ay: -0.145218 | az: -0.0322723
ax: -0.00318909 | ay: -0.137543 | az: -0.0235901
ax: -0.00938416 | ay: -0.0846405 | az: 0.03479
ax: -0.0222778 | ay: -0.0359955 | az: 0.0373688
ax: -0.04245 | ay: -0.0382996 | az: 0.056366
ax: -0.0612946 | ay: -0.11116 | az: 0.0260162
ax: -0.0332336 | ay: -0.121979 | az: 0.0209198
ax: -0.00938416 | ay: -0.0729828 | az: 0.0236206
ax: -0.0302582 | ay: -0.074646 | az: 0.0344086
ax: -0.0761566 | ay: -0.0799103 | az: 0.0684357
ax: -0.106949 | ay: -0.0715332 | az: 0.0310822
ax: -0.138763 | ay: -0.0129547 | az: 0.0245361
time: 1
[20210810070608.881]
> sum ax: -4.95033 | sum ay: -13.5398 | sum az: 2.91658
>> avg ax: -0.0990067 | avg ay: -0.270797 | avg az: 0.0583316
>>> vx: -0.485132 | vy: -1.3269 | vz: 0.285825
>>> sx: -0.11033 | sy: -0.652559 | sz: 0.149572
>>> a: 0.29417
>>> v: 1.44143
>>> s: 0.678512

ax: -0.203583 | ay: 0.0173187 | az: 0.0878906
ax: -0.232437 | ay: -0.0484009 | az: 0.0326233
ax: -0.298004 | ay: 0.0259399 | az: -0.0512848
ax: -0.427078 | ay: -0.03685 | az: -0.134766
ax: -0.703384 | ay: -0.0793457 | az: -0.212357
ax: -0.998001 | ay: 0.407913 | az: -0.286682
ax: -1.06412 | ay: 0.997849 | az: -0.505264
ax: -0.973557 | ay: 1.14491 | az: -0.0927734
ax: -0.767426 | ay: 0.903198 | az: 0.134918
ax: -0.384903 | ay: 0.720093 | az: -0.296478
ax: -0.266022 | ay: 0.138611 | az: -0.439819
ax: 0.183441 | ay: 0.311935 | az: -0.442215
ax: 0.442703 | ay: -0.0155487 | az: -0.298035
ax: 0.352493 | ay: -0.151367 | az: -0.334824
ax: 0.596512 | ay: 0.590469 | az: -0.0930786
ax: 0.628418 | ay: 0.775879 | az: -0.0948944
ax: 0.682297 | ay: 0.598373 | az: -0.127106
ax: 0.676193 | ay: 0.476501 | az: -0.139679
ax: 0.635666 | ay: 0.340439 | az: -0.121826
ax: 0.579605 | ay: 0.245544 | az: -0.0809174
ax: 0.526154 | ay: 0.18956 | az: -0.13028
ax: 0.488434 | ay: 0.220596 | az: -0.166183
ax: 0.291306 | ay: 0.166519 | az: -0.180344
ax: 0.0279388 | ay: 0.0592194 | az: -0.186752
ax: -0.313187 | ay: -0.237259 | az: -0.134415
ax: -0.691727 | ay: -0.47464 | az: -0.104889
ax: -1.07773 | ay: -0.922852 | az: -0.147339
ax: -1.1216 | ay: -1.43384 | az: -0.172638
ax: -1.16373 | ay: -1.91341 | az: -0.0890198
ax: -0.995605 | ay: -1.80595 | az: 0.0641174
ax: -1.02248 | ay: -2.23865 | az: 0.436142
ax: -0.665253 | ay: -2.17404 | az: 0.983109
ax: -0.52652 | ay: -1.62167 | az: 0.641434
ax: -0.212189 | ay: 0.703842 | az: 0.147369
ax: -0.190445 | ay: 1.01118 | az: 0.403152
ax: -0.659775 | ay: -0.945053 | az: 0.424408
ax: -0.359543 | ay: -0.523453 | az: -0.152328
ax: -0.0822144 | ay: -0.438293 | az: -0.308426
ax: -0.334991 | ay: -0.714127 | az: -0.162674
ax: -0.12178 | ay: -0.408493 | az: 0.174057
ax: -0.0576019 | ay: -0.259109 | az: 0.0276337
ax: -0.108276 | ay: -0.230957 | az: 0.0126953
ax: -0.104843 | ay: -0.0869751 | az: 0.175598
ax: -0.0600739 | ay: -0.0551758 | az: -0.0121613
ax: -0.00337219 | ay: -0.12352 | az: -0.0822144
ax: -0.0263977 | ay: -0.182663 | az: -0.157883
ax: -0.0125427 | ay: -0.0599976 | az: 0.00895691
ax: -0.0130768 | ay: -0.0263977 | az: 0.130341
ax: -0.0243988 | ay: -0.0752563 | az: 0.0820923
ax: 0.00050354 | ay: -0.126968 | az: -0.0112915
time: 2
[20210810070609.879]
> sum ax: -10.1562 | sum ay: -7.36436 | sum az: -1.9843
>> avg ax: -0.203124 | avg ay: -0.147287 | avg az: -0.039686
>>> vx: -0.995306 | vy: -0.721708 | vz: -0.194461
>>> sx: -0.538346 | sy: 0.0344676 | sz: -0.240497
>>> a: 0.254023
>>> v: 1.24471
>>> s: 0.59063

ax: 0.015274 | ay: -0.114883 | az: -0.0493011
ax: -0.0174103 | ay: -0.0653992 | az: 0.0188293
ax: -0.0259552 | ay: -0.0818634 | az: 0.0778046
ax: -0.0599823 | ay: -0.0431519 | az: 0.0969086
ax: -0.0617523 | ay: -0.0475159 | az: 0.0497589
ax: -0.0244751 | ay: -0.0896149 | az: 0.026001
ax: -0.0253754 | ay: -0.116043 | az: 0.0119019
ax: -0.0559692 | ay: -0.0896759 | az: -0.00697327
ax: -0.0979309 | ay: -0.0286407 | az: 0.0133057
ax: -0.126465 | ay: -0.0116119 | az: 0.0143127
ax: -0.211823 | ay: 0.03685 | az: 0.0645752
ax: -0.223343 | ay: 0.0835114 | az: 0.0847473
ax: -0.271103 | ay: 0.0989838 | az: 0.056366
ax: -0.300934 | ay: 0.0535278 | az: -0.0390625
ax: -0.545517 | ay: 0.0824585 | az: -0.214722
ax: -0.840805 | ay: 0.0632324 | az: -0.270157
ax: -1.06839 | ay: 0.609146 | az: -0.370956
ax: -0.998123 | ay: 1.61279 | az: -0.462494
ax: -0.977631 | ay: 1.01175 | az: 0.118561
ax: -0.570023 | ay: 0.610229 | az: -0.0804443
ax: -0.491333 | ay: 0.23317 | az: -0.496216
ax: 0.046814 | ay: 0.432541 | az: -0.685669
ax: 0.681091 | ay: -0.243256 | az: -0.396515
ax: 0.165115 | ay: 0.119522 | az: -0.177979
ax: 0.611588 | ay: 0.504059 | az: -0.0253448
ax: 0.647461 | ay: 0.899185 | az: 0.0088501
ax: 0.68103 | ay: 0.73822 | az: -0.0672607
ax: 0.692612 | ay: 0.527557 | az: -0.0915527
ax: 0.651459 | ay: 0.431381 | az: -0.0754852
ax: 0.594986 | ay: 0.341278 | az: -0.0290527
ax: 0.552185 | ay: 0.297607 | az: -0.0449677
ax: 0.479477 | ay: 0.265671 | az: -0.0534515
ax: 0.277313 | ay: 0.208145 | az: -0.0948792
ax: 0.0364227 | ay: 0.106506 | az: -0.122192
ax: -0.230347 | ay: -0.127197 | az: -0.0354614
ax: -0.580673 | ay: -0.381546 | az: -0.106796
ax: -1.02013 | ay: -0.777023 | az: -0.172073
ax: -1.0862 | ay: -1.26062 | az: -0.159821
ax: -1.12215 | ay: -1.81052 | az: 0.00724792
ax: -0.973007 | ay: -1.99367 | az: 0.190674
ax: -0.819443 | ay: -1.72408 | az: 0.509598
ax: -0.564178 | ay: -1.71909 | az: 0.614731
ax: -0.48053 | ay: -1.85936 | az: 0.494766
ax: -0.572006 | ay: -1.30447 | az: 0.449921
ax: -0.00312805 | ay: -0.226456 | az: 0.164627
ax: -0.208466 | ay: 1.60178 | az: 0.282745
ax: -0.491394 | ay: -0.234207 | az: 0.552979
ax: -0.71196 | ay: -0.962494 | az: -0.0245209
ax: -0.303238 | ay: -0.118057 | az: 0.0951691
ax: -0.301468 | ay: -0.77124 | az: -0.26683
time: 3
[20210810070610.882]
> sum ax: -10.3298 | sum ay: -5.23257 | sum az: -0.615799
>> avg ax: -0.206596 | avg ay: -0.104651 | avg az: -0.012316
>>> vx: -1.01232 | vy: -0.512792 | vz: -0.0603483
>>> sx: -0.376084 | sy: 0.176672 | sz: -0.138532
>>> a: 0.231917
>>> v: 1.1364
>>> s: 0.437999

ax: -0.157166 | ay: -0.493057 | az: 0.0489655
ax: -0.106766 | ay: -0.177887 | az: 0.112015
ax: 0.0517883 | ay: -0.104691 | az: -0.00358582
ax: -0.107697 | ay: -0.144196 | az: 0.203323
ax: -0.0443573 | ay: -0.0943756 | az: 0.000732422
ax: 0.00166321 | ay: -0.103241 | az: -0.107635
ax: 0.00352478 | ay: -0.0183716 | az: -0.0718842
ax: -0.0209351 | ay: -0.0119629 | az: 0.0657349
ax: -0.00852966 | ay: -0.00915527 | az: 0.109344
ax: -0.0312958 | ay: -0.0720673 | az: 0.0454407
ax: 0.00318909 | ay: -0.0791931 | az: -0.0042572
ax: -0.00622559 | ay: -0.0631104 | az: 0.0140839
ax: -0.0475616 | ay: -0.0747681 | az: 0.0364838
ax: -0.0465698 | ay: -0.0629425 | az: 0.0784454
ax: -0.0258484 | ay: -0.0538177 | az: 0.0574493
ax: -0.0406036 | ay: -0.039978 | az: 0.0468445
ax: -0.0438995 | ay: -0.0733185 | az: 0.0424194
ax: -0.0621338 | ay: -0.0621185 | az: 0.0228119
ax: -0.0558014 | ay: -0.0623932 | az: 0.0266418
ax: -0.110886 | ay: 0.0214844 | az: 0.115097
ax: -0.139008 | ay: 0.0381317 | az: 0.119324
ax: -0.206741 | ay: 0.0428009 | az: 0.0403595
ax: -0.197296 | ay: 0.0530548 | az: -0.0260468
ax: -0.214828 | ay: 0.0757904 | az: -0.0415497
ax: -0.262909 | ay: 0.0904388 | az: 0.0112915
ax: -0.375137 | ay: 0.13826 | az: -0.00634766
ax: -0.622955 | ay: 0.0485229 | az: -0.0973358
ax: -1.01791 | ay: 0.423477 | az: -0.355728
ax: -1.08568 | ay: 1.23439 | az: -0.680054
ax: -1.04427 | ay: 1.20436 | az: -0.103241
ax: -0.936111 | ay: 0.82663 | az: 0.138382
ax: -0.605942 | ay: 0.425461 | az: -0.330643
ax: -0.308746 | ay: 0.47464 | az: -0.643082
ax: 0.640488 | ay: 0.0409241 | az: -0.376282
ax: 0.183868 | ay: -0.139648 | az: -0.120377
ax: 0.503326 | ay: 0.224823 | az: -0.067337
ax: 0.803787 | ay: 0.784775 | az: -0.0717926
ax: 0.711899 | ay: 0.820587 | az: -0.114395
ax: 0.717697 | ay: 0.600723 | az: -0.102417
ax: 0.672791 | ay: 0.45076 | az: -0.104019
ax: 0.583572 | ay: 0.381256 | az: -0.0471191
ax: 0.508774 | ay: 0.328278 | az: -0.0383911
ax: 0.456314 | ay: 0.31424 | az: -0.0812836
ax: 0.30043 | ay: 0.326416 | az: -0.0873108
ax: -0.0147705 | ay: 0.19989 | az: -0.136505
ax: -0.289764 | ay: 0.072998 | az: 0.00117493
ax: -0.659607 | ay: -0.23674 | az: -0.0155029
ax: -1.00333 | ay: -0.634354 | az: 0.000411987
ax: -1.09415 | ay: -1.2023 | az: 0.107391
ax: -1.13414 | ay: -1.73398 | az: 0.174744
time: 4
[20210810070611.888]
> sum ax: -5.98645 | sum ay: 3.89545 | sum az: -2.21521
>> avg ax: -0.119729 | avg ay: 0.0779089 | avg az: -0.0443042
>>> vx: -0.586672 | vy: 0.381754 | vz: -0.217091
>>> sx: -0.252634 | sy: 0.139561 | sz: -0.0447713
>>> a: 0.149558
>>> v: 0.732836
>>> s: 0.292071

ax: -1.07185 | ay: -1.84435 | az: 0.0874939
ax: -0.869583 | ay: -2.01572 | az: 0.104416
ax: -0.643845 | ay: -2.14322 | az: 0.853546
ax: -0.384979 | ay: -1.64114 | az: 0.478516
ax: -0.47084 | ay: -1.37723 | az: 0.341492
ax: 0.059906 | ay: -0.0196686 | az: -0.308685
ax: -0.185532 | ay: 1.34767 | az: 0.385529
ax: -0.521423 | ay: -0.0463257 | az: 0.430756
ax: -0.68663 | ay: -0.810211 | az: 0.0963745
ax: -0.19902 | ay: -0.363251 | az: 0.0346375
ax: -0.258926 | ay: -0.676468 | az: -0.154556
ax: -0.100357 | ay: -0.492661 | az: 0.0713654
ax: -0.125336 | ay: -0.235855 | az: 0.14093
ax: -0.00276184 | ay: -0.170624 | az: -0.0190887
ax: -0.0405884 | ay: -0.0743408 | az: 0.0737915
ax: -0.0944519 | ay: -0.103149 | az: 0.0409393
ax: -0.0760803 | ay: -0.0998993 | az: 0.0107117
ax: -0.00138855 | ay: -0.0136871 | az: -0.0718689
ax: -0.0188446 | ay: -0.132828 | az: -0.0737457
ax: -0.0405884 | ay: -0.0318146 | az: 0.0171814
ax: -0.0461426 | ay: 0.0108795 | az: 0.141983
ax: -0.0317841 | ay: -0.0760803 | az: 0.0418243
ax: -0.00848389 | ay: -0.102539 | az: 0.0249176
ax: -0.00700378 | ay: -0.0798492 | az: 0.037323
ax: -0.0310211 | ay: -0.0355225 | az: 0.0862427
ax: -0.024231 | ay: -0.0437317 | az: 0.0438232
ax: -0.0351105 | ay: -0.0866089 | az: 0.0385895
ax: -0.0339966 | ay: -0.10231 | az: 0.0536499
ax: -0.0356903 | ay: -0.0786438 | az: 0.0523529
ax: -0.0614777 | ay: -0.062088 | az: 0.0654144
ax: -0.0914459 | ay: -0.00112915 | az: 0.0158081
ax: -0.102737 | ay: 0.0259705 | az: 0.0257416
ax: -0.210968 | ay: 0.0875092 | az: 0.0649567
ax: -0.223114 | ay: 0.0310974 | az: 0.042923
ax: -0.225861 | ay: 0.0753937 | az: 0.0278931
ax: -0.264023 | ay: 0.0620728 | az: -0.013504
ax: -0.315948 | ay: 0.0706329 | az: -0.0402679
ax: -0.476898 | ay: 0.105698 | az: -0.0686188
ax: -0.966614 | ay: 0.194061 | az: -0.145172
ax: -1.07446 | ay: 0.699371 | az: -0.508087
ax: -0.833008 | ay: 1.48628 | az: -0.313858
ax: -1.00151 | ay: 0.832077 | az: 0.135544
ax: -0.480164 | ay: 0.527649 | az: -0.250778
ax: -0.379639 | ay: 0.281158 | az: -0.511414
ax: 0.253174 | ay: 0.329773 | az: -0.555664
ax: 0.51239 | ay: 0.0164642 | az: -0.365463
ax: 0.36676 | ay: 0.043335 | az: -0.290985
ax: 0.650055 | ay: 0.717255 | az: -0.114471
ax: 0.632935 | ay: 0.925919 | az: -0.0399933
ax: 0.682999 | ay: 0.671341 | az: -0.0803375
time: 5
[20210810070612.879]
> sum ax: -9.59615 | sum ay: -4.41933 | sum az: 0.140106
>> avg ax: -0.191923 | avg ay: -0.0883865 | avg az: 0.00280212
>>> vx: -0.940422 | vy: -0.433094 | vz: 0.0137304
>>> sx: -0.657328 | sy: -0.91652 | sz: 0.220022
>>> a: 0.211316
>>> v: 1.03545
>>> s: 1.14913

ax: 0.635315 | ay: 0.498978 | az: -0.0742798
ax: 0.571365 | ay: 0.39444 | az: -0.00585938
ax: 0.483902 | ay: 0.340057 | az: -0.0261688
ax: 0.411255 | ay: 0.298599 | az: -0.0103455
ax: 0.3237 | ay: 0.261978 | az: -0.0550079
ax: 0.0964966 | ay: 0.19162 | az: -0.0844116
