ax: 0.410187 | ay: 0.175705 | az: 0.139175
ax: 0.301651 | ay: 0.635071 | az: 0.331207
ax: 0.142776 | ay: 0.528549 | az: 0.306015
ax: 0.0045166 | ay: 0.389679 | az: 0.278183
ax: -0.115936 | ay: 0.23819 | az: 0.257721
ax: -0.200729 | ay: 0.0858917 | az: 0.127823
ax: -0.311569 | ay: -0.0418396 | az: 0.0176392
ax: -0.382462 | ay: -0.130127 | az: -0.143112
ax: -0.394501 | ay: -0.230865 | az: -0.265213
ax: -0.458008 | ay: -0.400589 | az: -0.326004
ax: -0.494965 | ay: -0.632965 | az: -0.333145
ax: -0.485077 | ay: -0.671448 | az: -0.280975
ax: -0.415375 | ay: -0.704437 | az: -0.360214
ax: -0.215836 | ay: -0.865051 | az: -0.510757
ax: -0.168793 | ay: -1.43309 | az: -0.72757
ax: -0.317001 | ay: -1.08781 | az: -0.760727
ax: -0.0978394 | ay: -1.10307 | az: -0.726715
ax: -0.131165 | ay: -1.03679 | az: -0.946823
ax: -0.581375 | ay: 0.986313 | az: 0.877731
ax: -0.403198 | ay: -0.445053 | az: 0.100754
ax: -0.735275 | ay: -0.403366 | az: -0.277451
ax: -0.246765 | ay: -0.317947 | az: -0.234528
ax: -0.0675964 | ay: -0.148407 | az: -0.299774
ax: 0.0662079 | ay: 0.0144501 | az: -0.24588
ax: -0.136749 | ay: -0.402161 | az: -0.0372772
ax: -0.0818176 | ay: -0.110794 | az: 0.00184631
ax: -0.00839233 | ay: 0.075592 | az: -0.0416565
ax: 0.0140228 | ay: 0.159668 | az: 0.0156708
ax: 0.0227051 | ay: 0.250275 | az: 0.110565
ax: 0.0678253 | ay: 0.226151 | az: 0.0757294
ax: 0.0705719 | ay: 0.188461 | az: -0.0716095
ax: 0.0501556 | ay: 0.0854645 | az: -0.0565491
ax: -0.00671387 | ay: 0.0600739 | az: 0.0124512
ax: 0.000518799 | ay: 0.109573 | az: 0.0820923
ax: 0.00239563 | ay: 0.0609283 | az: 0.0571442
ax: 0.0169373 | ay: 0.138107 | az: -0.0202637
ax: 0.013092 | ay: 0.168076 | az: -0.0623016
ax: 0.0350189 | ay: 0.109085 | az: -0.0114899
ax: 0.00933838 | ay: 0.083252 | az: 0.00749207
ax: 0.00727844 | ay: 0.0902252 | az: 0.0135498
ax: 0.00177002 | ay: 0.131714 | az: 0.00822449
ax: -0.0113373 | ay: 0.0653381 | az: -0.0065918
ax: -0.0589447 | ay: -0.00805664 | az: 0.0178986
ax: -0.0601044 | ay: 0.0702057 | az: 0.0595856
ax: -0.0768738 | ay: 0.142639 | az: 0.0848846
ax: -0.134949 | ay: 0.162079 | az: 0.0549927
ax: -0.267334 | ay: 0.1716 | az: 0.034729
ax: -0.250198 | ay: 0.229691 | az: 0.0418549
ax: -0.31514 | ay: 0.128311 | az: 0.124283
ax: -0.443832 | ay: 0.125427 | az: 0.155838
time: 1
[20210722072904.298]
> sum ax: -6.83888 | sum ay: -4.08809 | sum az: -3.35155
>> avg ax: -0.136778 | avg ay: -0.0817618 | avg az: -0.0670309
>>> vx: -0.67021 | vy: -0.400633 | vz: -0.328452
>>> sx: -0.373254 | sy: -0.369878 | sz: -0.240051
>>> a: 0.172876
>>> v: 0.847095
>>> s: 0.577713

ax: -0.56665 | ay: 0.242554 | az: 0.116714
ax: -0.838257 | ay: 0.28949 | az: 0.126251
ax: -1.11075 | ay: 0.725845 | az: 0.177536
ax: -1.05014 | ay: 1.90085 | az: 0.280762
ax: -1.13457 | ay: 0.565063 | az: 0.314835
ax: -0.845718 | ay: 0.707779 | az: -0.126724
ax: -0.880005 | ay: 0.937958 | az: -0.172348
ax: 0.0527649 | ay: 0.87767 | az: 0.206726
ax: 0.0567017 | ay: -0.197388 | az: -0.427933
ax: 0.209656 | ay: -0.358353 | az: -0.453796
ax: 0.345459 | ay: 0.315033 | az: 0.228699
