steps: 0
ax: -0.102631 | ay: -0.0125122 | az: 0.0511932
ax: -0.0312195 | ay: -0.0480499 | az: -0.00430298
ax: -0.0170593 | ay: -0.0761414 | az: -0.0189667
ax: -0.099884 | ay: -0.000808716 | az: 0.0891876
ax: -0.0768585 | ay: -0.0263977 | az: -0.052002
ax: -0.149429 | ay: -0.0258331 | az: 0.056488
ax: -0.215271 | ay: 0.00505066 | az: 0.0996094
ax: -0.245956 | ay: 0.0427399 | az: 0.0966644
ax: -0.340118 | ay: 0.107208 | az: 0.0188293
ax: -0.460495 | ay: 0.158859 | az: -0.0661011
ax: -0.583252 | ay: 0.209564 | az: -0.0905457
ax: -0.724075 | ay: 0.303757 | az: -0.0501099
ax: -1.06345 | ay: 0.452591 | az: -0.210037
ax: -0.882431 | ay: 1.27292 | az: -0.427856
ax: -0.856354 | ay: 0.722809 | az: 0.0373077
ax: -0.69281 | ay: 0.50383 | az: -0.322784
ax: -0.468781 | ay: 0.606796 | az: -0.476456
ax: 0.199142 | ay: 0.372162 | az: -0.448761
ax: 0.380463 | ay: -0.360931 | az: -0.347672
ax: 0.405716 | ay: -0.0919189 | az: -0.261475
ax: 0.532028 | ay: 0.686295 | az: 0.00559998
ax: 0.608673 | ay: 0.795959 | az: -0.041748
ax: 0.653259 | ay: 0.678726 | az: 0.0126648
ax: 0.626953 | ay: 0.554916 | az: -0.022522
ax: 0.589905 | ay: 0.352036 | az: -0.0323029
ax: 0.536987 | ay: 0.231857 | az: -0.00038147
ax: 0.455444 | ay: 0.235016 | az: 0.0526733
ax: 0.405945 | ay: 0.226471 | az: 0.00535583
ax: 0.239563 | ay: 0.244247 | az: 0.0653381
ax: 0.0227203 | ay: 0.0847168 | az: 0.063324
ax: -0.190613 | ay: -0.0676727 | az: 0.0720062
ax: -0.50563 | ay: -0.192719 | az: 0.10463
ax: -0.884857 | ay: -0.68396 | az: -0.04953
ax: -1.07339 | ay: -1.19028 | az: -0.00991821
ax: -1.05537 | ay: -1.60039 | az: -0.0357971
ax: -0.922577 | ay: -1.69466 | az: -0.148819
ax: -0.719055 | ay: -1.4892 | az: 0.02565
ax: -0.587677 | ay: -1.65912 | az: 0.270737
ax: -0.800018 | ay: -1.93608 | az: 0.121262
ax: -0.294968 | ay: -1.89949 | az: -0.25032
ax: -0.333649 | ay: -0.458954 | az: -0.283203
ax: -0.414566 | ay: 1.41783 | az: 0.575684
ax: -0.576187 | ay: -0.675888 | az: 0.491745
ax: -0.501404 | ay: -0.272812 | az: 0.129257
ax: -0.273056 | ay: -0.500809 | az: 0.160233
ax: -0.291046 | ay: -0.602722 | az: -0.193771
ax: -0.0929718 | ay: -0.467712 | az: 0.00849915
ax: -0.00578308 | ay: -0.21405 | az: -0.0502472
ax: -0.02565 | ay: -0.139542 | az: -0.193726
ax: -0.0752869 | ay: -0.0153046 | az: 0.019165
time: 1
[20210812051232.561]
> sum ax: -10.977 | sum ay: -6.13759 | sum az: -1.45625
>> avg ax: -0.219541 | avg ay: -0.122752 | avg az: -0.0291251
>>> vx: -1.07575 | vy: -0.601484 | vz: -0.142713
>>> sx: -0.478295 | sy: 0.153324 | sz: -0.130016
>>> a: 0.253208
>>> v: 1.24072
>>> s: 0.518824

ax: -0.0324554 | ay: -0.0152893 | az: 0.039093
ax: -0.0105133 | ay: 0.0108795 | az: -0.035553
ax: 0.0197601 | ay: -0.0839386 | az: -0.0850677
ax: 0.0059967 | ay: -0.0171051 | az: -0.0249481
ax: -0.0071106 | ay: 0.0687408 | az: 0.0408783
ax: 0.00654602 | ay: 0.0261841 | az: 0.0111084
ax: -0.00119019 | ay: -0.0760651 | az: -0.0194244
ax: 0.0103149 | ay: -0.092804 | az: -0.0237274
ax: -0.0226135 | ay: -0.0313568 | az: 0.0463104
ax: -0.0225372 | ay: -0.0444641 | az: 0.0691376
ax: -0.0428925 | ay: -0.00837708 | az: 0.053833
ax: -0.0379639 | ay: -0.0112 | az: 0.0209198
ax: -0.00831604 | ay: -0.00967407 | az: 0.0306091
ax: -0.0207825 | ay: -0.0509491 | az: 0.00424194
ax: -0.0512848 | ay: -0.0875244 | az: 0.0431976
ax: -0.0514221 | ay: -0.0169983 | az: 0.0535126
ax: -0.106049 | ay: -0.0304718 | az: 0.109467
ax: -0.186264 | ay: 0.00735474 | az: 0.149368
ax: -0.233948 | ay: 0.0480194 | az: 0.114944
ax: -0.264709 | ay: 0.0948486 | az: 0.116562
ax: -0.258286 | ay: 0.146362 | az: -0.0121765
ax: -0.353378 | ay: 0.11171 | az: -0.118408
ax: -0.481613 | ay: 0.170593 | az: -0.215698
ax: -0.976288 | ay: 0.384979 | az: -0.487335
ax: -1.09518 | ay: 1.11986 | az: -0.541748
ax: -0.978241 | ay: 1.21469 | az: 0.202087
ax: -1.11037 | ay: 0.721069 | az: 0.0899658
ax: -0.604126 | ay: 0.855865 | az: -0.155197
ax: -0.324509 | ay: 0.741974 | az: -0.557526
ax: 0.600632 | ay: 0.368362 | az: -0.520706
ax: 0.00511169 | ay: 0.0892792 | az: -0.147049
ax: 0.366135 | ay: 0.354614 | az: 0.0242615
ax: 0.494644 | ay: 0.618134 | az: 0.046051
ax: 0.553375 | ay: 0.708221 | az: -0.017807
ax: 0.604019 | ay: 0.656509 | az: -0.123459
ax: 0.563797 | ay: 0.526703 | az: -0.0820618
ax: 0.542282 | ay: 0.368469 | az: 0.0252228
ax: 0.437424 | ay: 0.240723 | az: 0.0446777
ax: 0.379974 | ay: 0.170502 | az: -0.0247498
ax: 0.308884 | ay: 0.185242 | az: -0.103119
ax: 0.0847931 | ay: 0.198868 | az: -0.0616608
ax: -0.144836 | ay: -0.0834045 | az: -0.0272064
ax: -0.426117 | ay: -0.200195 | az: 0.077774
ax: -0.807465 | ay: -0.701523 | az: -0.0990601
ax: -1.0645 | ay: -1.30733 | az: -0.177261
ax: -0.968582 | ay: -1.55899 | az: -0.147659
ax: -0.773712 | ay: -1.68251 | az: -0.387863
ax: -0.649704 | ay: -1.52538 | az: -0.399277
ax: -0.530487 | ay: -1.64671 | az: -0.170303
ax: -0.416809 | ay: -1.60202 | az: 0.24234
time: 2
[20210812051233.557]
> sum ax: -8.08057 | sum ay: -0.675522 | sum az: -3.11049
>> avg ax: -0.161611 | avg ay: -0.0135104 | avg az: -0.0622098
>>> vx: -0.791896 | vy: -0.0662012 | vz: -0.304828
>>> sx: -0.282589 | sy: 0.302619 | sz: -0.086198
>>> a: 0.173697
>>> v: 0.851118
>>> s: 0.422924

ax: -0.38446 | ay: -1.65074 | az: 0.135208
ax: -0.302078 | ay: -1.60014 | az: 0.178116
ax: -0.18721 | ay: -0.608948 | az: 0.0489807
ax: -0.245087 | ay: 1.58607 | az: 0.371674
ax: -0.509476 | ay: -0.23114 | az: 0.474274
ax: -0.508926 | ay: -0.728256 | az: -0.0137939
ax: -0.283936 | ay: -0.119278 | az: -0.0712585
ax: -0.137955 | ay: -0.653519 | az: -0.474243
ax: -0.0472565 | ay: -0.51178 | az: -0.0162811
ax: -0.117157 | ay: -0.154236 | az: 0.0771942
ax: -0.0693207 | ay: -0.0767059 | az: 0.0619507
ax: -0.10112 | ay: -0.244553 | az: 0.00994873
ax: -0.0709686 | ay: -0.0459747 | az: 0.00732422
ax: -0.0140839 | ay: 0.0111542 | az: -0.000747681
ax: -0.0163269 | ay: -0.120285 | az: -0.0948486
ax: 0.0122375 | ay: -0.0674133 | az: 0.0434875
ax: 0.0180359 | ay: -0.0302429 | az: 0.143845
ax: 0.0150452 | ay: -0.033371 | az: 0.0163727
ax: 0.0109253 | ay: -0.0522919 | az: -0.0904388
ax: 0.0058136 | ay: -0.0256958 | az: -0.0616455
ax: 0.022644 | ay: -0.0157166 | az: 0.0211639
ax: -0.0214539 | ay: -0.026123 | az: 0.0704803
ax: -0.056488 | ay: 0.00254822 | az: 0.0569153
ax: -0.0418396 | ay: -0.0349731 | az: 0.0285339
ax: -0.02771 | ay: -0.00737 | az: 0.0352783
ax: -0.0519867 | ay: -0.0856476 | az: 0.0437469
ax: -0.0715179 | ay: -0.00839233 | az: 0.0808258
ax: -0.125488 | ay: 0.00335693 | az: 0.085495
ax: -0.129379 | ay: 0.00460815 | az: 0.084549
ax: -0.163605 | ay: 0.0102234 | az: 0.0477905
ax: -0.175598 | ay: 0.000579834 | az: 0.0344086
ax: -0.175537 | ay: 0.0474701 | az: -0.0337982
ax: -0.209366 | ay: 0.0964661 | az: -0.022049
ax: -0.300064 | ay: 0.0744781 | az: -0.0288239
ax: -0.457703 | ay: 0.121597 | az: -0.0336304
ax: -0.735031 | ay: 0.146149 | az: 0.0792236
ax: -1.04796 | ay: 0.711548 | az: -0.190109
ax: -1.11108 | ay: 1.39932 | az: -0.514862
ax: -1.05791 | ay: 1.08626 | az: -0.00370789
ax: -0.761963 | ay: 0.414642 | az: -0.252731
ax: -0.638306 | ay: 0.507248 | az: -0.47757
ax: 0.00418091 | ay: 0.424271 | az: -0.426834
ax: 0.174072 | ay: 0.145905 | az: -0.156601
ax: 0.395386 | ay: 0.0749664 | az: -0.294342
ax: 0.483887 | ay: 0.769058 | az: -0.0448761
ax: 0.564911 | ay: 0.835892 | az: 0.00971985
ax: 0.589554 | ay: 0.667267 | az: -0.00450134
ax: 0.560135 | ay: 0.515137 | az: -0.0442047
ax: 0.549042 | ay: 0.376785 | az: -0.0450592
ax: 0.494049 | ay: 0.288376 | az: -0.04216
time: 3
[20210812051234.551]
> sum ax: -6.45543 | sum ay: 3.18858 | sum az: -1.19261
>> avg ax: -0.129109 | avg ay: 0.0637717 | avg az: -0.0238522
>>> vx: -0.632632 | vy: 0.312481 | vz: -0.116876
>>> sx: -0.44135 | sy: -0.335623 | sz: 0.0516009
>>> a: 0.145962
>>> v: 0.715212
>>> s: 0.556862

ax: 0.475662 | ay: 0.264969 | az: -0.0513763
ax: 0.382156 | ay: 0.260208 | az: -0.0592194
ax: 0.167511 | ay: 0.223175 | az: 0.0177917
ax: -0.0155945 | ay: 0.133789 | az: 0.0866089
ax: -0.215027 | ay: -0.0240021 | az: 0.12178
ax: -0.581451 | ay: -0.4245 | az: -0.052887
ax: -0.868362 | ay: -0.928467 | az: -0.222382
ax: -1.00592 | ay: -1.31227 | az: -0.322693
ax: -0.921738 | ay: -1.58188 | az: -0.434296
ax: -0.689911 | ay: -1.48587 | az: -0.475647
ax: -0.532211 | ay: -1.57338 | az: -0.442505
ax: -0.421036 | ay: -1.61676 | az: -0.0961609
ax: -0.496643 | ay: -1.53979 | az: 0.205811
ax: -0.368286 | ay: -1.5477 | az: 0.279221
ax: -0.359543 | ay: -1.5311 | az: 0.364655
ax: -0.274185 | ay: 1.01581 | az: 0.455261
ax: -0.436401 | ay: 0.669098 | az: 0.150955
ax: -0.540741 | ay: -1.08464 | az: -0.0616302
ax: -0.370453 | ay: -0.488358 | az: -0.290771
ax: -0.198654 | ay: -0.808426 | az: -0.10585
ax: -0.232834 | ay: -0.559143 | az: -0.121994
ax: -0.051712 | ay: -0.0384521 | az: 0.115723
ax: 0.0328217 | ay: 0.0313263 | az: 0.0147858
ax: -0.0510406 | ay: -0.0993042 | az: 0.030014
ax: -0.0389862 | ay: -0.0382843 | az: 0.016861
ax: 0.00592041 | ay: 0.0100708 | az: -0.0453644
ax: 0.00532532 | ay: -0.104568 | az: -0.181213
ax: 0.0214386 | ay: -0.0522308 | az: -0.0797272
ax: -0.0206451 | ay: 0.0276337 | az: 0.118637
ax: -0.0413513 | ay: -0.012619 | az: 0.105942
ax: -0.00572205 | ay: -0.0697174 | az: 0.0374451
ax: -0.0204163 | ay: -0.136444 | az: -0.0472565
ax: -0.0125275 | ay: -0.0175629 | az: -0.0321045
ax: -0.0276031 | ay: -0.00170898 | az: 0.0754547
ax: -0.0085907 | ay: -0.0474548 | az: 0.0891113
ax: -0.0219574 | ay: -0.0434113 | az: 0.0176239
ax: -0.00488281 | ay: -0.0215759 | az: -0.0285645
ax: -0.000946045 | ay: -0.094101 | az: 0.02388
ax: -0.0174408 | ay: -0.0910492 | az: 0.0245361
ax: -0.0714874 | ay: -0.0107727 | az: -0.00515747
ax: -0.104507 | ay: -0.0139771 | az: -0.0045166
ax: -0.145248 | ay: 0.0159454 | az: 0.029068
ax: -0.167679 | ay: 0.0417786 | az: 0.00848389
ax: -0.214722 | ay: 0.154236 | az: 0.0670471
ax: -0.247818 | ay: 0.117874 | az: 0.0101166
ax: -0.332321 | ay: 0.0900421 | az: -0.0580444
ax: -0.43782 | ay: 0.175201 | az: -0.172409
ax: -0.557617 | ay: 0.185654 | az: -0.10704
ax: -0.817032 | ay: 0.199738 | az: -0.049469
ax: -1.09665 | ay: 0.773621 | az: -0.197937
time: 4
[20210812051235.553]
> sum ax: -11.9549 | sum ay: -13.0094 | sum az: -1.2794
>> avg ax: -0.239098 | avg ay: -0.260187 | avg az: -0.0255881
>>> vx: -1.17158 | vy: -1.27492 | vz: -0.125382
>>> sx: -0.599557 | sy: -1.06661 | sz: -0.0822478
>>> a: 0.354288
>>> v: 1.73601
>>> s: 1.22633

ax: -0.955185 | ay: 1.38892 | az: -0.147018
ax: -1.00447 | ay: 0.891449 | az: 0.221664
ax: -0.657349 | ay: 0.627899 | az: -0.257278
ax: -0.531967 | ay: 0.434128 | az: -0.471893
ax: 0.429962 | ay: 0.308289 | az: -0.447495
ax: 0.076828 | ay: -0.176834 | az: -0.182724
ax: 0.344299 | ay: 0.299347 | az: -0.156845
ax: 0.656311 | ay: 0.901611 | az: -0.0349426
ax: 0.650574 | ay: 0.860733 | az: 0.0573883
ax: 0.669128 | ay: 0.625107 | az: -0.0164795
ax: 0.607224 | ay: 0.496796 | az: -0.0217285
ax: 0.559555 | ay: 0.354248 | az: -0.0317078
ax: 0.498093 | ay: 0.231812 | az: -0.0216827
ax: 0.465134 | ay: 0.21109 | az: -0.0106964
ax: 0.369843 | ay: 0.212875 | az: -0.0493469
ax: 0.146072 | ay: 0.196091 | az: -0.00614929
ax: -0.0714569 | ay: 0.00767517 | az: -0.00526428
ax: -0.356903 | ay: -0.15773 | az: 0.0281372
ax: -0.712204 | ay: -0.590149 | az: -0.187469
ax: -1.01051 | ay: -1.0965 | az: -0.262985
ax: -1.09174 | ay: -1.49733 | az: -0.2005
ax: -0.951157 | ay: -1.78989 | az: -0.334473
ax: -0.809067 | ay: -1.76105 | az: -0.339935
ax: -0.603622 | ay: -1.78412 | az: 0.136414
ax: -0.57106 | ay: -2.0412 | az: 0.424149
ax: -0.519226 | ay: -1.58139 | az: 0.402649
ax: -0.290131 | ay: -1.06358 | az: -0.123276
ax: -0.396027 | ay: 1.59206 | az: 0.726608
ax: -0.626282 | ay: -0.135086 | az: 0.529236
ax: -0.417084 | ay: -0.653091 | az: -0.00593567
ax: -0.21788 | ay: -0.191132 | az: -0.0820312
ax: 0.0966949 | ay: -0.366348 | az: -0.403259
ax: -0.136902 | ay: -0.69194 | az: -0.0681763
ax: -0.21582 | ay: -0.282181 | az: 0.0552826
ax: -0.0435181 | ay: -0.0896912 | az: 0.05336
ax: -0.123413 | ay: -0.148941 | az: 0.0925903
