steps: 0
ax: -0.000717163 | ay: -0.0702515 | az: 0.0162964
ax: -0.183151 | ay: -0.0805054 | az: 0.126251
ax: -0.27533 | ay: -0.0451813 | az: 0.0486298
ax: -0.41011 | ay: -0.0487518 | az: -0.0458679
ax: -0.497894 | ay: 0.0332489 | az: -0.0973206
ax: -0.884415 | ay: 0.0917969 | az: -0.0329895
ax: -1.0498 | ay: 0.70491 | az: -0.251892
ax: -0.870987 | ay: 1.17081 | az: -0.216553
ax: -0.830414 | ay: 0.572281 | az: -0.0587921
ax: -0.830246 | ay: 0.660294 | az: -0.4142
ax: -0.316513 | ay: 0.204941 | az: -0.530746
ax: 0.436523 | ay: 0.381973 | az: -0.359604
ax: 0.119614 | ay: -0.514221 | az: -0.284775
ax: 0.50386 | ay: -0.260056 | az: -0.0949402
ax: 0.783157 | ay: 0.645493 | az: -0.0579071
ax: 0.751358 | ay: 0.707001 | az: -0.0679016
ax: 0.731461 | ay: 0.549362 | az: -0.0834351
ax: 0.712189 | ay: 0.383072 | az: -0.0253296
ax: 0.692169 | ay: 0.268127 | az: 0.000305176
ax: 0.609131 | ay: 0.114471 | az: -0.0110016
ax: 0.550598 | ay: 0.132599 | az: 0.0106354
ax: 0.432831 | ay: 0.101822 | az: 0.00363159
ax: 0.174011 | ay: 0.00746155 | az: 0.0354919
ax: -0.0353699 | ay: -0.126541 | az: 0.118423
ax: -0.246155 | ay: -0.216232 | az: 0.209961
ax: -0.488312 | ay: -0.455994 | az: 0.141693
ax: -0.788742 | ay: -0.792694 | az: 0.0639954
ax: -1.07527 | ay: -1.27267 | az: -0.0452728
ax: -1.1176 | ay: -1.54846 | az: -0.0128479
ax: -1.07443 | ay: -1.61566 | az: -0.0116119
ax: -0.976898 | ay: -1.85098 | az: 0.236633
ax: -0.793304 | ay: -1.99501 | az: 0.823746
ax: -0.579941 | ay: -2.11641 | az: 0.939896
ax: -0.685837 | ay: -1.41689 | az: 0.426483
ax: -0.240082 | ay: -1.28181 | az: 0.0938263
ax: -0.391312 | ay: 1.52249 | az: 0.813553
ax: -0.733597 | ay: -0.397522 | az: 0.652191
ax: -0.623398 | ay: -0.760345 | az: -0.140198
ax: -0.244308 | ay: -0.481674 | az: -0.0300293
ax: -0.15271 | ay: -0.690857 | az: -0.451706
ax: -0.0409851 | ay: -0.619736 | az: 0.0462189
ax: -0.271774 | ay: -0.439056 | az: 0.102005
ax: -0.0239716 | ay: -0.0093689 | az: 0.151886
ax: -0.0914917 | ay: -0.0966644 | az: 0.270737
ax: -0.124573 | ay: -0.059906 | az: 0.0826263
ax: -0.00683594 | ay: -0.0632019 | az: 0.0214081
ax: -0.000137329 | ay: -0.213928 | az: -0.261459
ax: 0.00999451 | ay: -0.0365295 | az: 0.0211945
ax: -0.0304565 | ay: 0.04599 | az: 0.192688
ax: -0.0559082 | ay: -0.081665 | az: 0.175964
time: 1
[20210811062906.043]
> sum ax: -10.5361 | sum ay: -11.3606 | sum az: 2.23999
>> avg ax: -0.210722 | avg ay: -0.227213 | avg az: 0.0447998
>>> vx: -1.03254 | vy: -1.11334 | vz: 0.219519
>>> sx: -0.501195 | sy: -0.184543 | sz: -0.0356503
>>> a: 0.313108
>>> v: 1.53423
>>> s: 0.535278

ax: -0.014801 | ay: -0.117996 | az: 0.0278473
ax: -0.0103607 | ay: -0.10672 | az: 0.0181274
ax: -0.0320892 | ay: -0.046402 | az: 0.0539703
ax: -0.0281067 | ay: -0.0334778 | az: 0.0769196
ax: -0.0350494 | ay: -0.0556946 | az: 0.0608215
ax: -0.0348053 | ay: -0.0893402 | az: 0.0350647
ax: -0.0183411 | ay: -0.0630798 | az: 0.0460968
ax: -0.0290833 | ay: -0.0452576 | az: 0.0508575
ax: -0.0471191 | ay: -0.0622101 | az: 0.0517731
ax: -0.0780029 | ay: -0.00450134 | az: 0.0410767
ax: -0.15097 | ay: 0.0967712 | az: 0.0586548
ax: -0.188141 | ay: 0.0352936 | az: 0.0420227
ax: -0.208038 | ay: 0.0988007 | az: 0.0296936
ax: -0.266571 | ay: 0.0805359 | az: 0.0185242
ax: -0.323578 | ay: 0.0962982 | az: 0.07724
ax: -0.438507 | ay: 0.126282 | az: -0.0333405
ax: -0.736588 | ay: 0.064682 | az: 0.0213013
ax: -1.07007 | ay: 0.462173 | az: -0.2836
ax: -1.0824 | ay: 1.33005 | az: -0.781723
ax: -1.08084 | ay: 1.12285 | az: -0.125854
ax: -0.676712 | ay: 0.691116 | az: -0.231461
ax: -0.761154 | ay: 0.340439 | az: -0.378357
ax: 0.00483704 | ay: 0.392349 | az: -0.723557
ax: 0.950882 | ay: -0.361847 | az: -0.359222
ax: 0.229355 | ay: -0.197556 | az: -0.257278
ax: 0.443573 | ay: 0.428543 | az: 0.00535583
ax: 0.676056 | ay: 0.863571 | az: -0.0375519
ax: 0.64119 | ay: 0.746475 | az: -0.127167
ax: 0.651443 | ay: 0.578568 | az: -0.144806
ax: 0.657593 | ay: 0.472443 | az: -0.0753326
ax: 0.611938 | ay: 0.338043 | az: -0.0118561
ax: 0.547653 | ay: 0.292023 | az: 0.0102997
ax: 0.49176 | ay: 0.288803 | az: -0.0684967
ax: 0.338562 | ay: 0.211014 | az: -0.0674744
ax: 0.0850983 | ay: 0.132767 | az: -0.0357056
ax: -0.155655 | ay: -0.00317383 | az: 0.13147
ax: -0.451263 | ay: -0.202347 | az: 0.146225
ax: -0.845154 | ay: -0.625763 | az: 0.0495605
ax: -1.0696 | ay: -1.10982 | az: -0.024765
ax: -1.10542 | ay: -1.58073 | az: -0.103302
ax: -1.09325 | ay: -1.66739 | az: -0.178986
ax: -0.924591 | ay: -2.00401 | az: -0.18222
