steps: 650
ax: 0.0908051 | ay: -0.256516 | az: -0.00933838
ax: -1.08258 | ay: -0.843781 | az: 0.226486
ax: -1.13289 | ay: -1.67738 | az: 0.106369
ax: -1.17886 | ay: -2.17415 | az: -0.132812
ax: -1.17201 | ay: -2.54167 | az: -0.462006
ax: -0.70433 | ay: -2.53986 | az: 0.837067
ax: -0.677048 | ay: -1.62657 | az: 0.41069
ax: 0.276596 | ay: 1.00693 | az: -0.850372
ax: -0.260468 | ay: 1.51872 | az: 0.975586
ax: -1.15564 | ay: -1.26636 | az: 0.322113
ax: -0.608582 | ay: -0.647919 | az: -0.125107
ax: -0.75856 | ay: -1.50162 | az: -0.289368
ax: 0.0194702 | ay: -0.251038 | az: 0.26918
ax: -0.0746307 | ay: -0.489746 | az: -0.142746
ax: 0.074295 | ay: 0.0692139 | az: 0.0328369
ax: -0.023407 | ay: -0.0970764 | az: 0.0488281
ax: 0.0206451 | ay: 0.109406 | az: 0.0164185
ax: -0.0562592 | ay: -0.137085 | az: -0.00331116
ax: 0.0510712 | ay: -0.026001 | az: -0.0887146
ax: 0.0458679 | ay: -0.0128326 | az: -0.047348
ax: 0.0531769 | ay: -0.0132599 | az: 0.0587006
ax: 0.0109253 | ay: -0.0861053 | az: 0.121765
ax: -0.046814 | ay: -0.0807953 | az: 0.133423
ax: -0.0730286 | ay: -0.00566101 | az: 0.0895538
ax: -0.0730133 | ay: 0.0604706 | az: 0.0481262
ax: -0.0705872 | ay: 0.0136719 | az: 0.02771
ax: -0.139923 | ay: -0.0146332 | az: 0.00642395
ax: -0.150253 | ay: -0.00715637 | az: 0.0189819
ax: -0.152069 | ay: 0.0578918 | az: 0.0715942
time: 3
[20210805064553.522]
> sum ax: -9.45461 | sum ay: -2.4904 | sum az: -0.87912
>> avg ax: -0.189092 | avg ay: -0.049808 | avg az: -0.0175824
>>> vx: -0.926551 | vy: -0.244059 | vz: -0.0861538
>>> sx: -0.541601 | sy: 0.283539 | sz: -0.19416
>>> a: 0.196331
>>> v: 0.962021
>>> s: 0.641424

steps: 653
ax: -0.163528 | ay: 0.102692 | az: 0.0860138
ax: -0.207642 | ay: 0.147659 | az: 0.0318451
ax: -0.304047 | ay: 0.153275 | az: -0.0556946
ax: -0.350922 | ay: 0.195663 | az: 0.0758667
ax: -0.420258 | ay: 0.264252 | az: 0.152267
ax: -0.526413 | ay: 0.306046 | az: -0.0673981
ax: -1.07097 | ay: 0.373352 | az: -0.208466
ax: -1.08504 | ay: 1.51501 | az: -0.780579
ax: -1.10069 | ay: 1.56506 | az: 0.0961609
ax: -1.12424 | ay: 0.990875 | az: -0.562378
ax: -1.10995 | ay: 0.940521 | az: -0.597565
ax: -0.0735779 | ay: 1.0887 | az: -0.604813
ax: 0.337326 | ay: -0.449448 | az: -0.152283
ax: 0.0967255 | ay: -0.801468 | az: -0.515106
ax: 0.387344 | ay: 0.448883 | az: 0.0201569
ax: 0.88063 | ay: 0.870651 | az: -0.090271
ax: 0.751801 | ay: 0.845169 | az: -0.103577
ax: 0.735291 | ay: 0.82048 | az: -0.0336456
ax: 0.767563 | ay: 0.604309 | az: -0.0476379
ax: 0.692474 | ay: 0.362946 | az: -0.062149
ax: 0.610397 | ay: 0.250534 | az: -0.0769501
ax: 0.531342 | ay: 0.15387 | az: -0.0547791
ax: 0.419067 | ay: 0.108185 | az: -0.0344238
ax: 0.145187 | ay: 0.0174103 | az: -0.0620728
ax: -0.241653 | ay: -0.262039 | az: -0.0473785
ax: -0.732498 | ay: -0.608398 | az: 0.0595398
ax: -1.08784 | ay: -0.978439 | az: 0.119659
ax: -1.1368 | ay: -1.88667 | az: 0.166412
ax: -1.17772 | ay: -2.39775 | az: -0.0914917
ax: -1.00522 | ay: -2.5347 | az: -0.381195
ax: -0.840073 | ay: -2.52925 | az: 0.552368
ax: -0.717026 | ay: -1.92589 | az: 0.674408
ax: 0.176773 | ay: 0.090271 | az: -0.128403
ax: -0.288696 | ay: 1.57611 | az: 1.11461
ax: -0.896301 | ay: -0.815308 | az: 0.55455
ax: -0.576065 | ay: -0.150452 | az: -0.221512
ax: -0.356262 | ay: -0.879272 | az: -0.283798
ax: -0.384995 | ay: -0.758789 | az: -0.109482
ax: -0.0173492 | ay: -0.30806 | az: 0.212631
ax: -0.09935 | ay: -0.136719 | az: -0.0818787
ax: 0.00909424 | ay: 0.13887 | az: 0.108658
ax: -0.0918121 | ay: 0.178207 | az: -0.00831604
ax: 0.010849 | ay: 0.0018158 | az: 0.0467834
ax: 0.010788 | ay: -0.0200958 | az: -0.130966
ax: 0.0236816 | ay: 0.0370636 | az: -0.042038
ax: -0.00740051 | ay: 0.0898438 | az: 0.0422363
ax: -0.019165 | ay: 0.0426941 | az: 0.136871
ax: 0.00166321 | ay: 0.0035553 | az: 0.0812683
ax: -0.0245361 | ay: 0.0286407 | az: 0.0187531
ax: -0.0351105 | ay: 0.0881042 | az: 0.0190735
time: 4
[20210805064554.502]
> sum ax: -10.6852 | sum ay: -3.04202 | sum az: -1.26611
>> avg ax: -0.213703 | avg ay: -0.0608405 | avg az: -0.0253223
>>> vx: -1.04714 | vy: -0.298118 | vz: -0.124079
>>> sx: -0.608296 | sy: 0.259097 | sz: -0.195812
>>> a: 0.223633
>>> v: 1.0958
>>> s: 0.689563

steps: 654
ax: -0.0535278 | ay: 0.0439148 | az: 0.0565643
ax: -0.0479279 | ay: 0.00839233 | az: 0.0632019
ax: -0.0628052 | ay: 0.103531 | az: 0.0526123
ax: -0.104202 | ay: 0.130569 | az: -0.0187073
ax: -0.124222 | ay: 0.0759125 | az: -0.0329437
ax: -0.110199 | ay: 0.123566 | az: 0.0846405
ax: -0.211761 | ay: 0.149185 | az: 0.0346832
ax: -0.279526 | ay: 0.175919 | az: -0.0669708
ax: -0.347992 | ay: 0.247681 | az: 0.0339661
ax: -0.417755 | ay: 0.285599 | az: 0.0733948
ax: -0.517014 | ay: 0.337036 | az: 0.000488281
ax: -0.879868 | ay: 0.30777 | az: -0.189987
ax: -1.09637 | ay: 1.07832 | az: -0.748825
ax: -1.11308 | ay: 1.86627 | az: -0.270859
ax: -1.13617 | ay: 1.09076 | az: -0.0974731
ax: -1.16542 | ay: 0.977036 | az: -0.660858
ax: -0.40274 | ay: 1.02747 | az: -0.982239
ax: 0.665817 | ay: 0.358917 | az: -0.323318
ax: -0.110962 | ay: -0.454391 | az: -0.252182
ax: 0.222275 | ay: -0.279373 | az: -0.00775146
ax: 0.718582 | ay: 0.633514 | az: -0.00312805
ax: 0.912811 | ay: 0.885315 | az: -0.132645
ax: 0.785706 | ay: 0.936447 | az: -0.135757
ax: 0.807892 | ay: 0.878006 | az: -0.0685272
ax: 0.740143 | ay: 0.574814 | az: -0.0471497
ax: 0.651917 | ay: 0.33786 | az: -0.0726929
ax: 0.56575 | ay: 0.139389 | az: -0.116455
ax: 0.496735 | ay: 0.0599518 | az: -0.104904
ax: 0.369186 | ay: 0.0226746 | az: -0.0772858
ax: 0.0354614 | ay: -0.0956573 | az: -0.0489197
ax: -0.371155 | ay: -0.412888 | az: -0.019104
ax: -0.877594 | ay: -0.63446 | az: 0.207153
ax: -1.10776 | ay: -1.42673 | az: 0.0635376
ax: -1.15071 | ay: -2.42157 | az: -0.0804291
ax: -0.882492 | ay: -2.28278 | az: -0.509109
ax: -0.958115 | ay: -2.49553 | az: 0.0339508
ax: -0.670975 | ay: -2.44946 | az: 1.06468
ax: -0.725174 | ay: -0.779419 | az: 0.912643
ax: -0.18541 | ay: 1.44681 | az: -0.462051
ax: -0.33252 | ay: 1.22937 | az: 0.971954
ax: -1.07365 | ay: -1.10648 | az: 0.0963593
ax: -0.337296 | ay: -0.241501 | az: 0.271454
ax: -0.213608 | ay: -0.928391 | az: -0.460724
ax: -0.183426 | ay: -0.596512 | az: 0.0611572
ax: 0.0112305 | ay: -0.0962372 | az: 0.0578613
ax: -0.00389099 | ay: -0.24205 | az: 0.0879364
ax: -0.0379181 | ay: -0.00344849 | az: 0.11908
ax: -0.101501 | ay: 0.0420837 | az: 0.021698
ax: -0.0116425 | ay: 0.156143 | az: 0.0401611
ax: 0.0198212 | ay: 0.0233917 | az: -0.0699921
time: 5
[20210805064555.503]
> sum ax: -10.4031 | sum ay: -1.19325 | sum az: -1.65181
>> avg ax: -0.208061 | avg ay: -0.0238651 | avg az: -0.0330362
>>> vx: -1.0195 | vy: -0.116939 | vz: -0.161877
>>> sx: -0.504354 | sy: 0.41539 | sz: -0.202679
>>> a: 0.212015
>>> v: 1.03887
>>> s: 0.684106

steps: 655
ax: 0.0502319 | ay: -0.0297241 | az: -0.122604
ax: 0.0285339 | ay: 0.0419006 | az: -0.0341187
ax: 0.00369263 | ay: 0.142227 | az: 0.0873718
ax: -0.032074 | ay: 0.101852 | az: 0.0911865
ax: -0.0729675 | ay: 0.0438232 | az: 0.040863
ax: -0.0358582 | ay: 0.0673218 | az: 0.0136719
ax: -0.0161438 | ay: 0.118134 | az: 0.0279846
ax: -0.0455627 | ay: 0.0955505 | az: 0.0578613
ax: -0.0601501 | ay: -0.0137177 | az: 0.0912018
ax: -0.0984039 | ay: 0.0189667 | az: 0.00654602
ax: -0.0947876 | ay: 0.0735779 | az: -0.062561
ax: -0.11972 | ay: 0.0852356 | az: -0.00956726
ax: -0.293747 | ay: 0.169815 | az: -0.0535431
ax: -0.354721 | ay: 0.184036 | az: 0.00135803
ax: -0.41983 | ay: 0.253647 | az: 0.146317
ax: -0.463333 | ay: 0.311417 | az: 0.125076
ax: -0.541504 | ay: 0.306671 | az: -0.131485
ax: -0.992081 | ay: 0.260574 | az: -0.2435
ax: -1.0965 | ay: 1.03534 | az: -0.6745
ax: -1.11176 | ay: 1.91769 | az: -0.163483
ax: -1.05331 | ay: 1.0498 | az: -0.0318451
ax: -1.05235 | ay: 0.670685 | az: -0.541901
ax: -0.423111 | ay: 1.01259 | az: -0.680557
ax: 0.650589 | ay: -0.0873871 | az: -0.351379
ax: 0.0237732 | ay: -0.317398 | az: -0.178207
ax: 0.291092 | ay: -0.0583954 | az: -0.116272
ax: 0.810898 | ay: 0.684723 | az: -0.0693665
ax: 0.804993 | ay: 0.862762 | az: -0.00880432
ax: 0.766525 | ay: 0.808151 | az: 0.00839233
ax: 0.813156 | ay: 0.623932 | az: -0.026825
ax: 0.759048 | ay: 0.433777 | az: -0.03302
ax: 0.680298 | ay: 0.278168 | az: -0.101501
ax: 0.610489 | ay: 0.165833 | az: -0.115845
ax: 0.52858 | ay: 0.0863037 | az: -0.14299
ax: 0.381897 | ay: 0.0510559 | az: -0.0762939
ax: 0.0334473 | ay: -0.149292 | az: -0.0887756
ax: -0.356293 | ay: -0.445618 | az: -0.115784
ax: -0.904373 | ay: -0.802002 | az: 0.00379944
ax: -1.11491 | ay: -1.32047 | az: 0.101807
ax: -1.16357 | ay: -2.31671 | az: 0.0385895
ax: -1.1676 | ay: -2.37292 | az: -0.164871
ax: -1.02231 | ay: -2.54172 | az: 0.0680847
ax: -1.08517 | ay: -2.40848 | az: 0.523605
ax: -0.466873 | ay: -0.965805 | az: 0.401245
ax: -0.559921 | ay: 1.56946 | az: -0.02005
ax: -0.425018 | ay: 0.154053 | az: 0.76947
ax: -0.919724 | ay: -0.866745 | az: 0.0802307
ax: -0.33168 | ay: -0.107071 | az: 0.22821
ax: 0.0271759 | ay: -0.439911 | az: -0.31015
ax: -0.147629 | ay: -0.516754 | az: -0.112137
time: 6
[20210805064556.505]
> sum ax: -10.7786 | sum ay: -2.08104 | sum az: -1.86906
>> avg ax: -0.215572 | avg ay: -0.0416208 | avg az: -0.0373813
>>> vx: -1.0563 | vy: -0.203942 | vz: -0.183168
>>> sx: -0.400421 | sy: 0.399152 | sz: -0.152885
>>> a: 0.222712
>>> v: 1.09129
>>> s: 0.58569

steps: 656
ax: -0.0668793 | ay: -0.379883 | az: -0.0184479
ax: -0.023407 | ay: -0.151062 | az: -0.0184479
ax: -0.0513611 | ay: -0.0462341 | az: 0.0804596
ax: -0.0732574 | ay: -0.0112152 | az: 0.0335388
ax: -0.0355072 | ay: 0.0597076 | az: -0.00756836
ax: -0.00715637 | ay: 0.124939 | az: -0.0226746
ax: 0.016861 | ay: 0.0196533 | az: -0.134171
ax: 0.0316315 | ay: 0.0335999 | az: -0.0548401
ax: -0.0129395 | ay: 0.0563507 | az: 0.0622559
ax: -0.0326691 | ay: -0.00466919 | az: 0.116989
ax: -0.0236816 | ay: -0.0111847 | az: 0.0698853
ax: 3.05176e-05 | ay: -0.0516968 | az: 0.0087738
ax: 0.0317383 | ay: -0.0191345 | az: 0.0525665
ax: 0.000396729 | ay: 0.0331268 | az: 0.0517273
ax: -0.0404358 | ay: 0.00408936 | az: 0.0487518
ax: -0.0489807 | ay: 0.0125122 | az: -0.0646667
ax: -0.0559692 | ay: -0.00480652 | az: -0.0336304
ax: -0.10582 | ay: 0.102249 | az: -0.0143738
ax: -0.239578 | ay: 0.140228 | az: 0.00683594
ax: -0.286591 | ay: 0.192566 | az: -0.0632324
ax: -0.365921 | ay: 0.304749 | az: 0.0135498
ax: -0.42981 | ay: 0.168106 | az: 0.0706482
ax: -0.58963 | ay: 0.26091 | az: 0.0512695
ax: -0.901718 | ay: 0.323807 | az: 0.0170441
ax: -1.06586 | ay: 0.615402 | az: -0.267853
ax: -1.08096 | ay: 1.91385 | az: -0.842697
ax: -1.09798 | ay: 1.40152 | az: -0.100296
ax: -0.665878 | ay: 1.0284 | az: -0.504333
ax: -0.600327 | ay: 0.733673 | az: -0.699646
ax: 0.51384 | ay: 0.673416 | az: -0.371414
ax: 0.230026 | ay: -0.213593 | az: -0.0927277
ax: 0.201324 | ay: -0.149551 | az: -0.334656
ax: 0.8591 | ay: 0.600311 | az: -0.21904
ax: 0.801453 | ay: 0.861145 | az: 0.0352783
ax: 0.839554 | ay: 0.770615 | az: 0.0542755
ax: 0.820099 | ay: 0.623978 | az: -0.0405579
ax: 0.796097 | ay: 0.382614 | az: -0.0767822
ax: 0.707687 | ay: 0.256973 | az: -0.0453339
ax: 0.621231 | ay: 0.148132 | az: -0.0168304
ax: 0.514725 | ay: 0.0490112 | az: -0.0566406
ax: 0.348816 | ay: 0.0455933 | az: -0.0382996
ax: 0.0168762 | ay: -0.14682 | az: -0.0725403
ax: -0.424683 | ay: -0.520157 | az: -0.00862122
ax: -0.973328 | ay: -0.770523 | az: 0.15271
ax: -1.12938 | ay: -1.29242 | az: 0.318802
ax: -1.17795 | ay: -2.08482 | az: 0.331635
ax: -1.2121 | ay: -2.52295 | az: -0.0453491
ax: -0.94577 | ay: -2.53214 | az: 0.312408
ax: -0.978806 | ay: -2.30376 | az: 0.536224
ax: -0.276337 | ay: -0.405746 | az: 0.440277
time: 7
[20210805064557.515]
> sum ax: -7.66917 | sum ay: -1.68114 | sum az: -1.39977
>> avg ax: -0.153383 | avg ay: -0.0336227 | avg az: -0.0279953
>>> vx: -0.751579 | vy: -0.164751 | vz: -0.137177
>>> sx: -0.259779 | sy: 0.347348 | sz: -0.126001
>>> a: 0.159501
>>> v: 0.781557
>>> s: 0.451677

steps: 657
ax: -0.555115 | ay: 1.55688 | az: 0.464294
ax: -0.712952 | ay: -0.977921 | az: 0.703537
ax: -0.385254 | ay: -0.468933 | az: -0.185898
ax: -0.159012 | ay: -0.413055 | az: -0.118805
ax: -0.172165 | ay: -0.736526 | az: -0.241791
ax: -0.0646362 | ay: -0.307358 | az: 0.206787
ax: -0.117218 | ay: -0.175751 | az: -0.0299988
ax: -0.0148621 | ay: -0.0357361 | az: 0.0432587
ax: -0.0410309 | ay: 0.0361481 | az: 0.190262
ax: -0.0337219 | ay: 0.00454712 | az: 0.00166321
ax: 0.00961304 | ay: 0.0378723 | az: -0.0143433
ax: -0.0214996 | ay: -0.00283813 | az: -0.182175
ax: 0.0103302 | ay: 0.0765991 | az: -0.0364685
ax: 0.0105743 | ay: 0.052536 | az: 0.0751801
ax: -0.0117035 | ay: -0.0215759 | az: 0.131638
ax: -0.00454712 | ay: -0.0608215 | az: 0.00222778
ax: -0.0160065 | ay: -0.035202 | az: -0.0247192
ax: -0.0227203 | ay: 0.0174255 | az: 0.0245361
ax: -0.0258484 | ay: 0.000167847 | az: 0.0232849
ax: -0.022995 | ay: 0.0368805 | az: 0.0449677
ax: -0.0742035 | ay: 0.0928955 | az: 0.0270081
ax: -0.0904541 | ay: 0.0486755 | az: 0.0168152
ax: -0.123871 | ay: 0.0490112 | az: 0.0366821
ax: -0.161301 | ay: 0.117493 | az: -0.000396729
ax: -0.33194 | ay: 0.213715 | az: 0.0113373
ax: -0.32489 | ay: 0.166977 | az: -0.00630188
ax: -0.486572 | ay: 0.229095 | az: 0.0503082
ax: -0.531616 | ay: 0.351837 | az: -0.0412598
ax: -0.897903 | ay: 0.344788 | az: -0.209839
ax: -1.06358 | ay: 0.630875 | az: -0.441391
ax: -1.07948 | ay: 1.52377 | az: -0.831345
ax: -1.0968 | ay: 1.12105 | az: 0.0219421
ax: -0.688324 | ay: 1.09738 | az: -0.503952
ax: -0.545959 | ay: 0.670746 | az: -0.735855
ax: 0.690338 | ay: 0.802658 | az: -0.35347
ax: 0.300522 | ay: -0.320694 | az: -0.346985
ax: 0.214294 | ay: -0.406906 | az: -0.0394135
ax: 0.69281 | ay: 0.547928 | az: 0.0183563
ax: 0.880737 | ay: 0.937241 | az: -0.0999603
ax: 0.789368 | ay: 0.922607 | az: -0.0312347
ax: 0.790878 | ay: 0.797165 | az: 0.0354767
ax: 0.717453 | ay: 0.434265 | az: -0.019165
ax: 0.680267 | ay: 0.225647 | az: -0.0534515
ax: 0.585403 | ay: 0.113068 | az: -0.0684967
ax: 0.483673 | ay: 0.0263977 | az: -0.0427246
ax: 0.348862 | ay: -0.0866852 | az: -0.076355
ax: 0.0366974 | ay: -0.251282 | az: -0.107758
ax: -0.358734 | ay: -0.504211 | az: -0.151184
ax: -1.01355 | ay: -0.890808 | az: -0.0538635
ax: -1.13634 | ay: -1.54208 | az: -0.0443573
time: 8
[20210805064558.506]
> sum ax: -5.14499 | sum ay: 6.04596 | sum az: -2.96339
>> avg ax: -0.1029 | avg ay: 0.120919 | avg az: -0.0592679
>>> vx: -0.504209 | vy: 0.592504 | vz: -0.290413
>>> sx: -0.391451 | sy: 0.218836 | sz: -0.0264139
>>> a: 0.169477
>>> v: 0.830438
>>> s: 0.449245

steps: 658
ax: -1.18457 | ay: -2.40984 | az: -0.0828552
ax: -0.96817 | ay: -2.51067 | az: -0.234268
ax: -0.953568 | ay: -2.53854 | az: 0.188416
ax: -0.719467 | ay: -2.37325 | az: 0.764252
ax: -1.01062 | ay: -1.1985 | az: 0.0935974
ax: 0.484085 | ay: 0.547638 | az: 0.0514069
ax: -0.19664 | ay: 1.57712 | az: 1.02162
ax: -0.734009 | ay: -0.268356 | az: 0.831177
ax: -0.776169 | ay: -0.681625 | az: -0.123886
ax: -0.19339 | ay: -0.381165 | az: -0.130142
ax: -0.560913 | ay: -1.13815 | az: -0.163391
ax: -0.0108948 | ay: -0.172729 | az: 0.243011
ax: -0.102081 | ay: -0.342606 | az: 0.0102692
ax: -0.014389 | ay: -0.0651093 | az: 0.162064
ax: -0.127487 | ay: -0.164276 | az: 0.0152588
ax: -0.0783081 | ay: -0.0682373 | az: 0.0716248
ax: 0.0025177 | ay: 0.0259094 | az: -0.0529938
ax: 0.0146179 | ay: 0.0265656 | az: -0.122849
ax: 0.0572662 | ay: 0.0952911 | az: 0.0444183
ax: 0.0195923 | ay: 0.0780334 | az: 0.056076
ax: -0.00538635 | ay: 0.0010376 | az: 0.0292816
ax: -0.00332642 | ay: 0.000518799 | az: -0.00979614
ax: 0.00416565 | ay: -0.0557709 | az: -0.00350952
ax: -0.00527954 | ay: 0.0457306 | az: 0.0345917
ax: -0.0235748 | ay: -0.00689697 | az: 0.0793762
ax: -0.0648193 | ay: 0.0238037 | az: 0.0560913
ax: -0.0524139 | ay: 0.0331421 | az: 0.0118103
