ax: 0.378418 | ay: -0.216614 | az: -0.119705
ax: 1.03554 | ay: -0.367935 | az: -0.631027
ax: 1.04968 | ay: -0.544876 | az: -1.05638
ax: 1.06676 | ay: -1.75609 | az: -1.6974
ax: 1.07764 | ay: -0.715714 | az: -0.515076
ax: 0.827682 | ay: -1.51669 | az: -0.89061
ax: -0.267456 | ay: -0.0365448 | az: -0.78183
ax: -0.306778 | ay: 1.36996 | az: -0.139694
ax: 0.18985 | ay: -0.304642 | az: -0.061203
ax: -0.74176 | ay: -0.917755 | az: -0.326355
ax: -0.709183 | ay: -0.906021 | az: -0.279755
ax: -0.763229 | ay: -0.743774 | az: -0.170303
ax: -0.680557 | ay: -0.51091 | az: -0.121124
ax: -0.650681 | ay: -0.317703 | az: -0.00511169
ax: -0.60817 | ay: -0.204315 | az: 0.0542908
ax: -0.565338 | ay: -0.157822 | az: 0.0630188
ax: -0.431335 | ay: -0.136856 | az: 0.100922
ax: -0.265396 | ay: -0.0715179 | az: 0.176178
ax: 0.0238037 | ay: 0.0261688 | az: 0.231567
ax: 0.489258 | ay: 0.175232 | az: 0.236328
ax: 1.14252 | ay: 0.642029 | az: 0.475723
ax: 1.21489 | ay: 1.60707 | az: 0.605225
ax: 1.28308 | ay: 2.31007 | az: 0.486771
ax: 1.01877 | ay: 2.59279 | az: 0.510284
ax: 0.934677 | ay: 2.59904 | az: 1.31091
ax: 0.913834 | ay: 2.56021 | az: 1.24661
ax: 1.25455 | ay: 0.989471 | az: -0.142593
ax: 0.37764 | ay: -1.52617 | az: -0.0349274
ax: 0.674149 | ay: 0.431442 | az: 1.11296
2: [20200927205154.401]
> sum ax: 12.2039 | sum ay: 9.46574 | sum az: 0.700317
>> avg ax: 0.244078 | avg ay: 0.189315 | avg az: 0.0140063
>>> vx: 2.39196 | vy: 1.85529 | vz: 0.137262
>>> sx: 0.841593 | sy: 0.576406 | sz: -0.306857
>>> a: 0.309209
>>> v: 3.03025
>>> s: 1.06522

ax: 1.04967 | ay: 0.733719 | az: 0.295273
ax: 0.680023 | ay: 2.18484 | az: 0.473358
ax: 0.166946 | ay: 0.469879 | az: 0.20961
ax: -0.108109 | ay: 0.590118 | az: 0.127838
ax: 0.0648956 | ay: 0.444061 | az: -0.0503387
ax: -0.0104828 | ay: 0.141052 | az: -0.112503
ax: 0.014389 | ay: 0.0629425 | az: -0.00119019
ax: 0.00601196 | ay: 0.0818329 | az: -0.0836945
ax: -0.0438843 | ay: 0.121155 | az: -0.0037384
ax: 0.0271912 | ay: 0.142853 | az: -0.0988464
ax: 0.0254974 | ay: 0.000167847 | az: -0.189865
ax: -0.0189362 | ay: 0.0361328 | az: -0.262054
ax: -0.101852 | ay: -9.15527e-05 | az: -0.228607
ax: -0.0860291 | ay: 0.144348 | az: -0.0561371
ax: 0.0313721 | ay: -0.1026 | az: 0.00949097
ax: 0.11528 | ay: -0.121994 | az: 0.15036
ax: 0.269989 | ay: -0.0215149 | az: 0.400421
ax: 0.219574 | ay: -0.107635 | az: 0.210403
ax: 0.31076 | ay: -0.289291 | az: 0.00462341
ax: 0.430405 | ay: -0.243042 | az: -0.186676
ax: 0.559891 | ay: -0.244797 | az: -0.100632
ax: 0.670639 | ay: -0.267517 | az: -0.108627
ax: 0.941711 | ay: -0.253708 | az: -0.433716
ax: 1.05965 | ay: -0.656967 | az: -0.667389
ax: 1.076 | ay: -1.82655 | az: -1.54268
ax: 1.09685 | ay: -1.05573 | az: -0.723343
ax: 1.1114 | ay: -1.15733 | az: -1.3154
ax: -0.0596771 | ay: -0.436584 | az: -0.996063
ax: 1.15907 | ay: -0.310623 | az: -0.24733
ax: -0.295334 | ay: 0.37912 | az: -0.338913
ax: -0.288254 | ay: -1.0522 | az: -0.394638
ax: -0.748108 | ay: -0.814178 | az: -0.249435
ax: -0.666351 | ay: -0.537933 | az: -0.212784
ax: -0.742035 | ay: -0.418411 | az: -0.167587
ax: -0.707138 | ay: -0.279053 | az: -0.0804901
ax: -0.64241 | ay: -0.208557 | az: -0.0675049
ax: -0.59729 | ay: -0.224762 | az: -0.0728455
ax: -0.441666 | ay: -0.246582 | az: 0.0112915
ax: -0.213257 | ay: -0.1772 | az: 0.0874176
ax: 0.139069 | ay: -0.0574188 | az: 0.150681
ax: 0.71048 | ay: 0.109009 | az: 0.224976
ax: 1.1451 | ay: 0.710007 | az: 0.486252
ax: 1.21965 | ay: 1.42802 | az: 0.481796
ax: 1.28783 | ay: 2.35419 | az: 0.510986
ax: 1.10033 | ay: 2.62135 | az: 0.618561
ax: 1.02943 | ay: 2.62828 | az: 1.42728
ax: 0.80072 | ay: 2.59203 | az: 0.969803
ax: 1.25395 | ay: 1.63986 | az: 0.325211
ax: 0.484604 | ay: -1.51093 | az: -0.219528
ax: 0.740417 | ay: 0.740677 | az: 0.758118
3: [20200927205155.402]
> sum ax: 15.228 | sum ay: 7.73245 | sum az: -1.27881
>> avg ax: 0.30456 | avg ay: 0.154649 | avg az: -0.0255762
>>> vx: 2.98468 | vy: 1.51556 | vz: -0.250646
>>> sx: 1.16296 | sy: 0.284145 | sz: -0.472477
>>> a: 0.34253
>>> v: 3.3568
>>> s: 1.28703

ax: 1.11801 | ay: 2.01534 | az: 0.246246
ax: 0.407776 | ay: 2.31953 | az: -0.20491
ax: -0.196899 | ay: 0.0293427 | az: 0.671265
ax: 0.0699005 | ay: 1.03052 | az: -0.282837
ax: 0.0478363 | ay: 0.367218 | az: 0.0249939
ax: 0.075592 | ay: 0.123901 | az: 0.0301666
ax: 0.0908661 | ay: -0.00531006 | az: 0.148056
ax: 0.0100861 | ay: 0.132278 | az: -0.0578003
ax: -0.0135803 | ay: 0.127869 | az: 0.0797882
ax: -0.0140381 | ay: 0.315689 | az: -0.180557
ax: 0.001297 | ay: 0.10553 | az: 0.0290375
ax: 0.0572662 | ay: 0.0188293 | az: 0.0811768
ax: 1.52588e-05 | ay: -0.0487976 | az: 0.0211487
ax: 0.00593567 | ay: 0.0217438 | az: -0.0254364
ax: 0.000228882 | ay: 0.0406189 | az: -0.0988464
ax: 0.10733 | ay: 0.0469818 | az: -0.0196075
ax: 0.183365 | ay: 0.013916 | az: -0.0988007
ax: 0.313904 | ay: -0.2005 | az: -0.0433655
ax: 0.464081 | ay: -0.276505 | az: -0.114273
ax: 0.564774 | ay: -0.369766 | az: 0.0754242
ax: 0.70015 | ay: -0.413223 | az: -0.0402527
ax: 0.96283 | ay: -0.319077 | az: -0.432953
ax: 1.04219 | ay: -0.548737 | az: -0.892532
ax: 1.05798 | ay: -1.26015 | az: -1.43156
ax: 1.07751 | ay: -1.48828 | az: -1.32426
ax: 1.10736 | ay: -0.949387 | az: -1.13501
ax: 0.0405426 | ay: -1.36685 | az: -0.834564
ax: 0.69017 | ay: 0.157288 | az: -0.18367
ax: -0.144028 | ay: 0.101227 | az: -0.15976
ax: -0.58197 | ay: -1.24252 | az: -0.398529
ax: -0.714996 | ay: -0.845016 | az: -0.296661
ax: -0.761658 | ay: -0.443207 | az: -0.239624
ax: -0.676971 | ay: -0.461212 | az: -0.176788
ax: -0.633621 | ay: -0.322327 | az: -0.0236664
ax: -0.53775 | ay: -0.315216 | az: 0.104004
ax: -0.431076 | ay: -0.269943 | az: 0.122299
ax: -0.263657 | ay: -0.21228 | az: 0.167923
ax: -0.0133667 | ay: -0.0609589 | az: 0.226379
ax: 0.398285 | ay: -0.00416565 | az: 0.240234
ax: 1.13998 | ay: 0.628265 | az: 0.281189
ax: 1.21977 | ay: 1.14841 | az: 0.553818
ax: 1.30345 | ay: 1.91905 | az: 0.424545
ax: 1.36989 | ay: 2.6342 | az: 0.699539
ax: 0.912125 | ay: 2.65666 | az: 1.38142
ax: 0.940155 | ay: 2.64407 | az: 1.60155
ax: 1.12288 | ay: 2.59474 | az: 0.869705
ax: 0.0870056 | ay: -1.46039 | az: -1.405
ax: 0.261688 | ay: -0.795319 | az: 0.837814
ax: 1.19702 | ay: 2.21519 | az: 1.0193
ax: 0.542816 | ay: 2.05115 | az: 0.0704041
4: [20200927205156.400]
> sum ax: 15.7085 | sum ay: 11.7804 | sum az: -0.0938416
>> avg ax: 0.314169 | avg ay: 0.235609 | avg az: -0.00187683
>>> vx: 3.07886 | vy: 2.30896 | vz: -0.0183929
>>> sx: 1.17956 | sy: 0.607437 | sz: -0.472544
>>> a: 0.392705
>>> v: 3.84851
>>> s: 1.40842

ax: 0.676865 | ay: 0.881317 | az: 0.187088
ax: -0.224594 | ay: 0.552078 | az: 0.233139
ax: 0.196884 | ay: 0.889069 | az: -0.224365
ax: 0.0289154 | ay: 0.212494 | az: 0.048996
ax: 0.0603485 | ay: 0.204117 | az: 0.00785828
ax: 0.052536 | ay: 0.0740204 | az: 0.112091
ax: -0.0558472 | ay: 0.178696 | az: -0.065567
ax: -0.0531158 | ay: 0.185684 | az: -0.0452271
ax: 0.00550842 | ay: 0.213501 | az: -0.091629
ax: -0.0156555 | ay: 0.182907 | az: -0.150406
ax: -0.0345459 | ay: 0.103043 | az: -0.0552673
ax: 0.00944519 | ay: 0.00631714 | az: 0.0115051
ax: 0.0271759 | ay: 0.0726318 | az: 0.0482483
ax: 0.0481415 | ay: 0.0578918 | az: 0.00286865
ax: 0.198868 | ay: 0.152084 | az: 0.0032959
ax: 0.186554 | ay: 0.107834 | az: -0.0485535
ax: 0.333267 | ay: -0.227722 | az: -0.100449
ax: 0.523376 | ay: -0.314926 | az: -0.0430603
ax: 0.624664 | ay: -0.357483 | az: 0.0839233
ax: 0.800018 | ay: -0.284592 | az: -0.217163
ax: 1.02579 | ay: -0.341263 | az: -0.646042
ax: 1.03889 | ay: -0.505188 | az: -1.12985
ax: 1.05486 | ay: -1.75197 | az: -1.98727
ax: 1.06764 | ay: -0.451462 | az: -0.269501
ax: 0.840988 | ay: -1.65276 | az: -1.42001
ax: -0.413239 | ay: 0.0476685 | az: -0.979385
ax: -1.20685 | ay: 1.52058 | az: -0.44397
ax: 0.22821 | ay: -0.348083 | az: -0.208588
ax: -0.77388 | ay: -0.95784 | az: -0.457855
ax: -0.687546 | ay: -0.71019 | az: -0.363068
ax: -0.766281 | ay: -0.584122 | az: -0.202347
ax: -0.663498 | ay: -0.428146 | az: -0.124588
ax: -0.637741 | ay: -0.235214 | az: -0.0329742
ax: -0.585663 | ay: -0.153259 | az: 0.0231781
ax: -0.453995 | ay: -0.0840302 | az: 0.0765991
ax: -0.323502 | ay: -0.052475 | az: 0.120316
ax: -0.102036 | ay: 0.0194855 | az: 0.137695
ax: 0.287766 | ay: 0.119736 | az: 0.206741
ax: 0.993134 | ay: 0.407806 | az: 0.233276
ax: 1.21997 | ay: 1.14146 | az: 0.506805
ax: 1.30624 | ay: 1.75687 | az: 0.428421
ax: 1.37743 | ay: 2.62788 | az: 0.719528
ax: 0.947968 | ay: 2.64603 | az: 1.36458
ax: 1.04286 | ay: 2.62547 | az: 1.6422
ax: 1.09207 | ay: 2.5712 | az: 1.06314
ax: 0.350967 | ay: -0.988724 | az: -0.756012
ax: 0.798721 | ay: -1.48299 | az: 0.556808
ax: 0.990112 | ay: 1.75542 | az: 1.23409
ax: 0.851822 | ay: 1.30467 | az: 0.370743
ax: 0.7341 | ay: 1.81874 | az: 0.146362
5: [20200927205157.393]
> sum ax: 14.0241 | sum ay: 12.5243 | sum az: -0.493668
>> avg ax: 0.280482 | avg ay: 0.250486 | avg az: -0.00987335
>>> vx: 2.74873 | vy: 2.45476 | vz: -0.0967588
>>> sx: 0.868498 | sy: 0.38819 | sz: -0.646962
>>> a: 0.376179
>>> v: 3.68656
>>> s: 1.15045

ax: -0.135773 | ay: 0.501663 | az: 0.57843
ax: -0.0163574 | ay: 0.969528 | az: -0.369247
ax: -0.0138245 | ay: 0.200745 | az: 0.11853
ax: 0.146057 | ay: 0.202957 | az: 0.185364
ax: 0.0766907 | ay: 0.16922 | az: 0.185104
ax: -0.0400543 | ay: 0.214935 | az: 0.0410309
ax: -0.00402832 | ay: 0.217163 | az: 0.0367737
ax: 0.0374451 | ay: 0.261795 | az: -0.175247
ax: 0.0117798 | ay: 0.214996 | az: -0.186295
ax: -0.0217438 | ay: 0.140823 | az: -0.0699463
ax: -0.0185089 | ay: 0.0424805 | az: -0.0367432
ax: 0.0274353 | ay: -0.0279388 | az: 0.00578308
ax: 0.0493469 | ay: 0.0308685 | az: -0.00234985
ax: 0.0907745 | ay: 0.101471 | az: 0.106949
ax: 0.283203 | ay: -0.00613403 | az: 0.0868988
ax: 0.38269 | ay: -0.180496 | az: 0.0802307
ax: 0.511993 | ay: -0.295761 | az: -0.0135651
ax: 0.634445 | ay: -0.307968 | az: 0.0241089
ax: 0.715866 | ay: -0.250671 | az: -0.176498
ax: 0.963486 | ay: -0.286041 | az: -0.622116
ax: 1.03395 | ay: -0.534912 | az: -0.927841
ax: 1.04752 | ay: -1.71063 | az: -1.74112
ax: 1.0573 | ay: -0.76207 | az: -0.575989
ax: 0.722977 | ay: -1.30128 | az: -0.969101
ax: -0.077652 | ay: -0.373642 | az: -1.18599
ax: -0.951813 | ay: 1.54973 | az: -0.434586
ax: 0.338318 | ay: -0.422531 | az: -0.128799
ax: -0.712082 | ay: -0.977097 | az: -0.265137
ax: -0.711899 | ay: -0.624985 | az: -0.281479
ax: -0.756836 | ay: -0.438614 | az: -0.163483
ax: -0.68576 | ay: -0.298462 | az: -0.153595
ax: -0.653275 | ay: -0.149887 | az: -0.0675354
ax: -0.557007 | ay: -0.124664 | az: -0.00511169
ax: -0.437927 | ay: 0.00473022 | az: 0.0189362
ax: -0.282303 | ay: 0.0681152 | az: 0.0894928
ax: 0.0020752 | ay: 0.223038 | az: 0.12442
ax: 0.456726 | ay: 0.353714 | az: 0.130844
ax: 1.09726 | ay: 0.729248 | az: 0.17688
ax: 1.27959 | ay: 1.86552 | az: 0.440063
ax: 1.3687 | ay: 2.49498 | az: 0.419388
ax: 1.35458 | ay: 2.65747 | az: 0.88533
ax: 1.24898 | ay: 2.6581 | az: 1.4968
ax: 0.918671 | ay: 2.63031 | az: 1.62929
ax: 0.936935 | ay: 1.49545 | az: 0.430115
ax: 1.18607 | ay: -1.4225 | az: 0.292938
ax: 1.27592 | ay: 2.30855 | az: 1.76578
ax: 0.736404 | ay: 0.832504 | az: -0.174576
ax: 0.621872 | ay: 2.33417 | az: 0.50264
ax: -0.203857 | ay: 0.514511 | az: 0.508255
ax: 0.323181 | ay: 0.931702 | az: 0.213837
6: [20200927205158.393]
> sum ax: 14.6575 | sum ay: 16.4242 | sum az: 1.84785
>> avg ax: 0.293151 | avg ay: 0.328484 | avg az: 0.0369571
>>> vx: 2.87288 | vy: 3.21914 | vz: 0.36218
>>> sx: 0.88765 | sy: 0.443278 | sz: -0.446879
>>> a: 0.44182
>>> v: 4.32983
>>> s: 1.08817

ax: 0.0992279 | ay: 0.458786 | az: 0.0828247
ax: 0.00270081 | ay: 0.265732 | az: 0.0108795
ax: 0.0906525 | ay: 0.0110474 | az: 0.155106
ax: 0.0130005 | ay: 0.15741 | az: 0.0251007
ax: -0.0593567 | ay: 0.240662 | az: -0.022049
ax: -0.0168457 | ay: 0.30867 | az: -0.0462036
ax: 0.017746 | ay: 0.152496 | az: -0.0661469
ax: 0.00543213 | ay: 0.0526581 | az: 0.0762939
ax: 0.0519257 | ay: -0.00547791 | az: 0.0953674
ax: 0.0522614 | ay: 0.0574188 | az: 0.0393066
ax: 0.0749817 | ay: 0.106537 | az: -0.00688171
ax: 0.229248 | ay: 0.16362 | az: 0.0835419
ax: 0.231461 | ay: 0.177505 | az: -0.0160217
ax: 0.391876 | ay: -0.24028 | az: 0.141312
ax: 0.564209 | ay: -0.266327 | az: -0.0334778
ax: 0.73024 | ay: -0.324356 | az: 0.0393219
ax: 0.782959 | ay: -0.401352 | az: -0.131119
ax: 0.995544 | ay: -0.399292 | az: -0.642517
ax: 1.03618 | ay: -0.627563 | az: -1.05894
ax: 1.05072 | ay: -1.8972 | az: -1.77158
ax: 1.06351 | ay: -0.518494 | az: -0.930283
ax: 0.799286 | ay: -1.24831 | az: -1.40651
ax: -0.201981 | ay: -0.0342102 | az: -0.945343
ax: -1.85663 | ay: 1.51706 | az: -0.332718
ax: 0.137695 | ay: -0.66832 | az: -0.244019
ax: -0.915298 | ay: -1.07037 | az: -0.356689
ax: -0.69252 | ay: -0.715469 | az: -0.272507
ax: -0.773514 | ay: -0.560822 | az: -0.115204
ax: -0.609497 | ay: -0.272903 | az: -0.0711365
ax: -0.553177 | ay: -0.162674 | az: 0.0418549
ax: -0.438171 | ay: -0.0351715 | az: 0.068512
ax: -0.273499 | ay: -0.00448608 | az: 0.123962
ax: -0.0743866 | ay: 0.0325012 | az: 0.166107
ax: 0.297974 | ay: 0.180145 | az: 0.161865
ax: 0.9832 | ay: 0.408707 | az: 0.162979
ax: 1.23785 | ay: 1.27979 | az: 0.530441
ax: 1.33022 | ay: 1.87735 | az: 0.356094
ax: 1.4091 | ay: 2.38731 | az: 0.786118
ax: 1.09032 | ay: 2.62846 | az: 1.22156
ax: 1.08467 | ay: 2.6147 | az: 1.94551
ax: 1.02728 | ay: 2.17703 | az: 1.20505
ax: 1.31258 | ay: -1.45764 | az: -0.203156
ax: 0.932281 | ay: 0.724106 | az: 1.02495
ax: 0.975677 | ay: 1.93936 | az: 0.445267
ax: 0.25148 | ay: 1.82401 | az: -0.463089
ax: -0.00856018 | ay: 0.525711 | az: 1.38786
ax: 0.126785 | ay: 1.14415 | az: 0.0536194
ax: 0.14151 | ay: 0.702789 | az: 0.168961
ax: -0.0375214 | ay: -0.0305481 | az: 0.190567
ax: 0.131058 | ay: 0.114014 | az: 0.0726929
7: [20200927205159.415]
> sum ax: 14.2419 | sum ay: 13.2885 | sum az: 1.72743
>> avg ax: 0.284838 | avg ay: 0.265769 | avg az: 0.0345486
>>> vx: 2.79141 | vy: 2.60454 | vz: 0.338577
>>> sx: 1.03341 | sy: 0.238942 | sz: -0.47674
>>> a: 0.3911
>>> v: 3.83278
>>> s: 1.16289

ax: 0.0455475 | ay: 0.222977 | az: -0.0431671
ax: -0.0516052 | ay: 0.181412 | az: -0.088974
ax: -0.062027 | ay: 0.471176 | az: -0.175842
ax: 0.00534058 | ay: 0.0592651 | az: 0.0176086
ax: 0.067749 | ay: 0.0827789 | az: 0.0975647
ax: 0.0703278 | ay: 0.0900879 | az: 0.134155
ax: 0.0119934 | ay: 0.194855 | az: 0.0306549
ax: 0.0307159 | ay: 0.198624 | az: 0.037262
ax: 0.0856934 | ay: 0.117447 | az: 0.00563049
ax: 0.241119 | ay: -0.0475616 | az: 0.0650787
ax: 0.305893 | ay: -0.176575 | az: 0.0882721
ax: 0.483597 | ay: -0.290527 | az: -0.0158081
ax: 0.623871 | ay: -0.256546 | az: -0.0235443
ax: 0.744919 | ay: -0.336838 | az: -0.0244293
ax: 0.920074 | ay: -0.384933 | az: -0.410721
ax: 1.024 | ay: -0.535721 | az: -0.775238
ax: 1.03557 | ay: -1.29112 | az: -1.46434
ax: 1.04987 | ay: -1.56825 | az: -1.12152
ax: 1.07481 | ay: -0.929764 | az: -1.19476
ax: -0.0374298 | ay: -0.875122 | az: -1.13405
ax: 0.255829 | ay: 0.843536 | az: -0.259705
ax: 0.357635 | ay: 0.0452118 | az: 0.184311
ax: -0.814178 | ay: -1.06812 | az: -0.373886
ax: -0.83519 | ay: -0.846298 | az: -0.447021
ax: -0.854614 | ay: -0.62854 | az: -0.202316
ax: -0.713181 | ay: -0.578323 | az: -0.0212097
ax: -0.605942 | ay: -0.280731 | az: -0.0365448
ax: -0.56012 | ay: -0.131973 | az: -0.0205841
ax: -0.392746 | ay: -0.133575 | az: 0.10997
ax: -0.224213 | ay: -0.118988 | az: 0.136688
ax: 0.077301 | ay: -0.0234833 | az: 0.183853
ax: 0.583023 | ay: 0.104416 | az: 0.305481
ax: 1.18501 | ay: 0.634293 | az: 0.650009
ax: 1.2753 | ay: 1.34837 | az: 0.597656
ax: 1.36505 | ay: 2.33733 | az: 0.579468
ax: 1.42731 | ay: 2.62585 | az: 0.974304
ax: 1.1151 | ay: 2.63806 | az: 1.85442
ax: 0.960632 | ay: 2.62273 | az: 1.68352
ax: 1.3475 | ay: 2.23027 | az: 0.731659
ax: 1.00043 | ay: -1.4449 | az: -1.16484
ax: 0.859085 | ay: 1.29488 | az: 1.72717
ax: 1.18272 | ay: 1.27603 | az: 0.306
ax: 0.372208 | ay: 2.22389 | az: 0.373993
ax: 0.113876 | ay: 0.843658 | az: 0.493301
ax: 0.0572815 | ay: 0.685303 | az: 0.0116272
ax: 0.133606 | ay: 0.720184 | az: 0.21376
ax: 0.0544739 | ay: 0.261917 | az: 0.15184
ax: 0.149979 | ay: 0.115509 | az: 0.121597
ax: -0.0383759 | ay: 0.185501 | az: -0.046936
ax: -0.0833588 | ay: 0.166138 | az: -0.125015
8: [20200927205200.399]
> sum ax: 16.4215 | sum ay: 12.8738 | sum az: 2.6964
>> avg ax: 0.328429 | avg ay: 0.257476 | avg az: 0.0539279
>>> vx: 3.21861 | vy: 2.52327 | vz: 0.528494
>>> sx: 1.34698 | sy: 0.109031 | sz: -0.384829
>>> a: 0.420794
>>> v: 4.12379
>>> s: 1.40511

ax: -0.0440216 | ay: 0.346161 | az: -0.0965881
ax: -0.0146179 | ay: 0.284958 | az: -0.0847015
ax: 0.00866699 | ay: 0.134384 | az: 0.0136108
ax: 0.000274658 | ay: 0.0142365 | az: 0.094635
ax: 0.0315094 | ay: -0.125 | az: 0.0756989
ax: 0.123749 | ay: -0.00619507 | az: 0.0768738
ax: 0.185516 | ay: 0.107208 | az: 0.0562592
ax: 0.216354 | ay: 0.240463 | az: -0.100922
ax: 0.427521 | ay: -0.117233 | az: 0.170746
ax: 0.500244 | ay: -0.232956 | az: 0.0792694
ax: 0.640839 | ay: -0.36618 | az: 0.152618
ax: 0.753433 | ay: -0.369919 | az: -0.0500336
ax: 0.960724 | ay: -0.258545 | az: -0.649689
ax: 1.026 | ay: -0.510956 | az: -0.968735
ax: 1.03743 | ay: -1.49751 | az: -1.76851
ax: 1.04381 | ay: -0.766327 | az: -0.74852
ax: 0.916656 | ay: -1.29736 | az: -1.48433
ax: -0.366928 | ay: -0.11676 | az: -1.30389
ax: -0.304153 | ay: 1.44647 | az: -0.0862579
ax: 0.220337 | ay: -0.305542 | az: 0.0727539
ax: -0.750305 | ay: -1.12289 | az: -0.326187
ax: -0.691299 | ay: -0.702194 | az: -0.263275
ax: -0.789032 | ay: -0.533722 | az: -0.170532
ax: -0.621124 | ay: -0.308563 | az: -0.0851898
ax: -0.601974 | ay: -0.0765228 | az: -0.00852966
ax: -0.525742 | ay: -0.0381927 | az: 0.0240479
ax: -0.387009 | ay: -0.0622864 | az: 0.0835266
ax: -0.214798 | ay: -0.00923157 | az: 0.123703
ax: 0.062439 | ay: 0.0808411 | az: 0.158752
ax: 0.533371 | ay: 0.141418 | az: 0.220505
ax: 1.19836 | ay: 0.706467 | az: 0.122131
ax: 1.28879 | ay: 1.65396 | az: 0.510696
ax: 1.37703 | ay: 2.13322 | az: 0.515137
ax: 1.42398 | ay: 2.64001 | az: 1.14574
ax: 1.12595 | ay: 2.64355 | az: 1.64293
ax: 0.876694 | ay: 2.6201 | az: 1.38298
