steps: 397
ax: -0.763184 | ay: -0.796799 | az: 0.521225
ax: -1.06084 | ay: -0.871826 | az: -0.121613
ax: -0.282074 | ay: -0.564453 | az: -0.032196
ax: -0.522919 | ay: -0.979614 | az: -0.351196
ax: 0.0787048 | ay: -0.35881 | az: 0.161179
ax: -0.0778351 | ay: -0.407944 | az: -0.0264893
ax: -0.00549316 | ay: 0.0435638 | az: 0.103943
ax: -0.103317 | ay: -0.0942993 | az: 0.12886
ax: -0.0329742 | ay: -0.0374451 | az: 0.078949
ax: -0.0504303 | ay: -0.0373993 | az: 0.0043335
ax: -0.00737 | ay: -0.0473175 | az: -0.0449677
ax: 0.0154572 | ay: -0.021759 | az: 0.0397186
ax: 0.0205536 | ay: 0.0295105 | az: 0.0854187
ax: 0.00498962 | ay: -0.0395813 | az: 0.102051
ax: -0.0174561 | ay: -0.0842896 | az: 0.045578
ax: -0.0147858 | ay: -0.0623016 | az: 0.050766
ax: -0.0309906 | ay: -0.0285492 | az: 0.135681
ax: -0.0321655 | ay: 0.00282288 | az: 0.0938721
ax: -0.0366058 | ay: -0.0204315 | az: 0.0686035
ax: -0.0601044 | ay: -0.0177002 | az: 0.032608
ax: -0.0802917 | ay: -0.00305176 | az: 0.0201416
ax: -0.105133 | ay: 0.0449066 | az: -0.00466919
ax: -0.212296 | ay: 0.0543823 | az: 0.019928
ax: -0.323135 | ay: 0.110916 | az: 0.0727844
ax: -0.434998 | ay: 0.155319 | az: 0.138046
ax: -0.51062 | ay: 0.268723 | az: 0.220108
ax: -0.528595 | ay: 0.350891 | az: 0.0873871
ax: -0.725388 | ay: 0.339905 | az: -0.25209
ax: -1.07251 | ay: 0.437195 | az: -0.347992
ax: -1.08847 | ay: 1.43535 | az: -0.988052
ax: -1.10507 | ay: 1.50206 | az: -0.21138
ax: -1.00186 | ay: 0.791382 | az: -0.437561
ax: -0.985687 | ay: 0.922211 | az: -0.579727
ax: 0.00294495 | ay: 1.07579 | az: -0.526657
ax: 0.656631 | ay: -0.537003 | az: -0.382492
ax: 0.186493 | ay: -0.677032 | az: -0.186523
ax: 0.291641 | ay: 0.38707 | az: 0.25769
ax: 0.879517 | ay: 0.719635 | az: 0.0233154
ax: 0.758987 | ay: 0.924301 | az: -0.118835
ax: 0.712296 | ay: 0.946579 | az: 0.0354156
ax: 0.718628 | ay: 0.602463 | az: -0.00352478
ax: 0.624939 | ay: 0.284454 | az: 0.00949097
ax: 0.521713 | ay: 0.166382 | az: 0.0303955
ax: 0.423691 | ay: -0.0259552 | az: 0.216614
ax: 0.36525 | ay: 0.00549316 | az: 0.110321
ax: 0.162109 | ay: 0.0366821 | az: 0.153305
ax: -0.20462 | ay: -0.153015 | az: 0.246048
ax: -0.706161 | ay: -0.412247 | az: 0.303986
ax: -1.13287 | ay: -0.948929 | az: 0.150055
ax: -1.19386 | ay: -1.68877 | az: 0.074646
time: 1
[20210805063733.896]
> sum ax: -8.08557 | sum ay: 2.72147 | sum az: -0.793503
