steps: 459
ax: -0.825974 | ay: -2.00534 | az: 0.569687
ax: -0.0550842 | ay: -0.355148 | az: 0.0183411
ax: -0.0589752 | ay: -0.327255 | az: -0.0194702
ax: -0.041626 | ay: -0.234589 | az: 0.0791016
ax: -0.0633087 | ay: -0.269409 | az: 0.130127
ax: -0.0840759 | ay: -0.277878 | az: 0.0508728
ax: -0.0836792 | ay: -0.252258 | az: 0.0152588
ax: -0.073349 | ay: -0.18103 | az: 0.0282135
ax: -0.149628 | ay: -0.129013 | az: 0.12323
ax: -0.314423 | ay: -0.0700684 | az: 0.156693
ax: -0.335846 | ay: -0.0155334 | az: 0.0687561
ax: -0.402817 | ay: 0.0387268 | az: 0.1064
ax: -0.475677 | ay: 0.109848 | az: 0.14679
ax: -0.60524 | ay: 0.16597 | az: 0.0270996
ax: -0.803116 | ay: 0.337128 | az: -0.285004
ax: -1.03583 | ay: 0.508057 | az: -0.444382
ax: -1.04651 | ay: 1.52255 | az: -0.695007
ax: -1.05888 | ay: 0.618668 | az: -0.280609
ax: -1.01418 | ay: 1.07597 | az: -0.392151
ax: -0.415588 | ay: 0.771317 | az: -0.58316
ax: 0.76944 | ay: -0.12439 | az: -0.140503
ax: -0.0579071 | ay: -0.72084 | az: 0.0846405
ax: 0.3255 | ay: 0.339554 | az: 0.295319
ax: 0.960175 | ay: 0.754517 | az: -0.0144501
ax: 0.833542 | ay: 0.774933 | az: 0.0168152
ax: 0.787643 | ay: 0.712204 | az: 0.109924
ax: 0.759506 | ay: 0.457825 | az: 0.0920868
ax: 0.70726 | ay: 0.156921 | az: 0.0869904
ax: 0.657059 | ay: 0.0953674 | az: 0.0959778
ax: 0.552551 | ay: 0.0218964 | az: 0.1035
ax: 0.409424 | ay: 0.0796051 | az: 0.175323
ax: 0.188477 | ay: 0.047226 | az: 0.276566
ax: -0.0121918 | ay: -0.073761 | az: 0.273682
ax: -0.370422 | ay: -0.115112 | az: 0.590515
ax: -0.899673 | ay: -0.719528 | az: 0.404556
ax: -1.19994 | ay: -1.14043 | az: 0.227646
ax: -1.26538 | ay: -1.5313 | az: 0.213455
ax: -1.31985 | ay: -2.1196 | az: 0.300354
ax: -1.27719 | ay: -2.16733 | az: 0.149094
ax: -1.04208 | ay: -2.6801 | az: 0.316055
ax: -0.654922 | ay: -2.04396 | az: 0.226654
ax: -0.0662842 | ay: -0.618958 | az: -0.00370789
ax: -0.526932 | ay: 1.40855 | az: 0.899323
ax: -0.983139 | ay: -0.714447 | az: 0.634933
ax: -1.02209 | ay: -1.14444 | az: 0.0447998
ax: -0.284103 | ay: -0.525589 | az: -0.0513458
ax: -0.818359 | ay: -1.60742 | az: -0.5522
ax: -0.00480652 | ay: -0.327652 | az: 0.342987
ax: -0.217911 | ay: -0.61673 | az: -0.0421753
ax: 0.0830078 | ay: -0.0663452 | az: 0.0182648
time: 1
[20210805063926.532]
> sum ax: -13.9334 | sum ay: -13.1786 | sum az: 3.99586
>> avg ax: -0.278668 | avg ay: -0.263572 | avg az: 0.0799173
>>> vx: -1.36547 | vy: -1.2915 | vz: 0.391595
>>> sx: -0.572347 | sy: -0.267192 | sz: 0.106401
>>> a: 0.391807
>>> v: 1.91986
>>> s: 0.640542

steps: 460
ax: -0.10614 | ay: -0.251694 | az: 0.183136
ax: -0.0158997 | ay: -0.0801392 | az: 0.0677795
ax: -0.00723267 | ay: -0.332962 | az: -0.149445
ax: 0.0237274 | ay: -0.263672 | az: -0.0999298
ax: -0.0135956 | ay: -0.20752 | az: 0.070343
ax: -0.0358887 | ay: -0.11879 | az: 0.184021
ax: -0.0481415 | ay: -0.19696 | az: 0.120392
ax: -0.0770721 | ay: -0.191223 | az: 0.0379333
ax: -0.0514679 | ay: -0.15358 | az: 0.032547
ax: -0.0716095 | ay: -0.127182 | az: 0.0694733
ax: -0.104874 | ay: -0.179596 | az: 0.0978088
ax: -0.191193 | ay: -0.116653 | az: 0.0392914
ax: -0.166 | ay: -0.118271 | az: 0.00950623
ax: -0.187042 | ay: -0.0843964 | az: 0.0644226
ax: -0.250641 | ay: -0.00921631 | az: 0.158951
ax: -0.313904 | ay: 0.0160675 | az: 0.00456238
ax: -0.369766 | ay: 0.0641479 | az: 0.113647
ax: -0.468094 | ay: 0.191681 | az: 0.207367
ax: -0.586685 | ay: 0.312317 | az: -0.0899658
ax: -1.01306 | ay: 0.326187 | az: -0.365021
ax: -1.06215 | ay: 1.31349 | az: -0.811066
ax: -1.07654 | ay: 1.40663 | az: 0.0721436
ax: -1.09348 | ay: 1.00299 | az: -0.398117
ax: -1.0126 | ay: 1.12456 | az: -0.477524
ax: 0.175598 | ay: 0.956955 | az: -0.586731
ax: 0.382874 | ay: -0.384537 | az: -0.416077
ax: 0.0756073 | ay: -0.586319 | az: -0.129272
ax: 0.593857 | ay: 0.522354 | az: 0.160065
ax: 0.89621 | ay: 0.861221 | az: -0.109924
ax: 0.782211 | ay: 0.815262 | az: -0.0125122
ax: 0.778168 | ay: 0.763168 | az: 0.0762939
ax: 0.726837 | ay: 0.455353 | az: 0.0765991
ax: 0.653824 | ay: 0.277817 | az: 0.0856628
ax: 0.613739 | ay: 0.244507 | az: 0.101242
ax: 0.489944 | ay: 0.0985565 | az: 0.125092
ax: 0.369797 | ay: 0.106567 | az: 0.186798
ax: 0.125565 | ay: 0.125961 | az: 0.228256
ax: -0.464905 | ay: -0.470749 | az: -0.023819
ax: -0.706772 | ay: -0.375076 | az: 0.356339
ax: -1.15503 | ay: -0.861969 | az: 0.368896
ax: -1.22256 | ay: -1.78197 | az: 0.0669708
ax: -1.27998 | ay: -2.38039 | az: 0.0250092
ax: -1.31908 | ay: -2.66653 | az: 0.0822296
ax: -1.32593 | ay: -2.67209 | az: 0.611176
ax: -0.849731 | ay: -2.48639 | az: -0.34584
ax: -0.43367 | ay: 1.41231 | az: -0.429474
ax: -0.416916 | ay: 0.10762 | az: 0.914871
ax: -1.20992 | ay: -1.23495 | az: -0.167389
ax: -0.492798 | ay: -0.49173 | az: 0.239487
ax: -0.427734 | ay: -1.31607 | az: -0.122253
time: 2
[20210805063927.533]
> sum ax: -12.9401 | sum ay: -7.6349 | sum az: 0.503952
>> avg ax: -0.258803 | avg ay: -0.152698 | avg az: 0.010079
>>> vx: -1.26813 | vy: -0.748221 | vz: 0.0493873
>>> sx: -0.420483 | sy: 0.0671902 | sz: -0.0250815
>>> a: 0.300661
>>> v: 1.47324
>>> s: 0.426555

steps: 461
ax: -0.208359 | ay: -0.644623 | az: 0.10878
ax: -0.12999 | ay: -0.431183 | az: 0.0241699
ax: -0.017868 | ay: -0.221695 | az: -0.0818329
ax: -0.0122528 | ay: -0.203888 | az: -0.0819855
ax: -0.0911255 | ay: -0.195572 | az: 0.0829468
ax: -0.0737152 | ay: -0.0459747 | az: 0.146317
ax: 0.00210571 | ay: -0.106781 | az: -0.013443
ax: 0.00274658 | ay: -0.049942 | az: -0.218674
ax: -0.0107117 | ay: 0.00196838 | az: -0.0827179
ax: -0.0608826 | ay: -0.206436 | az: 0.0904541
ax: -0.068924 | ay: -0.0942993 | az: 0.149857
ax: -0.0836334 | ay: -0.168991 | az: 0.138397
ax: -0.0703583 | ay: -0.116745 | az: 0.0427094
ax: -0.0500793 | ay: -0.133774 | az: 0.0612183
ax: -0.0785828 | ay: -0.0827332 | az: 0.0466156
ax: -0.160416 | ay: -0.106628 | az: 0.122925
ax: -0.152969 | ay: 0.101349 | az: 0.0763245
ax: -0.214401 | ay: 0.0238342 | az: 0.0357513
ax: -0.354172 | ay: 0.053772 | az: 0.0153198
ax: -0.404587 | ay: 0.09729 | az: 0.0561676
