ax: 0.662537 | ay: 1.71867 | az: 2.58302
ax: 0.320877 | ay: 0.236023 | az: 1.13403
ax: 0.771805 | ay: 0.351532 | az: 0.591949
ax: 1.17494 | ay: 0.653412 | az: 0.725967
ax: 1.17072 | ay: 0.382538 | az: 0.195831
ax: 1.16716 | ay: -0.862747 | az: -0.992249
ax: 1.15697 | ay: -2.19025 | az: -1.72916
ax: 1.14613 | ay: -1.62169 | az: -1.13269
ax: 1.14746 | ay: 1.36331 | az: 0.0779572
ax: -1.11902 | ay: -0.228867 | az: 0.474579
ax: 1.21117 | ay: -2.23322 | az: -0.210449
ax: 1.24644 | ay: -2.08998 | az: -0.115585
ax: 1.27385 | ay: -0.716736 | az: -0.302872
ax: 1.32655 | ay: -1.12454 | az: -0.487808
ax: 1.368 | ay: -2.23297 | az: -0.225922
ax: 1.39836 | ay: -2.25241 | az: -0.114182
ax: 1.07004 | ay: -1.98448 | az: -0.314514
ax: -0.242447 | ay: -1.04277 | az: -0.228455
ax: -1.07138 | ay: -0.565109 | az: -0.442963
ax: -1.97258 | ay: -0.232803 | az: -0.329193
ax: -0.51268 | ay: -0.165619 | az: -0.354248
ax: -0.0752258 | ay: -0.57933 | az: -0.318588
ax: 0.0639343 | ay: -0.558792 | az: -0.0251617
ax: -0.596695 | ay: 0 | az: 0.530334
ax: -0.660522 | ay: 1.0722 | az: 1.05827
ax: -0.944077 | ay: 1.97263 | az: 1.43796
ax: -0.560486 | ay: 2.07851 | az: 2.18277
ax: 1.00932 | ay: 2.15248 | az: 1.99983
ax: 1.06062 | ay: 2.20265 | az: 2.57355
ax: 0.0352173 | ay: 2.18687 | az: 2.66757
ax: -0.36467 | ay: 2.1091 | az: 0.211014
ax: 1.22136 | ay: -1.66029 | az: 2.62738
ax: 1.1642 | ay: -1.5782 | az: 2.53693
ax: -2.86707 | ay: -0.589661 | az: 1.83366
ax: 0.577011 | ay: 1.09521 | az: -0.491043
ax: 1.15881 | ay: 0.775772 | az: 1.00221
ax: 1.16458 | ay: 0.942993 | az: 1.02971
ax: 1.17113 | ay: -0.959122 | az: -0.805695
ax: 1.16516 | ay: -2.46628 | az: -1.70752
ax: 1.15872 | ay: -1.66774 | az: -1.69603
ax: 1.16702 | ay: 1.54175 | az: 0.295914
ax: 1.00926 | ay: 1.45137 | az: -0.825485
ax: 1.23593 | ay: -1.84262 | az: -0.756821
ax: 1.2843 | ay: -1.66454 | az: -0.71225
ax: 1.35196 | ay: -1.10571 | az: -1.09433
ax: 1.41519 | ay: -2.59573 | az: -0.509598
ax: 1.46577 | ay: -2.61754 | az: -0.595627
ax: 1.50998 | ay: -2.87079 | az: -0.397949
ax: 0.561432 | ay: -2.30351 | az: -0.288956
ax: -0.832611 | ay: -1.13724 | az: -0.423019
1: [20200927212434.122]
> sum ax: 27.7445 | sum ay: -21.4543 | sum az: 10.1421
>> avg ax: 0.55489 | avg ay: -0.429085 | avg az: 0.202842
>>> vx: 5.43792 | vy: -4.20503 | vz: 1.98785
>>> sx: 2.64741 | sy: -1.4704 | sz: 1.38888
>>> a: 0.730179
>>> v: 7.15575
>>> s: 3.33165

ax: -2.21135 | ay: -0.279907 | az: -0.509094
ax: -1.86214 | ay: 0.151932 | az: -0.646561
ax: -0.528 | ay: -0.810745 | az: -0.440872
ax: -0.0332489 | ay: -0.805161 | az: -0.379089
ax: -0.0865936 | ay: -0.638809 | az: 0.052063
ax: -0.663147 | ay: -0.0297699 | az: 0.50293
ax: -0.597717 | ay: 1.31522 | az: 0.970474
ax: -0.985825 | ay: 2.05138 | az: 1.63832
ax: 0.870728 | ay: 2.15605 | az: 1.6456
ax: 1.32877 | ay: 2.24757 | az: 2.14888
ax: 1.36392 | ay: 2.3112 | az: 2.70602
ax: 0.620575 | ay: 2.29022 | az: 2.68234
ax: 0.0371399 | ay: 2.18785 | az: 2.42081
ax: 1.25735 | ay: 2.04898 | az: -0.777908
ax: 1.18695 | ay: -2.04202 | az: 2.58061
ax: -2.46248 | ay: 0.537262 | az: 0.49173
ax: 1.14619 | ay: 1.7184 | az: -0.444473
ax: 1.16161 | ay: 1.625 | az: 1.02151
ax: 1.16968 | ay: 0.177429 | az: 0.132339
ax: 1.17891 | ay: -1.56699 | az: -1.37285
ax: 1.16588 | ay: -2.47269 | az: -1.71585
ax: 1.15683 | ay: -0.795334 | az: -1.71126
ax: 1.1694 | ay: 1.51909 | az: -0.919952
ax: 1.2141 | ay: -0.633621 | az: -0.848129
ax: 1.24289 | ay: -1.74393 | az: -0.49115
ax: 1.30507 | ay: -1.51102 | az: -1.00063
ax: 1.39406 | ay: -0.831009 | az: -1.3499
ax: 1.48093 | ay: -2.71201 | az: -0.772217
ax: 1.56084 | ay: -2.89809 | az: -0.292206
ax: 1.63901 | ay: -2.92784 | az: -0.538788
ax: 0.865448 | ay: -2.58035 | az: -0.741013
ax: -1.10687 | ay: -1.43961 | az: -0.987289
ax: -2.35451 | ay: -0.307083 | az: -0.865189
ax: -1.1718 | ay: -0.0782166 | az: -1.08681
ax: -0.286865 | ay: -0.598114 | az: -1.04384
ax: 0.17189 | ay: -0.652618 | az: -0.588867
ax: 0.34111 | ay: -0.909195 | az: -0.0252228
ax: -0.610565 | ay: -0.371536 | az: 0.748016
ax: -1.25545 | ay: 1.01839 | az: 1.25433
ax: -0.881607 | ay: 2.04314 | az: 2.46045
ax: 1.34726 | ay: 2.15157 | az: 2.7422
ax: 1.42532 | ay: 2.29373 | az: 2.76379
ax: 1.45308 | ay: 2.38129 | az: 2.74527
ax: 1.35614 | ay: 2.34328 | az: 2.26695
ax: 0.305984 | ay: 0.206024 | az: 2.74086
ax: -0.584 | ay: 2.11017 | az: -1.29558
ax: 1.23067 | ay: -1.7354 | az: 2.63878
ax: -2.81485 | ay: -0.926056 | az: 1.29485
ax: 1.17024 | ay: 1.77963 | az: -0.681076
ax: 1.17854 | ay: 1.67342 | az: 0.948456
2: [20200927212435.121]
> sum ax: 14.9995 | sum ay: 8.04111 | sum az: 20.0718
>> avg ax: 0.29999 | avg ay: 0.160822 | avg az: 0.401436
>>> vx: 2.9399 | vy: 1.57606 | vz: 3.93407
>>> sx: 1.09748 | sy: 0.800793 | sz: 1.50028
>>> a: 0.526316
>>> v: 5.1579
>>> s: 2.024

ax: 1.18324 | ay: 0.0477142 | az: -0.404572
ax: 1.19397 | ay: -2.44479 | az: -1.6096
ax: 1.18231 | ay: -2.44548 | az: -1.6355
ax: 1.1864 | ay: 1.54424 | az: -0.0955353
ax: -1.20451 | ay: 1.48198 | az: -0.0656586
ax: 1.23694 | ay: -1.76561 | az: -0.855972
ax: 1.27408 | ay: -2.17676 | az: -1.14938
ax: 1.33488 | ay: -1.4243 | az: -1.17328
ax: 1.41476 | ay: -1.51465 | az: -1.41591
ax: 1.49803 | ay: -2.30002 | az: -0.860046
ax: 1.57857 | ay: -2.90678 | az: -0.915543
ax: 1.64964 | ay: -2.93219 | az: -0.946152
ax: 1.40753 | ay: -2.61147 | az: -0.731369
ax: 0.112381 | ay: -1.27687 | az: -0.837753
ax: -2.33582 | ay: -0.898331 | az: -1.19186
ax: -2.44818 | ay: 0.478958 | az: -0.916275
ax: -0.771133 | ay: -0.569962 | az: -0.662796
ax: 0.404953 | ay: -0.184814 | az: -0.803833
ax: 0.195953 | ay: -0.410522 | az: -0.642593
ax: -0.0720215 | ay: 0.584259 | az: 0.0592957
ax: -0.788086 | ay: 0.79454 | az: 0.497879
ax: -1.09338 | ay: 1.68475 | az: 1.37407
ax: 1.13144 | ay: 2.13823 | az: 2.14403
ax: 1.4834 | ay: 2.25099 | az: 2.49928
ax: 1.5612 | ay: 2.3735 | az: 2.81723
ax: 1.1057 | ay: 2.41441 | az: 2.80927
ax: 0.969833 | ay: 2.35553 | az: 2.45494
ax: 0.490112 | ay: 1.48703 | az: 2.8192
ax: 1.40248 | ay: 2.1573 | az: 0.321426
ax: 1.30289 | ay: -1.9144 | az: 2.71178
ax: -2.75851 | ay: -2.09166 | az: 2.54305
ax: 1.21106 | ay: 1.25815 | az: -0.449265
ax: 1.21526 | ay: 1.70984 | az: -0.257477
ax: 1.21469 | ay: 0.0740051 | az: -0.137695
ax: 1.21678 | ay: -2.41849 | az: -1.54024
ax: 1.2065 | ay: -2.42264 | az: -1.56219
ax: 1.20389 | ay: 1.57974 | az: -0.504028
ax: -1.5952 | ay: 1.53326 | az: -0.373322
ax: 1.23381 | ay: -1.37964 | az: -0.567383
ax: 1.26746 | ay: -1.73128 | az: -0.525177
ax: 1.33006 | ay: -0.355423 | az: -0.943619
ax: 1.40808 | ay: -1.47963 | az: -1.18036
ax: 1.48004 | ay: -2.82913 | az: -0.807617
ax: 1.56219 | ay: -2.89552 | az: -1.06058
ax: 1.64084 | ay: -2.93318 | az: -0.771347
ax: 1.14249 | ay: -2.36728 | az: -0.291534
ax: -0.882919 | ay: -1.43869 | az: -1.00145
ax: -2.32007 | ay: -0.415726 | az: -0.581329
ax: -1.92274 | ay: -0.425369 | az: -0.219955
ax: -0.40004 | ay: -0.830933 | az: -0.655472
3: [20200927212436.144]
> sum ax: 26.0412 | sum ay: -25.8431 | sum az: -7.29224
