steps: 0
ax: -0.0494537 | ay: -0.130722 | az: 0.125305
ax: -0.720291 | ay: -1.1906 | az: 0.13298
ax: -0.573822 | ay: -1.24434 | az: 0.447342
ax: -0.379837 | ay: -1.37776 | az: 0.730896
ax: -0.416061 | ay: -1.32603 | az: 0.394119
ax: -0.325134 | ay: -1.30075 | az: 0.125549
ax: -0.137451 | ay: 1.20508 | az: 0.303085
ax: -0.317032 | ay: 0.768707 | az: 0.0667419
ax: -0.566788 | ay: -0.491226 | az: 0.199249
ax: -0.118286 | ay: -0.160492 | az: -0.369843
ax: -0.15744 | ay: -0.332108 | az: -0.103745
ax: -0.0465698 | ay: -0.3172 | az: -0.0625458
ax: -0.0446472 | ay: -0.189743 | az: 0.0814056
ax: -0.0357208 | ay: 0.0768127 | az: 0.0222168
ax: -0.0135193 | ay: 0.211823 | az: 0.0599976
ax: -0.0887604 | ay: 0.27594 | az: 0.0248566
ax: -0.0241547 | ay: 0.155762 | az: -0.106384
ax: -0.0106354 | ay: 0.110672 | az: -0.209869
ax: 0.0018158 | ay: 0.143143 | az: -0.211349
ax: -0.0298462 | ay: 0.234924 | az: -0.0177917
ax: -0.0425873 | ay: 0.21489 | az: 0.121292
ax: -0.0302582 | ay: 0.114792 | az: 0.0100861
ax: 0.0187073 | ay: 0.0812073 | az: -0.0873718
ax: 0.0163879 | ay: 0.0667419 | az: -0.0367584
ax: -0.0482483 | ay: 0.133133 | az: 0.0015564
ax: -0.0297394 | ay: 0.142853 | az: -0.000305176
ax: -0.00665283 | ay: 0.107437 | az: -0.0395203
ax: -0.0475159 | ay: 0.069458 | az: -0.0437469
ax: -0.0644684 | ay: 0.0911102 | az: -0.0261841
ax: -0.0474091 | ay: 0.0935669 | az: 0.0167236
ax: -0.101212 | ay: 0.103592 | az: -0.0111237
ax: -0.120071 | ay: 0.186722 | az: -0.0567932
ax: -0.168381 | ay: 0.240128 | az: 0.00930786
ax: -0.199127 | ay: 0.169647 | az: 0.00627136
ax: -0.222076 | ay: 0.208969 | az: 0.0402985
ax: -0.254471 | ay: 0.200455 | az: -0.0321655
ax: -0.313522 | ay: 0.182022 | az: -0.092865
ax: -0.424545 | ay: 0.164001 | az: -0.245483
ax: -0.694092 | ay: 0.132889 | az: -0.205978
ax: -1.036 | ay: 0.423157 | az: -0.378098
ax: -1.11528 | ay: 1.05219 | az: -0.680328
ax: -0.967987 | ay: 0.956802 | az: -0.168396
ax: -0.818405 | ay: 0.774094 | az: -0.29628
ax: -0.703339 | ay: 0.55574 | az: -0.322327
ax: -0.0947113 | ay: 0.373489 | az: -0.549011
ax: 0.846085 | ay: 0.0657959 | az: -0.288696
ax: 0.0195923 | ay: -0.24585 | az: -0.143127
ax: 0.35968 | ay: 0.390778 | az: -0.00494385
ax: 0.693359 | ay: 0.890137 | az: -0.129776
ax: 0.656982 | ay: 0.822281 | az: -0.150787
time: 1
[20210811063552.308]
> sum ax: -8.99294 | sum ay: 3.88411 | sum az: -2.15231
>> avg ax: -0.179859 | avg ay: 0.0776822 | avg az: -0.0430463
>>> vx: -0.881308 | vy: 0.380643 | vz: -0.210927
>>> sx: -0.511723 | sy: -0.290549 | sz: 0.101865
>>> a: 0.200591
>>> v: 0.982895
>>> s: 0.597206

ax: 0.625732 | ay: 0.675003 | az: -0.0713501
ax: 0.630005 | ay: 0.51741 | az: -0.0472565
ax: 0.569946 | ay: 0.361862 | az: -0.0901642
ax: 0.531631 | ay: 0.299942 | az: -0.125763
ax: 0.484055 | ay: 0.242096 | az: -0.115051
ax: 0.321808 | ay: 0.177902 | az: -0.136124
ax: 0.0630188 | ay: 0.0182037 | az: -0.203842
ax: -0.157028 | ay: -0.0701294 | az: 0.095459
ax: -0.401688 | ay: -0.339188 | az: -0.0070343
ax: -0.69223 | ay: -0.518356 | az: -0.0608673
ax: -0.923523 | ay: -0.772614 | az: -0.200424
ax: -1.0504 | ay: -1.10239 | az: -0.199478
ax: -0.976776 | ay: -1.30696 | az: -0.13533
ax: -0.898056 | ay: -1.4201 | az: 0.0842438
ax: -0.731262 | ay: -1.67065 | az: 0.545013
ax: -0.527618 | ay: -1.76852 | az: 1.07146
ax: -0.531631 | ay: -1.51341 | az: 0.788635
ax: -0.41774 | ay: -1.2979 | az: 0.708496
ax: -0.222595 | ay: 0.917435 | az: 0.932388
ax: -0.539078 | ay: 0.257492 | az: 0.19191
ax: -0.634644 | ay: -1.29611 | az: 0.32814
ax: -0.215332 | ay: -0.171692 | az: -0.0665436
ax: -0.0722504 | ay: -0.364059 | az: -0.329788
ax: 0.115814 | ay: -0.413528 | az: -0.309555
ax: -0.197861 | ay: -0.592041 | az: 0.0196991
ax: -0.0715027 | ay: 0.0576782 | az: 0.233948
ax: -0.101349 | ay: -0.0359039 | az: 0.247421
ax: -0.089386 | ay: -0.0117493 | az: 0.0718536
ax: 0.0127258 | ay: -0.128189 | az: -0.0488434
ax: 0.0236206 | ay: -0.131714 | az: -0.254578
ax: -0.00901794 | ay: -0.112 | az: -0.0875244
ax: -0.0676117 | ay: 0.071106 | az: 0.198151
ax: -0.0597687 | ay: -0.0209503 | az: 0.180878
ax: 0.0123596 | ay: -0.0907288 | az: -0.0453186
ax: 0.0192871 | ay: -0.0708618 | az: -0.081543
ax: -0.00405884 | ay: -0.017868 | az: 0.0190125
ax: -0.0296173 | ay: -0.0652771 | az: 0.0792542
ax: -0.0119171 | ay: -0.0241852 | az: 0.0739746
ax: -0.0333252 | ay: -0.0340576 | az: 0.0662994
ax: -0.0340271 | ay: -0.0671387 | az: 0.0326691
ax: -0.0279236 | ay: -0.0171814 | az: -0.000137329
ax: -0.0839691 | ay: -0.0199127 | az: 0.0240326
ax: -0.111954 | ay: 0.0330811 | az: 0.00578308
ax: -0.131943 | ay: 0.0606537 | az: 0.00285339
ax: -0.187637 | ay: 0.0818176 | az: 0.0103912
ax: -0.25177 | ay: 0.0836487 | az: 0.0840607
ax: -0.244904 | ay: 0.0249023 | az: 0.00614929
ax: -0.315811 | ay: 0.0699615 | az: -0.0139618
ax: -0.404572 | ay: 0.105042 | az: -0.20015
ax: -0.67569 | ay: 0.0941315 | az: -0.158218
time: 2
[20210811063553.307]
> sum ax: -8.72746 | sum ay: -11.316 | sum az: 3.11333
>> avg ax: -0.174549 | avg ay: -0.22632 | avg az: 0.0622665
>>> vx: -0.855291 | vy: -1.10897 | vz: 0.305106
>>> sx: -0.379503 | sy: -0.732473 | sz: 0.18587
>>> a: 0.292516
>>> v: 1.43333
>>> s: 0.845628

ax: -1.02901 | ay: 0.397995 | az: -0.354004
ax: -1.08041 | ay: 1.03563 | az: -0.66983
ax: -0.931961 | ay: 0.959045 | az: -0.143158
ax: -0.695984 | ay: 0.735718 | az: -0.241516
ax: -0.681213 | ay: 0.411743 | az: -0.269867
ax: -0.0889282 | ay: 0.410507 | az: -0.589661
ax: 0.748337 | ay: -0.0203094 | az: -0.292343
ax: 0.134933 | ay: -0.31546 | az: -0.214539
