steps: 2033
ax: -0.779785 | ay: -2.42403 | az: 0.229507
ax: -0.130783 | ay: -0.0438995 | az: 0.12413
ax: -0.173141 | ay: -0.033371 | az: 0.0808411
ax: -0.266556 | ay: -0.000671387 | az: 0.139694
ax: -0.310364 | ay: -0.0148621 | az: 0.0791473
ax: -0.345001 | ay: 0.0212097 | az: 0.0379944
ax: -0.556198 | ay: 0.0239563 | az: -0.019043
ax: -1.04692 | ay: 0.0474243 | az: -0.0579987
ax: -1.05081 | ay: 0.6539 | az: -0.637695
ax: -0.925278 | ay: 1.41771 | az: -0.182831
ax: -0.917603 | ay: 0.92717 | az: 0.0496521
ax: -0.549789 | ay: 0.708939 | az: -0.445221
ax: -0.346069 | ay: 0.270996 | az: -0.474426
ax: 0.363617 | ay: 0.408554 | az: -0.423004
ax: 0.318771 | ay: -0.153091 | az: -0.195526
ax: 0.472244 | ay: -0.134277 | az: -0.0193329
ax: 0.650131 | ay: 0.43364 | az: -0.025589
ax: 0.713989 | ay: 0.722229 | az: -0.0124359
ax: 0.753342 | ay: 0.66806 | az: -0.0229187
ax: 0.711365 | ay: 0.641312 | az: 0.0175323
ax: 0.664032 | ay: 0.504471 | az: 0.0894165
ax: 0.599197 | ay: 0.368851 | az: 0.0586395
ax: 0.548035 | ay: 0.28688 | az: 0.0469818
ax: 0.475143 | ay: 0.244598 | az: 0.0419159
ax: 0.335205 | ay: 0.196335 | az: 0.0587921
ax: 0.0952148 | ay: 0.0967865 | az: 0.0933228
ax: -0.181458 | ay: -0.0844116 | az: 0.0884552
ax: -0.55513 | ay: -0.390274 | az: 0.0732117
ax: -1.03116 | ay: -0.760239 | az: 0.150558
ax: -1.14041 | ay: -1.29077 | az: 0.0319061
ax: -1.1852 | ay: -1.83946 | az: -0.10321
ax: -0.987366 | ay: -2.12987 | az: -0.524612
ax: -0.77034 | ay: -2.45288 | az: -0.039093
ax: -0.688934 | ay: -2.49164 | az: 0.649551
ax: -0.603104 | ay: -1.22012 | az: 0.488007
ax: 0.0381927 | ay: -0.0956573 | az: -0.101578
ax: -0.300491 | ay: 1.53844 | az: 0.914764
ax: -0.945602 | ay: -0.982147 | az: 0.709152
ax: -0.5849 | ay: -0.831207 | az: -0.146805
ax: -0.25737 | ay: -0.672577 | az: -0.0550842
ax: -0.126923 | ay: -0.66452 | az: -0.145355
ax: -0.0319061 | ay: -0.366104 | az: 0.093689
ax: -0.151932 | ay: -0.308807 | az: -0.00120544
ax: -0.0309296 | ay: 0.0278931 | az: 0.135406
ax: -0.155899 | ay: -0.2285 | az: 0.172333
ax: -0.0854187 | ay: -0.0395813 | az: 0.0528259
ax: -0.0346222 | ay: -0.217743 | az: -0.0447845
ax: -0.00849915 | ay: -0.128189 | az: -0.0580902
ax: -0.0457153 | ay: -0.0782928 | az: 0.0691833
ax: -0.0291138 | ay: -0.036087 | az: 0.149231
time: 1
[20210805073104.907]
> sum ax: -10.5922 | sum ay: -9.90393 | sum az: 1.19
>> avg ax: -0.211845 | avg ay: -0.198079 | avg az: 0.0238
>>> vx: -1.03804 | vy: -0.970585 | vz: 0.11662
>>> sx: -0.550575 | sy: -0.179648 | sz: -0.0356897
>>> a: 0.290998
>>> v: 1.42589
>>> s: 0.580241

ax: -0.0364838 | ay: -0.146622 | az: 0.134369
ax: -0.0222015 | ay: -0.148926 | az: 0.0863037
ax: -0.0262909 | ay: -0.0586853 | az: 0.0705719
