ax: 0.642059 | ay: 0.485718 | az: 0.0689545
ax: 0.104218 | ay: 0.258499 | az: -0.0751648
ax: -0.0512543 | ay: 0.225861 | az: -0.0664825
ax: -0.113403 | ay: 0.456131 | az: 0.154099
ax: 0.264694 | ay: 0.711365 | az: 0.247391
ax: 0.296936 | ay: 0.743118 | az: 0.290161
ax: 0.351425 | ay: 0.600128 | az: 0.243607
ax: 0.389984 | ay: 0.53064 | az: 0.211807
ax: 0.411819 | ay: 0.449234 | az: 0.170471
ax: 0.406326 | ay: 0.353058 | az: 0.116211
ax: 0.394577 | ay: 0.382874 | az: 0.0975952
ax: 0.334137 | ay: 0.327103 | az: 0.0518646
ax: 0.195251 | ay: 0.291199 | az: 0.0189362
ax: -0.00570679 | ay: 0.11026 | az: 0.0422821
ax: -0.248993 | ay: -0.0529938 | az: 0.0163879
ax: -0.535767 | ay: -0.29776 | az: -0.123123
ax: -0.778519 | ay: -0.466217 | az: -0.318069
ax: -0.956314 | ay: -0.605865 | az: -0.355347
ax: -0.91571 | ay: -1.05273 | az: -0.495163
ax: -0.827835 | ay: -0.976654 | az: -0.557755
ax: -0.731903 | ay: -1.2113 | az: -0.737213
ax: -0.455978 | ay: -1.61595 | az: -0.753922
ax: -0.304932 | ay: -2.03685 | az: -0.717041
ax: -0.116226 | ay: -1.19304 | az: -0.837158
ax: -0.0733948 | ay: -1.21339 | az: -0.820053
ax: -0.13385 | ay: 0.0680542 | az: 0.0960388
ax: -0.222977 | ay: 0.30632 | az: 0.585327
ax: -0.29541 | ay: 0.140182 | az: -0.0581665
ax: -0.56955 | ay: -0.404373 | az: 0.0191956
ax: -0.101517 | ay: -0.183975 | az: -0.260452
ax: -0.211609 | ay: -0.349045 | az: -0.236572
ax: -0.161667 | ay: -0.488937 | az: -0.160187
ax: -0.0688477 | ay: -0.177643 | az: -0.0753174
ax: -0.00767517 | ay: -0.0281525 | az: -0.0404358
ax: 0.0495148 | ay: -0.0354614 | az: 0.0376282
ax: -0.0493622 | ay: -0.00392151 | az: 0.111526
ax: -0.026474 | ay: -0.042099 | az: -0.0239258
ax: 0.00979614 | ay: 0.0894318 | az: -0.147812
ax: 0.0272675 | ay: 0.105881 | az: -0.121277
ax: 0.00436401 | ay: 0.0853119 | az: 0.0406189
ax: -0.006073 | ay: 0.0405884 | az: 0.106598
time: 4
[20210722070506.948]
> sum ax: -9.67712 | sum ay: -2.53273 | sum az: -3.45589
>> avg ax: -0.193542 | avg ay: -0.0506546 | avg az: -0.0691177
>>> vx: -0.948358 | vy: -0.248208 | vz: -0.338677
>>> sx: -0.558764 | sy: 0.230746 | sz: -0.0467773
>>> a: 0.211664
>>> v: 1.03716
>>> s: 0.60634

ax: -0.0240326 | ay: -0.00697327 | az: 0.00860596
ax: 0.00892639 | ay: -0.0309296 | az: -0.0341644
ax: -0.00312805 | ay: -0.0238953 | az: -0.0477142
ax: 0.00331116 | ay: 0.045639 | az: -0.00643921
ax: 0.0121002 | ay: 0.0348511 | az: 0.000732422
ax: 0.0556335 | ay: 0.0642853 | az: -0.0299835
ax: 0.00973511 | ay: -0.0552673 | az: -0.0295715
ax: -0.029892 | ay: -0.0409698 | az: 0.0474243
ax: -0.0193481 | ay: -0.0240784 | az: 0.059021
ax: -0.017395 | ay: -0.0132141 | az: 0.0469055
ax: -0.00944519 | ay: 0.0135803 | az: 0.0322723
ax: -0.0098114 | ay: 0.0778046 | az: 0.0180664
ax: 0.0130463 | ay: 0.217224 | az: -0.0201416
ax: 0.0446777 | ay: -0.0832825 | az: -0.0648193
ax: -0.148239 | ay: -0.183456 | az: 0.100555
ax: -0.154602 | ay: -0.0661621 | az: 0.156326
ax: -0.113205 | ay: 0.0387115 | az: 0.184738
ax: -0.118561 | ay: 0.0685883 | az: 0.103134
ax: -0.120224 | ay: 0.0995789 | az: -0.0123749
ax: -0.169693 | ay: 0.123535 | az: -0.037674
ax: -0.276535 | ay: 0.0850372 | az: 0.0272217
ax: -0.507797 | ay: 0.111252 | az: 0.0887146
ax: -0.756012 | ay: 0.360123 | az: 0.105682
ax: -0.986649 | ay: 0.903229 | az: 0.114792
ax: -0.783478 | ay: 1.28835 | az: 0.253098
ax: -0.875458 | ay: 0.489731 | az: 0.235367
ax: -0.688156 | ay: 0.228531 | az: 0.173111
ax: -0.701828 | ay: 0.460495 | az: -0.0858154
ax: -0.152512 | ay: 0.826141 | az: -0.244797
ax: 0.484344 | ay: 0.604523 | az: 0.0368195
ax: 0.187683 | ay: -0.102173 | az: -0.195755
ax: 0.149124 | ay: 0.249634 | az: 0.312592
ax: 0.356125 | ay: 0.320465 | az: 0.296112
ax: 0.423172 | ay: 0.553055 | az: 0.235672
ax: 0.499435 | ay: 0.674866 | az: 0.188568
ax: 0.488098 | ay: 0.593536 | az: 0.128418
ax: 0.455032 | ay: 0.389175 | az: 0.141022
ax: 0.366425 | ay: 0.177826 | az: 0.110504
ax: 0.358749 | ay: 0.221222 | az: 0.0482178
ax: 0.28038 | ay: 0.247375 | az: -0.0760651
ax: 0.0621338 | ay: 0.143799 | az: -0.0956116
ax: -0.102448 | ay: -0.126328 | az: -0.154556
ax: -0.299301 | ay: -0.305725 | az: -0.267288
ax: -0.511688 | ay: -0.529846 | az: -0.405853
ax: -0.643707 | ay: -0.641937 | az: -0.625992
ax: -0.722183 | ay: -0.667053 | az: -0.819351
ax: -0.763367 | ay: -0.915756 | az: -0.865982
ax: -0.766891 | ay: -1.17575 | az: -0.821243
ax: -0.53627 | ay: -1.39459 | az: -0.698547
ax: -0.300568 | ay: -1.59003 | az: -0.602203
time: 5
[20210722070507.942]
> sum ax: -7.05429 | sum ay: 1.73474 | sum az: -2.98825
>> avg ax: -0.141086 | avg ay: 0.0346948 | avg az: -0.059765
>>> vx: -0.691321 | vy: 0.170005 | vz: -0.292849
>>> sx: -0.258111 | sy: 0.327988 | sz: 0.0624524
>>> a: 0.157101
>>> v: 0.769796
>>> s: 0.422016

ax: -0.215271 | ay: -1.67891 | az: -0.645264
ax: -0.107727 | ay: -1.40996 | az: -0.720383
ax: -0.253647 | ay: 0.616318 | az: 0.64003
ax: -0.223083 | ay: 0.715729 | az: 0.354324
ax: -0.434662 | ay: -0.482971 | az: -0.226959
ax: -0.306717 | ay: -0.00563049 | az: -0.23735
ax: -0.150665 | ay: -0.387405 | az: -0.303696
ax: -0.16864 | ay: -0.412582 | az: -0.18251
ax: -0.0851593 | ay: -0.477341 | az: -0.0722351
ax: -0.0995789 | ay: -0.19429 | az: -0.000869751
ax: 0.00274658 | ay: -0.0544739 | az: -0.0623169
ax: 0.00622559 | ay: -0.0182495 | az: -0.0165253
ax: -0.0399475 | ay: 0.0334778 | az: 0.0158539
ax: 0.00238037 | ay: 0.0526581 | az: 0.00273132
ax: 0.00474548 | ay: 0.0286713 | az: -0.0740814
ax: 0.0124969 | ay: 0.0476532 | az: -0.0331573
ax: -0.0191498 | ay: -0.0201111 | az: 0.0502014
ax: -0.0211334 | ay: -0.0386505 | az: 0.0766144
ax: 0.00256348 | ay: -0.081604 | az: 0.0246277
ax: 0.00541687 | ay: -0.0510254 | az: -0.0415344
ax: 0.0183258 | ay: 0.0184021 | az: -0.0487823
ax: 0.0333405 | ay: 0.0637512 | az: 0.00605774
ax: 0.00668335 | ay: 0.0193939 | az: 0.041275
ax: -0.0403595 | ay: -0.107483 | az: 0.0471497
ax: -0.00904846 | ay: -0.0592499 | az: 0.0392456
ax: -0.0101166 | ay: 0.0198059 | az: 0.0126953
ax: 0.00106812 | ay: -0.0216522 | az: 0.0159149
ax: -0.0232849 | ay: -0.0453644 | az: -0.0148468
ax: -0.0199738 | ay: -0.0103302 | az: 0.0184631
ax: -0.0583954 | ay: 0.0202942 | az: 0.045639
ax: -0.062088 | ay: 0.0154724 | az: 0.0336914
ax: -0.0444946 | ay: 0.0266266 | az: 0.00723267
ax: -0.0706177 | ay: 0.00415039 | az: -0.0106506
ax: -0.0820923 | ay: 0.00820923 | az: 0.0434875
ax: -0.126602 | ay: 0.0462799 | az: 0.112015
ax: -0.216324 | ay: 0.00993347 | az: 0.0115204
ax: -0.283813 | ay: -0.00648499 | az: -0.0331573
ax: -0.398346 | ay: 0.0225983 | az: 0.0535736
ax: -0.567703 | ay: 0.0882416 | az: 0.0579071
ax: -0.809906 | ay: 0.311996 | az: 0.138641
ax: -0.967804 | ay: 0.669022 | az: 0.181305
ax: -0.807922 | ay: 0.919922 | az: 0.371613
ax: -0.695755 | ay: 0.524994 | az: 0.400528
ax: -0.504593 | ay: 0.589142 | az: -0.0507812
ax: -0.420639 | ay: 0.523209 | az: -0.183075
ax: -0.0468292 | ay: 0.395584 | az: -0.120972
ax: 0.285065 | ay: 0.418564 | az: -0.0392456
ax: 0.280121 | ay: 0.0202942 | az: -0.0255432
ax: 0.291168 | ay: 0.351303 | az: 0.235611
ax: 0.398849 | ay: 0.614426 | az: 0.295685
time: 6
[20210722070508.942]
> sum ax: -7.04089 | sum ay: 1.63235 | sum az: 0.189697
>> avg ax: -0.140818 | avg ay: 0.0326471 | avg az: 0.00379395
>>> vx: -0.690008 | vy: 0.159971 | vz: 0.0185903
>>> sx: -0.31046 | sy: -0.279293 | sz: -0.10117
>>> a: 0.144603
>>> v: 0.708553
>>> s: 0.42968

ax: 0.498413 | ay: 0.630219 | az: 0.267532
ax: 0.469025 | ay: 0.572113 | az: 0.220688
ax: 0.451523 | ay: 0.428314 | az: 0.220016
ax: 0.376755 | ay: 0.299759 | az: 0.196472
ax: 0.363388 | ay: 0.253128 | az: 0.103241
ax: 0.34201 | ay: 0.256287 | az: 0.036438
ax: 0.246689 | ay: 0.211655 | az: 0.0170441
ax: 0.116684 | ay: 0.10025 | az: -0.00912476
ax: -0.0270691 | ay: 0.00274658 | az: -0.0605316
ax: -0.212372 | ay: -0.0632935 | az: -0.112213
ax: -0.483032 | ay: -0.243118 | az: -0.246063
ax: -0.849396 | ay: -0.582062 | az: -0.439163
ax: -1.04533 | ay: -0.986542 | az: -0.561371
ax: -1.02272 | ay: -1.02385 | az: -0.728607
ax: -0.801208 | ay: -0.989243 | az: -0.844269
ax: -0.507477 | ay: -1.34746 | az: -0.81131
ax: -0.300262 | ay: -2.32185 | az: -0.681488
ax: -0.337982 | ay: -0.663773 | az: -0.549347
ax: -0.0307312 | ay: -1.16953 | az: -0.294617
ax: -0.0445557 | ay: -0.241852 | az: 0.139206
ax: -0.224976 | ay: 0.206863 | az: 0.833038
ax: -0.211609 | ay: 0.125107 | az: 0.220215
ax: -0.462662 | ay: -0.567627 | az: 0.00335693
ax: -0.150787 | ay: -0.159378 | az: -0.298584
ax: -0.166656 | ay: -0.0151062 | az: -0.462341
ax: -0.0521851 | ay: -0.483429 | az: -0.226074
ax: -0.0765381 | ay: -0.232269 | az: -0.0210114
ax: -0.0471344 | ay: -0.0943451 | az: -0.0121002
ax: 0.0606079 | ay: 0.0232086 | az: 0.0184784
ax: 0.0249329 | ay: -0.0730133 | az: -0.0195465
ax: -0.104568 | ay: -0.125748 | az: 0.0228424
ax: -0.061264 | ay: -0.0639038 | az: -0.0267029
ax: 0.0195618 | ay: 0.0306244 | az: -0.0787048
ax: 0.00485229 | ay: 0.0469513 | az: -0.0459747
ax: -0.00234985 | ay: 0.0253754 | az: 0.0359192
ax: -0.021347 | ay: -0.0450897 | az: 0.0784302
ax: -0.013855 | ay: -0.030899 | az: -0.0124054
ax: 0.00244141 | ay: -0.082077 | az: -0.0428162
ax: 0.0134888 | ay: 0.000213623 | az: -0.0272827
ax: 0.0213623 | ay: 0.0103302 | az: 0.0192108
ax: 0.00663757 | ay: 0.0427551 | az: 0.021286
ax: 0.00346375 | ay: -0.0131836 | az: 0.000137329
ax: 0.00012207 | ay: -0.0131378 | az: 0.00526428
ax: 0.00483704 | ay: -0.0231628 | az: 0.00483704
ax: -0.00480652 | ay: -0.0363922 | az: 0.0185699
ax: -0.0176086 | ay: -0.0276031 | az: 0.016861
ax: -0.0204163 | ay: 0.0113678 | az: 0.0108337
ax: -0.0312653 | ay: 0.0137024 | az: -0.00521851
ax: -0.0389709 | ay: 0.0406494 | az: 0.0292969
ax: -0.0523682 | ay: 0.043457 | az: 0.0362549
time: 7
[20210722070509.946]
> sum ax: -4.39671 | sum ay: -8.34386 | sum az: -4.0414
>> avg ax: -0.0879343 | avg ay: -0.166877 | avg az: -0.0808279
>>> vx: -0.430878 | vy: -0.817698 | vz: -0.396057
>>> sx: -0.224956 | sy: -0.477401 | sz: -0.26001
>>> a: 0.205216
>>> v: 1.00556
>>> s: 0.588321

ax: -0.0477753 | ay: 0.0429535 | az: 0.00746155
ax: -0.0778656 | ay: 0.0423889 | az: 0.0353699
ax: -0.10527 | ay: -0.0125885 | az: 0.0356445
ax: -0.167526 | ay: 0.000442505 | az: 0.0792847
ax: -0.194519 | ay: 0.0158997 | az: 0.0119476
ax: -0.252686 | ay: 0.0357666 | az: -0.0380096
ax: -0.357117 | ay: 0.0929871 | az: 0.0585175
ax: -0.491425 | ay: 0.0945282 | az: 0.127975
ax: -0.697937 | ay: 0.165131 | az: 0.195908
ax: -0.835922 | ay: 0.33696 | az: 0.187637
ax: -0.699707 | ay: 0.919769 | az: 0.351181
ax: -0.675461 | ay: 0.763367 | az: 0.351807
ax: -0.525955 | ay: 0.474548 | az: 0.138931
ax: -0.428848 | ay: 0.49115 | az: -0.250763
ax: -0.335205 | ay: 0.626038 | az: -0.237991
ax: 0.448624 | ay: 0.389618 | az: -0.0136261
ax: 0.0810394 | ay: -0.0881958 | az: -0.209488
ax: 0.0393982 | ay: 0.314224 | az: 0.162613
ax: 0.406738 | ay: 0.542969 | az: 0.260178
ax: 0.450302 | ay: 0.690643 | az: 0.267807
ax: 0.521957 | ay: 0.627609 | az: 0.190201
ax: 0.483704 | ay: 0.56131 | az: 0.115494
ax: 0.454315 | ay: 0.391068 | az: 0.0938721
ax: 0.3694 | ay: 0.27005 | az: 0.115204
ax: 0.38559 | ay: 0.328369 | az: 0.0866699
ax: 0.292816 | ay: 0.385315 | az: 0.0118256
ax: 0.109634 | ay: 0.330948 | az: -0.0383911
ax: -0.162567 | ay: 0.114288 | az: -0.08461
ax: -0.451355 | ay: -0.0435944 | az: -0.216888
ax: -0.765472 | ay: -0.353287 | az: -0.435669
ax: -0.911819 | ay: -0.50473 | az: -0.654678
ax: -1.00783 | ay: -0.882309 | az: -0.777451
ax: -0.843124 | ay: -1.07841 | az: -0.815491
ax: -0.682343 | ay: -1.16116 | az: -0.811691
ax: -0.413864 | ay: -1.39772 | az: -0.677048
ax: -0.187103 | ay: -1.82864 | az: -0.68605
ax: -0.0333405 | ay: -1.20703 | az: -0.580368
ax: -0.015152 | ay: -0.967712 | az: -0.35849
ax: -0.0774078 | ay: -0.741501 | az: 0.0184784
ax: -0.373352 | ay: -0.139511 | az: 0.881973
ax: -0.287857 | ay: 0.406906 | az: 0.381241
ax: -0.264282 | ay: -0.204819 | az: -0.0850525
ax: -0.348694 | ay: -0.476349 | az: -0.261505
ax: -0.145508 | ay: -0.130173 | az: -0.280136
ax: -0.0380096 | ay: -0.228912 | az: -0.266266
ax: -0.0676117 | ay: -0.46489 | az: -0.144943
ax: -0.0012207 | ay: -0.0357361 | az: -0.0289307
ax: 0.0161285 | ay: -0.012085 | az: -0.0229797
ax: -0.0745544 | ay: -0.1194 | az: 0.0252075
ax: -0.0960999 | ay: -0.0688477 | az: 0.0337067
time: 8
[20210722070510.943]
> sum ax: -9.08214 | sum ay: -2.69237 | sum az: -3.75038
>> avg ax: -0.181643 | avg ay: -0.0538474 | avg az: -0.0750076
>>> vx: -0.890049 | vy: -0.263852 | vz: -0.367537
>>> sx: -0.47414 | sy: 0.257352 | sz: -0.0455203
>>> a: 0.203764
>>> v: 0.998444
>>> s: 0.541398

ax: -0.0395203 | ay: 0.0444336 | az: -0.0216675
ax: 0.0351868 | ay: 0.096344 | az: -0.119598
ax: 0.0293732 | ay: 0.0566254 | az: -0.106552
ax: -0.0131531 | ay: 0.000183105 | az: 0.0695648
ax: -0.0359802 | ay: -0.0287781 | az: 0.092392
ax: -0.00730896 | ay: -0.0661011 | az: 0.0381927
ax: 0.00852966 | ay: -0.0592651 | az: -0.0392609
ax: 0.0495911 | ay: 0.0167542 | az: -0.033844
ax: 0.0507812 | ay: 0.0292053 | az: -0.00799561
ax: 0.0153503 | ay: 0.0322266 | az: 0.0338593
ax: -0.00595093 | ay: -0.0137939 | az: 0.0455627
ax: -0.021698 | ay: -0.0166779 | az: 0.00125122
ax: -0.00746155 | ay: -0.0320892 | az: -0.0020752
ax: -0.0022583 | ay: 0.00741577 | az: 0.0025177
ax: -0.0123749 | ay: -0.0118408 | az: 0.0038147
ax: -0.0158386 | ay: 0.0180664 | az: 0.00488281
ax: -0.043045 | ay: 0.0281067 | az: -0.00137329
ax: -0.0406494 | ay: -0.0292053 | az: 0.00469971
ax: -0.0346375 | ay: 0.0117188 | az: 0.00605774
ax: -0.046051 | ay: 0.0442352 | az: 0.00398254
ax: -0.0842285 | ay: 0.0464172 | az: 0.0115814
ax: -0.117096 | ay: 0.0109711 | az: 0.0123596
ax: -0.147583 | ay: -0.023056 | az: 0.0499573
ax: -0.13562 | ay: 0.000137329 | az: 0.0413513
ax: -0.239685 | ay: 0.133698 | az: -0.03302
