steps: 1373
ax: 0.741394 | ay: 0.665787 | az: -0.0485992
ax: -0.0381622 | ay: -0.15387 | az: 0.00198364
ax: -0.0494537 | ay: -0.105194 | az: 0.0739746
ax: -0.0567627 | ay: -0.117035 | az: 0.0894928
ax: -0.0240326 | ay: -0.0789948 | az: 0.041626
ax: -0.0764008 | ay: -0.0422516 | az: -0.0462646
ax: -0.112274 | ay: -0.107956 | az: -0.0307312
time: 1
[20210805070511.665]
> sum ax: -8.45193 | sum ay: -9.66646 | sum az: 0.553162
>> avg ax: -0.169039 | avg ay: -0.193329 | avg az: 0.0110632
>>> vx: -0.82829 | vy: -0.947313 | vz: 0.0542098
>>> sx: -0.374263 | sy: -0.108829 | sz: -0.0589194
>>> a: 0.257046
>>> v: 1.25953
>>> s: 0.394193

ax: -0.150513 | ay: -0.0106964 | az: 0.0338898
ax: -0.170822 | ay: 0.0785065 | az: 0.0612488
ax: -0.294907 | ay: 0.101669 | az: 0.0203247
ax: -0.331436 | ay: 0.112259 | az: 0.0398407
ax: -0.454468 | ay: 0.179718 | az: 0.112259
ax: -0.516251 | ay: 0.288406 | az: -0.103333
ax: -0.999527 | ay: 0.26619 | az: -0.318573
ax: -1.05554 | ay: 1.07472 | az: -0.883163
ax: -1.07213 | ay: 1.36966 | az: -0.413727
ax: -1.0822 | ay: 0.791763 | az: -0.399277
ax: -0.951721 | ay: 0.929855 | az: -0.478088
ax: -0.106232 | ay: 0.626099 | az: -0.689102
ax: 0.896622 | ay: -0.18924 | az: -0.213181
ax: 0.108765 | ay: -0.78511 | az: -0.0288696
ax: 0.414658 | ay: 0.290802 | az: 0.207443
ax: 0.903336 | ay: 0.752396 | az: -0.0162354
ax: 0.797272 | ay: 0.944504 | az: -0.0921783
ax: 0.735596 | ay: 0.813705 | az: 0.0207367
ax: 0.746689 | ay: 0.496277 | az: -0.0233917
ax: 0.675995 | ay: 0.225555 | az: -0.00559998
ax: 0.58287 | ay: 0.188477 | az: -0.00706482
ax: 0.530396 | ay: 0.0641174 | az: 0.213043
ax: 0.530029 | ay: 0.0432892 | az: 0.0520172
ax: 0.31694 | ay: 0.134796 | az: 0.0859375
ax: -0.0490875 | ay: -0.119537 | az: 0.0474243
ax: -0.352081 | ay: -0.305145 | az: 0.0993958
ax: -0.982315 | ay: -0.713394 | az: 0.106827
ax: -1.15276 | ay: -1.39923 | az: 0.0364075
ax: -1.20825 | ay: -2.29506 | az: 0.0636597
ax: -1.24998 | ay: -2.52063 | az: -0.216599
ax: -0.965134 | ay: -2.63577 | az: -0.0937347
ax: -0.931931 | ay: -2.61862 | az: 0.440369
ax: -0.560715 | ay: -1.35715 | az: -0.181931
ax: -0.69133 | ay: 1.45802 | az: 0.504471
ax: -0.731094 | ay: -0.442398 | az: 0.588531
ax: -0.836044 | ay: -0.527527 | az: -0.191467
ax: -0.163086 | ay: -0.698654 | az: -0.295227
ax: -0.533264 | ay: -1.01138 | az: -0.342743
ax: 0.0578613 | ay: -0.262802 | az: 0.181259
ax: -0.100113 | ay: -0.467758 | az: -0.0765686
ax: 0.00180054 | ay: 0.112991 | az: 0.0130157
ax: 0.00939941 | ay: -0.0836639 | az: 0.0221405
ax: -0.00178528 | ay: -0.0402527 | az: -0.0253906
ax: -0.0374451 | ay: -0.108231 | az: 0.0901337
ax: 0.00149536 | ay: -0.171631 | az: -0.153152
ax: 0.047821 | ay: -0.0399323 | az: -0.0845184
ax: -0.00552368 | ay: -0.021286 | az: 0.037384
ax: 0.00944519 | ay: 0.0618439 | az: 0.104172
ax: -0.0124664 | ay: 0.0238037 | az: 0.0426941
ax: -0.0247803 | ay: 0.0297699 | az: -0.0444336
time: 2
[20210805070512.665]
> sum ax: -10.4079 | sum ay: -7.36591 | sum az: -2.15292
>> avg ax: -0.208159 | avg ay: -0.147318 | avg az: -0.0430585
>>> vx: -1.01998 | vy: -0.721859 | vz: -0.210987
>>> sx: -0.547408 | sy: 0.0498923 | sz: -0.20503
>>> a: 0.258625
>>> v: 1.26726
>>> s: 0.586671

ax: -0.0328369 | ay: -0.0665894 | az: 0.00349426
ax: -0.00590515 | ay: -0.0587311 | az: 0.0371857
ax: -0.0176086 | ay: -0.0092926 | az: 0.0298004
ax: -0.076355 | ay: -0.00331116 | az: -0.001297
ax: -0.0986481 | ay: 0.0055542 | az: 0.000167847
ax: -0.0918274 | ay: -0.0111694 | az: 0.0236206
ax: -0.258224 | ay: 0.144836 | az: 0.0549011
ax: -0.37381 | ay: 0.14711 | az: 0.00973511
ax: -0.414627 | ay: 0.204361 | az: 0.0944672
ax: -0.518616 | ay: 0.209335 | az: 0.0586243
ax: -0.606522 | ay: 0.270264 | az: -0.0792999
ax: -1.05986 | ay: 0.29187 | az: -0.265701
ax: -1.07451 | ay: 1.57556 | az: -0.900467
ax: -1.09135 | ay: 1.65262 | az: -0.218338
ax: -1.05028 | ay: 0.849777 | az: -0.0645905
ax: -1.01712 | ay: 0.719284 | az: -0.459015
ax: -0.361038 | ay: 1.07864 | az: -0.398743
ax: 0.913498 | ay: 0.197006 | az: -0.238785
ax: 0.0545502 | ay: -0.527328 | az: -0.341888
ax: 0.209671 | ay: -0.197922 | az: 0.165726
ax: 0.940704 | ay: 0.505676 | az: 0.0736237
ax: 0.882889 | ay: 0.800262 | az: -0.0296936
ax: 0.860168 | ay: 0.89209 | az: -0.0441437
ax: 0.83783 | ay: 0.70842 | az: -0.0843353
ax: 0.771927 | ay: 0.457458 | az: 0.0309906
ax: 0.680954 | ay: 0.276733 | az: 0.0196228
ax: 0.552231 | ay: 0.0802155 | az: -0.0210266
ax: 0.432327 | ay: 0.0494995 | az: -0.000106812
ax: 0.265747 | ay: 0.00349426 | az: 0.0363922
ax: -0.22876 | ay: -0.296829 | az: -0.0462952
ax: -0.601242 | ay: -0.41658 | az: 0.0676422
ax: -1.10013 | ay: -0.813187 | az: 0.111374
ax: -1.15674 | ay: -1.62505 | az: 0.059967
ax: -1.20551 | ay: -2.38898 | az: -0.184189
ax: -1.23776 | ay: -2.60931 | az: -0.682327
ax: -0.911957 | ay: -2.6088 | az: 0.291214
ax: -0.985657 | ay: -1.30746 | az: 0.0688324
ax: -0.680725 | ay: 1.4691 | az: 0.351852
ax: -0.724289 | ay: -1.18999 | az: 0.539001
ax: -0.649811 | ay: -0.512009 | az: -0.0834198
ax: -0.311523 | ay: -0.703552 | az: -0.0996552
ax: -0.131287 | ay: -0.620834 | az: -0.13652
ax: -0.0867004 | ay: -0.538864 | az: 0.143082
ax: -0.00915527 | ay: -0.4711 | az: -0.0329437
ax: -0.113113 | ay: -0.0950165 | az: -0.057251
ax: -0.0449982 | ay: -0.0586853 | az: 0.0167847
ax: -0.0442505 | ay: -0.0209961 | az: 0.0447235
ax: 0.014328 | ay: 0.0370636 | az: -0.0275574
ax: -0.0122833 | ay: 0.104935 | az: -0.076828
ax: 0.0464325 | ay: 0.0366364 | az: -0.23468
time: 3
[20210805070513.665]
> sum ax: -10.9218 | sum ay: -4.38377 | sum az: -2.47627
>> avg ax: -0.218435 | avg ay: -0.0876755 | avg az: -0.0495255
>>> vx: -1.07033 | vy: -0.42961 | vz: -0.242675
>>> sx: -0.52071 | sy: 0.24635 | sz: -0.167136
>>> a: 0.240528
>>> v: 1.17859
>>> s: 0.599802

ax: 0.04776 | ay: -0.00361633 | az: -0.0856781
ax: 0.0117798 | ay: 0.0124054 | az: 0.0968628
ax: -0.0388947 | ay: -0.00563049 | az: 0.147278
ax: -0.0410309 | ay: -0.0517731 | az: 0.0491638
ax: -0.0359955 | ay: -0.0809021 | az: -0.0227051
ax: -0.0357513 | ay: -0.0640564 | az: -0.0210876
ax: -0.0111237 | ay: 0.0186768 | az: 0.01828
ax: -0.0527496 | ay: -0.0209808 | az: 0.0472717
ax: -0.141937 | ay: -0.0126801 | az: 0.0689545
ax: -0.115356 | ay: 0.000106812 | az: -0.0198669
ax: -0.143417 | ay: 0.0706024 | az: -0.066803
ax: -0.307007 | ay: 0.15062 | az: -0.0172577
ax: -0.349762 | ay: 0.141663 | az: 0.0419006
ax: -0.523209 | ay: 0.266083 | az: 0.141144
ax: -0.558609 | ay: 0.355896 | az: 0.0750427
ax: -0.85939 | ay: 0.254089 | az: -0.125076
ax: -1.05771 | ay: 0.748703 | az: -0.498932
ax: -1.07443 | ay: 1.63821 | az: -0.723679
ax: -1.08058 | ay: 1.00928 | az: -0.165253
ax: -0.847488 | ay: 1.1857 | az: -0.617325
ax: -0.440765 | ay: 0.712021 | az: -0.790329
ax: 0.916687 | ay: 0.544922 | az: -0.306671
ax: 0.154419 | ay: -0.584167 | az: -0.228943
ax: 0.205292 | ay: 0.145676 | az: 0.136612
ax: 0.825806 | ay: 0.720322 | az: -0.0705261
ax: 0.810928 | ay: 0.92482 | az: -0.0274963
ax: 0.798401 | ay: 0.716614 | az: -0.0321808
ax: 0.779465 | ay: 0.611832 | az: 0.048111
ax: 0.706787 | ay: 0.379654 | az: 0.0136414
ax: 0.622665 | ay: 0.233383 | az: -0.0234833
ax: 0.535355 | ay: 0.165497 | az: 0.00138855
ax: 0.462509 | ay: 0.0971985 | az: 0.00450134
ax: 0.259583 | ay: 0.107727 | az: 0.064743
ax: -0.140427 | ay: -0.141113 | az: 0.00874329
ax: -0.407425 | ay: -0.31134 | az: 0.0821991
ax: -0.986633 | ay: -0.679474 | az: 0.0977936
ax: -1.14091 | ay: -1.36646 | az: 0.0411682
ax: -1.19507 | ay: -2.34204 | az: -0.100189
ax: -1.23659 | ay: -2.47037 | az: -0.634445
ax: -0.940811 | ay: -2.63162 | az: -0.253464
ax: -0.807007 | ay: -2.55377 | az: 0.294998
ax: -0.627625 | ay: -0.944824 | az: 0.0852966
ax: -0.418594 | ay: 1.49474 | az: 0.143829
ax: -0.349411 | ay: 0.348282 | az: 0.565674
ax: -0.892532 | ay: -0.863693 | az: -0.234634
ax: -0.166901 | ay: -0.685089 | az: -0.485962
ax: -0.282761 | ay: -0.696854 | az: -0.118423
ax: -0.287064 | ay: -0.621674 | az: 0.224411
ax: -0.198135 | ay: -0.348114 | az: 0.0600128
ax: -0.0509644 | ay: -0.149765 | az: -0.0492859
time: 4
[20210805070514.658]
> sum ax: -10.7066 | sum ay: -4.57529 | sum az: -3.16068
>> avg ax: -0.214133 | avg ay: -0.0915057 | avg az: -0.0632135
>>> vx: -1.04925 | vy: -0.448378 | vz: -0.309746
>>> sx: -0.399942 | sy: 0.281121 | sz: -0.176541
>>> a: 0.241292
>>> v: 1.18233
>>> s: 0.519759

ax: 0.092041 | ay: 0.0180054 | az: 0.0146942
ax: -0.0834351 | ay: -0.0953827 | az: -0.0304718
ax: -0.0344696 | ay: -0.0218201 | az: -0.0560303
ax: 0.0169678 | ay: 0.0627594 | az: 0.0343475
ax: 0.0159912 | ay: -0.0733948 | az: -0.196915
ax: 0.0548553 | ay: 0.0393219 | az: -0.00346375
ax: 0.0374603 | ay: 0.0971527 | az: 0.0711212
ax: 0.015274 | ay: -0.0400238 | az: 0.059082
ax: -0.0193634 | ay: -0.0328522 | az: 0.0519562
ax: -0.0103302 | ay: -0.0550995 | az: -0.0359192
ax: -0.000686646 | ay: 0.0332031 | az: -0.0182495
ax: -0.0443115 | ay: -0.0108643 | az: 0.0250397
ax: -0.0437164 | ay: -0.000854492 | az: 0.0130768
ax: -0.10022 | ay: 0.0168762 | az: -0.0105438
ax: -0.095459 | ay: 0.0504456 | az: 0.0448456
ax: -0.154999 | ay: 0.08461 | az: -0.0555573
ax: -0.300217 | ay: 0.153961 | az: -0.0725555
ax: -0.341782 | ay: 0.124207 | az: -0.000366211
ax: -0.469131 | ay: 0.264771 | az: 0.0739288
ax: -0.571335 | ay: 0.297699 | az: 0.0434265
ax: -1.02914 | ay: 0.123123 | az: -0.119858
ax: -1.06596 | ay: 0.699463 | az: -0.670395
ax: -1.08257 | ay: 1.74304 | az: -0.56398
ax: -1.10176 | ay: 1.1666 | az: -0.0813904
ax: -0.804657 | ay: 1.08101 | az: -0.489151
ax: -0.537567 | ay: 0.548141 | az: -0.856689
ax: 0.803986 | ay: 0.372604 | az: -0.187317
ax: 0.285736 | ay: -0.421951 | az: -0.173782
ax: 0.266174 | ay: -0.0961761 | az: -0.0302277
ax: 0.818878 | ay: 0.492142 | az: -0.0628662
ax: 0.793137 | ay: 0.856171 | az: 0.00523376
ax: 0.839066 | ay: 0.799744 | az: -0.0301361
ax: 0.817108 | ay: 0.715652 | az: -0.0737305
ax: 0.791336 | ay: 0.496658 | az: -0.0200958
ax: 0.726593 | ay: 0.328064 | az: -0.0402527
ax: 0.653671 | ay: 0.190353 | az: -0.0662689
ax: 0.573807 | ay: 0.0929871 | az: -0.0575867
ax: 0.465958 | ay: 0.0787201 | az: -0.046402
ax: 0.186646 | ay: -0.127014 | az: -0.113373
ax: -0.178619 | ay: -0.377594 | az: -0.0674133
ax: -0.626282 | ay: -0.679733 | az: -0.0627899
ax: -1.0865 | ay: -0.931458 | az: 0.0154266
ax: -1.1338 | ay: -1.85387 | az: 0.153595
ax: -1.17305 | ay: -2.25223 | az: 0.0855408
ax: -1.16586 | ay: -2.05 | az: -0.344177
ax: -0.820068 | ay: -2.51262 | az: 0.532867
ax: -0.837067 | ay: -1.72539 | az: 1.18037
ax: -0.649155 | ay: 1.54973 | az: 0.0757446
ax: -1.03795 | ay: -1.54393 | az: 0.70108
ax: -0.114853 | ay: -0.686264 | az: -0.309402
time: 5
[20210805070515.673]
> sum ax: -8.45964 | sum ay: -3.01131 | sum az: -1.76598
>> avg ax: -0.169193 | avg ay: -0.0602261 | avg az: -0.0353195
>>> vx: -0.829045 | vy: -0.295108 | vz: -0.173066
>>> sx: -0.254207 | sy: 0.321483 | sz: -0.173182
>>> a: 0.183032
>>> v: 0.896859
>>> s: 0.444932

steps: 1380
ax: -0.271484 | ay: -0.578445 | az: -0.0827789
ax: -0.0200653 | ay: -0.459167 | az: -0.232559
ax: -0.101547 | ay: -0.434677 | az: 0.0745544
ax: 0.0787201 | ay: -0.183731 | az: 0.0718536
ax: -0.101578 | ay: -0.0429535 | az: 0.129791
ax: -0.0691071 | ay: 0.0579224 | az: 0.182678
ax: 0.0155182 | ay: 0.062088 | az: 0.00364685
ax: -0.0229034 | ay: -0.053299 | az: -0.0857697
ax: -0.00369263 | ay: -0.0745087 | az: -0.134674
ax: 0.00292969 | ay: 0.0320129 | az: 0.0496063
ax: -0.047821 | ay: 0.115372 | az: 0.145416
ax: -0.0728149 | ay: 0.0129852 | az: 0.118973
ax: -0.00990295 | ay: -0.0361023 | az: 0.0157318
ax: 0.00601196 | ay: -0.0301971 | az: -0.026535
ax: -0.0114441 | ay: -0.021759 | az: 0.0515594
ax: -0.0171967 | ay: -0.00564575 | az: 0.0634003
ax: -0.0382233 | ay: -0.0280762 | az: 0.0432281
ax: -0.0645905 | ay: 0.00212097 | az: 0.0453491
ax: -0.123901 | ay: -0.00431824 | az: -0.0120239
ax: -0.0871887 | ay: 0.0259399 | az: 0.00105286
ax: -0.17337 | ay: 0.143585 | az: 0.0408783
ax: -0.231613 | ay: 0.175156 | az: 0.0667267
ax: -0.344971 | ay: 0.151718 | az: -0.0124664
ax: -0.439407 | ay: 0.180923 | az: 0.0705872
ax: -0.49202 | ay: 0.304398 | az: 0.121231
ax: -0.592422 | ay: 0.302643 | az: -0.0301971
ax: -1.06476 | ay: 0.465775 | az: -0.33667
ax: -1.08022 | ay: 1.31729 | az: -0.794632
ax: -1.09718 | ay: 1.53903 | az: -0.0472717
ax: -1.01254 | ay: 1.00371 | az: -0.36908
ax: -0.958878 | ay: 0.642471 | az: -0.49234
ax: -0.00584412 | ay: 0.761734 | az: -0.635605
ax: 0.761032 | ay: -0.397476 | az: -0.300903
ax: 0.268631 | ay: -0.686234 | az: -0.265289
ax: 0.485077 | ay: 0.185654 | az: 0.0366364
ax: 0.879059 | ay: 0.822632 | az: -0.0446777
ax: 0.836624 | ay: 0.933487 | az: -0.0794373
ax: 0.786255 | ay: 0.834534 | az: 0.0249786
ax: 0.76915 | ay: 0.686539 | az: 0.0806732
ax: 0.711319 | ay: 0.449554 | az: 0.0612335
ax: 0.634918 | ay: 0.286545 | az: 0.00997925
ax: 0.588928 | ay: 0.196915 | az: 0.0317993
ax: 0.507858 | ay: 0.14032 | az: 0.0666962
ax: 0.300629 | ay: 0.0740051 | az: 0.105972
ax: -0.121552 | ay: -0.409988 | az: -0.0784149
ax: -0.399628 | ay: -0.449432 | az: 0.133179
ax: -0.975967 | ay: -0.67334 | az: 0.311829
ax: -1.13191 | ay: -1.34033 | az: 0.264587
ax: -1.17918 | ay: -2.24391 | az: 0.206375
ax: -1.21318 | ay: -2.35269 | az: -0.0275574
time: 6
[20210805070516.659]
> sum ax: -5.94545 | sum ay: 1.40077 | sum az: -1.45868
>> avg ax: -0.118909 | avg ay: 0.0280154 | avg az: -0.0291736
>>> vx: -0.582654 | vy: 0.137276 | vz: -0.142951
>>> sx: -0.261826 | sy: 0.194251 | sz: -0.0776239
>>> a: 0.1256
>>> v: 0.615439
>>> s: 0.33513

ax: -0.934296 | ay: -2.54237 | az: 0.348038
ax: -0.844009 | ay: -2.51711 | az: 0.642914
ax: 0.0654144 | ay: 0.84903 | az: -0.0956116
ax: -0.329071 | ay: 0.990311 | az: 0.4077
ax: -0.675018 | ay: -0.72995 | az: 0.472305
ax: -0.145416 | ay: -0.37323 | az: -0.590042
ax: -0.291397 | ay: -0.890045 | az: -0.133408
ax: -0.211945 | ay: -0.635162 | az: -0.0209045
ax: -0.118149 | ay: -0.541428 | az: 0.234131
ax: -0.172012 | ay: -0.262238 | az: 0.0719299
ax: -0.0409393 | ay: -0.0313873 | az: -0.00454712
ax: 0.00708008 | ay: -0.0261688 | az: 0.0582275
ax: -0.065506 | ay: 0.0628357 | az: -0.0139313
ax: 0.0151062 | ay: 0.00289917 | az: -0.0165253
ax: 0.00550842 | ay: -0.0570984 | az: -0.19455
ax: 0.0432281 | ay: 0.0660553 | az: -0.114227
ax: 0.015274 | ay: 0.0786743 | az: 0.0535278
ax: -0.0178986 | ay: 0.00730896 | az: 0.178116
ax: -0.0157623 | ay: -0.0942535 | az: 0.0831451
ax: -0.0151978 | ay: -0.103455 | az: -0.0317535
ax: 0.00735474 | ay: -0.0497589 | az: 0.0114746
ax: -0.0110779 | ay: -0.0438995 | az: 0.0580292
ax: -0.0213165 | ay: -0.0309296 | az: 0.0324554
ax: -0.0651398 | ay: 0.0297394 | az: 0.0172882
ax: -0.0817871 | ay: 0.0129547 | az: 0.00143433
ax: -0.0931244 | ay: 0.0352478 | az: 0.0329895
ax: -0.181107 | ay: 0.120285 | az: -0.00218201
ax: -0.289612 | ay: 0.15152 | az: 0.0346069
ax: -0.349609 | ay: 0.095047 | az: 0.0818329
ax: -0.477173 | ay: 0.210068 | az: 0.113556
ax: -0.522522 | ay: 0.246429 | az: -0.0508423
ax: -0.839066 | ay: 0.252106 | az: -0.25853
ax: -1.05849 | ay: 0.622925 | az: -0.583023
ax: -1.07336 | ay: 1.40331 | az: -0.762344
ax: -1.0768 | ay: 1.00902 | az: 0.175934
ax: -0.62854 | ay: 1.13133 | az: -0.378265
ax: -0.574173 | ay: 0.582855 | az: -0.5056
ax: 0.500458 | ay: 0.782089 | az: -0.562592
ax: 0.471207 | ay: -0.218399 | az: -0.425278
ax: 0.184814 | ay: -0.562378 | az: -0.0823212
ax: 0.608292 | ay: 0.452637 | az: 0.0424805
ax: 0.87001 | ay: 0.901901 | az: -0.0543671
ax: 0.79126 | ay: 0.913086 | az: -0.0145874
ax: 0.729919 | ay: 0.784241 | az: 0.114075
ax: 0.701797 | ay: 0.478348 | az: 0.104843
ax: 0.648087 | ay: 0.274094 | az: 0.0827332
ax: 0.533936 | ay: 0.156342 | az: 0.0732574
ax: 0.454117 | ay: 0.0701904 | az: 0.0966187
ax: 0.308472 | ay: 0.0493164 | az: 0.155106
ax: -0.0160675 | ay: -0.0102386 | az: 0.184219
time: 7
[20210805070517.662]
> sum ax: -4.27425 | sum ay: 3.10269 | sum az: -0.932465
>> avg ax: -0.0854849 | avg ay: 0.0620538 | avg az: -0.0186493
>>> vx: -0.418876 | vy: 0.304064 | vz: -0.0913815
>>> sx: -0.504684 | sy: -0.366601 | sz: 0.0456152
>>> a: 0.107267
>>> v: 0.525607
>>> s: 0.625446

steps: 1381
ax: -0.246674 | ay: -0.371048 | az: 0.245926
ax: -0.871689 | ay: -0.803986 | az: 0.152878
ax: -1.1498 | ay: -1.43205 | az: 0.109528
ax: -1.20461 | ay: -2.31813 | az: 0.168991
ax: -1.24442 | ay: -2.51451 | az: -0.0038147
ax: -0.936249 | ay: -2.61639 | az: -0.101547
ax: -0.818176 | ay: -2.60242 | az: 0.455246
ax: -0.642441 | ay: -1.69 | az: 0.0380249
ax: -0.670715 | ay: 1.46866 | az: 0.0837708
ax: -0.625107 | ay: -0.558487 | az: 0.498032
ax: -0.704391 | ay: -0.483383 | az: -0.0895233
ax: -0.241989 | ay: -0.577744 | az: -0.0117188
ax: -0.178894 | ay: -0.838394 | az: -0.0806885
ax: -0.205292 | ay: -0.516754 | az: 0.206268
ax: -0.0494385 | ay: -0.320923 | az: -0.104034
ax: -0.024292 | ay: -0.137177 | az: -0.105896
ax: -0.0087738 | ay: -0.0738373 | az: 0.0352936
ax: -0.0611115 | ay: -0.0764923 | az: 0.0267487
ax: -0.0340118 | ay: -0.056366 | az: -0.0619965
ax: -0.00358582 | ay: -0.0020752 | az: -0.12384
ax: 0.00975037 | ay: 0.0209198 | az: -0.0469818
ax: 0.0253601 | ay: 0.0188293 | az: 0.0175629
ax: 0.0137939 | ay: -0.0337067 | az: 0.0765076
ax: 0.00817871 | ay: -0.0971069 | az: 0.00634766
ax: 0.010498 | ay: -0.0653229 | az: -0.00228882
ax: -0.0282898 | ay: -0.0788879 | az: 0.0436401
ax: -0.0306091 | ay: -0.0828094 | az: 0.078064
ax: -0.0388794 | ay: -0.0810242 | az: 0.0808258
ax: -0.043396 | ay: -0.0256653 | az: 0.069809
ax: -0.0657959 | ay: -0.029892 | az: 0.0383148
ax: -0.0875549 | ay: -0.0317383 | az: 0.006073
ax: -0.0874329 | ay: -0.0141449 | az: 0.0307922
ax: -0.23082 | ay: 0.12381 | az: 0.0103455
ax: -0.296768 | ay: 0.104752 | az: -0.0257721
ax: -0.358109 | ay: 0.141632 | az: 0.0835114
ax: -0.454727 | ay: 0.154419 | az: 0.0579681
ax: -0.503738 | ay: 0.203644 | az: -0.00460815
ax: -0.949799 | ay: 0.114334 | az: -0.112717
ax: -1.05936 | ay: 0.818741 | az: -0.591888
ax: -1.07095 | ay: 1.8614 | az: -0.603561
ax: -1.07457 | ay: 0.952728 | az: 0.196701
ax: -0.670761 | ay: 0.526016 | az: -0.553833
ax: -0.586975 | ay: 0.667236 | az: -0.887772
ax: 0.58934 | ay: 0.708694 | az: -0.454727
ax: 0.125412 | ay: -0.247635 | az: -0.200195
ax: 0.418839 | ay: -0.309387 | az: -0.139709
ax: 0.745361 | ay: 0.551956 | az: 0.0225372
ax: 0.808655 | ay: 0.798447 | az: -0.0283356
ax: 0.837814 | ay: 0.757614 | az: -0.0101624
ax: 0.833649 | ay: 0.629303 | az: -0.0301971
time: 8
[20210805070518.662]
> sum ax: -13.1335 | sum ay: -8.46436 | sum az: -1.5361
>> avg ax: -0.262671 | avg ay: -0.169287 | avg az: -0.030722
>>> vx: -1.28709 | vy: -0.829507 | vz: -0.150538
>>> sx: -1.01962 | sy: -1.32112 | sz: 0.085927
>>> a: 0.314003
>>> v: 1.53861
>>> s: 1.67104

steps: 1382
ax: 0.800888 | ay: 0.464859 | az: 0.0384521
ax: 0.709122 | ay: 0.296387 | az: 0.0414429
ax: 0.618668 | ay: 0.158615 | az: 0.0223389
ax: 0.54953 | ay: 0.109192 | az: -0.00950623
ax: 0.413559 | ay: 0.127686 | az: 0.0292969
ax: 0.05336 | ay: -0.0423584 | az: -0.00961304
ax: -0.263031 | ay: -0.18605 | az: 0.14946
ax: -0.747864 | ay: -0.552261 | az: 0.0280609
ax: -1.13657 | ay: -1.29056 | az: -0.0611572
ax: -1.19426 | ay: -2.04335 | az: -0.0545502
ax: -1.23929 | ay: -2.3799 | az: -0.419785
ax: -0.965683 | ay: -2.65456 | az: -1.04649
ax: -0.76709 | ay: -2.65192 | az: -0.0549164
ax: -0.86673 | ay: -1.43938 | az: 0.413757
ax: 0.0169067 | ay: 0.770874 | az: 0.110153
ax: -0.221359 | ay: 1.20393 | az: 0.826126
ax: -0.632156 | ay: -0.567169 | az: 0.182281
ax: -0.666382 | ay: -0.538696 | az: -0.410278
ax: -0.481888 | ay: -0.926971 | az: -0.187515
ax: -0.0606842 | ay: -0.699341 | az: 0.0441132
ax: -0.107742 | ay: -0.81131 | az: 0.0454102
ax: -0.067749 | ay: -0.1185 | az: -0.0473938
ax: -0.0447388 | ay: -0.116394 | az: -0.0224609
ax: -0.0764618 | ay: -0.0119171 | az: 0.108871
ax: -0.0824127 | ay: -0.121643 | az: -0.0105743
ax: -0.0197906 | ay: -0.160934 | az: 0.0177307
ax: -0.0204773 | ay: -0.176834 | az: -0.237991
ax: -0.00534058 | ay: -0.0587311 | az: -0.0749207
