ax: 0.558167 | ay: 0.940231 | az: 0.456848
ax: 1.03436 | ay: -0.380798 | az: -0.486923
ax: 1.04672 | ay: -0.26207 | az: -0.826065
ax: 1.06404 | ay: -1.75185 | az: -1.67032
ax: 1.08266 | ay: -1.05638 | az: -0.797958
ax: 1.07095 | ay: -1.61749 | az: -1.01152
ax: -0.0484009 | ay: 0.107468 | az: -0.964279
ax: -0.288544 | ay: 0.00535583 | az: -0.312592
ax: -0.714218 | ay: 0.495071 | az: 0.245667
ax: -0.381332 | ay: -0.620956 | az: 0.0212555
ax: -0.945328 | ay: -0.671036 | az: -0.53418
ax: -0.74118 | ay: -0.86232 | az: -0.476639
ax: -0.795044 | ay: -0.777664 | az: -0.252579
ax: -0.730103 | ay: -0.480942 | az: -0.164062
ax: -0.675568 | ay: -0.284378 | az: -0.0857086
ax: -0.6035 | ay: -0.117844 | az: -0.0518799
ax: -0.497055 | ay: -0.0847168 | az: 0.0363007
ax: -0.31073 | ay: -0.0785522 | az: 0.115021
ax: -0.0418549 | ay: -0.121887 | az: 0.143738
ax: 0.468002 | ay: 0.213287 | az: 0.163467
ax: 1.11168 | ay: 0.933823 | az: 0.31694
ax: 1.17691 | ay: 1.5554 | az: 0.541595
ax: 1.2426 | ay: 2.25072 | az: 0.83934
ax: 1.00085 | ay: 2.467 | az: 0.858978
ax: 1.0688 | ay: 2.45967 | az: 2.0489
ax: 1.28516 | ay: 2.23119 | az: 0.590073
ax: 0.0997314 | ay: -1.48553 | az: -1.22403
ax: 0.456009 | ay: -0.551865 | az: 1.57156
ax: 1.05991 | ay: 0.972733 | az: 1.10262
ax: 0.537369 | ay: 0.546448 | az: 0.487274
ax: 0.729767 | ay: 1.4541 | az: 0.252029
ax: 0.101074 | ay: 0.230957 | az: 0.031189
ax: -0.128952 | ay: 0.761505 | az: 0.152878
ax: 0.130341 | ay: 0.415268 | az: -0.0149231
ax: -0.0945892 | ay: 0.0904083 | az: -0.0320435
ax: 0.0617676 | ay: 0.0244446 | az: 0.207901
ax: 0.0853119 | ay: -0.0996399 | az: 0.131149
ax: 0.0507812 | ay: -0.0619354 | az: 0.0474701
ax: -0.0171661 | ay: 0.136337 | az: -0.16481
ax: -0.0290833 | ay: 0.142166 | az: -0.139603
ax: -0.00840759 | ay: -0.0528107 | az: -0.00254822
