steps: 0
ax: -0.0150299 | ay: -0.0999451 | az: 0.0966034
ax: -0.0270081 | ay: -0.145294 | az: 0.0774384
ax: -0.0382385 | ay: -0.111237 | az: 0.0850372
ax: -0.0116882 | ay: -0.150757 | az: 0.0956573
ax: -0.0259094 | ay: -0.155411 | az: 0.115692
ax: -0.0385895 | ay: -0.126465 | az: 0.101624
ax: -0.062561 | ay: -0.115021 | az: 0.143661
ax: -0.0962677 | ay: -0.0987549 | az: 0.118515
ax: -0.104996 | ay: -0.0578613 | az: 0.118362
ax: -0.17572 | ay: -0.0206909 | az: 0.0967102
ax: -0.210968 | ay: 0.0125122 | az: 0.0637207
ax: -0.230789 | ay: -0.0392151 | az: 0.067627
ax: -0.271072 | ay: -0.0058136 | az: 0.0193024
ax: -0.417999 | ay: 0.0461578 | az: 0.0189362
ax: -0.602203 | ay: 0.0457306 | az: -0.0209961
ax: -1.05696 | ay: 0.215027 | az: -0.0460968
ax: -1.0605 | ay: 0.746368 | az: -0.572678
ax: -0.918915 | ay: 1.31329 | az: -0.204117
ax: -0.866608 | ay: 0.729889 | az: 0.0473785
ax: -0.603058 | ay: 0.477692 | az: -0.399719
ax: -0.343536 | ay: 0.18663 | az: -0.578842
ax: 0.702393 | ay: 0.318192 | az: -0.321289
ax: -0.0758514 | ay: -0.221558 | az: -0.195587
ax: 0.500305 | ay: 0.0362549 | az: -0.0626984
ax: 0.752487 | ay: 0.802063 | az: -0.0333099
ax: 0.694656 | ay: 0.731323 | az: -0.0366821
ax: 0.698944 | ay: 0.555115 | az: -0.100052
ax: 0.672836 | ay: 0.454224 | az: -0.0679626
ax: 0.655762 | ay: 0.310028 | az: -0.0353546
ax: 0.582123 | ay: 0.220444 | az: -0.0100708
ax: 0.530594 | ay: 0.155441 | az: -0.0305634
ax: 0.397888 | ay: 0.118103 | az: -0.0491028
ax: 0.168533 | ay: 0.0298462 | az: -0.0648499
ax: -0.0841675 | ay: -0.0539856 | az: -0.00923157
ax: -0.30127 | ay: -0.100998 | az: 0.148544
ax: -0.59491 | ay: -0.272202 | az: 0.149292
ax: -0.925217 | ay: -0.744263 | az: 0.09375
ax: -1.11235 | ay: -1.21342 | az: 0.071106
ax: -1.03853 | ay: -1.36739 | az: -0.0463104
ax: -0.964035 | ay: -1.61656 | az: -0.110016
