steps: 1172
ax: -0.0291748 | ay: -0.114761 | az: 0.03125
ax: -0.0291748 | ay: -0.114761 | az: 0.03125
ax: 0.616165 | ay: 0.705765 | az: 0.0244141
ax: 0.576935 | ay: 0.544327 | az: 0.0350342
ax: 0.503922 | ay: 0.469101 | az: 0.0253601
ax: 0.443115 | ay: 0.409515 | az: 0.0514374
ax: 0.361267 | ay: 0.363159 | az: 0.0805054
ax: 0.206848 | ay: 0.33548 | az: 0.120575
ax: -0.0575104 | ay: 0.198669 | az: 0.112671
ax: -0.303604 | ay: -0.0690613 | az: 0.106201
ax: -0.763031 | ay: -0.302246 | az: 0.176224
ax: -1.06261 | ay: -0.727402 | az: 0.142288
ax: -1.10216 | ay: -1.53755 | az: -0.00401306
ax: -1.1384 | ay: -1.81856 | az: -0.127853
ax: -0.790665 | ay: -2.26953 | az: -0.29567
ax: -0.710052 | ay: -2.47537 | az: 0.511887
ax: -0.585785 | ay: -1.01627 | az: 0.268005
ax: 0.152313 | ay: -0.666595 | az: -0.269928
ax: -0.30191 | ay: 1.6662 | az: 0.398544
ax: -0.585098 | ay: 0.278793 | az: 0.841736
ax: -0.963684 | ay: -0.715469 | az: -0.169754
ax: -0.217575 | ay: -0.430206 | az: -0.0400085
ax: -0.321915 | ay: -0.600006 | az: -0.0585785
ax: -0.0296783 | ay: -0.260788 | az: 0.10257
ax: 0.0540009 | ay: -0.154678 | az: -0.19046
ax: 0.00944519 | ay: 0.120132 | az: 0.0163269
ax: -0.0198669 | ay: 0.104111 | az: 0.0567322
ax: -0.0160828 | ay: 0.100967 | az: 0.0121307
ax: -0.0332336 | ay: 0.00978088 | az: -0.0442963
ax: 0.00331116 | ay: 0.0596008 | az: -0.0824127
ax: 0.00657654 | ay: 0.077301 | az: -0.0159302
ax: 0.0289459 | ay: 0.157928 | az: 0.0527344
ax: 0.0369568 | ay: 0.0694122 | az: -0.004776
ax: 0.0336304 | ay: 0.0548401 | az: -0.0675812
ax: 0.0118561 | ay: 0.103607 | az: -0.0710754
ax: -0.0160828 | ay: 0.116302 | az: -0.0133972
ax: 0.013092 | ay: 0.102997 | az: -0.025589
ax: 0.00749207 | ay: 0.0888824 | az: -0.0236969
ax: -0.0641937 | ay: 0.0331116 | az: 0.0269318
ax: -0.109848 | ay: 0.0186005 | az: 0.068985
ax: -0.0969849 | ay: 0.0567932 | az: 0.0275269
ax: -0.0776978 | ay: 0.166473 | az: 0.0412292
ax: -0.116104 | ay: 0.0796051 | az: -0.00645447
ax: -0.20668 | ay: 0.127304 | az: -0.0694122
ax: -0.287247 | ay: 0.187271 | az: -0.0274048
ax: -0.365463 | ay: 0.250244 | az: 0.0256042
ax: -0.407288 | ay: 0.273392 | az: 0.0886078
ax: -0.524918 | ay: 0.321182 | az: -0.0148621
ax: -1.00887 | ay: 0.410309 | az: -0.335785
ax: -1.0898 | ay: 1.17963 | az: -0.865692
time: 1
[20210805065851.842]
> sum ax: -10.3665 | sum ay: -4.03247 | sum az: 0.65213
>> avg ax: -0.20733 | avg ay: -0.0806494 | avg az: 0.0130426
>>> vx: -1.01592 | vy: -0.395182 | vz: 0.0639088
>>> sx: -0.399372 | sy: -0.459103 | sz: 0.133054
>>> a: 0.222846
>>> v: 1.09194
>>> s: 0.622877

ax: -1.10643 | ay: 1.44383 | az: -0.492523
ax: -1.11633 | ay: 0.708206 | az: -0.139389
ax: -0.812347 | ay: 0.737793 | az: -0.539062
ax: -0.431259 | ay: 0.877686 | az: -0.940842
ax: 0.702698 | ay: 0.827972 | az: -0.360168
ax: 0.122925 | ay: -0.221832 | az: -0.170288
ax: 0.309265 | ay: -0.222733 | az: -0.140503
ax: 0.674042 | ay: 0.627274 | az: 0.0188599
ax: 0.760468 | ay: 0.891541 | az: -0.0357056
ax: 0.753754 | ay: 0.829834 | az: -0.0234528
ax: 0.722809 | ay: 0.722672 | az: -0.0432434
ax: 0.690674 | ay: 0.509903 | az: -0.0376129
ax: 0.596191 | ay: 0.304596 | az: -0.0589142
ax: 0.516907 | ay: 0.134796 | az: -0.107361
ax: 0.443253 | ay: 0.0709076 | az: -0.108749
ax: 0.302628 | ay: -0.00843811 | az: -0.0980682
ax: 0.014328 | ay: -0.21582 | az: -0.157089
ax: -0.353043 | ay: -0.414032 | az: -0.183228
ax: -0.803589 | ay: -0.726044 | az: -0.122299
ax: -1.10619 | ay: -1.20255 | az: -0.187408
ax: -1.15382 | ay: -1.98357 | az: -0.0653687
ax: -1.19382 | ay: -2.16058 | az: -0.137756
ax: -0.828629 | ay: -2.25224 | az: 0.000671387
ax: -0.794022 | ay: -1.99539 | az: 0.519714
ax: -0.627731 | ay: -1.90117 | az: 0.623245
ax: -0.192291 | ay: -0.672974 | az: 0.245163
ax: -0.443405 | ay: 1.54971 | az: 0.966507
ax: -1.03618 | ay: -1.18842 | az: 0.54747
ax: -0.193268 | ay: -0.289001 | az: -0.238586
ax: -0.218704 | ay: -0.790054 | az: -0.421646
ax: -0.130524 | ay: -0.61264 | az: -0.256134
ax: -0.0706635 | ay: -0.607864 | az: 0.185593
ax: -0.150665 | ay: -0.277756 | az: 0.212021
ax: -0.110931 | ay: -0.107056 | az: 0.099411
ax: -0.10025 | ay: 0.10437 | az: 0.256622
ax: -0.0288544 | ay: 0.0643921 | az: 0.0131989
ax: 0.0318451 | ay: -0.122711 | az: -0.0774384
ax: 0.00706482 | ay: -0.174896 | az: -0.262146
ax: 0.0369568 | ay: 0.0405731 | az: 0.0170441
ax: -0.0587921 | ay: 0.117645 | az: 0.203262
ax: -0.0708008 | ay: 0.0419159 | az: 0.130859
ax: 0.00799561 | ay: -0.127106 | az: 0.00109863
ax: 0.0300446 | ay: -0.075943 | az: -0.0786743
ax: -0.0170441 | ay: 0.020813 | az: 0.0512238
ax: -0.0411072 | ay: -0.0108032 | az: 0.065918
ax: -0.0188293 | ay: -0.0334015 | az: 0.0752563
ax: -0.0327911 | ay: -0.0316162 | az: 0.0212402
ax: -0.0360107 | ay: -0.00813293 | az: 0.00234985
ax: -0.0834503 | ay: -0.0154877 | az: -0.0122223
ax: -0.0572205 | ay: 0.0378418 | az: 0.00204468
time: 2
[20210805065852.845]
> sum ax: -6.69514 | sum ay: -7.78598 | sum az: -1.23711
